title,review,rating,date,userName,isEdited,app_name,app_id,developerResponse
Fabulous is a very helpful tool,"Thank you for this great tool!  Have been enjoying it a lot.  
A few things however I don’t quite understand.  In none of your emails or messages is there a name at the end.  It’s a bit impersonal I find.   Or are you trying to play ones future self?
Also, the daily coaching is done with such a calm and empathetic voice.  When I got to the exercises I was so surprised about the commanding tone in the instructors’ voice.  Is it on purpose to stimulate ones willpower?
Thanks and keep up the great work!!!",4,2021-04-27 08:19:39,JoyBlissPeaceLove,False,fabulous-daily-routine-planner,1203637303,
Confusing,"I want to love this app—great idea and beautiful graphics. The app itself is time consuming. It constantly shows 6 notifications & when I check the app, there is no clear indication of what the notifications are. The menu path is winding rather than logical. When I don’t want to do something the app wants me to do, there is no way out of the prompt other than closing the entire app. I’d like to explore it further, but the billing criticisms are a concern. I have apps for meditation, household chores and my calendar/email battling for my attention. I need this to be a little more precise and clear cut.",3,2021-02-25 18:05:34,TCtronic,False,fabulous-daily-routine-planner,1203637303,
Fabulous,"Very excited about this app! It’s colorful, fun, positive, and so far very effective for me for developing good habits/goals and dropping ones that are not positive. It’s obvious that a psychologist had a part in putting this together. It will be interesting to see if this app will help people stay motivated in the long term after the newness wears off. My only constructive criticism is that initially the format seemed confusing and a bit all over the place. With time and practice though I’ve begun to understand how it works. If I could, I would have given this app 4.5",4,2020-11-11 18:34:58,"Peace, love, joy!",False,fabulous-daily-routine-planner,1203637303,
Everything’s good except the new daily coaching!,"I like this app, enough to have paid for the annual subscription. I’m glad that they’re updating and seem to be gaining traction, but the new daily coaching lessons aren’t quite what they used to be! I found the original voices much more soothing and the constant pop culture references and jabs at trying to sound “cool and hip” and “relatable” are really annoying! Why are they making references to “The Office” and such? What if you don’t particularly care for that show? Plz try to keep it more zen and self-development focused..",4,2020-07-14 01:47:22,lisalovesherself,False,fabulous-daily-routine-planner,1203637303,
"Annoying, sorry",It looks like someone put some thought into creating a useful app here.  Sadly I hate to even open it because I know it is going to take time to deal with all the nifty surprises and a sales pitch when what I really need at that moment is the to-do list to check things off.  The menus are unclear; it seems that if you ignore processes when they are presented then you do not have the opportunity to go back and re-visit later.  When I schedule a morning routine I do not expect to be sidetracked into adding further items and developing new routines by the very app that is supposed to be helping me stay on task.  The music is too loud and intrusive first thing in the morning and at night as well.,1,2020-07-13 22:04:38,Nurse KC,False,fabulous-daily-routine-planner,1203637303,"{'id': 16769389, 'body': ""Hi\xa0there, we appreciate you sharing your experience with us. We're sorry to hear about the prompts to subscribe. Subscriptions and trials are optional. For the menus and prompts to add more, we're currently redesigning the UX and UI to be more streamlined. Feel free to share more details with us by completing the form via hello@thefabulous.co, we'd greatly appreciate it!"", 'modified': '2020-07-21T06:27:06Z'}"
Perfect lifestyle changing app,"I recommend this app to everyone that’s trying to get their life right. It’s going to change your life for the better in so many ways! The premium is expensive, but they still have everything you need to completely turn your life around for free. I highly recommend that everybody just follow this app’s instructions for a week, and then decide if they wish to continue. Thank you for making this app!!!",5,2021-07-02 02:47:47,WayTwoWicked,False,fabulous-daily-routine-planner,1203637303,
Starting small,"After one week of starting with small changes I already feel those habits creating a stronger foundation for each day. I wake up happier and I take moments to be present. I have become more aware of myself and my body. When bad situations creep up, I now feel like I can take the time to rethink of how to react. This program, so far, is amazing! It really encourages tiny steps of habitual change, which is far better than unrealistic big changes.",5,2021-04-05 15:03:36,Sessiebird,False,fabulous-daily-routine-planner,1203637303,
This is my first app review and I’m 27.,"I love this app! It is helping me make slow and steady changes which is helpful with my mental illness and “all or nothing” personality. I am also dealing with the side effects of Covid - I’m having trouble remembering things. Having a tangible way to check off meds, tasks, and self care is helpful for that “time loss”. Highly recommend to anyone who is wanting to change habits, introduce new ones, or have a better wellbeing overall. Thank you Fabulous!",5,2021-02-07 10:04:21,seemoore94,False,fabulous-daily-routine-planner,1203637303,
So many options and lots of possibilities!,"I stumbled on this app and I’m having a great time exploring and starting with some slow changes but there’s TONS of options. It’s really a great app so far. $35 bucks worth of options, goals broken down and support. There are live challenges even, where you can post on progress and get support. Save the money on a new calendar or diet and TRY this. It even has meditations and stories to help you if you get stuck. It’s really awesome!!",5,2021-01-03 13:36:23,blueandspike,False,fabulous-daily-routine-planner,1203637303,
Too slow,"cute at first, but far too slow at getting started. it seems like they’re trying to push you out of the trial period and get you to subscribe. the first habit the app tries to get you to form is to drink water, WHICH I ALREADY DO. it was super frustrating to have to wait 3 days for a new habit, so i deleted the app. having to click through “letters” and “fabulous moments” first thing in the morning also didn’t really do anything for me. i’m not one who gets anything out of reading inspirational quotes, so the whole thing was just kind of fussy to me. sad, because they really could be onto something with how cute their interface is.",2,2021-02-06 15:23:31,really needed this tbh,False,fabulous-daily-routine-planner,1203637303,
Very pleasing design and helpful approaches to lifestyle change,"This app is pretty affordable and gives me what I need such as helpful cues to guide me to making positive changes with small goals such as flossing or drinking water- tasks that I tend to avoid but am much more likely to complete them with the way it reminds me and supports my process. As I get better, the more it offers different supports like healthy eating, exercise, etc. I think it’s a cool splurge as far as apps go.",5,2020-12-17 16:04:08,Marga108,False,fabulous-daily-routine-planner,1203637303,
Enjoying the first week with this app!,"I started my habit of drinking water in the morning when I wake up for at least a year now. I always bring water by my bedside. It’s nice to stay on a streak :-) I like that I can check it off via an app. I also like that I can add more habits I’m trying to master. Today I joined my 1st live challenge of taking deep breaths daily. I’ve wanted to be more consistent in my meditation, and I believe this challenge will help me meet my goal. It’s a great app! Highly recommend!",5,2020-07-24 08:27:42,I wanna go home,False,fabulous-daily-routine-planner,1203637303,
This app is a waste of money,"I initially looked into this app because of the awards it had and reviews. This app is so stupid. I signed up for the premium version because I was excited to build habits went through the whole set up. All it is, is a whole bunch of notifications with no useful offerings. Legit this is just an upgrade on UI from the reminder app on your phone. They give you letters on health/wellness but it’s just repetitive content that you have heard throughout your life. Chances are that if you looking into this app because of wellness motivation, you will not be offered anything useful or new. Try the free week just to receive a notification everyday to drink water lol",1,2020-08-26 20:41:09,clauditz_,False,fabulous-daily-routine-planner,1203637303,"{'id': 17763423, 'body': ""Hi\xa0there, thank you for your feedback and we're sorry to hear that. If you were curious about what Fabulous offers, then feel free to reach out to us and we'd be happy to elaborate. Also, if your experience with Fabulous wasn't what you had expected, then feel free to share more details with us by completing the form via hello@thefabulous.co, we'd greatly appreciate it."", 'modified': '2020-09-08T17:17:34Z'}"
Game changer!,"If you’re reading this review it means you are deciding wether or not to download this app. Don’t let your pride or doubt dissuade you from utilizing this incredible tool. Simple, to the point, and fun. It’s amazing what a few little tweaks to your daily routine, with a dash of joyful encouragement and a sprinkle of accountability can do. I use the free version if you’re telling yourself this is a fake review. Do your future self a huge favor and try it out for a week. It’s worth the time you will spend.
I promise.",5,2020-03-22 07:01:52,Anvlog00,False,fabulous-daily-routine-planner,1203637303,
Astounding. A truly unique app.,"I can already tell after 6 days using it the effects it has had in teaching me how to change old habits and create new ones—ones that aren’t just default behavior. Clearly, a lot of time and effort went into making this app. The storyline and writing is top notch. The animation and effects draw you in and just make you feel good. As far as self help goes, this is the next level. Most of all, it’s just fun to use and explore.",5,2021-03-05 12:55:55,Snowdogwolf,False,fabulous-daily-routine-planner,1203637303,
Most Effective way to make a change!,"I have struggled with routines for years. I tried many different techniques with varied success. Fabulous really excels at simplifying the process of habit development and is encouraging along the way. I experience more energy and am able to maintain my goals even through distractions or outside impacts. 

Fabulous is the right place to get help and take control of your routine. If you are struggling, this will be the solution you have been wanting.",5,2020-08-13 12:58:01,Boilerbro12,False,fabulous-daily-routine-planner,1203637303,
Life changing..starting,"I have a low tolerance for self help. I love this app. Im’m disabled and can get depressed and unmotivated. I started with brush my teeth. 9 out of 10 days that is achievable. It shouldn’t have changed everything but it did. From there I added more habits. Pt, cleaning, 3 important things. Start with one habit and build.

Update I purchased the full package which is now unavailable and won’t update on my phone. I also wish there was a way to just use the app and timer. I do not have time to meet myself every morning. I have to get everything done before I run out of energy",3,2020-09-18 15:44:31,Fairy illustrator,False,fabulous-daily-routine-planner,1203637303,
This App Makes Life Easier,"You can suggest ways to make the app easier or vote on another idea. The app has improved since I last tried it, and it was amazing even then, so I can’t wait to see how great it will be in ten years. 
 You will make new habits and a routine for morning, afternoon, and evening. I got five free 30-day passes to give out. Mine was only a week, but my first year was just $3/month. Make that first step and download this app. I’m glad I did! Enjoy your new journey.",5,2020-07-30 04:09:11,Nicole Goins,False,fabulous-daily-routine-planner,1203637303,
Loveee,"I’m very unorganized and have trouble starting routines, this app has made it possible for someone like me (ADHD) to keep track and organized throughout my day. It holds me up to a higher standard and reminds me to complete daily tasks to stay on routine. 100% recommend. Especially if you are trying to incorporate certain habits in your life, better sleep, healthy eating, studying, exercise. I did get the premium but I felt like to get the most I needed to. Choice is up to how you feel.",5,2020-06-23 14:13:45,Swag something we all got,False,fabulous-daily-routine-planner,1203637303,
So far so good!,"I’m on day three and already feeling more confident in my ability to stick to goals. The app is very creative and different from any other habit tracker. My favorite part is the story-based elements! The little water sounds when you drag in a habit are very cute. Not super intuitive but as they say, that’s the point. It’s meant to be an instrument. The team clearly put a lot of research in! If I could fix one thing I wish there were more tutorials or even video tutorials after day 1, I did feel a little lost on day 2. Great app!",4,2020-05-12 15:29:20,akent783,False,fabulous-daily-routine-planner,1203637303,
Incredible vehicle for change,"I love the beautiful graphics, the animated interactive play, how personalized it is, the map, the focus on journey, all of it! I’m inspired every day and it seems that every time I click the app, there’s something new to read, to check off, or to engage with. Habit building is HARD! But if you choose to give this app a shot, take it slow and let the app lead you- I found the most success with approaching it this way. I am in LOVE with this app!",5,2021-05-04 20:44:58,Chrismunchie,False,fabulous-daily-routine-planner,1203637303,
Daily improvements!,"Love seeing the growth on a week to week basis, sometimes even a day to day. When a habit settled and implemented, it feels really good. I’m grateful there are some healthy apps focused on improving quality of life. I needed something like this. Worth the money if it can better my life for years to come. Only paid once for life too. I’m looking forward to seeing how much more I can learn, and who I could be in a few years or even next. Pretty neat. Five stars.",5,2021-02-01 21:51:56,Raygirl27,False,fabulous-daily-routine-planner,1203637303,
Very helpful,"I’ve used it for a good while now and it honestly is life changing. It forced me to slow down and implement one tiny change at a time and wow those changes stick so much better when I take it slower. The encouragement I get from the app is really great too. 

The only drawback for me is that I wish the diet talk and food jugements were optional; as someone with a past history with an eating disorder, I prefer not to have my food choices labeled as bad or good, especially without any warning or opt in/out feature.",4,2021-04-24 15:08:59,NeamhainH,False,fabulous-daily-routine-planner,1203637303,
I love this dang app,"It really does help get you to start what you've set out to do, and using scientifically backed techniques, it sets the foundation of what will help make you the best person you can be.

My only complaint is a tiny one that's kind of like ""well now you're just being picky"", but I do sort of wish that we could save the daily journals and reflections to view later. I've been in the app for over a year and there have been so many wonderful quotes that I wish I could just pull them all up at once, but they currently disappear into the abysess. To be able to go into the archives and look back on all that you've achieved and seen would be phenomenal.

But really, I drink water when I get out of bed, my nightly routine is stronger, I'm eating healthier, I'm exercising daily-- and I can thank this app for helping me form those habits. 

STRONGLY reccomend giving it a shot.",4,2021-03-17 09:59:20,dfrankhauser,False,fabulous-daily-routine-planner,1203637303,
Step in the right direction with legitimate use of apps potential,"Been struggling for years with being blatantly honest with myself in the hope to find root issues and discontinue negative behaviors/habits/mindsets and so far this app has helped to atleast get me started and have something solid to focus this on instead of a mind full of disorganized thoughts, I see real potential in this app as a tool as my goals continue I’ve already bought the year subscription 🤍✨",5,2020-12-06 15:31:01,ivoryOddity,False,fabulous-daily-routine-planner,1203637303,
So engaging!!!,"I’m really digging this app! There’s so many engaging experiences from exercising to breath work, meditation challenges and daily reminders to make your bed. I love that I’m able to customize my own routines, add to them, or when I’m finished with a goal, there’s so many other challenges and goals to tackle. The sounds, speakers and visual art is amazing (especially with headphones). This is really keeping me on track and engaged which is always my downfall when I try to stay healthy!",5,2020-09-18 13:24:21,**Nevada Gal**,False,fabulous-daily-routine-planner,1203637303,
Creative and Engaging,"I’ve enjoyed using this app so far to build healthier habits. I’ve tried many different habit tracker type apps, but this one stands out because it uses colorful and imaginative ways to talk about habit building and the mind. It is very engaging and is designed to make you feel like you are on a journey or quest rather than a regimented task. My husband enjoys the frequent reminders, activities, and narratives provided that reinforce the habit you are building. Could be great for kids too!",5,2020-08-12 13:12:10,Laura leigh 12,False,fabulous-daily-routine-planner,1203637303,
"Love the app, but constant crashing :(","I had an old version that was stable, upgraded and it crashes constantly when managing lists. Force restart keeps it stable briefly then it starts crashing every time I enter a routine to update progress. Also, in this latest version the Fab moment button is constantly bouncing, bad UX. That’s not my primary goal in the daily routine menus, I’m there to check stuff off. It’s annoying and not sure what the product goal is. It even bounces when I have nothing checked off. Sad I upgraded. If you fix the crashing at least I’d give the app 5 stars. I’m on iPhone 7 with the latest iOS version.",2,2020-08-23 22:50:53,Battle boss,False,fabulous-daily-routine-planner,1203637303,
Always Something to Look Forward To,"Very colorful, sound effects are interesting. There is always something new and exciting to watch or read or work on for self improvement. It can be a bit jumbled and you feel like you’ve missed something some there are so many buttons you can push and choices to select but it’s also like finding small gifts and surprises when you find a new tool or button.",5,2020-07-03 02:07:49,Allie_b_boppin,False,fabulous-daily-routine-planner,1203637303,
When you want to be held accountable,"I’m an organized and hard working person but I have my flaws. One being I get easily distracted! Lately I’ve been getting too distracted and this app helps me stay focused. It holds you accountable, has a great community, and the UI is simply motivating! Love the journey stories and all the features available. I’d say it’s worth the money for you because I know I’m always on my phone anyway might as well add some motivation to my work routine.",5,2020-05-19 23:50:26,Yaisah,False,fabulous-daily-routine-planner,1203637303,
BEST SELF-CARE APP EVER!!!,"Fabulous is just what I needed!  I tried everything to build go habits like different articles, apps, journals, websites, and more. Then I found Fabulous.  I didn't have high hopes for it in the first place and I thought it was like all the rest but I WAS WRONG!  It will keep you on top of your habits and it will give you new healthy habits!  Some of them may seem very small and won't make a difference but just stick to it and it will make a difference!  Thank you for you time!",5,2020-04-26 18:32:28,Erica967,False,fabulous-daily-routine-planner,1203637303,
High Quality Twist to standard habit apps,"Fabulous is not only a personal habit tracker. It’s a science backed, personal guide through the process of building small habits which will lead to the bigger changes you know you really want in yourself. It just takes time. If you’ve been using other apps, trying to make something stick, and having things fall through, maybe it’s because you’ve been doing it alone. Try Fabulous! They’ve got you.",5,2020-10-20 16:22:17,Explosive💥Chicken🍗,False,fabulous-daily-routine-planner,1203637303,
Good but could be better.,"My issue is that it isn’t structured or intuitive enough. I find the app slightly confusing, because I don’t know if/when I’m supposed to click on different things to proceed on the “journey” it lays out. 
Maybe it’s my age (40) —I guess the app is designed for young people who find it really intuitive. (But I’m not new to using apps, either!) I think I would get more out of it and find it more helpful if it was just super straightforward and structured—do this thing today, click here now, here’s what you do tomorrow, now check it off here, etc.",3,2021-02-09 04:56:51,Sydney Le Bouf,False,fabulous-daily-routine-planner,1203637303,
Uncannily successful,"This is somewhat scary, after failing at making new habits for roughly 35 years of my life at least the past 35 years I am experiencing success right off the back… OMG I’ve looked for many apps that promise this and have failed. Maybe this review is premature it is only day 2 but for some reason I am feeling very confident more than I have ever before. Maybe because of the ease in which I am accomplishing the challenge that was set for me. Prays for me as I push forward .",5,2020-01-04 09:14:25,Onward $ Upward 777,False,fabulous-daily-routine-planner,1203637303,
Pretty great!,"I like it so far! I have only had it for a couple weeks but it send you notifications to make sure you’re doing your daily routines and such! And there is quite a lot you can do without premium! It even has daily plans, workouts, getting productive, coping with serious addictions and more! I really enjoy it so far!! It’s really motivating! Highly suggest you get this app! Even if you just want to start a daily routine or workout!",5,2021-06-17 15:51:31,777ilikepie,False,fabulous-daily-routine-planner,1203637303,
HELPS MENTAL HEALTH!!!,"This app is simple to use! It makes you feel good about yourself! It helps your mental health by reminding to take care of your self! Drink water, eat , take a breather and so much more it helps you be a better person and build habits! This app should get rated more than 5 stars! I really like this app and I have only been using it for a week and it’s already some of my stress in life more bearable 
This app is definitely something you need to have downloaded",5,2021-05-29 17:10:54,Ajot2021,False,fabulous-daily-routine-planner,1203637303,
Love this app!,"They have great content! To push you every single day, love the way they organized the journeys! It takes time to accomplish your goals and journeys because they walk you through one step at the time. However for me that’s actually great because you don’t feel overwhelmed or like you’re doing too much. It is easier and definitely something anybody could achieved 🙌 thanks a lot fabulous 🤗",5,2021-05-16 15:19:51,Qties😚,False,fabulous-daily-routine-planner,1203637303,
Best Motivation App I’ve Tried,"This app is joyous. I don’t k ow how to describe it better. It is affirming and helps you see yourself and your efforts to earwax your goals in a positive way. Unlike other motivational apps, something about this one makes me enjoy using it. I look forward to checking my day’s progress and adding new goals, rather than scrambling to get annoying notifications off of my screen. And the insight provided is fantastic — even the occasional corny rhymes.",5,2021-04-28 04:44:31,VenomousKate,False,fabulous-daily-routine-planner,1203637303,
Just what I needed!,I’ve been wanting to set up healthier habits and routines but just simply making a to-do list wasn’t cutting it. I love the way Fabulous breaks down my big lofty goals into small manageable steps filled with encouragement and lessons along the way. I love the communities that are available with daily pledges to certain goals and the aesthetic of the app is wonderful and calming. I 💯 recommend getting this app if you’re wanting to have positive change in your life ❤️,5,2021-02-20 17:45:30,imprezznu,False,fabulous-daily-routine-planner,1203637303,
Really helpful so far,"Going into it I thought it was just another stupid app that I saw advertised by someone and that it wouldn’t help me in anyway, but it ended up being very helpful for me. I have struggled so long to be organized and to form good habits and I felt that I was stuck in this rut of doing nothing and having no motivation. Through this app though, I have been able to find the good in the little things and I enjoy using this app everyday.",5,2021-01-28 05:18:53,EWFut,False,fabulous-daily-routine-planner,1203637303,
Beautiful and well researched,"I like to set goals, but often don’t meet them. I start off strong and then let it just kind of fade. The good thing about Fabulous is that they won’t let you start off and be overly ambitious. Ridiculously easy goals to start and then they add just a little more. The idea is to boost your confidence so you know you really can complete a goal. 
Additionally, the app has a beautiful interface and many self-care moments. It’s just what I needed.",5,2021-01-09 23:15:36,MsJinny,False,fabulous-daily-routine-planner,1203637303,
A fabulous support for self care and personal development!,"This is a beautiful app that helps you motivate yourself. I love the explanations the app gives for why the app is structured in the way that it is. The app is simple to use once you play around with it a little bit. The content is beautiful and the words are written in an easy to understand but fun to read way. Very helpful for anyone who wants to track habits, improve their routines, and better their self care!",5,2020-08-27 10:22:04,madimazi,False,fabulous-daily-routine-planner,1203637303,
This app changed my life!,I spent 5 minutes looking through the app when I first got it and immediately felt medicated it’s challenges or discover page gave me ideas and made me excited to be a better person I give this I 10/10 I would definitely recommend this to my friends but i can’t because I already did! I have struggled with sleep and not being motivated but this app has seriously changed all of that! Get this app NOW!,5,2020-08-18 13:25:49,the artsy artist,False,fabulous-daily-routine-planner,1203637303,
Fabulous helped me cope,"I’ve only been using Fabulous for a few days now, but it’s already helping me improve with my depression/feelings of guilt. It makes the whole process ten times more fun by making it into a grand adventure. The app serves as something of an accountability buddy, and it encourages you into developing habits that help better yourself as a person. I would highly recommend this to anyone going through tough times, because this app helped me tremendously",5,2020-06-07 03:18:31,Harry Potter fangirl,False,fabulous-daily-routine-planner,1203637303,
So far so great!,"I will update this rating as I go, but so far it seems to be the best all inclusive app I’ve tried! It has tons of materials to help you in virtually ever aspect. Physically, mentally, emotionally, spiritually... within yourself, with in your home, and within your relationships. -I do tend to get a little overwhelmed with everything it has to offer, but once I sit down and filter through my main focuses and prioritize them within the app, I am sure it will be cake!",5,2020-09-10 13:54:48,Amberlynn1284,False,fabulous-daily-routine-planner,1203637303,
No search feature,"I wish the app was a bit more user friendly, the routines that you have to check off are at the bottom and it would be nice if they gave you the option to move it to where the user prefers, for me, this would be at the top. I’d much rather check things off my list and then read their additional content. My second complaint, why isn’t there a search function, I read something that I loved yesterday and can’t find it today. Very frustrating, I like the app, but these thing are just a tad annoying",3,2020-03-26 02:44:47,AK070410,False,fabulous-daily-routine-planner,1203637303,
Pretty great!,"I like a lot about this app and it’s working for me so far. It’s not obtrusive. The elements were chosen and designed with care. Not only can I customize how much and what I take on, the app (wisely) encourages moderation. The app is clearly designed for a certain, more privileged, segment of the population. As such, it is missing powerful dimensions that would tap more fully into my spirit and motivation. Perhaps there will be some evolution there. Nonetheless, of the many habit/health apps I’ve tried, this is the first to hold my interest for this long.",4,2021-03-13 15:13:18,hammondfive,False,fabulous-daily-routine-planner,1203637303,
Life long prescription?,"I had this App when it first came out. 
I went a year without it. 
Life was better when I had it. I was better, focused, happy, productive. 
  I thought I could do it on my own. 
My good habits slowly slipped away and I found myself lacking. 
My life was missing something. 
It was this App.
I didn’t realize how much using it helped me stay on a healthy path. 

  So I reordered it and I am glad I did. 
I payed for a year of Prime however 
I am considering the life long subscription. 
  I will probably live longer because I enjoy using this App. 
  I no longer waist time on social media. 
I still enjoy “screen time” however 
I prefer to focus on me and my life . 
  Self-love. It is a thing some have to seek out. I am one of the some who have dedicated most of my life to caring about and taking care of others.  
  Fabulous is ME time. Time to focus on my hopes and desires and it has become a foundation on which I stand. 
  MY goal is to become the best version of me that I can possibly be and grow gracefully into a new mature me.",1,2021-02-07 19:01:45,Codi Anne,False,fabulous-daily-routine-planner,1203637303,
Let’s be honest - it’s useless,"Although this app is filled with beautifully designed graphics it’s overly complicated, has non stop pop up windows, and the features are incomplete. It’s also NOT FREE. 
I wanted a calming app to help me develop a healthier routine. Working out is something I need to start doing again. There is a work out option but it’s so poorly executed. The durations of the exercises don’t make sense, they only have a single image to show you the exercise with no explanation what they want to you to do, and there isn’t a way to go back or edit the workout routine. You’re stuck with what they give you, and it doesn’t feel like much of a workout.",1,2020-11-12 22:48:58,frank.stuff,False,fabulous-daily-routine-planner,1203637303,"{'id': 19589570, 'body': ""We appreciate your feedback regarding the exercise trainings. We're currently working on making Fabulous more streamlined. Fabulous does offer a Free version with limited features. We're constantly working to improve. If possible, we'd like to learn more. Feel free to share by completing the form via hello@thefabulous.co or sending feedback from in-app (Tap the Person Icon, then Help and Feedback) we'd greatly appreciate it! "", 'modified': '2020-12-07T12:02:44Z'}"
Game Changer,"I’ve tried many task, organizational, journal oriented apps and Fabulous is unlike anything I have come across. The execution is outstanding. The building of solid routines serves as the foundation for success in pretty much every other area of life and Fabulous taps into this in an almost psychotherapeutic kind of way. The philosophic insight interwoven with science based approaches to habit formation and goal driven success is a home run for the ages. I think EVERYONE could benefit from this app. I’m so thankful I found it.",5,2020-05-24 03:25:33,South_FL,False,fabulous-daily-routine-planner,1203637303,
Only app that’s actually gotten me there!,"This app really helps you build habits and it makes it fun. Too many apps give you free reign and just depend on you to check off as many habits as you’d like in whatever order you’d like, kind of like a checklist. Fabulous makes you go slow and think about WHY you’re instilling new habits, and increases your chance to be successful with them. I’m ADD and it’s a huge challenge to get myself to be productive. Thanks for the help, Fabulous.",5,2020-05-20 20:46:40,collectivisticebox,False,fabulous-daily-routine-planner,1203637303,
Life saver,"I absolutely love this app. It saved my life, it made me more productive. I love how this app has a lot of options And varieties and most importantly it’s not too harsh and has techniques that actually work. I am literally the laziest person ever but this app pushes me to take tiny steps that make a huge difference in my life. It made me workout and I haven’t worked out in months but it just motivated me with their amazing quotes and I feel like someone cares it just feels like free rehab or therapy.",5,2020-04-15 09:05:05,Stefanygeorge,False,fabulous-daily-routine-planner,1203637303,
A new way to stay on track,"I have been using this app for a week and I love its methods! I the checklists and reminders are great, but I love the inspirational letters, nice graphics, and the story being told as I reach each goal. I keeps me coming back to see the next step in my progress AND the pretty story/journey. I’ve tried many a plans to eat well and exercise, but this feels different. I’m excited to see how my journey continues through the next few weeks!",5,2020-02-29 10:45:01,KimlovesAandHsofrakkinmuch,False,fabulous-daily-routine-planner,1203637303,
It truly is helpful,"Between my busy college schedule, work, volunteer, and tons of other things, it’s easy to get caught up in what your doing without giving paying attention to your well-being and health. Especially in the pandemic, our wellbeing has become more important than ever. This app truly is wonderful in that it helps to build positive and healthy habits while also making sure to work with your schedule. I love it!",5,2021-02-09 19:26:45,mariah93928,False,fabulous-daily-routine-planner,1203637303,
I totally recommend,"I am in high school and these are really hard times so this really great to help me remind my self to do thing, to work on my physical and mental health, and unlike others this app still slows you to do things and get satisfied with this app without upgrading it to premium, because it is so annoying to find an app that has so many benefits and is aesthetically pleasing, and have a catch that you have to pay so I am really loving this app❤️🤩",5,2021-01-06 01:06:16,hehehhehehhehe,False,fabulous-daily-routine-planner,1203637303,
Positive and User Friendly,"It takes a second to understand the purpose of specific tools like “Fabulous Moment” but they are all helpful. This app gives you plenty of ways to interact with it and offers a lot of positive reinforcement! You can choose to use as much or as little of it as you want, but it gives you plenty of ways to stay successful. It’s colorful, peaceful and fun. It really has helped me stay connected to my goals and growth!",5,2020-08-29 19:49:48,RJ_02,False,fabulous-daily-routine-planner,1203637303,
Life changing!,"Maybe I needed more help than most, but establishing a routine is difficult for me. With many life changes and erratic schedules and income, I felt completely ungrounded. I needed structure! The tools in Fabulous helped me significantly adjust my behaviors and still help me reset and track my progress. 

I still haven’t met all of my goals, but my perspective has shifted and the journey is wonderful! My only suggestion is a thorough tutorial. This app has SO MANY cool features. Well worth it!",5,2020-01-07 09:26:44,Karaoke Lady,False,fabulous-daily-routine-planner,1203637303,
Help yourself start healthy habits,"I have enjoyed the free trial of this app, I like the check mark accountability after completing my morning routine. I like how it has informative articles that reinforce the habit with logic. I don’t really love the stories and voice that talks during them but they are ok... I’m not sure how to explain, they just feel cheesy. While I would like to keep trying this app a little longer before deciding if I want to get it, the trial is short and the app is more expensive then I can commit to at this time.",4,2020-06-04 11:44:58,daysingh,False,fabulous-daily-routine-planner,1203637303,
Cheesy Graphics,"I think the concept is good and I like the personalization, but as a professional graphic designer of 30 years, I think your choice of graphics/images you are using makes your product appear very cheap. It truthfully is hard to appreciate the app and see it’s value with your graphic images being the main focal point.  Your choice of graphics used are something you’d see illustrated in a children’s book. If you want to have people take this app seriously, you should use high quality images to emulate a professional look.",3,2020-01-04 13:35:12,"App Girl, Inc",False,fabulous-daily-routine-planner,1203637303,"{'id': 12729616, 'body': 'Can you email us at sami@thefabulous.co? I’m the ceo and would love to hear more.', 'modified': '2020-01-05T12:00:17Z'}"
Feeling Fabulous!,"I’m currently 4 days into the free trial and really enjoying the app! It’s been super easy to use. I love that I can set specific alarms and general reminders. As a stay at home of two littles I tend to lose myself in the daily todos. Using this app has aided me in becoming more mindful of taking care of myself in short bursts throughout the day to keep myself going without burning out.
I will be paying the $40 to keep the app after the trial runs out!",5,2021-03-05 03:38:55,libutler,False,fabulous-daily-routine-planner,1203637303,
Love the app,"I just got the app and I must say I do love it, but when I downloaded it, it showed me an option to subscribe to this monthly, which was 3.99, not bad. I can do 3.99 a month, but I can’t afford to pay the yearly price a week from now. I would love to find out where to do the monthly subscription if they only show it once, and I was unsure about the app when I downloaded it but now that I’m sure I would want to subscribe, I can’t find the option that I’m able to afford at the moment",4,2021-04-10 16:09:06,KITKAT844,False,fabulous-daily-routine-planner,1203637303,
Happiness is possible,I’ve struggled with the idea of self care my entire life.  I was so used to caring for everyone else from my childhood on that there was no time left for me.  Now I’m making me a priority and the anxiety that I’ve dealt with my entire adult life is beginning to fade away.  I like having a routine that nourishes me.  I go to bed excited about the next day and I wake up looking forward to tackling whatever the day throws at me.  I think I might be heading toward happiness.,5,2021-01-20 16:05:45,QuantumHappy,False,fabulous-daily-routine-planner,1203637303,
Enjoyable Gamification to Build Practical Habits,"I’ve heard much about habits recently, but few apps have involved me as quickly as Fabulous.
From the intro, fabulous suggested highly practical, easy to implement habits to address my low energy. It provided just enough info to make me believe in these habits and an enjoyable gamification process to keep me coming back each day.
I find life difficult without a superordinate goal. Fabulous helps me make progress toward that.",5,2020-12-27 12:00:51,E.C. Payne,False,fabulous-daily-routine-planner,1203637303,
