isEdited,developerResponse,userName,review,date,title,rating,app_name,app_id
False,,Man_druuu,"I used to have the “self-help” mentality when it comes to all this mental health stuff. I understand the guard, unease, and drag of thinking about that in an app but I’m convinced this one definitely knows what it’s doing. Had a slow start to it but as I became more engaged, it became natural. Highly recommend during this time of hardship.",2020-03-30 07:44:14,Be open. Be amazed.,5,sanvello-anxiety-depression,922968861
False,"{'id': 22469742, 'body': 'Great feedback!  We are thrilled that the customizable approach and recommendation engine are proving helpful on your journey. ', 'modified': '2021-04-26T19:41:18Z'}",dturgent,I’ve only used this app for a few days but it has already been so helpful. The information has been important and relevant to what I am going through since it is customized to me. I’ve also found that I have been more self aware of my feelings since using this as well.,2021-04-20 15:12:31,Fantastic!,5,sanvello-anxiety-depression,922968861
False,,Fieldhand,"It does take some getting use too but once you take the time and engage with the programs I found it to be a quick relief tool. There are the reminder check ups that give prompts to take time for your self and provide encouragement, to the direct personal help from the coaches. 
 Thank you",2020-05-20 16:10:42,Little app lots help,5,sanvello-anxiety-depression,922968861
False,"{'id': 18485240, 'body': 'Hi Joe! 👋 I am sorry the app has not provided the support you needed. If you have any suggestions on how we can improve or if you have feature ideas that would have been beneficial for you,  please reach out to info@sanvello.com.  We welcome your feedback. ', 'modified': '2020-10-14T21:20:36Z'}",Long dick joe,It hasn’t helped me. You chart your feelings just let’s me see how sad I am all the time over long periods of time. The lessons are nice but really didn’t help.  I’m past the point of deep breaths and refinishing traps but for someone with mild anxiety or depression I think this would be good for them. As always there is a subscription which I don’t like but I guess you have to make money someone on these things. I just just don’t be sad and poor,2020-10-09 21:05:17,Worth a try,3,sanvello-anxiety-depression,922968861
False,"{'id': 18485178, 'body': 'Hi there!  Thank you for your feedback and your suggestion.  We hear you loud and clear!    🔊This functionality is actually on our product roadmap. 😎', 'modified': '2020-10-14T21:14:40Z'}",GCZach182,"I really like the sound options it has, however I wish the length of time to have them play was longer. I like to have the rain sounds play when I go to sleep but if my anxiety wakes me up I have to turn it back on. That requires me to wake up more to grab my phone to restart it and then try to relax again to go back to sleep. It would be nice if the sounds could play for at least 8 hours.",2020-10-09 18:52:04,Length of time,3,sanvello-anxiety-depression,922968861
False,,Fr8t,"Thank you to the makers of this app especially during these strange times we’re experiencing right now . It is helping me to decompress from anxiety & stress during this time .
Thank you for your generosity in allowing us all to access this app and it’s exercises during the pandemic. It is a blessing!!!",2020-04-02 02:13:51,Great app to get you through all times,5,sanvello-anxiety-depression,922968861
False,,DC756,I was looking through Pinterest for apps to help with anxiety and came across this one. It has been such a blessing for me so far. I am better able to identify when I begin to feel anxious and use techniques learned in the app to cope. This happened after using it only 3 times. I’m so thankful!,2021-04-02 00:42:48,Extremely helpful,5,sanvello-anxiety-depression,922968861
False,,eleven011strangerthings,This app is helping me through a lot such as anxiety depression etc. and it’s very helpful when I’m going through a hard time and this app gives you ways to calm yourself that I would’ve never known if I didn’t get this app and I would recommend it to anyone who’s going through anything.,2021-03-04 16:18:51,Great app 👍,5,sanvello-anxiety-depression,922968861
False,,Kshumwa5,"I started using Sanvello to track my mood, and it has helped so much! It helps me know when I’m on the verge of an anxiety attack bc I’ve been leading up to it for the past few days. It also sends reminders asking how I am, which remind me to take a step back and take care of myself that day.",2020-12-14 01:20:48,Mood tracking,5,sanvello-anxiety-depression,922968861
False,,jessi-ann,"I’ve used this app for years and it’s helped me through my entire journey of realizing I need help to getting in a good place. I still use it from time to time when I feel stuck, and it still always helps! My favorite features are the meditations and the thought trap journals.",2020-08-17 03:13:39,An essential tool for mental illness,5,sanvello-anxiety-depression,922968861
False,"{'id': 19627097, 'body': 'Hi there, thank you for your feedback. We are always looking for ways to support people in their mental health journey and we appreciate you sharing your experience.\n\nWe encourage you to reach out to us at info@sanvello.com so we can discuss potential options for you going forward. ', 'modified': '2020-12-08T19:05:48Z'}",Hxhfkfkcjc,"I am someone currently suffering from severe depression. I was completing the first guided journey and actually feeling kind of better. Then all of the sudden there’s a paywall HALFWAY THROUGH the journey. What a cheap shot. I can’t afford Sanvello and neither is it covered by my insurance agency. Why get me attached to the guided journey and yank it away halfway through. I wouldn’t mind it if they advertised how you can only do x steps of the guided journey upfront, but they hide it until you get there. This is an awful thing to do with people with depression and anxiety, which is who the app is for!!",2020-12-06 03:58:11,Trap,1,sanvello-anxiety-depression,922968861
False,,Wakingupsucks,I really love this app! It has such a wide variety of tools to utilize - there is something in it for everyone. I personally have really loved the guided meditations and look forward to doing them daily. No other app I’ve tried has made me stick with my meditation practice before this one!,2020-07-15 19:44:22,Something for everyone,5,sanvello-anxiety-depression,922968861
False,,Enchantpenguin,"After a while of not able to log in I finally did it. Also I do like this app I might try it tomorrow and see how it can do for me, I might feel better or feel a little better and feel positive. Thank you who made this app I will try it and I might like it.",2021-02-04 04:11:20,I was able to log in,5,sanvello-anxiety-depression,922968861
False,,Make it FREE!!!,"Sanvello is amazing the free features are so much and I have Panic Disorder, I am a hypochondriac and I also have Death Anxiety and a lot of it is going away with this app I tried Calm but you get no free features on sanvello you get health,hope board guided journey and Meditation it has helped me Mentally and Physically this is a way better app then calm.",2020-08-17 19:53:11,Amazing Should Check out!!,5,sanvello-anxiety-depression,922968861
True,"{'id': 2573729, 'body': ""Thanks for the kind words, we're so glad you're finding Pacifica helpful. Right now the best solution to what you're looking for is in fact the website, but I'll pass your suggestion along to my team."", 'modified': '2018-02-13T15:03:35Z'}",Gamer46782,"I’ve been using this app for over 4 years to calm intrusive thoughts & keep me grounded- it’s so helpful for the quick everyday moods I feel like writing down. I know this app has tons of functionality, but I only ever use the mood tracker feature and it works amazingly well for me. thank you.",2020-06-09 20:46:14,a necessity,5,sanvello-anxiety-depression,922968861
False,,"Love, but price...","I have a lot of self help apps but this is my favorite and has enough features that it would be the only one I need. They all cost money but this one is affordable and gives you a 2 week free trial. I have severe depression and reflecting here has made me feel so much better. Group chats, journaling, mood tracker, etc.",2021-02-02 10:39:03,Love,5,sanvello-anxiety-depression,922968861
False,,Jelly bean164783246,"I was skeptical about this app due to all the other apps that make you pay for basic mental help and nurturing. However, I am genuinely pleased with how often the app reaches out to make sure I am doing okay, and the quality of the questions asked to self reflect. Would recommend downloading!:)",2020-05-01 04:01:41,Amazing,5,sanvello-anxiety-depression,922968861
False,,Queen_Ash148,I LOVE this app. It really helps getting to talk to other people with the same things as you and getting to help. But is there a way we could have a broadway forum or chat group? It could help and I know a few people who would love it. It’s just a suggestion but it’d be greatly appreciated. Thank you!,2020-02-19 22:06:51,Chat Groups,5,sanvello-anxiety-depression,922968861
False,,Reflection 2,"I am so grateful for this particular software for counseling and wish that my insurance company would add it to its preferences because it really helps you stay sane and not suicidal. Thank you for all your support and input. Sincerely, Sarah Maynard",2021-05-06 20:51:13,This program app saved my life during the pandemic when my counselor was not available,5,sanvello-anxiety-depression,922968861
True,"{'id': 17105674, 'body': 'Thank you for taking the time to share your thoughts.   We are happy to help verify your insurance. In fact, we do this for users everyday!  Please reach out to info@sanvello.com for assistance. ', 'modified': '2020-08-05T20:11:43Z'}",Shaprepenr,"I previously wrote a review that I could not verify my insurance, but now that I have... wow. This app couldn’t have come to me at a better time. I’ve been dealing with anxiety and depression for almost 10 years now this app and external therapy, I’ve been able to see progress.",2020-08-08 02:11:28,Helps during these times,5,sanvello-anxiety-depression,922968861
False,,1957 Still Learning,"Focusing on what is going on now is often a challenge. This program helps me to organize my thoughts, take time to investigate what is bothering me and create ways of turning it into a positive thought. It helps me to create a new plan that is more helpful than a rerun turning negative. Also,the meditations reinforces the positive thoughts.",2020-06-15 17:13:30,My Mind,5,sanvello-anxiety-depression,922968861
False,,Dragon_Heart1,I struggle with a lot of mental problems. This app has been a real help with this. I currently can’t afford the money but even without buying anything or spending any money I’m able to go through many helpful things. This app is a lifesaver to so many! Thank you!,2020-04-22 06:15:28,This Went above and beyond!,5,sanvello-anxiety-depression,922968861
False,"{'id': 18651742, 'body': '👋Welcome to the Sanvello community!  We are glad you are here.', 'modified': '2020-10-22T22:00:47Z'}",anxiousbatz,"I’m currently trying to get therapy but have to go to the doctors and all of that but this helps me so much with anxiety, the activities, the stories other people tell so you can then relate, and a lot more! Thank you so much for making me think that my life isn’t useless. :)",2020-10-11 22:48:40,This helps me with mental health like my anxiety!,5,sanvello-anxiety-depression,922968861
False,,Key.21,"Honestly, I was convinced that this would be another app that says “We help with anxiety” and have no real results . BUT THEY DO !!! After just a few weeks of using this , I’m starting to see progress. It helps you get out of the loop by using CBT through it all. It’s worth the time and practice.",2021-03-27 04:10:59,This is awesome,5,sanvello-anxiety-depression,922968861
False,,MickSCC,It was very nice to get daily question pop up asking how i am doing.  Really made me stop and reflect that this program helps me and it is very nice even though i am too busy to do the exercises however i am doing better which i can pause and see.,2020-08-05 12:47:56,Check in on me,5,sanvello-anxiety-depression,922968861
False,,mttrim,It’s not easy dealing with life long anxiety and find it hard to do cognitive therapy. With the app it’s simple to check in and work the program. I’ve just started two weeks ago and looking forward to have this program always available,2021-01-18 23:41:55,Anxiety,5,sanvello-anxiety-depression,922968861
False,"{'id': 20736972, 'body': ""Thank you for your feedback. We apologize that the service wasn't what you were looking for. Coaching does become more personalized as they become more familiar with your needs, and it allows members to attend live coaching classes that provide deeper engagement in the app's self-help material. Please do let us know if you ever have any questions or additional feedback by emailing us at info@sanvello.com."", 'modified': '2021-01-29T16:50:56Z'}",NotWorth50PerMonth,"This app is decent if you just stick with the free version of it. I am in the middle of the 14-day free trial of the $50/month premium services including coaching and the ""coaching"" is absolutely worthless unless you only have long long long term goals. My coach only texts once per business day (as is the required minimum) and it has been vague nonsense most of the time, rather than actual advice or solutions.",2021-01-27 19:05:56,Good for a free app,3,sanvello-anxiety-depression,922968861
False,,bmalin,"I stumbled upon Sanvello recently and it has become my go to for mindfulness and peace. I struggle with anxiety and worry and every day I try to gauge my mood, do some meditation and track my feelings. It makes me happy to have a good day and know that others are working through their days. Good luck to all!",2020-07-05 13:27:41,My new app,5,sanvello-anxiety-depression,922968861
False,,Emma J Cool,"I started using this app during quarantine (since premium is complimentary). I’ve been using it almost everyday. The features are awesome. And it has really helped me become aware of my thoughts, & move in a positive direction. For anyone out there who is struggling with stress and/or anxiety, THIS app is it!!",2020-06-17 16:58:04,Such a helpful app!,5,sanvello-anxiety-depression,922968861
False,,EMA P22,This has been incredibly helpful in a time of crisis. I have continued to use it as a daily way to to track myself between therapist appointments because I’m not good at doing these things on paper. I love that everything is in one app with reminders. I love the app. Highly recommend.,2020-03-28 16:22:42,So helpful,5,sanvello-anxiety-depression,922968861
False,,DevilTigerHKc89,This app was made available through work benefits to support us through this pandemic. This was honestly something I needed but did not know how to get. It is very easy to use and there is no pressure to do anything. It is all at your pace and comfort level. Truly helpful.,2021-02-15 22:19:27,Breathe of Fresh Air,5,sanvello-anxiety-depression,922968861
False,"{'id': 22289136, 'body': 'Wow!  Thank you.  This 👆🏼 is why we do what we do.  This type of feedback keeps us motivated and focused on creating fabulous content. We are so glad that the app has been a ""Life Saver"".   Be well!', 'modified': '2021-04-16T17:35:58Z'}",LovesAnswer,"This application contains a wealth of resources that has helped me manage my anxiety and learn coping skills I haven’t acquired in the numerous therapy sessions I’ve gone too over the years. 

I’m grateful and encouraged; healing everyday and this application, it’s content creators and contributors are to be thanked as they have been instrumental in my healing journey.",2021-04-14 21:54:17,Life Saver,5,sanvello-anxiety-depression,922968861
False,,LadyT131,"I am throughly enjoying this app. Did not have any idea whether it was going to be good or not. I began a couple of days ago, and am already feeling like I’m getting insight into myself. 
I’ve had no problems so far, so far I would say that I love this app. Thanks!!!",2020-11-10 01:07:45,Am throughly enjoying the app so far!,5,sanvello-anxiety-depression,922968861
False,"{'id': 21847338, 'body': ""Thanks for your review, we're very glad to hear that Sanvello has been able to help you cope with your anxiety! Please contact us at info@sanvello.com if you ever have any questions or feedback for us moving forward."", 'modified': '2021-03-24T18:53:41Z'}",Butter_.Toes,"Honestly, just a few weeks ago I was crying in the corner of my room having an anxiety attack asking myself, “What am I supposed to do?” Over and over again. But now, I have less anxiety attacks and I feel more relaxed now that I can vent and relate to other people. This app has helped me a lot and I am truly grateful towards it!",2021-03-23 08:16:50,So far it’s amazing!,4,sanvello-anxiety-depression,922968861
False,"{'id': 20094584, 'body': 'Hi there, thank you for your feedback. Please do contact us at info@sanvello.com so we can take a deeper look into this issue to see if we can find a resolution.', 'modified': '2020-12-30T22:20:43Z'}",flipkoala,"I really like this app. I especially like the health section where you can create daily goals. The only flaw is that whenever I try to create a new goal in the health section, the app freezes. I have to swipe up to remove the app, and then tap on it to open it up again. It’s super annoying. If the developers can fix this bug, the app would be golden.",2020-12-27 21:13:20,Keeps freezing,3,sanvello-anxiety-depression,922968861
False,,tfloooooo,I’m not really into apps like this but I feel like this has helped me tremendously within just a couple days of use. It reminds me to take a little time to just reflect on how I honestly feel. This app is just for me so I feel safe in using it. It’s been nice and I appreciate it a lot.,2020-11-08 18:16:48,Amazing,5,sanvello-anxiety-depression,922968861
False,,Dlackslack,I have been looking for an app where I could access the tools at a low price due to losing my job to COVID and then this app came around and they are offering free services during the pandemic. That is just so amazing and I am so grateful.  This is truly helping. Thank you,2020-06-28 04:20:50,A light in a dark moment,5,sanvello-anxiety-depression,922968861
False,,allratsarebi,"My therapist recommended this app to me to track my mood swings and it’s a great tracking app with the option to track multiple moods throughout the day, along with the option to meditate and other things to help with self care.",2020-06-09 00:23:55,Really Helpful for Tracking Mood Swings,5,sanvello-anxiety-depression,922968861
False,,Gtg babies,"This app has been incredibly helpful in tracking my mood, determining how to improve and process and move on from negative thoughts and emotions as well as giving hope and positive replacements. It helped me a lot to retrain those negative “nothing is right” statements into something positive and constructive.",2020-01-22 19:38:14,Wow,5,sanvello-anxiety-depression,922968861
False,,JETWST,Based on a coworker’s recommendation I downloaded the app. Without expectation I completed the initial questions. I must say the recommendations offered by the app gave me a meaningful and helpful experience. I will continue to use this tool and may recommend it for my family!,2021-03-11 19:23:53,Unexpectedly helpful,5,sanvello-anxiety-depression,922968861
False,"{'id': 20537515, 'body': 'Thank you very much, we appreciate your thoughtful feedback and are glad to hear you are enjoying Sanvello! I will share your experience with our product team for them to consider when creating new designs and activities in the app. In the meantime, please feel free to contact us at info@sanvello.com if you have any questions or recommendations for ways we can improve the user experience going forward!', 'modified': '2021-01-20T21:11:38Z'}",Jay-Sea10,"This app is awesome! However if you’re really deep into an episode of depression, feeling unmotivated and unfocused is a huge side effect. Therefore all of the different things to navigate through on the app can feel daunting and overwhelming so you just end up closing it because it’s too much to pay attention to.",2021-01-18 15:30:50,Great App But A Lot To Pat Attention To,4,sanvello-anxiety-depression,922968861
False,,nenenennrem,"I got this app today and just use it it for an hour has already changed my mood, my focus, my hope in all good ways. This is the best self care /
Meditation app ever it’s so relaxing and easy to use . Can’t wait to continue my new journey with this app.",2020-05-23 08:01:21,Life changing,5,sanvello-anxiety-depression,922968861
True,"{'id': 10383031, 'body': 'Hi there!  Thank you for the positive feedback.  Our product team is working hard to add more features to the app.  Stay tuned for future updates! ', 'modified': '2019-08-27T19:13:14Z'}",b00mb00mb33pb44p,Can you guys please create a way to track within the app your resilience score and your levels of depression/anxiety/stress? Otherwise what’s the point in having them? Also the link to submit suggestions doesnt work and I would love to submit anonymous suggestions to the team b/c I do like this app and think it has great potential. I like it more than Calm for sure,2020-02-08 16:04:35,Suggestions,3,sanvello-anxiety-depression,922968861
False,,FrankLuciano,"The volume bar has to be moved higher. It’s close to the swipe up home button and it’s
Impossible to change the background audio. All the buttons are at the edge of the screen. Please please please fix.",2020-02-21 19:02:29,The volume bar,5,sanvello-anxiety-depression,922968861
False,"{'id': 17897195, 'body': ""Thank you for the testimonial.  We love hearing how the app is improving people's lives. "", 'modified': '2020-09-15T20:33:20Z'}",NinjaDon12,"I had a lot of anxiety, had no idea how to fix it, and wondered if this will ever stop. Well, this app helped. It may have strict guidelines, but its there to keep the community on track. If you feel like you have negative energy, download the app!",2020-09-14 12:15:19,This helps for negative energy,5,sanvello-anxiety-depression,922968861
False,,Cari Buul,I’m a nurse who has dealt with job-induced anxiety and depression in the past. I’ve tried just going to a counselor and just meditating in the past. This app guides me through creating better habits and setting goals to overcome anxiety and depression and intentionality for better days!,2020-04-24 10:27:40,Achieving better days,5,sanvello-anxiety-depression,922968861
False,,kipperdo0dle13,"I was dealing with sever anxiety and I had NO idea how to control it, I didn’t know what else to do. This app honestly saved my life. I have learned so much over these few weeks from this app and I have noticed a difference in my anxiety dramatically. Bless whoever made this amazing free app 💖",2020-08-17 16:07:40,Best app ever,5,sanvello-anxiety-depression,922968861
False,,pjspetals,I don’t know exactly where this program Came from. But it is a blessing. It showed up at a very low point in my life. It has helped me a great deal. I wish I could afford the full program but finances are a little tight. Thank you.,2021-05-03 06:47:40,Thank you.,5,sanvello-anxiety-depression,922968861
False,,Von Gabriel,"The only app I’ve ever reviewed because it’s that good.  Wherever I feel anxious or maybe just off, I remember I have this app and I can immediately start working on what I need help on. I wouldn’t recommend any other app for mental health.",2021-03-06 00:13:25,Amazing,5,sanvello-anxiety-depression,922968861
False,,dnright,This app is a great way to begin my day! It’s fresh and has a beautiful atmosphere that also includes helpful tools to monitor my mood or to help see what’s going on with my mood so that I can use the provided tools so that I can make needed changes!,2020-08-05 13:11:56,Innovative and calming!,5,sanvello-anxiety-depression,922968861
False,"{'id': 13630412, 'body': 'Thank you for taking the time to write this review. We are truly honored you have chosen Sanvello. Please do not hesitate to reach out to us at info@sanvello.com if you ever have any questions. Have a great day!', 'modified': '2020-02-21T15:47:20Z'}",HollieMae14,"I’m not usually the one to write reviews but recently I’ve been struggling and coming across this app has been the best thing that could’ve happened. I took a small step, greater things are coming‼️ best of luck!",2020-02-20 21:30:30,App actually helped🤞🏻,5,sanvello-anxiety-depression,922968861
False,,Nate12356453688531,I am a psychology major. I have noticed alot of mental health apps to be really tedious. I like the sinplicity and layout of this app. I also like the categories of emotions as opposed to having a huge plethora of emotions. Great app!,2020-02-10 14:22:09,"Scientifically credible and effective way to help track your moods, meditate, and receive guidance.",5,sanvello-anxiety-depression,922968861
False,,Hirogen777,They were generous enough to extend help to everyone through quarantine and with other compounded issues this app has been very calming through 2020 so far. Give this one a try it just feels right.,2020-08-09 23:26:15,Very valuable in today’s world.,5,sanvello-anxiety-depression,922968861
False,"{'id': 18357344, 'body': 'Great feedback. 👀Home screen updates coming soon. \n\n', 'modified': '2020-10-08T19:13:28Z'}",Poki-Mom,"Upon arrival to the home page, your met with ads and invites for therapy, upgrading and other showcases, I would love to log in and simply see the peaceful items  but still know how to access those other items if needed. Wish we could customize the home page with only areas of interest.",2020-10-07 12:09:57,Home page blues,3,sanvello-anxiety-depression,922968861
False,,wasuptho,"I was in a dark place when I downloaded this app. I felt lost, alone, and helpless. I’m not saying that this app cured my depression but I will say that it’s helped me so much. The community is full of compassionate people who make you feel like you’re not alone.",2021-02-10 19:06:37,Genuinely Helps,5,sanvello-anxiety-depression,922968861
False,,Jessegrey,"I experienced a frustrating episode this morning, people who tried to overcharge me...... I immediately thought it was my fault. But it wasn’t. I halve dealt with half of It but need to resolve the the other half. This meditation balanced out my anger. Thank you 🙏🏻",2021-01-11 18:26:12,Calming me down,5,sanvello-anxiety-depression,922968861
False,,nzbahsbshabakklll,"This app has taught me how to have a more positive outlook on life, myself, people and my surroundings. It has also helped me improve my confidence. It is really good for people who need to learn to de stress and calm themselves down as well as keeping themselves happy and they’re mental health good",2020-10-28 05:40:12,Teaches positive thinking,5,sanvello-anxiety-depression,922968861
False,"{'id': 18651721, 'body': ""HIGHLY RECOMMEND reading this review multiple times.  It's gold! 🥇"", 'modified': '2020-10-22T21:59:07Z'}",Marie Morgan,"This app is amazingly effective in the moment, and by far better than any other apps I have tried. Having it at your fingertips is extremely helpful. HIGHLY recommend!",2020-10-20 14:52:48,Extremely effective,5,sanvello-anxiety-depression,922968861
False,,Instaandrew,"This app is amazing. It’s helped me through so much. I’ve survived off the free version, and ever since they made premium free during these times gives me more appreciation for the app. They really do care, and the app makes me feel welcome. I love it!",2020-05-14 22:56:03,Amazing tool - especially during COVID-19,5,sanvello-anxiety-depression,922968861
False,"{'id': 18485203, 'body': 'Hi there!  📱 Our development is investigating this and we hope to have a resolution VERY soon.  Please reach out to info@sanvello.com for updates.', 'modified': '2020-10-14T21:16:38Z'}",Bloody Lover,"Apart from the app having some minor good things, it keeps loging me iut of the system or the account app and i have to keep constantly checking in. Also, i guess my state has only two therapists that i can see or match too for whatever i choose and one of them that is a perfect match is always full. And now im typing this review on white screen and white letter apperantly so idk how it looks grammatically.",2020-10-09 17:29:32,Is okay,2,sanvello-anxiety-depression,922968861
False,,buzzimite,Think we got premium during pandemic so not sure how much content I’m getting. Great app to keep a emotional log which is important for striving towards understanding your mental roller coaster. Keeping a journal is important but hard to do when your brain is stormy that’s why this is a good tool with its lists of emotions.,2020-05-16 20:32:42,Good system for a blue mood,4,sanvello-anxiety-depression,922968861
False,,jn4488,I’ve been depressed my whole life and this tool has actually been helping me with different coping mechanisms and allowing me to figure things out instead of live in a dark place all the time.,2020-04-14 14:34:00,Extremely helpful,5,sanvello-anxiety-depression,922968861
False,,yuuhgrryioktrf,This app is amazing and has tons of resources to help one cope with different emotional journeys. You will feel calmer and aware of your thoughts and feelings as you do the various exercises. I am happy to use this especially during this time of crisis in our planet.,2020-04-23 00:02:20,Excellent resource,5,sanvello-anxiety-depression,922968861
False,"{'id': 18651672, 'body': 'Thank you for your ⭐⭐⭐⭐⭐review!', 'modified': '2020-10-22T21:54:18Z'}",xigzmvzmvzmmvMvMg,This is a really great app it is really calm and relaxing you’ll find yourself drifting off and your thoughts it’s the best one I found and it’s free it’s very nice it made me feel calm and I’m never ever feel calm my anxiety is always around the corner,2020-10-14 22:43:12,The best app for calming,5,sanvello-anxiety-depression,922968861
True,"{'id': 16982924, 'body': ""Well, that's strange! Let's get this resolved. Please reach out to info@sanvello.com.  Our development team would like to to know more. "", 'modified': '2020-07-30T14:37:16Z'}",Cosmokillaa,"Julee was amazing, kind, courteous, and more importantly treated me like a person and was willing to help through my strange app not loading issue. Love this app already and my insurance pays for it for me and for my husband! Already recommending to everyone.",2020-07-31 08:02:06,Excellent Customer Service,5,sanvello-anxiety-depression,922968861
False,,010101938,"I loved Sanvello app before (without a premium subscription). However, they are offering premium service to everyone during this pandemic and I think that is fantastic and it makes me love this app even more!",2020-04-15 11:50:34,10/10,5,sanvello-anxiety-depression,922968861
False,,Jckisland,I found this app easy to use...helpful...and most importantly a difference maker. Life is not perfect...I am not perfect...but thanks to this app I have learned how to slow my brain down and put perspective on the moment and what I can control.,2020-04-07 01:07:00,Take a deep breath,5,sanvello-anxiety-depression,922968861
False,"{'id': 13185567, 'body': 'Wow! Thank you for taking the time to write this review. We are truly honored you have chosen Sanvello. Please do not hesitate to reach out to us at info@sanvello.com if you ever have any questions. Have a great day!', 'modified': '2020-01-29T17:28:20Z'}",Emm's Monk's,Lately I’ve been really stressed so I started the app Sanvello one night and it was life changing. I feel like after learning to track and unpack and having somewhere to express myself I can finally be who I want to be. Thank you Sanvello!,2020-01-29 02:58:29,Calming,5,sanvello-anxiety-depression,922968861
False,,DebilvsMickey,I feel like it’s working out my feelings and I’ve only been using app for 3 days. I’ve been in congnitive behavioural therapy for years but this seems to be helping maybe I’m in a different frame of mind now but I really like this app,2020-01-22 15:38:51,Sanvello review,5,sanvello-anxiety-depression,922968861
False,,😛sunflower624😛,"It has great resources and has been helpful in my mental health journey. I hope they keep some other options free after this COVID-19 situation, though because I can’t afford premium and unfortunately, my insurance doesn’t work with it.",2020-04-15 23:06:39,Amazing Support App,5,sanvello-anxiety-depression,922968861
False,"{'id': 13339210, 'body': 'Wow! Thank you for this 5-star review. We truly appreciate it! The heart of Sanvello is our vibrant community of users, including you! If you ever have any questions, feel free to reach out to us at: info@sanvello.com. Thank you again, have a great day!', 'modified': '2020-02-06T21:16:36Z'}",Rustica29,This app is amazing. My favorite psychologist you tuber Katie is on it and she’s so good and explaining CBT and all things awesome. I can keep a log of how I feel and pay attention to patterns and triggers. My favorite is the guided meditation! So so so good and helpful! Worth the price. I never write reviews. Here’s a first!,2020-02-06 15:14:39,Love,5,sanvello-anxiety-depression,922968861
False,"{'id': 18088230, 'body': '📢 ""I already feel better.""  Thank you for sharing your feedback.  💖', 'modified': '2020-09-25T03:35:33Z'}",bella -_-,"I have Depression and I don’t know how to deal with it I down loaded this app today and I already feel better my friends left me to be popular my
Mom is starting to act abusive that why I down loaded this app",2020-09-18 22:45:36,I have depression,5,sanvello-anxiety-depression,922968861
False,"{'id': 22269626, 'body': ""Thank you for feedback. The app is actually designed for users ages 13 - 113.😉 The Guided Journeys in the app are a great starting point, as they walk you through the use and purpose of many of Sanvello's self-care tools. We also recommend leveraging the assessments.  Our recommendation engine will provide suggestions for next steps based upon your goals and your assessment scores.   Please contact us at info@sanvello.com if you have any additional questions or feedback for us going forward. "", 'modified': '2021-04-15T21:30:10Z'}",Catalina0101,"This app was recommended by my spouse’s company’s health advisor. My spouse’s company paid for me to be in a roomful of people that are half my age. The app have several negatives. I’m in my late 40’s. To me, it seems everyone on the app are in their 20’s. The communities are gear towards college students with jobs. The app is quite chaotic. There are no guidance to read before I get started or explanation as to why I’m doing all this.",2021-04-03 13:46:04,Not for mature adults,2,sanvello-anxiety-depression,922968861
False,,C$@6?'dlic,"The app has only helped me get over my anxiety, but I have one question when you take a survey it gives you scores, but what do the numbers mean, is high bad, or is low bad, and what’s the range",2020-06-16 05:35:21,Love the app what are the numbers,5,sanvello-anxiety-depression,922968861
False,,JustDeborata,"I lost my therapist in a recent relocation, and Sanvello is filling some of the gaps. I have yet to check out the meditation, but this app blends things I have liked about Daylight with things I like about other mood trackers, PLUS it has CBT guidance/lessons included.",2020-07-16 15:50:56,What was needed!,5,sanvello-anxiety-depression,922968861
False,"{'id': 19153492, 'body': 'Thank you for feedback. With every new app version we are introducing new features and improving existing ones. Accessibility is very important to us so getting our content translated is a priority. 🗣  Stay tuned!', 'modified': '2020-11-17T05:26:32Z'}",Fetarin,"So far, I think this is a good app. I was looking to share it with a person that speaks mostly Spanish, as I noticed that they had Spanish as a language option. 

Unfortunately, the videos are not translated or even subtitled! Very disappointing, Sanvello.",2020-10-25 18:56:03,Videos are only in English,4,sanvello-anxiety-depression,922968861
False,,wolverleen,"I love this ap, it helps me with my mental health and they also were very generous during this difficult time and opened up premium for every one during this crisis. Feels like they really care! Thank you",2020-04-04 18:07:38,Thank you,5,sanvello-anxiety-depression,922968861
False,,Janie Stitts,"I’m truly enjoying this app. However, there are a few problems with this app. I can’t seem to hear the volume on the videos if I’m listening through my phone. If I switch it over to my car, or the TV, I can hear the volume. Other than that, it’s been very helpful with my anxiety and depression.",2020-06-08 21:40:30,Very Helpful,3,sanvello-anxiety-depression,922968861
False,"{'id': 16834842, 'body': ""Hi there. We're so sorry to hear that we couldn't be there for you when you really needed it. We'd love to learn more about the problems you were experiencing. This likely was a temporary problem that has since been resolved, and if not, we can typically quickly troubleshoot. We welcome you back anytime if you'd like to try it again."", 'modified': '2020-07-23T14:45:11Z'}",AqAlicia,"I started using this app when my life was completely turned upside by life events and I loved it. I used it very often. In the last few months, though, I can’t get the app to even open and it’s extremely glitchy. I’m sad about it but have just stopped using it altogether and have found a different app to track my moods and help with my anxiety.",2020-05-21 21:58:06,Used to be a favorite,2,sanvello-anxiety-depression,922968861
False,,Kittycatmia,"Honestly, This app should be more popular it's actually amazing and I downloaded it yesterday because of my panic attacks i think this app is gonna help me with my anxiety a bit it's absolutely amazing and I recommend it to anyone 💕🥺",2020-11-30 02:21:12,This app is amazing -,5,sanvello-anxiety-depression,922968861
