title,userName,date,review,rating,isEdited,app_name,app_id,developerResponse
Impossible to navigate or use,Amaram17,2020-07-23 11:12:15,"I’m really disappointed. I’ve just spent all of my meditation time being cycled through ‘pay for subscription’ demands regardless of the fact that I’ve subscribed already, and being booted back to the beginning of the introduction 
I listened to day one yesterday and can’t even work out how to save the course so I can find it, or move to the next session. Now I can’t even find day one! The course seemed good and Inwass looking forward to it. Monumental waste of my precious time and money. I hope this gets sorted, and will change this review when it does 
Until then don’t waste your money.",1,False,insight-timer-meditation-app,337472899,
Essential for my practice,hopefullskywatcher,2020-05-22 15:35:19,"A friend recommended Insight Timer as a great help to her, to meditate and to fall asleep. She has chronic pain. 

The variety and number of free guided meditations is amazing. But don’t let that overwhelm you. 

I have been listening to meditations from their Anxiety SOS section. Doing this work, going within has given me so much relief, this is helping me establish a meditation practice. I truly feel better on the inside. A guiding voice can be so so soft and reassuring, reminding me what and how to speak to myself focusing. 

The app keeps track of consecutive days meditated. This brings up the only minus. I wish there was a place to enter the number of minutes that I happened to meditate  while not using the app. It would be great to record this so I have an accurate record of how many days in a row that I actually meditated.",4,False,insight-timer-meditation-app,337472899,
Life Changing,Bikey Fandangles,2021-06-23 15:38:18,"I started using insight timer 8 years ago when maybe it was just a timer. It was the best then. Now it has thousands of guided meditations, teachers, talks, podcasts, and even blog entries on everything from spirituality to types of meditation. This app keeps me motivated, inspired, and educated on meditation. I purchased the year long membership and it is best thing I ever bought for myself. A very powerful tool. Thank you insight.",5,False,insight-timer-meditation-app,337472899,
Best Meditation App EVER,Sydney Simnitt,2021-02-19 19:15:16,I’ve been using this for years and the fact that you can use the timer with the bells and sounds (or silence) for our own custom meditation or do guided is amazing. They also have the most in depth and soothing meditations on all sorts of topics so it’s perfect for anything. I love all their teachers and there is just so much to choose from. The bedtime stories are also very comforting. Highly recommend this app for everyone,5,False,insight-timer-meditation-app,337472899,
Love this app but...,KBoosh8675309,2021-03-15 15:31:05,I love this app and use it every day. I have the paid version and have for years. BUT one big problem is that I can’t edit my profile (the save button does not work and hasn’t for the several months I’ve been trying). There isn’t anyway that I can find to get help with this and I need to put my full name and other details in noe that Iwant to connect with a circle. I’ve been really patient thinking this would be fixed with each update but it hadn’t been. When will this be fixed???,3,False,insight-timer-meditation-app,337472899,
INSIGHT TIMER is THE BEST!!,Lasherdp,2020-12-20 17:50:52,"I love Insight Timer so much!!
 Its such a happy positive community in a sea of craziness. I work in Women's Healthcare & tell all of our patients to immediately download this app & use it if they have any interest in experiencing more joy + peace & less overwhelm. 
I use the timer w/stream or rain sounds daily. Sometimes I will listen to a guided meditation.
So good!

One of my fave features is the option to send a “Thanks for meditating with me” message to the ppl from around the 🌎 who were taking time to meditate while I was. It makes me so happy to see so many ppl taking time to nourish their souls/spirits... letting their brains take a much needed break. It gives me hope for humanity and our earth. 

I am SO THANKFUL for the entire Insight Timer team & the community of meditators. 
♥️♥️♥️♥️",5,False,insight-timer-meditation-app,337472899,
Wonderful App,Hai_its_V,2020-11-02 08:03:39,"I’m not usually one to write reviews but this app is so incredible, I feel compelled to. My therapist recommended this to me and I’m so glad she did. There’s a great selection of teachers and meditations (and I just use the free version.) This app has certainly helped me integrate more calmness and stability into my daily life. I’ve tried other meditation apps but this one is by far my favorite! I recommend this app to anyone and everyone :)",5,False,insight-timer-meditation-app,337472899,
Why doesn’t the app work anymore??,j_turkey,2020-11-24 20:17:11,"With the iOS 14+, this app no longer works the way it used to. Lag time to see who is meditating, loading messages, etc etc is laughable now. Should you do what is advised by the “help” personnel, you will lose all of your stats, although if you go deeper, you may find them in your settings under milestones. Why are they correct in one place, yet not so in any of the other places where they should be the same. After deleting the app and re-installing ALL of these problems are exacerbated. 
I guess after 1350+ days continuously using this app, I will have to find another. It’s really a shame.",1,False,insight-timer-meditation-app,337472899,
Months & many purposes,S D Grant,2021-06-30 06:54:44,"At no cost: *I've used this app almost daily, on average 20 days a month. *Quality guided meditations, authentic user reviews of the meditations *networks, almost blog-like and user-engaged message boards with planned group meditations across continents set for date/time/zone *timer with many options about bell/sound at intervals during the silent (or with provided background sounds) *truly 5 star",5,False,insight-timer-meditation-app,337472899,
Amazing and life changing!,AndyBeth10,2021-02-06 18:59:15,I have suffered from migraines for years. Medications only would mask the pain temporarily. Now if I feel a migraine coming on I immediately use insight timer. With only a 7 minute meditation I find instant relief. Wow. Thank you. I’ve truly enjoyed using your app as it had also helped me get better sleep and overall just feel better about myself. I recommend Insight timer to every now!,5,False,insight-timer-meditation-app,337472899,
Every update makes this app more difficult to navigate,Uawildkat,2021-02-12 14:06:07,"I used this app daily for years and loved it. For awhile new updates really improved things. As the app has moved more to monetization and added so many weird features and put courses or whatever ahead of simple meditation it has become increasingly difficult to actually use. I used to be able to solve insomnia issues with a quick couple of clicks. Now I can’t find things even when I’m wide awake, and certainly not in the dark of night when I’m fumbly. I sincerely miss what this app used to provide.",2,False,insight-timer-meditation-app,337472899,
What are you waiting for?? Nothing short of amazing,BeebeeQue,2020-11-21 04:30:52,"If you’re here, then download the best app in the world right now. ;-)

This app has helped me connect with people around the world. I’ve visited these new friends who have changed my life. This also helps me connect regularly with my own clients and provides what people need to be support one of the most healing things you can do for yourself in this world, meditation.",5,False,insight-timer-meditation-app,337472899,
I use this app every night to fall asleep,Jstillabwer,2020-04-06 06:40:43,"I have back pain and other issues that make it difficult to relax to be able to sleep.  My daughter introduced me to yoga Indra and it has made all the difference.
This app has several wonderful yoga instructors that guide me into a relaxed state so that I can fall asleep.  I’ve tried other apps, sleep stories etc but always come back here.  Can’t recommend it enough!",5,False,insight-timer-meditation-app,337472899,
Life changing! Great format!,Jazmyn Cherie,2021-06-24 11:12:09,I downloaded this based on a recommendation of a sober account I follow & it has changed my life!! I have always wanted a meditation practice & never felt like I could. I subscribed within 3 sessions. Love how it tracks & I find more useful features all the time! My job gave us a free year to another popular meditation app & I said “hey it’s free it’s the one everyone talks about I’ll try it”…. Doesn’t hold a candle to insight timer!!!,5,False,insight-timer-meditation-app,337472899,
Meditation in the middle of chaos,NYerMD,2021-02-27 16:39:01,"I use insight timer in the morning for guided meditations. As an NYC ER physician involved in Covid pandemic,  meditation and listening to Buddhist talks is not only stress relieving but insightful and mindful to live in the present moment. I strongly encourage everyone to set aside some time everyday to meditate. Meditation and mindful breathing is key to survive and thrive in the middle of chaos. Several beneficial neurotransmitters and immunomodulators come into play in your body and brain when you meditate.",5,False,insight-timer-meditation-app,337472899,
Changed my life,Velinator1,2020-10-21 21:38:56,"2020 has been a crazy & stressful year (feels like 100 years, no?) I spent hours searching for an app to help me cope. Insight Timer has been a sanity-saver. The FREE VERSION has 60,000 meditations, thousands of music genres, many courses, and some live events. I deleted other sub-standard apps immediately. Nothing even comes close. I recommend it to everyone I know. Guess I can’t get a commission for using the free version, huh? 🤓",5,False,insight-timer-meditation-app,337472899,
Using this app for a few years,Perfectlysmart,2020-09-22 09:01:59,"This is the app I recommend to many people who have an interest in or regular meditation practice, because unlike other apps, you have access to *thousands of free meditations lead by many experienced teachers. Also, some of their courses are free. So much more that I love about this app... so many options and easy to use unlike the other apps I have tried.",5,False,insight-timer-meditation-app,337472899,
This app is amazing,りな21,2020-09-04 17:00:14,"I love this meditation app. I have tried so many but this is the one that I have come back to again and again. 
This app has really helped me during my pregnancy throughout this tough time. There are so many pregnancy meditations. There is even one for pregnancy during covid which is really relevant right now. 
Thank you for developing such an amazing app with a diverse set of meditations and even meditation voices and teachers!",5,False,insight-timer-meditation-app,337472899,
Life Reset,4hamo,2020-08-13 15:16:52,"I live this... I’ve heard people talk about meditation for years, and I always thought it was along the lines of repair for dis functional people.
I was so far off! We all have levels of power and resources that lay dormant until we learn how access them.
Meditation is one of the ways you can learn how to access the the rest of your being! It’s beautiful! What you get out of it will personal, and uniquely yours...
Peace - Harry",5,False,insight-timer-meditation-app,337472899,
Green Tara Meditation,Bolangrl72*,2020-03-15 17:40:47,"I had been going to a series of classes on Green Tara at a local a Tibetan Center and it ended a while ago. Since the Coronavirus outbreak, this last week, we have had no Sanghas,  to keep our community safe. I feel so happy and grateful to have found a lovely Green Tara Meditation on this app and to see others meditating with me! I love this app also for general guidance meditations, timers and all it has to offer!
Thank you Insight Timer!",5,False,insight-timer-meditation-app,337472899,
Excellent app,Rjn76,2021-06-24 01:33:08,"This app is great for meditation. I’m a lawyer and have been practicing Vipassana for 25 or so years (not well). I haven’t done a lot of guided meditation. But this app opened me up to so much more with the offerings. Love it all around. I’ve tried headspace but not calm. I like this one and think I’ll stick with it for now. They could use more established teachers (e.g., more content from Ram Dass, Jack Kornfield, SN Goenka, Pema Chodron, Thich Nhat Hanh and others), but overall the offerings are great.",5,False,insight-timer-meditation-app,337472899,
The Answer is the Ethers,1JML,2021-02-21 12:09:31,"This divine download came to me in meditation. And I’ve come to profoundly enjoy my moments of connection. Insight Timer makes it so easy with their variety of meditation tools to sustain this daily connection. They have ambient meditation sounds if you are an auditory person, they have self study with a teacher if that’s up your alley. I am always excited to meditate connect and gain a deeper insight to what all of life means.
~hugs Jamila🧘🏾‍♀️✨",5,False,insight-timer-meditation-app,337472899,
Text is microscopic,Uber is a bad company,2020-12-23 11:25:31,"I love the app however I use it at night often middle of the night and  have to wear reading glasses. The text is so small I’m fumbling in bed for my glasses when all I want to do is pick a meditation so I can get back to  sleep. 

Please enable apples Dynamic Text to allow your app to adjust text so I can read it with out my glasses.  What point is the font you all are using?  It’s far too small.",5,False,insight-timer-meditation-app,337472899,
Best Meditation App ever!,ppbrooklyn,2020-11-05 11:21:51,"This app has helped me grow my practice. The teachers and practices and meditations are wonderful, diverse, beautiful, enchanting, uplifting, healing....everything you need to start your day, help you through the middle of the day and a release at the end of your day. They have talks, stories, yoga, meditation courses- it’s magic! All magic.
So many meditations and always new additions to aide in your growth. 
Epic. Thank you 
This is a life tool 
Grateful",5,False,insight-timer-meditation-app,337472899,
I use it everyday,elyarb,2020-05-14 12:17:41,"It was really difficult for me to start mediating. I tried for year to learn how to meditate till I learned about this app. It makes it so easy and has so many features. I use it in the mornings, when I’m stress at work or need music to focus, and at nights to go to sleep. If you need something to start with, this is the right place. Teachers and people are very welcome. You’ll feel like home",5,False,insight-timer-meditation-app,337472899,
Sonic fade out on the timer,cali4nyaluv73,2020-02-26 17:49:36,"Just a lil suggestion for the timer. When we click “close” to exit the timer, those who are choosing music or sounds to meditate to I’m sure would find it a little less abrupt if the sound did a light fade out. Not as long as the meditation bells haha but to that effect 🙏

Thank you SO much for having this platform. It’s meant a great deal to me to be able to have this wherever I roam",5,False,insight-timer-meditation-app,337472899,
The most incredible meditation app out there!,Sheena_Shining,2020-12-09 15:03:15,"I love this app so much, for the range of filters i can use to self-guide or be guided in my practice, for the teachers of color playlist, for the stats it records on my ongoing progress and how that motivates me to continue to practice, for the generosity and love of the facilitators, for the transformation it invites within, and so much more. Thank you Insight for offering me ways to vibrate on a higher frequency. 🙏🏾💜🧘🏾‍♀️",5,False,insight-timer-meditation-app,337472899,
So grateful...,kuteelagirl,2020-09-03 15:11:21,"In so many ways - coming here and meditating on a daily basis - has been a life changing experience for me. Insight Timer is my amazing place to be...with many choices, teachers and inspirations. It has helped me stay on track now with over two years of consistent practice. There are no coincidences in our world. My being guided to become part of this community is all Divine. And I am so grateful....🙏💕",5,False,insight-timer-meditation-app,337472899,
Better than Headspace!! So much variety,GlutenFreeVegan,2020-06-21 13:19:09,"I downloaded this originally because I loved the singing bowl timer-much more relaxing sound than an alarm. But then, I discovered so many voices in the world of meditation that it inspired me to try them. I’m not a regular meditator. I’m just trying. But this app really motivates me to at least try new voices and types-morning, walking, with my kids. Thank you to all of the teachers!",5,False,insight-timer-meditation-app,337472899,
Very helpful!,rmoncada1970,2020-06-14 13:34:35,"I’m new to meditation, but have been recommended by a few people to give it a shot. Going through some very tough times now a good friend recommended this app a couple weeks ago and I haven’t stopped yet. I’ve tried other meditation apps and they were ok but then the free trial would end. I’m still struggling but at least now I’m coping better because of all the choices on here.",5,False,insight-timer-meditation-app,337472899,
Complete lack of diversity,sacto.maria,2020-06-03 22:48:18,"After downloading this app I noticed that the featured mindfulness teachers are predominantly white. The mindfulness space this app attempts to curate does not represent the vast majority of human experiences. This saddens me because I feel like we could all benefit from the diversity in language and teaching that others, specifically BIPOC bring to the table. Honestly, if anyone who has any influence over this app is reading this please try to do better. You have an opportunity and a platform to create space for people that would further enrich this community.",2,False,insight-timer-meditation-app,337472899,
Love Insight Timer,love_child_65,2021-06-01 18:55:04,"I just renewed my membership for a second year of this amazing App.  So much to choose from, sound baths, gongs, breathe work, singing bowls, as well as courses and live events. When I do a single mediation it adds the time to the health app; however when I take a course I don’t get any activity credit. My one grip about the app.  Please add option to track course work.  Thanks for an amazing app❣️",5,False,insight-timer-meditation-app,337472899,
Insight timer,Reg-iphone,2021-03-13 17:47:57,"I have had this for years alms love it. Many different types of meditations offered. Even though there are options to purchase certain mediations.. I’ve never been forced to, or hit with extreme advertising. The free sessions available have have always fulfilled my needs..  Most of the people that have offer sessions, have a donation button available if you choose to donate..",5,False,insight-timer-meditation-app,337472899,
This App is Everything,Milica A M,2020-11-15 21:12:49,"I have been searching for a long time for an all inclusive mindfulness and wellness app. HERE IT IS! I absolutely love the simplicity, ease of use, and elegance. It is amazing how many teachers and guides they have from around the world! I use this multiple times a day whenever I’m feeling a bit off and need to reset my body and mind. From Beginner to Advanced, this app has something for everybody.",5,False,insight-timer-meditation-app,337472899,
Nice music but hard to read text,tunethoughts,2020-07-06 13:49:20,"The text to read for information and selecting audio gets tinier and tinier with each release. For an app that focuses on sleeping and resting very tiny text is frustrating. App doesn’t respond to iPhone text size controls. 

They no longer seem to have feedback option so only place of contact us reviews.",5,False,insight-timer-meditation-app,337472899,
Fantastic,beaubarebones,2020-05-15 12:36:49,"There are several meditation apps out there and periodically I’ll download one to see what it is like. But I always come back to insight timer as I have found that it always exceeds my expectations and needs. I can find any sort of guided talk, a perfect course, or silence when I need it. I continue to find my “favorite” teacher or, pun intended, insight. Perfect for beginners and more practiced meditators alike. I love InsightTimer. Thank you!",5,False,insight-timer-meditation-app,337472899,
love it,redwoodpover003,2020-03-25 19:32:59,"I would hands down recommend this app to anyone looking to expand their meditation and breathwork practices. Not only is it super accessible as far as pricing goes, it doesn’t have those annoying pop ups every few seconds about investing in their premium version. Clean, easy to use design and amazing quality content. Wouldn’t change a thing, this is my holy grail.",5,False,insight-timer-meditation-app,337472899,
Great meditation app,kidbonita,2020-03-23 13:19:52,I recommend this app frequently. It has so many meditations and styles from which to choose. There are options to search by length and by language. It’s just a really great tool and to have it available at no cost is fantastic. Thank you to all of the wonderful people behind it who donate their time and wisdom. Consider the paid version if it’s within your budget.,5,False,insight-timer-meditation-app,337472899,
Long time user,MtnBeng,2020-03-02 04:10:32,"I have been using this app to guide my practice for eight years and have never once thought of checking another one out. It’s basic enough to just serve as a timer and sophisticated enough to provide me with the many teachers and guided sessions the app offers. Meditation has been a life changer for me, is crucial to managing my ADHD and this app has been right by my side the whole time.",5,False,insight-timer-meditation-app,337472899,
Excellent app to learn how to meditate,mlevgo,2020-02-06 12:03:18,"If you’ve never tried meditation or are skeptical about the benefits of breathing then you’re like me. Or at least I was. I tried this at the urging of my friend who is a psychologist. I learned how to breathe and relax in moments I need it. There are classes for everything including children. Find a class or teacher you like, open your mind and give it a try. It may surprise you.",5,False,insight-timer-meditation-app,337472899,
Great app,Les Daytripper,2021-06-15 13:59:16,"I used Headspace for years and I loved that app and didn’t think there was anything that could match it. I did a big portion of their guided meditations and was looking to cut back on spending so I cancelled a bunch of streaming apps and, after finding Insight Timer, decided to cancel Headspace. Headspace started my meditation journey, which I am very grateful for but I have no regrets switching to Insight. It’s a wonderful app with lots of content.",5,False,insight-timer-meditation-app,337472899,
Helps make meditation and self care easy,Sam Picard,2021-04-12 10:57:43,I really appreciate the features of insight timer. The self timer and its presets are great for self structured meditation. It has enough customization to be useful and not so much to be annoying. The audio meditations are great. I appreciate the variety and all the teachers I have heard are good. I also like the badges and metrics because they help reinforce building a habit of daily reflection/meditation.,5,False,insight-timer-meditation-app,337472899,
Amazing 🙏🏻💜,MamaBrie623,2020-05-12 13:26:24,This app has taught me to sit still with myself and breathe. Before I couldn’t get through a meditation without laughing or getting distracted. I have found amazing instructors with guided meditations that help to start my day off and get my head right. I also put a music meditation on for sleep and have found ones that my children fall asleep to as well! This app is incredible and I am so grateful for it!,5,False,insight-timer-meditation-app,337472899,
Have to power off & on my phone daily many times,magical nature,2021-03-31 08:20:01,"The live workshops do NOT update. You click on ones saying “Live” only to find they are not, actually. They finished hours ago. There is no way to refresh them. You have to power off and on your phone throughout the day. 
   B going to is NOT relaxing. The classes also frequently freeze. 
   It doesn’t have a clean look or interface. More like being at a really busy fair. 
  There are some amazing teachers. And I like the timer for meditation and the simplicity of that. 
  Other teachers go overboard in the way they ask for donations, looking almost panicked and some appear passive/aggressive about it. Almost angry. I’m happy to donate to some that seem more professional and sincere. But I’m not going to be guilt tripped into donating. After all we are ALL going through hard times. 
  The bugs make me question the whole thing though.",2,False,insight-timer-meditation-app,337472899,"{'id': 22058607, 'body': 'Hi there, please send us your Insight Timer login email at help@insight.co so we can check your account and help you with the issues you are experiencing. Thank you and looking forward to hearing again from you soon.', 'modified': '2021-04-05T21:57:14Z'}"
The best but flawed,Flightsimmom,2021-02-21 16:52:40,"I have been using Insight Timer for years and I think it is probably the best available. BUT just when I become accustomed to a really good aspect of this app they change it! So be prepared. My latest example: I had the timer set to go to the aspect of it that I want it  to open to. Suddenly that no longer works! Now I have to go to the homepage, which is of no interest to me, and select the aspect that I want. Come on guys, have a little compassion for those of us who are long time users.",3,False,insight-timer-meditation-app,337472899,
Love this app!,sistah sunshine,2020-09-09 20:25:34,I love this app and just purchased the upgrade. In the past I have always used it as a timer only but now realize the benefit of the membership and having access to courses that can really change my life! I’ve started two different courses and am thrilled with the thought provoking messages and meditations. Really happy with the selection of teachers and worth every penny for the membership if used consistently.,4,False,insight-timer-meditation-app,337472899,
Great meditation app,Dan falcortez,2020-03-26 22:26:47,I’ve been using insight daily for almost 3 years.  I mostly use the timer.  It’s got really pleasant sounds for starting your session and ending your session.  Their content is great too if you’re looking for guided meditation.  So many teachers to choose from I’m sure there’s something for everybody.  I also like a lot of the ambient music on the app.  I play it a lot when going to sleep.,5,False,insight-timer-meditation-app,337472899,
Wonderful App,Kcinb,2020-03-04 21:03:11,"This is an amazing app. It's got so much variety. I can grab their daily 5-15 minute mediation selections, or download a whole mindfulness/meditation course, or just relax to beautiful background music with their timer. And the range of teachers who give the mediations is incredible. There's body scans and mindfulness practices and inner-looking exercises and reflections and anything else you could imagine. I'll be a long-time supporter.",5,False,insight-timer-meditation-app,337472899,
Thank you,natking24,2020-01-24 14:53:30,"The earth has spun for 365 days since I started meditating on this very day a year ago. This app is beautiful and has helped me cultivate the habit of meditation. With meditation comes gratitude and appreciation of life and I would like to take this moment to say 
Thank you team Insight Timer.....y’all have made a difference in my life and I wish you guys all the good that comes from doing what you guys do
Keep Breathing. 
🙏🏽😊",5,False,insight-timer-meditation-app,337472899,
Life Changing App!♥️♥️♥️,Brispingola,2020-01-15 23:16:51,"This app is absolutely amazing! This is the ONLY subscription paid app that I own & have ever owned!!!! I love this app & it is worth EVERY SINGLE PENNY for the paid version! They have a ton of self improvement courses on all different topics & I’ve taken several! Truthfully, I wasn’t expecting the courses to be so helpful. But they turned out to be absolutely life changing!!! Thank you so much to everyone at Insight Timer! U guys ROCK! ♥️♥️♥️",5,False,insight-timer-meditation-app,337472899,
Mostly very good,Cateanne74,2020-08-30 16:16:22,"I enjoy this app and it’s very versatile.  I use the stars to keep myself motivated, and have been really bummed when I suddenly lose my streak, when I haven’t missed a day. Just happened again.  🤬. The meditation showed up yesterday, and it’s gone today and I’m back to zero. Okay, I realize it’s not particularly enlightened to be annoyed, especially after meditation, but please fix this",5,False,insight-timer-meditation-app,337472899,
1000 Days,myinsights,2020-05-16 16:31:45,I’ve used insight timer nearly every morning for 1000 days. The reason? Because there is already something available for my needs. I have my go-to’s that are part of my morning practice. These change over time as I evolve. The best next step is always ready and waiting for me. I’m incredibly grateful to the Force behind InsightTimer and the friend who shared it with me.,5,False,insight-timer-meditation-app,337472899,
Blessings,L.A. Yogini,2021-05-21 06:21:02,"I’ve studied yoga for many years, and when I began, there was very little available. There weren’t studios on every corner and there was no such thing as an app. I’m so very impressed and grateful that insight timer has made the decision to make a grand difference in the world. It is such a blessing to be able to study with so many outstanding teachers. From the deepest part of my heart I think you.",5,False,insight-timer-meditation-app,337472899,
Please fix,Lou34567,2021-02-23 23:14:10,"Hello, just thought you all should know that while I was listening to a meditation the teacher began a live event and the live event began playing over the meditation. I had not signed up to attend the live event and could only pause the prerecorded event. I finally had to discontinue the meditation because I could not find a way to separate the two. Hopefully this was just a one off. I love the app",5,False,insight-timer-meditation-app,337472899,
This app changed my life,Zachareeroo,2021-02-12 15:39:54,"Insight timer has truly helped me fall in love with meditating and sitting still. I’ve struggled beforehand to do that, and never liked meditation since I wasn’t great at it. But insight timer has changed that with the wonderful meditations, courses, and live meditations and sessions.
The app was cutting off my meditations in the middle of them, or in the beginning, but that has gotten so much better.",5,False,insight-timer-meditation-app,337472899,
Best meditation encourager!,Estrella56,2020-11-10 12:07:30,"For the past 6 years I’ve used meditation timer. Although I’ve meditated of and on for 30+ years, it was just that...off & on. Because of this timer and the accessibility of the supports both guided and connection to the community, I haven’t missed a day in six years. It helped me entrain a life-changing habit of meditation. The guided meditations particularly with sleep are an extra bonus!",5,False,insight-timer-meditation-app,337472899,
Great options!,s.dk,2020-10-13 03:51:30,"I’ve been using this app for years and have appreciated the ability to customize sessions and the data collection. Recently, I’ve been exploring the guided sessions, which also have some good options. It can be hard to find guided sessions I like - there’s a lot of fluff. But there’s a lot to appreciate, too. I started subscribing at some point, and it’s been worth it.",5,False,insight-timer-meditation-app,337472899,
Love the new version,Abraz1349,2020-05-16 14:21:13,I love that the app now syncs with Apple health! One thing I would love is if it had the ability to turn on the 'do not disturb' when I start meditating since I often forget and end up getting calls and texts in the middle. Such a lovely app with so many amazing features. This is really everything you'll ever need to have a great daily meditation practice. Thank you!,5,False,insight-timer-meditation-app,337472899,
An Excellent Tool,Doubletaurus,2020-05-19 19:05:22,"I’ve known the benefits of meditating for years and have occasionally made attempts to make it a habit in my life. When my sister recommended Insight Timer several weeks ago, I procrastinated a bit, but once I started, I was hooked! I’ve mainly done the timed meditation but have experimented a bit with other aspects of the free app. I just discovered A Course In Miracles today and I believe I’ll be adding it to my daily practice. Thank you for a wonderful tool!",4,False,insight-timer-meditation-app,337472899,
Absolute Necessity to support a balanced expansive life,stacyflowe,2020-05-16 10:03:47,"I love this App.
I’m grateful for the amazing diversity and choices. And I’m happy there is a beautiful space for others to share their unique gifts of service.

I love the every growing expansiveness of this platform. It is an integral part of my community.  As I use it daily for many practices and support. I equally share and encourage my clients, friends and family to utilise it’s offerings as well.
Thank you",5,False,insight-timer-meditation-app,337472899,
An app worth having!,popeman333,2020-05-06 04:26:39,"Insight Timer is an app worth having because a.) who doesn’t love good quality and free meditation and b) you have so many options as to what you want to listen to. Whether that be a guided before bed meditation or a podcast about how to stay focused, there’s something for everyone. I very much recommend this app, especially if you want meditation search up Cindy wolk Weiss, she is AMAZING!",5,False,insight-timer-meditation-app,337472899,
Magic in stillness; power in mindfulness,Zacbear,2020-05-03 02:54:42,This app is an amazing tool for training ourselves to get out of the mind and to mindfully live the life in front of us. The app is well organized and categorized so that you can find the meditations you need. It has a great community of teachers and students that foster a wonderful environment to learn and establish a strong meditation practice. I believe I’ll be using this app for the rest of my life 😊.,5,False,insight-timer-meditation-app,337472899,
Insight timer saves the day!,sb2123,2020-02-26 14:13:25,"Or more appropriately the night. I have issues staying asleep at night and I use insight timer to help me calm my mind and get back to sleep. I also use the app for regular meditation. 

Every day I seem to discover new things to live about this app. Filtering by anything I can imagine:  time, benefit, music or not etc. can’t think of anything I would improve. 

It is remarkable how many features the free version has. It makes the app so accessible and gives members the opportunity to really appreciate what us has to offer. The cost to upgrade for additional value add features (access to courses and download ability) is totally worth it. 

Great product!  I share every chance I get.",5,False,insight-timer-meditation-app,337472899,
Great app in this time of change and uncertainty,Pro Actor Man,2021-03-25 17:24:30,"This app is great for those of us who have been searching for simple and accessible ways to meditate, find peace, and accept what we’re all moving through. It is profound moment of change, and it is an unsettling time. This app provides a great way to find those guides to help you on your journey if you’re in search of them.",5,False,insight-timer-meditation-app,337472899,
There is so much to discover!,Isabel J,2021-02-22 01:08:36,There is so much packed in this tiny little app. So many different things to investigate so many different types of meditations visualizations classes etc. What a wonderful community! I use the timer to set bells every half an hour and do a tiny little mini meditation just following the sound of the ringing bowl down for just a few seconds. It’s wonderful!,5,False,insight-timer-meditation-app,337472899,
Amazing Meditation app with Numerous POC Instructors,Me40676,2020-09-09 15:15:18,"I really love this app. I use it for crystal sound baths at night and meditations during the day. Plus they have so many free meditations, breath work, sleep, anxiety and other things offered which I trust appreciate. And what really sold it for me is the many people of color instructors. I can follow the instructors I love and listen to what they offer and am introduced to new instructors often.",5,False,insight-timer-meditation-app,337472899,
disappointing,Seeing Deeply,2020-08-17 17:07:22,I updated an lost some functionality that was important to my daily life. I want the ability to not log a session.   All sessions i time are not meditation and I only want to log the sessions that are meditation. I want the app to not log the non meditation sessions. I want to be able to tell it which ones to log and which ones to not log.,5,False,insight-timer-meditation-app,337472899,
Greatest Gift Ever,Suze2you,2020-05-20 00:34:54,"I have tried other apps for meditation and bedtime stories, but when I took a chance and paid the very low fee for an annual membership with Insight I have been so very grateful for that decision! I continue to be wowed and blessed every single day for all of the help I receive from this app...it is truly unbelievable and more than I could ever describe. Thank you everyone at Insight Timer!!!",5,False,insight-timer-meditation-app,337472899,
Incredible resource!,MNordic,2021-06-25 14:15:14,"I was extremely happy with using the free app for the first year as my meditation practice was pretty hit or miss. Then I learned about the “courses” available with the premium subscription. In just a couple weeks I have taken 3, and they have been life changing (yeah, that good!). Insight Timer is my go to app for first thing in the morning and last thing before sleep.",5,False,insight-timer-meditation-app,337472899,
Transformational,Chrisfactor,2021-02-09 13:05:48,"I’ve always known that meditation was important, but finding this app and the amazing library of guides available to assist with this process has been powerful. The app is easy to use, easy to navigate and makes it very easy to find suitable people for whatever your needs, such as guided meditation, yoga, etc. I strongly recommend using and sharing this app.",5,False,insight-timer-meditation-app,337472899,
Has become very mercenary and complicated,EXTRA-ECCLESIAM-NULLA-SALUS,2021-05-24 00:42:02,"Has become very mercenary, complicated, and “over-technical” over the passed 2 or so years. I don’t like it. It is no longer the simple app, you bring up, and you immediately see the bell screen and start immediately. 
Nope, NOW you are purposely guided through screens with links that “guide” you into more complicated and paid choices with goofy and silly human “programs” with “premium features”. Boy this app sure has revolved. Evolved into a “karma-ugly” greedy, and “just another” subscription hawking train-wreck. So sad. Used to be very nice. It literally has lost its soul.",1,False,insight-timer-meditation-app,337472899,"{'id': 23117906, 'body': ""We are very sorry you are experiencing these issues with the new update. Our developers are working tirelessly to find and resolve the issues so we can have you back to normal. We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/882728ad4a40bcd077427dc6c6b0c092"", 'modified': '2021-06-01T04:29:52Z'}"
