title,isEdited,userName,date,review,rating,app_name,app_id,developerResponse
Headspace is a true blessing of an app,False,D1234837,2021-02-05 05:27:10,"It’s not just about helping calm the mind, or helping you work through difficult life challenges. Headspace is about find your inner sense of gratitude, joyfulness, and peace. Helping you to not only live a better life for yourself, but also helping you create more meaningful relationships with other, and in turn helping other in the process as well. But it doesn’t come instantaneously, the mind is like any other part of your body, if you want it to become skilled at meditation, you need to practice, and headspace is like the best coach, trainer and friend you’ve ever had rolled into one. It cheers you through the good days, and sits with you to ease the mind on the bad days. Headspace is honestly the most unique app I’ve ever seen, and it truly is life changing. Thank you Andy and the entire headspace team for helping people live a bit more mindfully every day.",5,headspace-meditation-sleep,493145008,
Wonderful experience,False,Cari4321,2021-04-13 15:04:03,"I signed up for a free year of headspace when the pandemic began and have been so impressed by both the app and the quality of the meditation courses and the sleep stories and meditations. I also think that the offer of an entire free year to folks who were financially impacted by the pandemic shows a real concern for mental health beyond pure financial gain from the people behind the company. So far, there have been options for both male and female voices which I appreciate, and I hope to see more diverse voices in the app moving forward. With some new voices on their roster from folks outside of the white community, it looks as though that’s something they are working towards. It’s been a valuable tool for me and I will be subscribing when my year runs out. Although it’s not a cheap subscription, if you can afford it I would definitely recommend.",5,headspace-meditation-sleep,493145008,
Doesn’t work well with Iwatch,False,njalexsmith,2020-08-09 12:42:14,"I wish this app was designed to be more intuitive with the Apple Watch.  I can only play a 1 minute breathing exercise on the iwatch app despite the website is conveying and customer support is poor.  I sent an email to customer support. The first response from customer service is that my response will take longer than 48 hours with an apology.  Second response was a name of a customer service agent and never heard back.  I tried reaching out by DM on social media, but no response.  Furthermore, if you use the 1 minute breathing exercise on the watch, it doesn’t sync to your account.  

The phone app is great, but I would like to use my phone less, not more.  My phone is integrated with my work apps (email, calendar, teams, etc) and adds endless anxiety.  Because the phone app is good, I wouldn’t give it just one star, however I am posting a 1 star review because both devs and customers only read 1 star reviews.  Headspace has a customer service problem along with a poor iwatch app.  I haven’t had an issue with the phone app.",1,headspace-meditation-sleep,493145008,"{'id': 17169865, 'body': ""Thank you for your review regarding the Apple Watch options, we'll be sure this feedback is heard by our team! If you have any questions, feel free to get in touch with our team at help@headspace.com."", 'modified': '2020-08-09T20:35:33Z'}"
😌,False,LiveSpontaneous,2020-07-28 16:48:52,"i get the premium free with my college tuition, which is cool. a great way to learn mindful meditation. lots of extra resources, like the daily wake up, sleepcasts and workouts. i like that there are courses so you can work on specific things over a longer period in a guided and intentional way. i can’t speak to the free version because i automatically get premium but i’m enjoying it and it’s helping me sleep and feel better. however! i would recommend shine slightly more, especially if you’re BIPOC, a woman, or a member of the LGBTQ+ community, since they’re run by us and are mindful and inclusive of our issues. it has more diverse content/tools instead of the same structure of meditations over and over — which can actually be useful, and is kind of the point, since you’re learning this one type of meditation style, but i like what shine does slightly more.",5,headspace-meditation-sleep,493145008,
Cannot get a human to respond,False,Carpeltunneltexting,2020-02-17 08:00:14,"I am super frustrated & don’t know what else to do to get a human to provide answers. I am having so many problems with the Headspace app- login issues, profile management, invited family members can’t create an account. I have tried the FAQs and online support but they don’t provide solutions. The “live chat” doesn’t exist.  To unlink an account it says to contact support - who is that? I have emailed many requests but no answers. 4-6 days to respond due to high volumes. I still haven’t heard one iota of anything except that I’m in some queue. I just wanted a human to respond. 
Nobody has replied but yet my credit card is charged. And on our end, we can’t use the app. I realize I am just a drop in the bucket in terms of your users. But I want to cancel my account. I believe I get 30 days. But I’m afraid nobody will respond within that window and I will be stuck with a family subscription nobody can use. Please help me get out of the anxiety that trying to use app has caused. If that ain’t irony. 😂 What do I need to do to have a customer service representative contact me?",1,headspace-meditation-sleep,493145008,
Life change,False,rafael decarvalho the golfer,2021-07-05 10:41:09,I’m a professional in mental health and have recently decided to become completely sober with alcohol and also make some life changes regarding my nutrition. I’m about six months sober and I’ve been encouraged by other friends to take a meditation as a means to deal with heavy emotions that alcohol was suppressing in the past. I have to say that the headspace app has been a life change for me. I fallen in love with meditation and meditate now about 3 to 4 times a day. I just completeThe NV and jealousy meditation for this morning and it was amazing. I’m excited for this new chapter in my life and his journey that meditation is going to help weed me down. I’ve also introduced my 10-year-old son to meditation. He currently plays at a high-level golf and is utilizing meditation in order to navigate through stressful situations while on the golf course. Thank you so much headspace!,5,headspace-meditation-sleep,493145008,
"A better mind, a better life.",False,mphollis,2021-02-23 13:24:54,"I’ve been using Headspace every day for years now, and have completed many, if not most of the courses available. I could go on about meditation and how beneficial it is to having a healthy mind, and living a calm content life... but words aren’t the same as experience, and I could never do it justice. 

I am a better person because of this app, and hopefully I have had a positive impact on the world around me because of my practice as well. Headspace isn’t full of “woo-woo” and doesn’t conflict with whatever you believe. It’s just a thoughtful collection and presentation of the parts of mindfulness that are proven, practical and legitimate. 

Only you can choose to begin on a path of mindfulness practice, but for your own health and happiness, I hope you do (whoever you are)... and if you do, Headspace is a great way to start.",5,headspace-meditation-sleep,493145008,
"Love the app, would like to incorporate more specific reminders",False,Jessie2787,2021-06-03 16:23:56,"I love this app, and I usually don’t pay for apps if I can help it. That said, this has been a great purchase for my mental health. I’ve been using it for morning and evening meditations, and for short mental health breaks during the day for the past two weeks. 

My recommendation/request of the developers: please allow users to add more notifications through the app for specific activities like a yoga break or a walking break. I’d like to take advantage of more of the features of the app’s activities but need to schedule them separately in my calendar app at this time. I use the morning wake up and bedtime notifications in the app which have been great. Basically, any opportunity to further incorporate moments of relaxation and mindfulness throughout the day is greatly appreciated.",5,headspace-meditation-sleep,493145008,
The BEST app ever,False,path514,2021-05-05 00:48:01,"I got this free through an offer last year because of my essential work as a health care provider. I didn’t think much about it at first but really used the ‘morning wake up’ during the first few weeks of quarantine. Months past and I started using it again-this time to meditate. My family started as well. Within two months it has completely changed how we live! My stress levels are down, my kids breathe before reacting (so do my husband and I) and we are doing so much better as a family. You have to stick with it, but the app has tons of different options to use and a variety of teachers. They even have Sesame Street for the kiddos! I also have grown to love the English accents and my kids say ‘when are we going to listen to Andy?’ if it’s been a couple of days. This app is a game changer!!!",5,headspace-meditation-sleep,493145008,
Better than therapy!  Seriously.,False,bbt0303,2021-03-23 22:17:29,"I had attempted meditation off and on throughout the years, never really having found anything that suited or “worked.”   Until Andy.  I don’t know what it is about his demeanor or his voice, or if it’s how accurately he addresses (universal) challenges with learning meditation, but I am hooked.  Not only do the sessions relieve and clarify the cloudy emotions we all deal with, I’m now starting to subconsciously use techniques Andy has taught even when I’m not meditating.  I have especially found his instruction helpful as it pertains to not engaging with certain thoughts as they bubble to the surface throughout the day.  I’m better able to watch them pass by like cars in the road be chase them, or I simply turn the channel to a more neutral or happier subject.  I have never felt more centered and at peace.  Less reactive.  Happy!!",5,headspace-meditation-sleep,493145008,
Great App!!,False,Gabby_Grace,2020-04-03 21:01:55,"Headspace is a phenomenal app for helping you to relax through meditation. Especially with everything going on in the world today, it can be easy to become wrapped up in all the uncertainty and anxiety, whether that comes from watching the news or simply being stuck in the house and slowly going stir crazy. As someone who enjoys being able to go out and shop, see friends, or simply stop by my favorite restaurant, this unprecedented experience has taken a toll on me, but Headspace has been an incredible resource for keeping me sane. Whenever I need a little break from the craziness all around me, I can open up the app and listen to a meditation or even do a quick workout. This app has it all, and if you’re having any issues with anxiety, stress, worry, or the like, I’d definitely recommend you give Headspace a try!",5,headspace-meditation-sleep,493145008,
✨Some Advice To People Dealing with Anxiety!✨,False,AveiBird,2021-03-15 18:34:35,"I’ve been using this app for about a month now, and it’s really helped! It helps with stress, eating, sleeping, and getting to know more about the mind and body, and how to feel comfortable.

I’ve been having ALOT of stress in my life, from school, to siblings, to friends, to the sleeping disorders and the depressions. To the lost loved ones and moving houses. 

I’ve become so stressed that I become really sick. I’ve developed this thing called “Anxiety Nausea” I became so sick I thought I was dying! Headspace has helped me deal with and understand with what’s happening with my body, and I appreciate it! 

I recommend this app to ANYONE. Even if you don’t suffer from bad anxiety or any disorder, I still recommend. It helps you a lot, and you may learn something you never knew about your body before. 

From the help of my family and headspace, I’m recovering. To anyone going through this, or something similar, you will recover. And you’ll find people who support you. If you don’t, find a hobby! Or go out on a walk! 

And yeah.. maybe anxiety will never go away.. but you can help your body by knowing some solutions to help! Treat your body with the kindness and respect it deserves.

To anyone reading this, you will make it through!

————————-
Much Love, Ava ✨❤️",5,headspace-meditation-sleep,493145008,
Daily Calm,False,gratefulyogi,2021-01-26 14:33:32,"I have attempted to start a meditation routine several times over the past four years, but struggled greatly. Instead of feeling relaxed I would quickly feel panicked and found breathing difficult. When I first began meditating with Andy, I immediately tried the guided meditation for dealing with anxiety. It was so comforting to learn that my anxious tendencies resulted in overly trying to control my breath and in turn created an unhealthy pattern. I took heart knowing that if it was on his app, surely this must be something many others have faced. With his expert guidance I have learned to look forward to meditation and how it relaxes my body and mind. As I have explored the app more, I find that Andy has addressed many other hurdles I have had with meditating. I have benefited so much already and look forward to see where this path takes me.",5,headspace-meditation-sleep,493145008,
"It’s good, but you can only listen to very little things",False,BTS_TAE_TAE,2020-04-03 14:49:41,"There’s a few things you can listen to. Most of it is locked because you need the free trial. I’m a teen,I use head space  because I can sleep  better. My parents aren’t going to get me a trial in this app in this crisis. And I can’t start a free trial because it asks you for credit info. I don’t have momey. I’m letting you know so you guys can please make more things available to the people who can’t get trials. And make more of the sleepcasts, Winddowns, and  soundscapes available- please it would really help me... I would be able to sleep even better because I already listened to the sleep cast “rain day antics” and I can’t listen to more because I’m order to do that I have to get the free trial. Please read this and please let others that can’t whet the free trial listen to more- it would help please and thanks.",4,headspace-meditation-sleep,493145008,
The Best Treatment,False,rob boley,2020-05-11 17:15:00,"I have struggled with a variety of anxiety disorders and PTSD, and nothing feels more frustrating than walking out of the therapist or psychiatrist expecting them to have solved your problems quickly or with a “magic bullet”. Nothing felt like it was working so instantly. A psychiatrist and a friend both recommended headspace and I had been a long time skeptic of meditation and hesitant about mindfulness. Giving the app the first 10 minutes was a bit tough, but the next 10 got easier, and easier, and easier. My sleep problems from recovering from using substances were even solved by the goodnight meditations. I can’t recommend enough, whether you have a mental disorder, you’re an introvert or an extrovert, whether it’s for insomnia or daily stress, headspace has slowed my roll and helped me find peace in day to day life.",5,headspace-meditation-sleep,493145008,
Unbelievably grateful for this app,False,lexus wilkins,2021-05-28 20:15:02,"I had purchased the app because someone had told me about it. I knew nothing about meditating or how to do it. I just dove right in and now with the help it has guided me, I can almost do it on my own. It’s something I turn to when I get stressed, angry or sad. Or even need to sleep. The videos have been so soothing and helpful in every way. It has changed the way I look at my day and helps me remember to focus. Not a day goes by where I don’t use one of the audio recordings to help me tackle and problem I’m having. Also the work outs are very subtle and easy. Best app for a stressful life. Highly recommend. I’m better at controlling my struggles now. Thank you! ❤️ I hope someone reads this because it’s a real experience and I’m so grateful it’s helped me, it may help someone else too. Try it.",5,headspace-meditation-sleep,493145008,
Great meditations but a cluttered app,False,jamesui111,2020-02-28 12:07:04,"A month ago I would have given headspace 5 stars, because the meditations and courses are great.  Recently though they have started crowding the app with community content, suggested content, information about juice cleanses... All of which invites you to spend time on the app or flit from meditation to meditation rather than sitting mindfully with one meditation course for a few weeks at a time. The app design is in direct conflict with the stated goals of the app and of meditation generally. 

To make matters worse, they recently changed the layout of the home screen so when you open the app, you have to scroll past testimonials and information about juice cleanses to get to the course you are working through. Why would a mindfulness app do this? It betrays a lack of commitment to the principles of mindfulness that headspace claims to care about. Please just give me back my simple, uncluttered home screen and make it easy again to pick up where I left off rather than tempting me to use headspace the way I use Facebook or Pocket.",1,headspace-meditation-sleep,493145008,
Love the app but your PR using “social justice” and racial agenda starts to get annoying,False,AppleUpdatesCompatibilySucks,2021-01-13 14:21:59,"Love the app but your PR using racial agenda starts to get annoying. Can you guys pls stick to meditation / related areas and not try to push politics, agendas and ideologies on what justice is and what is not? (A lot of the “social justice” ideas pushed on society by ultra leftists that are actually destroying the left as a valid movement (and only give more power to the right), actually result in “injustice” overall so really hope you guys are not going to be part of that (just dig in a bit deeper and dont follow the herd w/o thinking pls). Yes, it is a trend but dont try to “look good” as a company using this stuff. Also, a lot of people who meditate are not dumb and understand the absurdities being pushed by the authoritarian ultra left (that destroys the actual liberal left) so you do not want to align yourself with that movement. Please Headspace - stay sane :)",4,headspace-meditation-sleep,493145008,
Simple and effective.,False,Kevo Woods,2021-06-01 00:42:43,Repetition is the key to learning. My therapist outlined a meditation exercise for me when I began seeing him. That was about 4 months ago. I’ve stuck to it at around a 90% clip ever since. Over that time what at first seemed pointless and an exercise in futility at quieting the mind got easier over time and the benefit more readily noticed.  I have to say tue coaches on here have call convinced me guided practice is right for me. Their voices and knowledge are much appreciated. I look forward to this practice more than I did when it was just me and silence. At first I did not believe it would be worth keeping past the free trial. I am pleased to say I find the cost benefit to paying for full access to this tool money well invested into personal self care. I am a better human internally and externally w/o a doubt.,5,headspace-meditation-sleep,493145008,
"thank you andy, 10/10 app",False,A2n6n7a194638,2021-05-12 04:00:36,"I cannot emphasize enough how meditation has impacted my life. I have been through really dark times and went so long not caring about anything that I had forgot what it felt like. Headspace and specifically Andy has taught me more than any school or person has. how to be kind to myself, that you deserve to feel good and how to see things clearly. It amazes me that just a small practice can change in how I feel and how I view the world everyday. this practice has finally let me feel how grateful I am to be alive. 

I now am working to have my friends and loved ones practice meditation as well because I can see the benefits it brought me and I want that for those I love.

If you are struggling or even if you aren’t please give meditation a real chance and use headspace.",5,headspace-meditation-sleep,493145008,
Best falling asleep app ever !!,False,Mabbina Not A Bot,2020-11-13 15:08:11,So before I was staying up till 2am not being able to fall asleep and having to listen to lullabies until I saw this app I fell asleep in under 10 minutes instead of spending 30 minutes wasting my sleep time I was now spending 10 minutes going to sleep in a peaceful night that’s why I suggest headspace as a very good app!! But there’s only one thing that I would like to change about headspace you need to pay money for most of all the things maybe put one or two more 45 minute long rain casts like to listen to rainday antiques and that’s it because that’s the only thing for free I would suggest maybe putting one to two more things for free instead of paying a bunch of money to get more. But anyway amazing app definitely get it!!❤️ -Recommend By Me,5,headspace-meditation-sleep,493145008,
The best app for this new decade.,False,Yosoydoty,2020-01-04 14:33:26,"Endless content, and all of it is of the utmost quality. Having played professional sports, to working in a high stress environment, I have always been looking for ways to calm my mind and avoid my tumultuous relationship with anxiety. As anyone who suffers from anxiety knows, this is not a simple fix. Headspace is the solution that helps us avoid popping prescription anxiety meds. Meditation has been around for thousands of years, and it works. If you are new to meditation do not worry, it may take weeks for you to start to see the benefits but it absolutely works. Headspace you have truly made something incredible, I believe in this generation when we all suffer from to much screen time and stimulus, headspace is a staple to anyone who is trying to better themselves.",5,headspace-meditation-sleep,493145008,
"Meditation, Californicated",False,Dougwastaken,2020-04-02 15:35:02,"This app is the epitome of the stereotypical Californian that everyone digs on; cool on the surface, but pretty hollow when you get to know it. 

The pros are that this is a very polished, inviting, and well designed experience. There’s a lot to dive into, and something new to see every day you launch the app. If you’re not sure where to start, there’s a lot in place to get you somewhere. Perfect for dipping your toes in the meditation waters. 

The pitfall is that meditation is a very personal experience, and can need a pretty tailored touch for each individual. This is something that’s near impossible to get from an app for the masses, but when you’ve used this app for a year, and notice how homogenized the sessions are from one to the next, you can’t help but start to question the price tag. 

It feels like they know there isn’t much substance either, as they start cranking out a one page draft of a morning show with as much substance and personality as a cross between a reality TV show and a pharmaceutical commercial. Two second introduction until... oh crap? An exercise? I wasn’t ready! Next time I’ll be ready. Oh it’s just a breathing exercise, oh OK. 

The app feels like it mastered its framework, and is looking to build from there, but aren’t sure what the next building blocks are. I’ll come back when they’ve picked it up a bit.",3,headspace-meditation-sleep,493145008,
Quiet and mindful and in joyful,False,Risa2242,2021-03-26 00:38:48,Hi this is me Lily I just got this app today on March 25Thursday and I barely been doing it and I just come to enjoy myself and peaceful and I want to get this out to the world and say that this is very very mindful and peaceful and I think it’s also nice that they provide not just sleeping stuff they also provide stuff that you’re having trouble with like I go to private school Sungro sometimes I have trouble focusing so they have one that helps me focus and I also have waking up so then I’m gonna try that out tomorrow and see if it goes and works but I think it’s just so far really good for me and my sister Stella and I wanna get this out to the world and say get headspace because it’s really really nice and relaxing for me and stuff and helps me out a lot so yeah so like I said get headspace,5,headspace-meditation-sleep,493145008,
Best app for meditation,False,michale G LAX,2021-02-18 10:47:29,"I was a complete beginner to meditation when I found this app. I decided to add this due to some stress in my life. It was a great decision for my own mental and personal growth. Not only do you meditate, but there a lot of good food for thought at the beginning of the meditation courses. It helps to challenge your current mindset for the better.  The sleep meditations have helped calm me during some restless nights or just simply help me relax for bed.  I have yet to utilize the move section of the app and I’m looking forward to exploring this more. This app helps guide you in learning this new skill that requires consistent practice. It is great for practicing sitting in the present moment and observing what is going on in your mind, body, and environment with clarity and calm. I highly recommend this app to anyone.",5,headspace-meditation-sleep,493145008,
Bloated and annoying - no longer good for meditation,False,steveo74,2020-09-02 12:53:54,"Had been using a couple years ago and made the mistake of re subscribing without checking out a trial first. They recently added many additional features that appear in your face all over the app. Literally the home screen has been taken over by annoying video ads for courses I have no interest in. My goal for meditation is to resist the constant flood of distractions ... so why choose an app that throws distractions in your face? As a result I no longer find it useful to use this app for meditation. 

It’s just too many swipes and too many taps to get to the meditation I want. And ads for irrelevant courses take over screen by screen and I feel like I’m swatting them away in anger. Doesn’t make me get into the proper mindset anymore. 

I’m sure all the new crap makes them a lot of money but I fail to see how celebrity endorsed yoga playlists have much to do with their initial mission. Sad to see a good app like this now ruined by chasing too many new business lines.",1,headspace-meditation-sleep,493145008,
Don’t think Just download it,False,jesshanc92,2021-05-19 17:16:35,"After watching Netflix Headspace Guide I felt BRAND NEW. So I texted my bestie and recommended she watch it since we were both stuck in depressive episodes after a long/weird 2020.. She responded with ‘GIRL download the app I use it every night!’. Honestly love this app. It really has improved my overall happiness. Their lessons resonate most days which is more consistent than any other techniques Ive tried over the years. I genuinely look forward to meditation time now because it makes my day feel brighter even on days when I’m really struggling. Moms, if youre feeling burnt out this is the place for you 🖤this is where I found calmness and appreciation for my hectic everyday life. Feeling like myself again (only better). Thank you Andy and the Headspace team.",5,headspace-meditation-sleep,493145008,
The best,False,kristi!2,2021-02-23 17:40:56,"I have listened to many of the meditations, videos, music and sleep meditations. This is the only year long subscription that I have purchased At first I thought this won’t do much, but after listening to Andy’s coaching through the first week of meditations I realized that this was effective. My goal this year to focus time for myself and this is a great way to focus for a couple minutes or many minutes. I have recommended it to many of my family and friends. Like a lot of things in life you think this isn’t going to do anything but line upon line you build the ability to calm self. This is an amazing app. This best money I have spent and thank you to Andy and others that have provided a very positive nonjudgmental experience. You will NOT be disappointed.",5,headspace-meditation-sleep,493145008,
suggestion,False,zel11112,2020-11-14 11:14:45,"hello! i recently got this and on the usual, i listen to asmr every single night to go to sleep. and it sometimes takes me up to an hour because of how distracted i get with all the videos. but this really helped me to immediately set my focus on one audio and just let myself relax and fall asleep quickly. 

i was listening to “Falling Back Asleep” and i noticed that the background that plays is extremely calming and visually pleasing. 

my suggestion is giving us an option to make the background interactive. it already has shapes that sway from side to side really relaxingly but i wanted to touch the shapes and kinda have them slowly move to my finger as a fun little relaxing addition. it would be awesome to see that small feature in any future updates!",5,headspace-meditation-sleep,493145008,
Great meditation app,False,Audrey.f.Jensen,2021-05-25 12:49:19,"Headspace was recommended to me when I first started CBT around 2 years ago due to their excellent intro to meditation, and I've enjoyed using the app ever since. I took a hiatus from the app around the time they added sleep soundscapes, and coming back to it I see there's now a ton for various activities, as well as some yoga courses. I'm eager to resume my practice!

I'd love to give this app 5 stars, but it's lacking a crucial feature. It doesn't seem compatible with airplay or iPhone automation, so there's no way for me to play the soundscape through my homepod. It really tanks the utility of the feature that I can't use a speaker with the app. Automation is definitely a nice-to-have feature, but with it I could start playing the soundscape from my phone to the speaker when it's time to sleep, kind of like an inverse of an alarm clock.",4,headspace-meditation-sleep,493145008,
You can’t afford not to meditate!,False,Karl.H.,2021-01-20 22:44:22,"I am training myself to use healthier coping techniques when handling my mental health symptoms. For example, I have utilized the SOS meditation feature from Headspace and couldn’t believe the results. I thought it laughable. How could a 3 min meditation remove that tightness in my chest and feeling of dread?!? And I’m not even “good” at meditating, doesn’t matter. I tried. I tried and it worked. And if the feeling came back. I just did the meditation again. I’d rather do 3 x 3min  meditations a day over an unhealthy response. Headspace is a blessing and an absolute must for my health and wellness.

It would be terribly sad to under estimate the power of meditation— I learned this first hand. I wish I would have been doing this years ago. 

Want to change your life? Here’s how.",5,headspace-meditation-sleep,493145008,
I love it! But would make a minor change,False,Miley2009,2021-02-07 15:23:34,"I have had this app for a long time and I “accidentally” bought the year long subscription in the fall. $70 is a lot to pay but I mostly use it for the sleep casts and I think it is worth it just for that. The thing I would change is the main screen while the app is loading which currently it is the logo so it’s a big white screen and when I open the app with to find a sleep cast the bright screen is like unsettling and irritating even though my brightness is all the way down. I love the soft calming tones of the “sleep” page in the app, but anything but the big white screen at the beginning would be amazing. I’m sure I’m not the only one that feels this way!",5,headspace-meditation-sleep,493145008,
Really helps 😊,False,t444444444444444444444,2020-02-10 02:32:24,"I was getting extremely worried and anxious today. I decided to sit down and take some time to just meditate, since I felt this way. At first my mind had so many thoughts and it was hard to just let go and focus in on myself and the things around me. But as the meditation went on I felt myself start to calm down and relax. For me, meditation really clears the mind and sets it back on track. Headspace is perfect for meditating and the sessions make my mind simply be instead of running everywhere in a jumbled mess. Even when I don’t feel down, maybe even super excited, meditation really sets the mind at ease and gives a wonderful sense of clarity. I highly recommend getting Headspace and trying meditation out for yourself, if you haven’t already.",5,headspace-meditation-sleep,493145008,
Incredible App!,False,Aloby2580,2020-01-14 23:56:59,"This app just gives and then gives some more. If you’re looking for an app that helps to create mindfulness, you can stop right here. I have been using this app for about 3 months and I couldn’t be happier! It has improved my sleeping habits as well as my general mood for each and every day. It doesn’t take up too much of your time and it pays off in many more ways than one. I have learned so much from the meditations. It’s just a great app all around and I strongly recommend it to everyone. Even if you’ve never meditated before or if you feel like there’s no one particular part of your life you feel needs significant improvement. Take a step towards bettering you and your life. Get some headspace. I promise you won’t regret it!",5,headspace-meditation-sleep,493145008,
Worth every penny,False,MoMeditates,2021-02-17 15:30:07,"This app is so well thought out. I hated the thought of meditating, but my mental health was suffering so I tried the app out for the free trial. Oh my god. What a difference it made! This app is truly for beginners and professionals. I only started meditating for three minutes a few days a week and now I’m meditating about 10 minutes each time. I don’t meditate daily, but I realize, just like a workout, if I get inconsistent it’s harder for me to focus and stay healthy. This app has helped my mental health, my eating patterns, my focus, my motivation, and my appreciation! If you’re thinking about getting it, I’m telling you, GET IT. It’s so so worth it. It will change your life. Thank you headspace for all the work you put into this app! You are truly helping people!",5,headspace-meditation-sleep,493145008,
Consistency is key,False,Mrjabezzy,2021-06-12 16:28:31,"This is probably the best mindfulness meditation app out there! Offers a ton of different practices and sessions and let's you choose a time that works for you. The animations are also a great added touch and help to clearly visualize what is being said. 

My only complaint is that the annual subscription is quite pricy. Not to discount the value of the content but in truth, for someone who may not use the app to it's full capacity daily, it just seems like a lot. They do offer some free options in the app but they make them incredibly challenging to find imo which gives the impression that they're really trying to push people to upgrade vs. offering more of a service to paying and nonpaying customers alike. Overall great app though.",5,headspace-meditation-sleep,493145008,
So helpful!,False,Meg & Edie,2021-05-03 12:36:46,"I discovered Headspace years ago on the Rich Roll podcast. I love the guided meditation and the meditations with different intentions and how they reach so many different needs. I now have been checking out the morning wake ups instead of scrolling Facebook and it just starts my day off so much better. If I have trouble falling asleep at night, I tune into the Midnight Launderette and it is absolutely soothing and helps my mind calm enough for me to relax. Andy and Eve’s voices are so calming and I have learned the basics of meditation through their basic package and have moved on more specific guided ones, such as appreciation, or letting go of resentment or anxiety. It has created this beautiful, subtle change of me being much more aware and intentional and I absolutely love it.",5,headspace-meditation-sleep,493145008,
"Great, unless you have an issue",False,BethicaB,2021-05-15 05:37:35,"After using this for a few days, I knew it was going to help me and was so excited. I shared the info with my family and a couple of them were interested so I decided to upgrade to the family plan. This is where everything went off the rails. Four emails later and I still have no resolution. I couldn’t “upgrade”, I was told that I had to cancel and could then upgrade. I canceled but still couldn’t upgrade. Then I was informed that I needed to go through Apple to request a refund and I did but I still can’t upgrade. Now I’m being told I can’t upgrade until the app basically decides I’m no longer a member (and basically doesn’t work) in order to upgrade. All my meditation tracked progress is gone but the app still works. However it isn’t really relaxing me with all of this frustration and no real help. I’ve wasted more than two weeks on trying to fix something that shouldn’t be this difficult.  Very disappointed.",1,headspace-meditation-sleep,493145008,"{'id': 22831993, 'body': ""We're sorry for the trouble with the Family Plan. Since you purchased through Apple, you will have to wait until your subscription expires, then you can purchase the Family Plan. Please send us a note to help@headspace.com if you have any other questions. "", 'modified': '2021-05-16T17:30:51Z'}"
Amazing - I thought I was above it,False,benchernif,2020-02-29 23:45:41,"Honestly for years I assumed that my own thinking processes were meditative and thoughtful. A friend I look up to brought up this app and I gave it the 2 week trial. I love that it asks what you are working on when you first open the app. I didn’t even realize I was struggling with sleep, but that’s what the meditations focused on. I only used it 2 times during my free trial. But after the 2nd meditation I was oddly hooked. I still can’t explain it, but I’m way less distracted and way more present now that I’m diving into these 2-3 minute digestible lessons. 

I love this app and absolutely recommend it. My only complaint is a lot of the times when I select to download a course it will not download. 

Besides that it’s a champ of an app!",5,headspace-meditation-sleep,493145008,
Too Little Options!,False,Omgjkgfashionpa nda,2020-07-08 06:25:45,"I love this app SO much! I have been using it for the past few months and the Sleepcasts function has really helped me combat my insomnia. However, you get to a point where you’ve run out of new content. You either have to repeat a sleep cast you’ve already listened to, or be left with nothing, neither of which are ideal. If new content isn’t uploaded soon, I would be very sad to have to unsubscribe, since it would become repetitive. Something I also recommend doing in order to grant listeners more options is to make EVERY audio with both male and female options. Some audios only come in a female version, which isn’t as soothing to me. Overall, it’s a lovely app but it needs to be updated with a new variety of content every few months.",4,headspace-meditation-sleep,493145008,
Teaches anyone the skill of meditation,False,Lydia the Calm,2021-02-23 14:38:06,"I had tried to learn to meditate for years and never felt like I could do it right or get past the frustrating feeling of failure.  This app broke it down into such manageable pieces of information and small concepts to practice.  I can meditate without the app now but I still enjoy its many features.  My son has used the bedtime stories to get to sleep on difficult nights.I always thought of meditation as an art I wasn’t talented at.  This app has some great conceptual lessons and practical tools to overcome challenges, stop judging yourself about doing it wrong, and realize whatever you’re doing is normal and it gets easier with practice.  Incredibly helpful app.  And the sleep tools!  Oh my!  Check them out.",5,headspace-meditation-sleep,493145008,
"Amazing app, with good M1 experience",False,mister-corn,2020-12-09 03:25:58,"EDIT: There's a lot less weirdness now on the M1. The Wake Up, short videos, meditations, and music playlists seem to work without a hitch. Easy 5/5 on the Mac App store. Any shortcomings with the M1 experience is more on Apple's court now. 

I am super thrilled, because more of my morning routine, like journaling, meditating, etc. can be better centralized on my Mac. Really great.

OLD: 3/5 stars for now, because we in the Mac App Store, and the app crashes on the M1 when trying to play audio (focus music or meditations). Bear in mind the M1 is super new, and I'm sure issues will be ironed out soon. I hope the dev team continues to give consideration to ARM Macs; being able to use the native Headspace app on my Macbook would be awesome!

Outside of that, this app is amazing. I have had an off/on affair with Headspace over the years, but this year I really got into it, and I'm so grateful how it has elevated my sense of well-being and balance.

I like this over other meditation apps because of the cohesiveness of the app. There's a clear path from starting out to exploring deeper topics. And the art, UX, videos, etc, all really gel together nicely.",5,headspace-meditation-sleep,493145008,
