date,isEdited,userName,rating,review,title,app_name,app_id,developerResponse
2020-05-23 12:29:48,False,soul_fire38,5,"I am going through a very hard medication WD. Because the medication being tapered can cause extremely bad insomnia, restlessness and anxiety, This app so far has helped me relax in my mind and body and fall deeply asleep. I find the voices soothing in the meditation stories. It’s like a soft distraction you are connecting your breathe and body to.. but before you know it, Your eyelids feel heavy and  you are wrapped in peace, drifting off. This is a great tool to have when you are just needing something soothing or if you are desperate and clinging to anything helpful like me .",Med withdrawl,slumber-fall-asleep-insomnia,1109543953,
2021-07-02 07:16:57,False,Danamon,5,"I’d been getting sleep meditation and hypnosis tracks off iTunes and then I discovered slumber. I get into superstitious ruts with my sleep audio tracks but do like to switch it up. There are some narrators here that I love. Really have not heard much of any of my favorite tracks because I am asleep so quick to it. If I wake up too early in the morning, it puts me right back to sleep too whereas I used to just get out of bed and spend the day tired. I used to take Benedryl or prescription sleep aids but don’t need them anymore :)",Works for me!,slumber-fall-asleep-insomnia,1109543953,
2020-05-09 13:14:56,False,snarky pancake,2,So I had purchased the premium member ship for a year when only a few weeks later my subscription stoped and this happened again and again which was very frustrating. When I finally emailed customer service wrote back that they had never herd of this problem before ( I had seen reviews elsewhere that complained about this) and that they would write back it has been a week and a half and they still have not responded. So if you are going to get this app I found that it worked great except for when I bought the membership so if you are prepared to deal with that I would say this is a great and you should download it.,Great app terrible customer service,slumber-fall-asleep-insomnia,1109543953,
2020-12-25 05:06:27,True,Jtrowe49,5,"I am one of many people that have trouble falling asleep at night. But when I got slumber my life changed. Slumber is an amazing app fit for all ages. Some of my favorites are pure vita in Costa Rica and the very sleepy duckling. I even got premium! If I did not have this app I would be a lot less active and awake during the day. So basically this app works wonders and I suggest that, if your like me and can't sleep at night, that you get slumber right away and watch yourself become your best, rested, mindful and active self.",So amazing can't sleep without it!,slumber-fall-asleep-insomnia,1109543953,"{'id': 18925506, 'body': 'Hello Jtrowe49! Thank you for your positive feedback, we are glad to hear you liked our app and how it helped with your sleep problem. We are always happy to receive your feedback and any suggestions you may have. \n\nLee', 'modified': '2020-11-05T17:34:20Z'}"
2020-10-08 04:05:39,False,instavince,5,"This is it.  Look no further.  I use this app ever single night and my sleep is forever changed.  I suffer from insomnia. I took ambien for years.  This app is an absolute godsend.  Typically, I am asleep in minutes.  I really look forward to bedtime - and that’s all because of slumber.  

The Calm app is more publicized, but does not even compare to Slumber.  I use this ever night.  The stories are fantastic.  The ability to LOOP stories means you are not going to suddenly wake up when they stop talking.   

Way to go slumber!!",The best app I’ve ever purchased,slumber-fall-asleep-insomnia,1109543953,
2020-08-16 15:25:46,False,TFStephens,5,"I love Slumber! The app is very user-friendly, with the Story Drones being my favorites. There’s only been once that I’ve used this app, and HAVEN’T been able to fall asleep, or - more often than not - fall BACK to sleep after waking up in the middle of the night (it’s especially great for those moments). There library of sounds and stories is QUITE extensive, but it’s easy to organize your Favorites into one place. If you have trouble getting back to sleep after waking up, this app is for you!",Works Every Time!,slumber-fall-asleep-insomnia,1109543953,
2020-02-27 15:05:20,False,sabibar1212,5,"My husband passed away and I have been struggling getting to sleep, which was causing more issues to arise for me. I tried this app and I was surprised at the results. You have to be patient it takes time for your brain to re-wire. It gets better and better . What a surprise the next morning when you wake up and realize you fell asleep . Also experiment with the different options that seem to settle you down. Im am so thankful. I am even waking up earlier not feeling exhausted. Don’t give up!",Thankful for Slumber,slumber-fall-asleep-insomnia,1109543953,
2020-02-15 03:05:34,False,shutthemuckup,5,"Every night this week, within what could only have been 5 minutes because I really have no concept of how long I’ve lasted, I’ve fallen asleep to Dan’s incredibly peaceful storytelling. There’s only one I’ve heard all the way through, and its because I listened to the same story every single night for about a month and *finally* got it - the cat and mouse. And it’s absolutely worth the time. Haven’t heard the beginning of one yet that I didn’t appreciate.

Sweet dreams, friends. Cheers.",I’ve never fallen asleep so quickly.,slumber-fall-asleep-insomnia,1109543953,
2020-08-17 22:30:11,False,qwerty63795246,1,"You know why legit subscription services like Netflix charge by the month? Because that model works. Charging by the YEAR after someone uses a free trial is basically admitting your product isn’t worthy, because no one would buy it on purpose more than once. Yes, I was warned, I know. Anyway, they got me for $49, so I now have a subscription for a year that I don’t want. Whatever. So I cancelled because it auto renews. And this now-cancelled subscription is BLOCKING me from removing my credit card from my Apple account. Seriously??? I don’t want this app having access to try to charge me again. Our relationship is over. It’s cancelled, you got your $49, now go away!!!",Keeps access to credit card after cancelling!,slumber-fall-asleep-insomnia,1109543953,
2020-09-29 14:03:28,False,Glitterpufferfish,5,"At first I thought this app would be fake, and that you would have to pay for everything you do. Don’t get me wrong, you. can pay for some better stories but there’s at least 20+ free stories. I’ve had this app for a long time, and if it’s late at night and your overthinking, or you just can’t fall asleep this is really good to listen to. (especially with headphones if you can) Last night i listened to one of the free stories, and I literally fell asleep in 7 minutes.",really great!,slumber-fall-asleep-insomnia,1109543953,
2020-01-05 14:52:04,False,Black slash,5,This I’m going to use every night because it actually works! I just used it for the first time last night and I don’t think I was even halfway into the episode! I literally have never fallen asleep that fast in forever! And the best part is that I can listen a whole free season! The trouble I had with falling asleep before is I think about too much stuff when I try to fall asleep but this helped with that A LOT! Thank you slumber for helping me for better days in the future!,It really worked!,slumber-fall-asleep-insomnia,1109543953,
2020-12-28 14:33:53,False,Sbeckart,5,"This actually gets me to fall asleep when I’d otherwise be lying there for much longer while my mind is all over the place. There’s a variety of narrators reading the stories and some of their voices work better forbme. Once you know your favorite readers you can search by their name. There’s also a variety of background sounds you can adjust to any volume. I’ve been loving the crackling fire sound. Oh, and a ton of variety in the types of stories. I LOVE this app!!!","Amazingly, it works!!",slumber-fall-asleep-insomnia,1109543953,
2020-11-03 05:42:57,False,Wubzzzzzzy sleep downs,5,"Slumber has created such a special place in my heart. I have been listening to Slumber sounds for the last five months, all throughout Quarantine. I’ve practically memorized most of the free episodes! However, I had never bought the premium plan until yesterday. I have to say, I wish I had done it sooner. With so many diverse stories and meditations, I feel at peace and comfortable before bed! I high recommend trying the subscription, or at least trying the app itself!",This app...,slumber-fall-asleep-insomnia,1109543953,"{'id': 18900338, 'body': ""Thank you Wubzzzzzzy! Really glad to hear you're enjoying  Slumber and finding it helpful in making you feel comfortable and at peace. Thanks for using Slumber! :) \nLee"", 'modified': '2020-11-04T16:04:51Z'}"
2020-08-03 06:02:41,False,Bbdidnxjz ma,5,"So I’ve never written a review before but here’s my attempt. I was always very easy when it came to sleeping until high school. But for the past year+ almost I’ve been using this app to help me sleep. And even the roommates I’ve had have enjoyed the tracks I listen to. I’ve had roommates ask to listen to certain ones, ask me what app I use, etc etc. First app I’ve ever tried like this but by far my favorite and I don’t think I’ll go to another app after this.",Pleasantly Surprised,slumber-fall-asleep-insomnia,1109543953,
2021-03-09 15:00:20,False,Yeni_Forever,5,"I had trouble sleeping due to some trauma that resulted in PTSD. My therapist recommended that I try a sleep app and specifically recommended slumber. I was skeptical. Even now when I play slumber I think, “this is not going to work” and that is the last thing I remember because I fall asleep and sleep through the night. I find that I like falling asleep to a female voice more than a male voice. This app is my favorite because I am able to sleep well and fall sleep within 20 minutes.",Trouble sleeping? PTSD?,slumber-fall-asleep-insomnia,1109543953,
2020-04-19 07:15:42,False,MoniApril14,5,"Absolutely love this. I listen to it every night!!! 
It definitely helps me fall asleep. I need to renew, but I haven’t been able to leave my home to buy a iTunes gift card!! This is due ti the Corona virus!! Ugh!! I hope Slumber gives me some extra time. I absolutely want to renew my subscription. 
One of the things I like is that there are new stories that are added. It’s something I get excited to see what’s been added. Anyhow, I LOVE this and have recommended Slumber to everyone. Lol
Thank you Skumber❤️",Slumber App,slumber-fall-asleep-insomnia,1109543953,
2020-01-30 17:08:17,False,ephcalif,5,"I’ve tried various apps to help me fall asleep. This is the only one where the combination of voice and music was soothing and actually helped.  It is also the only app that I don’t find annoying.  Some of the others not only didn’t put me to sleep but,  either the background music, or the voice, grated on my nerves. 

Initially the app kept shutting off but the developer was very prompt in providing help and it now works like a charm.",Best app for insomnia!  Also great support from developer.,slumber-fall-asleep-insomnia,1109543953,
2020-01-11 02:24:55,False,nothings stopping me,5,"Okay so it’s great but...it’s very engrossing and I am 10 right now so my school just started so I need to start waking up at 6:00 am or 6:30 am so it’s amazing but the problem is the lost city is very addicting, And so I try to go to bed while listening to the lost city and it kind of backfired I stayed awake until 12 AM and when I woke up I had rings around my eyes (ish) but the other ones are great it actually (besides the lost city) are great! So I totally recommend this!!!
                    😆😴😉🤩",Please read! 🥺😩😃,slumber-fall-asleep-insomnia,1109543953,
2020-03-14 12:30:48,False,BB’s BigMac,5,"I used to have to use sleep aids to get a good night’s sleep, but no more. I’ve used Slumber for almost two years now and have never slept better. I sometimes wake in the middle of the night and rather than let my brain start running away, I listen to slumber (queued up and ready to go) and I’m back to a peaceful sleep in minutes. Thank you!  My favorite narrators - Abbe Opher, Christian, Dan Jones, and Simon. Their voices are so reassuring and the background music and sounds are wonderful.",No more sleep aids,slumber-fall-asleep-insomnia,1109543953,
2021-04-20 01:14:15,False,🙂😘🙂😘🙂😘🥰,3,I would give them a five star rating just the problem is they locked two of my favorite ones and I’m not gonna spend money on this app so that’s why I give them a three out of five star rating I recommend it if you’re willing to spend money on the app if not all the good stories are locked so I would not get it. But some of their other stories that aren’t locked help me fall asleep so I kind a need this app you may give it a five star rating because you’re willing to spend money on it I am not and I don’t want to.,I would give them a five star rating but....,slumber-fall-asleep-insomnia,1109543953,"{'id': 22399161, 'body': 'Hi 🙂😘🙂😘🙂😘🥰, We appreciate your honest feedback. We try not to remove free content very often. But when we do, we make sure to replace it with a story of the same narrator or category. We try to come up with new\xa0stories\xa0that others can try for free. We have a couple more stories\xa0in the Free section of our app. Thanks for your patronage. ', 'modified': '2021-04-22T13:42:21Z'}"
2021-01-12 19:51:12,False,mtncow,5,"I’ve never heard the story of the white cat before.  I have been staying awake, not being able to fall asleep because my mind keeps racing.  I decided to try a sleep story because I figured it would help me focus on one thing,  be simple and mindless.  I’ve tried it twice and I still couldn’t tell you what the story is about because I have fallen asleep both times.  I’m excited to go to bed now curious if I will ever finish the story.  I hope not!",The White Cat,slumber-fall-asleep-insomnia,1109543953,
2020-07-28 02:19:43,False,bottie19,5,"So here I am listening to someone talking about a rock garden. Usually I wouldn’t really be interested in something like that but, it was so detailed I actually found myself starting to get into the design of it ..the do’s and don’ts of it and the next thing you know, it didn’t even matter that the subject was a rock garden.  After that I woke up the next day and found my iPad on the floor🤣I recommend this app if you’re trying to get a good nights sleep y’all 💤",Mumbo-jumbo = 😴sleepy time!,slumber-fall-asleep-insomnia,1109543953,
2020-04-06 22:00:53,False,Hortnut,5,"I subscribed for a year when I had insomnia badly, I thought the price was steep, but was willing to give it a try after months of 3-4 hours of sleep a night, if I was lucky.
It’s worth every penny!  For less than $4.00 a month I fall asleep soundly and wake refreshed.
The stories are interesting and I look forward to the new releases. Literally have issues falling asleep within 10 minutes of turning it on.  Recommend the sleep meditations and story drones!",Great Sleeping Aid App,slumber-fall-asleep-insomnia,1109543953,
2020-01-31 08:06:55,False,6goatmom,5,"I have struggled with sleep my whole life. With this app I fall asleep within minutes. Even when I need to get up in the middle of the night for some reason, (which used to mean I was up for the day) I can just play one of these short sleep meditation tracks and I am right back to sleep. I did opt to pay for the subscription so that I could have more options but even with the free options I was sleeping through the night.",Sleep... sweet sleep,slumber-fall-asleep-insomnia,1109543953,
2020-05-11 01:32:42,False,@5137@,5,The haters are right by not giving a lot of free trails and stuff but I do know that this is the best app yet I’ve been begging and begging for a app that can help me sleep then I see this app and I am amazed sometimes the haters are just annoyed but doing the same thing over and over aging helps me tell it to my family and helps me say it to the people who need help I personally would give this a five star and also guess what calm and slumber are sooo alike so do what you do,The haters,slumber-fall-asleep-insomnia,1109543953,
2020-08-19 03:36:57,False,gixox,5,"TBH - I initially downloaded this and didn’t really care for it. Now, I am completely addicted. Dan Jones...Dragons Fire, puts me to sleep in two seconds.  TJ Kellman (sp?) amazing.  Don’t do the Lucid Dreams sessions- gave me super creepy dreams about my recliner. Not ok. The other good one is ‘Measure of a Man.’  (A good story that is prob too interesting to fall asleep to)  I LOVE the new updates, u can search via narrator and other ways.  What IS lacking is just full on background sounds, unadulterated by music or speaking.  Ex: ocean, rain etc.",Great,slumber-fall-asleep-insomnia,1109543953,
2021-03-11 11:51:19,False,Aimee Renee,5,"When trying to fall asleep after an exhausting day, I’ve struggled to quiet the seemingly never ending thoughts that rotate through my mind. With Slumber, I can choose, depending on my mood, which sleep story or meditation best reflects what I may need that night. It has helped me more than I can say! 
In my opinion this app is the best and I have tried many of them, including Calm. If your inner-child is in need of some love, give this a try!",Will Soothe Your Inner Child to Sleep,slumber-fall-asleep-insomnia,1109543953,
2020-09-16 12:56:19,False,Deb3peas,5,Love these stories. I listen to Dan Jones‘s voice every night and he puts me to sleep. Not sure if that’s good or bad 😆. It’s been more than 60 days and I haven’t tried any of the others yet because I am so satisfied with the stories that I am listening to I just listen to them over and over again. And most of the time I don’t make it through a complete story anyway. This has been a lifesaver for me,Especially recommend Dan Jones,slumber-fall-asleep-insomnia,1109543953,
2020-08-07 06:53:50,False,valleyhater07,5,I LOVE this app every week there are new amazing story’s that can put you to sleep in an instant I was awful at falling asleep but with stumbler I get a full nights rest and the app is great even with out the perumim even though I highly recommend that two it opens up a world of dreams that you didn’t know were even there my personal favorite is the deep dive available with or with out slumber perumim highly recommended!,Love and Highly Recommend,slumber-fall-asleep-insomnia,1109543953,
2020-01-21 08:22:23,False,megallium,5,"Beautiful and extensive library of sleep sounds, stories, meditations, and more with the ability to adjust/enable/disable background music and various sound effects as well as length of sound duration and repeating of dialogue if you want. It helps me relax in stressful moments and helps me fall asleep. I use it daily and recommend to all. Well worth the price and cheaper than other meditation/sleep apps I have used.",I use this app every night,slumber-fall-asleep-insomnia,1109543953,
2021-04-20 15:59:10,False,Rbarbiedoc,5,"An amazing app.  I have been using this for two months now.  Only once did I ever make it to the end of a story.  Usually I fall asleep during the relaxation instructions before the story even begins. If I waken later in the night and listen again, I am again able to fall asleep. I do have a preference for certain readers.  It is important to listen to several and find ones you like.  My favorite is Thomas Jones.",Sleep Doc,slumber-fall-asleep-insomnia,1109543953,
2020-11-12 02:32:33,False,X7634,5,New stories and meditations are added frequently and I have not listen to one I didn’t like even though I rarely get to the end of them before I fall asleep. Selecting something to listen to is so easy as things are gathered by category and by the storytellers. When work gets stressful I’ll listen to one of the short children’s stories as I work and I always feel my body relaxing.,Slumber keeps getting better!,slumber-fall-asleep-insomnia,1109543953,
2020-09-16 03:03:00,False,Etsyaddict,5,"Who knew listening to a relaxing bedtime story each night would (almost) cure my chronic insomnia??  I have tried the free versions of other sleep story apps and I ended up buying this one bc the price point was more affordable.  That being said I loooove this app, there are so many stories to choose from and new ones constantly being added.  I definitely do not regret paying for the yearly subscription!",Who knew?,slumber-fall-asleep-insomnia,1109543953,
2020-09-15 01:41:34,False,123CoopMD,5,Chronic fall asleep but can’t stay asleep (after 4 hours I’m up again) but Slumber allows you to pick a story and then adjust the background music and about a dozen other sounds to your exact preferences. There’s also a repeat so you can repeat that same story up 2 times (you can also pick an infinite loop of the story or music). I have 3 different sleep story apps and 3 sleep tracking apps Slumber is among the top!,Great features!,slumber-fall-asleep-insomnia,1109543953,
2020-03-14 12:46:27,False,almarble,5,"This is the only App that has ever worked for me. I have a terrible tune falling asleep, and the dream stories have me out usually in less than 5 minutes, I had tried everything short of medication, and nothing ever worked for me.  I bought the app after the free trial, then bought it for two of my kids who also have trouble falling asleep. It works for the middle of the night wake up as well.",Love this app.,slumber-fall-asleep-insomnia,1109543953,
2021-04-16 04:24:56,False,KFsleep,5,"Lots of calming background music and sounds to aid in getting to sleep, as well as good narrators to tell a good story or educate me about an historical event or person.  I also appreciate the numerous relaxation and meditation techniques instructions. Just a great place that I can count on to help me focus on relaxing and escaping to a peaceful place in my mind whether I’m at home or traveling on a plane and staying in hotels on the other side of the country.  Well worth the price :).",Love Slumber App!,slumber-fall-asleep-insomnia,1109543953,
2021-04-19 03:19:45,False,Gugka,5,"I started listening 3 or 4 years ago after having Difficulty sleeping due to severe anxiety. I’ve kept buying it every year after that for the entertaining stories and customization options that lull me to sleep. I often recommend it to my patients for the meditations to help with sleep, stress reduction, relieve anxiety, even self affirmations. It’s a good product that seems to continue getting better.",4 years,slumber-fall-asleep-insomnia,1109543953,
2020-05-25 08:31:48,False,BeeMonet,5,"Positive: 
This app literally changed my life. I used to be the person who laid in bed for hours struggling to fall asleep. When I learned about this app I was very skeptical. After listening to the free episodes for about a week I decided to purchase the full library. It was a great decision. I fall asleep under 20 minutes almost every time. I bought an under the pillow speaker and it works great. I highly recommend you give this app a try. You have nothing to lose. 

Negative:
 The only criticism is that the “sleep streak” feature doesn’t work. It’s horrible. Couldn’t be more inaccurate. 

Desired improvement:
Better sleep stats would be great. Eg. How many times you’ve listened to an episode. Dates and times of previous sessions.",Changed my life!,slumber-fall-asleep-insomnia,1109543953,
2020-05-15 10:49:17,False,beachmon4,5,"Best rest and distraction from pain I’ve found in 2018.  I can’t say it strongly enough! Awesome!!! I suffer fibromyalgia with pain ranging a 6-9 daily and anxiety which comes from pain.  This app is giving me hope even though I suffer these debilitating conditions.  Please recommend to friends and people you love.  My family is so happy I’ve found this fabulous support system called SLUMBER.
Thank you for creating this app!  Debi in Florida",Awesome! Pain and Insomnia Relief!!!,slumber-fall-asleep-insomnia,1109543953,
2020-01-21 01:44:35,False,Kattileen,5,"Really enjoy this app. I do prefer certain narrators, though. (Some voices are actually irritating to me.) My favorites; Abbe Opher is the best with her inflection when reading and most comforting voice, TK Kellman , Thomas Jones and Simon are definitely excellent. I wish there were more stories, as I use them every night.
Often do not hear the end of the story so, I do play them over and over again! That is the best proof that the app works!",Works well,slumber-fall-asleep-insomnia,1109543953,
2020-12-07 13:31:48,False,heck you i dont know,5,I like this app because it helps me fall asleep faster I use it every night even when it’s not a school night I do think that you should add more things for people who can’t be premium because some people can’t and it’s not fair for people who can’t because the people who can get a lot of things and the people who can’t get barely anything but other than that I love it!!!,Helps fall asleep,slumber-fall-asleep-insomnia,1109543953,
2021-04-06 09:32:50,False,pgaayrtvoenr18,4,"Slumber is an amazing app and the stories put me to sleep almost instantly. You can my background noises and those help a lot too. The only reason it’s not five star is because I can only do three or four stories because I must pay for the others. I understand that’s their way of getting money, but I just wish we had another story or two that was free. I recommend slumber! It’s very good at putting you to sleep fast and peacefully.",Slumber is almost perfect!,slumber-fall-asleep-insomnia,1109543953,"{'id': 22133072, 'body': ""Hi pgaayrtvoenr18, thank you for your honest feedback. We currently release two new tracks for sleep every week. Most of them are stories, but we also release soundscapes and meditations as well. Please don't hesitate to reach us at support@slumber.fnm for any questions or suggestions you may have. Cheers! "", 'modified': '2021-04-08T19:37:55Z'}"
2020-12-27 22:33:17,False,SlumberFan,5,"I truly love this app!  Since starting to use Slumber, I look forward to going to sleep.  I find it very relaxing, and the stories are interesting.  I usually do not make it to the end of the stories, but that has been just fine.  At one time, I used medication to help me go to sleep, not any more.  Slumber has truly been a true asset for me.  All I can say is, try it and see how it can help you get to sleep!",Slumber is great!,slumber-fall-asleep-insomnia,1109543953,
2020-04-21 05:31:08,False,helokty,5,I think I’ve used this app almost every night for at least a year now. I try to stay awake when I’m in bed just to slowly listen to a little more of a story each night. I have anxiety and it’s helped me feel relaxed not only when falling asleep but other time throughout the day as needed. I highly recommend to anyone looking to put their mind and body at ease! 😊,The loveliest sounds to relax to,slumber-fall-asleep-insomnia,1109543953,
2021-02-25 14:09:30,False,Sophie Milana,4,"Ever since I got Slumber (May 2020) I have been listening to their meditations every day. I especially love the one titled 
“Clouds at Sunset”. I always had trouble sleeping before, but now I never have to worry. The only thing I don’t like is that I have to pay for the other meditations, and it’s not such a big problem but I personally think that all the meditations should be free. So if you are a person who can’t fall asleep at night, I suggest to you to get Slumber.",Sleeping like a baby,slumber-fall-asleep-insomnia,1109543953,
2020-02-01 01:05:14,False,Sirk7778,4,I listen to this app almost every night. My husband snores so I got me some sleep ear buds. I prefer this app to the other ones because I can hear stories along with different sounds. The sounds and music throughout the night help drown out the snoring beside me. I also like the meditations. I wish there were a few more that went over 40 minutes. I also wish some of the stories didn’t have the French whisperer guy. That ones a bit creepy.,Love this app!,slumber-fall-asleep-insomnia,1109543953,
2020-10-27 02:15:01,False,Scarstioney,5,"I LOVE this app so much. I don’t have insomnia, but I still use the soothing sounds and stories to go to sleep every single night. I recently downloaded the app “calm” and it’s just not worth it because almost everything you have to pay a subscription for. This though, MUCH better. There are actually free options, and they’re good ones too. 5 stars for this app.",Much better than “Calm”,slumber-fall-asleep-insomnia,1109543953,
2020-10-25 09:45:07,False,Nilvia like Sylvia,1,"I found it almost frightening, I know everyone else thought it was very relaxing and beautiful but , I kept thinking “yikes “ here I am all alone in the middle of the nite, all alone, how do I know who is hiding behind the big old tree, it made me feel very creepy, to tell the truth, maybe, it’s because I am not a country girl... No question it was very beautiful but it also had a creepy side to it, and that’s the side it brought out in me....not very relaxing for me... I did not feel sleepy, I felt in alert... I am going to give it one more night and if I feel the same , I will Not b interested in buying this product, Thanks but no thanks, Nilvia Ruggiero",Slumber,slumber-fall-asleep-insomnia,1109543953,"{'id': 18790198, 'body': 'Hi Nilvia,\n\nI\'m so sorry to hear the story with the tree made you frightened.  Have you had a chance to listen to any of the other stories since then?  I recommend you check out the ""Kids"" section the ""Soundscapes"" section of the app.  Some of the ""Kids"" stories work well for me so you don\'t have to be a kid to enjoy it.', 'modified': '2020-10-29T21:33:17Z'}"
2020-04-19 08:30:30,False,SherieJames,4,This app is great; it really helps me to calm down and unwind when I need to. But also just a tip/heads up for new users: Do not listen to this is the dark (if you’re scared of that kind of thing) because I kid you not the sounds and background noises are too real and I thought someone was walking in my room. I actually got so scared because the first time I listened to some sounds it was like 2 am and it was not the most comforting thing to hear footsteps in a dark room.,Great,slumber-fall-asleep-insomnia,1109543953,
2020-01-19 05:49:39,False,sese reviews,5,"I have tried several different apps I have tried listening to music, reading books but nothing works for me, this is the first app that ever worked! My mom recommended it to me and I thought “it’s probably just one of those apps that don’t work again” then I got it and I tried it and now I’m asleep in minutes, thanks for all of these awesome stories! Ps. Could you add more free stories",Wow!,slumber-fall-asleep-insomnia,1109543953,
2020-12-20 16:39:25,False,OwlLover175🦉🦉🦉,5,"I was looking around for sleep apps and then I came across Slumber! I tried it once and BOOM! I loved it! Even if you don’t have premium, there are still tons of meditations and stories to listen to! I fall asleep every night to slumber, and strangely, if you only listen to one story, you NEVER get tired of it! There are at least 30 stories or more you can listen to if you don’t have premium! SO GREAT!!",The BEST Sleep app EVER!,slumber-fall-asleep-insomnia,1109543953,
2020-06-03 05:05:26,False,Dimonah,5,"I love this app!! There is something for everyone: history, fiction, sci-fi, or even different environments without sound! I love how you can add background relaxing sounds to whatever you’re listening to. My personal favorite is the rain.

This app is worth every penny! I can’t make it to the end of any story though. I always fall asleep! 

I do wish you could search by narrator though.",Love this app!,slumber-fall-asleep-insomnia,1109543953,
2020-06-03 01:59:03,False,Marissa / NYC,1,"I’ve been using Slumber (paid subscription) for almost a year and up until recently I had only praise for this app. But honestly, what’s going on here lately? There’s rarely a new sleep meditation, the dream stories lately have become bizarre. I’ve been listening to the same 10 stories/ sleep meditations for months now and I’d like some new material. The sleep meditations are great I don’t know why you’re not releasing new ones weekly. Instead we get these weird story drones that are not at all relaxing or sleep inducing. I may have to go to the “other” app. Not happy about this.",A disappointing decline,slumber-fall-asleep-insomnia,1109543953,"{'id': 16340264, 'body': ""I'll forward your request for more sleep mediations to our content team."", 'modified': '2020-07-01T15:04:40Z'}"
2020-03-28 08:12:39,False,Irenelee23,5,"Have always had a hard time falling asleep all my life. Until I discovered Slumber I didn’t know a story being told by a soft soothing voice could relax me to sleep. Also enjoy learning about all the different places I had no idea even existed. I’m very happy with my choice, new stories are always being added.   Well it’s off to sleep for me see you in the morning.",Lee finds sleep 😊,slumber-fall-asleep-insomnia,1109543953,
2020-10-02 14:16:39,False,SciFiShen,5,"This is the best sleep app I have used so far.  I say that having tried a multitude of apps out there.  Calm and relaxing voices, great stories, and I love the way the stories take their time getting you settled in.  The only hiccup I’ve run into is some stories will shut off when the screen goes dark.  I wish this would be fixed as they are great stories.",Does it’s job well!,slumber-fall-asleep-insomnia,1109543953,
2021-06-06 18:55:10,True,B-4-U Buy,4,Good app now. It was terrible for awhile. Lots of selection although for me the history is the best for putting me to sleep. I would however love to rate each episode or selection separately as they vary wildly. Some are great for kids others for history last vets or true meditations. In the setting there is a “rate episode” option but I can never find the ability to do so. Please develop more history options.,Episode ratings,slumber-fall-asleep-insomnia,1109543953,"{'id': 14791575, 'body': 'Thanks for the suggestions.  For now I suggest you add the episodes you like to favorites so you can easily find them again via Profile - Favorites.', 'modified': '2020-04-20T17:00:47Z'}"
2020-06-08 02:07:48,False,Elen70,5,"I’ve used this app for over two years. Reccommend highly. Great stories and soundscapes to fall asleep to, appreciate that they are always adding new ones while maintaining a big library of old favorites. Appreciate the music and customizability of background noise, and that it can be set so after the story ends, the soothing music continues through the night.",Best story to sleep app,slumber-fall-asleep-insomnia,1109543953,
2021-01-25 13:21:50,False,KristieM7!,5,I’m a mom of 5 & can have a difficult time falling asleep at night because of the constant to-do list or other thoughts & concerns running through my head once I’m lying in bed. Slumber has been a sleep miracle for me! The narrators’ voices and the adjustable sound effects are so soothing and effective that I’ve never made it to the end of one of the sleep meditations or stories! 😄,Sleep Magic!,slumber-fall-asleep-insomnia,1109543953,
2021-05-20 11:47:53,False,ritaseggs,5,I had been so at my wits end not being able to fall asleep and I downloaded the free version of slumber and couldn’t wait to hand them my money bcuz it works like a charm! I have my favorite narrators and stories and I admit I have listened to a story during the day bcuz I wanted to know what happened in the ending!!! Good job you guys... for $4 a month I’m finally falling asleep!,Yes! Finally sleep!,slumber-fall-asleep-insomnia,1109543953,
2020-08-31 10:08:33,False,The Red Death💀,4,"I like most of the stories. Unfortunately, I’m not thrilled with some of the narrators. I really wish the historical stories weren’t told by the French Whisperer. Too hard to understand and hear because he’s whispering in an accent the whole time. I wish that you didn’t have to pay for some of the better stories. I did pay the yearly subscription because it was definitely the cheapest option.",Pretty Good,slumber-fall-asleep-insomnia,1109543953,
2020-07-10 05:18:01,False,Ashlica123,1,So when I first tried this app I would put it on right before bed to help me fall asleep and it did. It helped a ton. I fell asleep before the dream stories even got to half time. However recently they’ve locked like 80% of the stories and app unless you pay for it with a yearly subscription. I really loved listening to all of the different stories but I’m not going to pay for an app when there’s 10 more I could use that are free. Guess I just don’t see the point in charging for it years after the fact when people haven’t need a subscription till now.,Disappointed,slumber-fall-asleep-insomnia,1109543953,"{'id': 16567908, 'body': 'I’m glad to hear that the app has helped you to sleep so well for several years now.  The app has always charged for additional stories.  You must have inadvertently been on the premium plan this whole time.  We have salaries to pay to produce all the content and develop the app, so we can’t give it all away for free forever.', 'modified': '2020-07-12T16:04:28Z'}"
2020-09-15 01:24:00,False,SOY BOY 5000,4,"I never write reviews. Ever. This app has a much better selection of sleep stories than Relax Melodies, and I prefer it to Calm as well, granted Calm is more geared towards other types of recordings than sleep stories per say. It would be 5 stars if the “background effects” continuation could be set to continue AFTER the story has repeated once or twice as opposed to only between stories. Amazing app otherwise.",Better than Relax Melodies,slumber-fall-asleep-insomnia,1109543953,
2020-08-27 07:47:14,False,Babaryan,5,"I have paid for the yearly subscription for two years now, and it is 100% worth it. I always struggle falling asleep, and staying asleep. Medications for sleep aid usually cause my RLS to flare up. Finding this app seriously changed the way I sleep. Even when I wake up in the middle of the night, slumber stories help my mind from wandering and put me back to sleep.",Life changer,slumber-fall-asleep-insomnia,1109543953,
