developerResponse,review,date,title,userName,rating,isEdited,app_name,app_id
,"So I got this app around maybe two(ish) years ago and loved it. I suffered from extreme anxiety, agoraphobia and had panic attacks almost every other day. Life was pretty excruciating. After trying the sample meditations I started to notice that my attacks were coming a bit less often. I went ahead and bought the full app (that’s right, bought, not rented, not subscribed, bought, for a one time price) as well as talked my wife into trying one of their sleep/clock apps. Everything was great. Over time after meditating around the same time every day, my anxiety almost disappeared. I eventually did most of the meditations multiple times and with my anxiety not quite gone but better than it had been in years, I sat it down for a while while I waited for some new meditations. I’m not gonna lie, I didn’t use the app for a long time after that, maybe 6 months or more but it never left my home screen, I never uninstalled it or anything. Eventually my anxiety started bothering me again back around Christmas so I pulled out my handy dandy anxiety busting meditation app only to find that the app that I BOUGHT for just a couple of dollars had been taken back from me and that I could now rent it BACK from them for a ridiculous amount of money a month. My progress is all still there, I’m just locked out of it. I understand the devs have a right to make money and to charge whatever they see fit. I just don’t think it’s right to sell someone something only to take it back away from them and try to rent it back out to them again for thousands of more dollars. If it was to be changed I feel like the changes (a monthly subscription fee) should have only applied to people who downloaded/installed the app AFTER the decision to change it from a flat price to a subscription fee had been made and not forced upon those who had already paid for the full version. I was originally gonna leave a review around Christmas when I discovered what had happened but was just blown away and I guess hurt. I didn’t want to talk or even think of it. Smh",2020-05-20 05:16:44,Was 6 stars,Smileysmilessometimes,1,False,relax-meditation-guided-mind,367506176
,Must get!,2021-02-26 20:51:48,Amazing,coollapppp,5,False,relax-meditation-guided-mind,367506176
,Helps me relax!,2020-01-26 21:23:32,Great app!!,KoTToN,5,False,relax-meditation-guided-mind,367506176
,So Peaceful. “Tranquility Base” in a Time of Corona -COVID-19.,2020-04-05 03:03:45,Relax Meditation: Guided Mind.,CPT Nightside,5,False,relax-meditation-guided-mind,367506176
,I Love this app.,2020-05-29 12:22:40,Great App,M1971sal,5,False,relax-meditation-guided-mind,367506176
,Good,2021-01-28 08:26:03,Chamane,chsmane,5,False,relax-meditation-guided-mind,367506176
,highway meadow and cat,2020-11-11 05:59:40,yes.,BoT <69415973928>,5,False,relax-meditation-guided-mind,367506176
,"Me encanta, todas las noches la utilizo y me permite dormir tranquilamente.",2021-02-18 04:23:31,Maravillosa!,Deysy B.,5,False,relax-meditation-guided-mind,367506176
,برنامج رائع,2020-11-19 23:16:22,جمییییل جدا,سید نزار,5,False,relax-meditation-guided-mind,367506176
,Get for sleep,2020-11-07 11:41:11,Yes,Mommytojordan,5,False,relax-meditation-guided-mind,367506176
,Es excelente para meditar y calmar tu mente,2020-05-21 05:23:44,Is perfect,Sebaszlg,5,False,relax-meditation-guided-mind,367506176
,A la hora de dormir los relaja. Muy buena!!,2020-06-23 02:21:51,Relaja a mis peques,mv261980,4,False,relax-meditation-guided-mind,367506176
,Excelente aplicación es muy buena,2020-05-05 14:01:25,Excelente,Randy191987,5,False,relax-meditation-guided-mind,367506176
,Excelente para dormir meditar o concentrarse la amo !,2020-05-04 21:18:00,Excelente,Mlpk182,5,False,relax-meditation-guided-mind,367506176
,Es la mejor aplicación se las recomiendo.,2020-04-06 23:34:12,Me encanta lo mejor para meditar,JLucret,5,False,relax-meditation-guided-mind,367506176
,Lo recomiendo,2020-03-28 06:01:54,Excelente,mata rato,5,False,relax-meditation-guided-mind,367506176
,Great app.-would love it if the sounds were organized in a way that makes sense.,2020-03-24 13:44:13,Love this app,Fierce Girl,4,False,relax-meditation-guided-mind,367506176
,You get exactly two meditations before you pay 60.00 per year.,2020-03-07 17:29:09,Disappointed,Irkesome,2,False,relax-meditation-guided-mind,367506176
,"As stated in the App Information section WORD FOR WORD: “RelaxMeditation also offers a lifetime subscription for $19.99 which is paid for by a one-off upfront payment with unlimited access to RelaxMeditation forever.”

My message to App Support:
“I’m trying to purchase the $19.99 lifetime / unlimited subscription but can’t find where / how to?”

Their response: 
“Hello Kristen, thank you for reaching out to us! I really apologize about this. The offers and prices displayed in the Store are not accurate, as they display all of our past and current offers for all of our apps. 
[...] We do have a special right now, and it offers 60% off the regular price, for 99.99 USD. [...] We also offer a yearly subscription, for 59.99$, and it includes a 7-day free trial period.[..]” 

60% off- at $99. 
No thanks. Good luck with that.",2020-02-18 02:08:56,FALSE ADVERTISEMENT subscription terms,ksavv916,1,False,relax-meditation-guided-mind,367506176
