userName,rating,date,title,review,isEdited,app_name,app_id,developerResponse
It is buggy,4,2020-06-21 03:29:08,Love but needs a couple things...,"Best app I’ve found so far. Love the variety and who knew train stories were so cozy?! The only wishes I have are: more stories over 30 mins (with insomnia I never ever fall asleep within 10 mins and some of the shorter stories seem so fun), or the ability to set up the stories to play one after another, ability to sort the stories like by length. Other than that I love this app.",False,calm,571800810,
CreepyJen,4,2020-06-19 16:42:35,Great app,"This is a great meditation and mindfulness app. Love the variety of activities and tools, especially the meditations and soundscapes to help with sleep. My only issue is that I don’t really care for Tamara’s voice, so since she does most of the talks, I don’t utilize those as much and don’t get to use the app to its fullest. There are a few where you can choose a different voice and would love to see that option for all of them.",False,calm,571800810,
more pictures than sense,4,2020-06-05 03:19:14,Jeff is amazing but the app is too cluttered,"First off, Jeff Warren’s How to Meditate series is fantastic-  unpretentious and well done. The app itself needs editing, or an ability to be decluttered.  There’s just too much stuff. Children’s bedtime stories. Thomas the Tank engine.  Daily philosophically advice, And a really annoying habit of flashing over to a photo of some nature scene when I’m trying to navigate the app. I would prefer a more zen like experience with less clutter.",False,calm,571800810,
Maddykm12,3,2020-05-29 04:39:24,must be willing to pay money to actually experience,"hi! the ad for this app really appealed to me because it was relaxing and you could interact with the app. however, when i downloaded the app there wasn’t anywhere to interact with it (you could only listen to thing and breathe and do mood check ins) which made the ad a bit misleading. not only that, but almost everything costed money which is a little disappointing. i know you need to make money, but i suggest giving more than 5 free options. maybe i would’ve bought calm premium is you gave me more free options so i could’ve actually known more about the app. i would also suggest adding in stress relieve interactions like what was in the add because that was the main reason i downloaded this app. i hope you enjoy my feedback.",False,calm,571800810,
Lyndafitz,5,2020-02-01 01:37:38,More than worth the money,"This is the best app I’ve ever used. I was a little skeptical about the Calm app, because I didn’t know what it could offer. It offers everything you could want, and more. I keep discovering new things about it. I’ve had no problems at all with it, and I loved it so much I got it for my daughter as well. I highly recommend it.",False,calm,571800810,
Cricketycrick,5,2021-07-02 05:47:33,the vibe is right,"The right sounds to put me at ease. I have been practicing meditation for a while now. I fell out of it when I was going through a transition in my life and for some reason it was very difficult, for me, after the transition to dive back into meditation. This platform made meditation easeful. It has inspired me to dive back into the depths of myself. Very grateful for the lovely vocalized guidance.",False,calm,571800810,
anotherhomosapien,5,2021-06-23 13:58:18,Helps with sleep and stress,I love this app. The only thing to improve is that I use it with my headphones and all my text notifications are read by Siri while I’m meditating. I wish this app had the ability to block notifications while in use because some people like to send five texts in a row and keep pestering until they get a reply.,False,calm,571800810,
Bumble Bee 818,5,2021-04-10 17:14:35,Changed My Life,"I saw a Calm advertisement on TV at the beginning of the pandemic. I’d been feeling the need to center myself in general so it appealed to me. Little did I know how much it would affect my life in such a powerful way physically (lower blood pressure), mentally and spiritually! This app offers so much. I recommend it to anyone who is willing to sit with themselves and grow. Tamara Levitt is awesome!! I am grateful that I discovered Calm!💐",False,calm,571800810,
2 stars sorry,2,2021-06-10 07:07:08,No but no,When I first saw an ad on calm saying that it could help me fall asleep I said I’ll check it out when I got onto the app I saw that I had to pay for some thing and I was like OK I’m not gonna pay for it when I got to fully into the app all of the things were locked and only miniature items were not and that was very stressful now I have to pay $70 for me to unlock all of the things on the app and makes no sense and then you only gave us 7 days  to have it free I give a bad review because that is entirely messed up.,False,calm,571800810,
candy gitl,5,2021-01-10 20:03:54,Relaxation,"I am always feeling stressed and have lots of anxiety but when I come on to this app it just releases it and put it in a jar and ship far away forever and that feeling is just so inspiring and amazing so I want to bless all of you and I want to be able to wish that this app will help you just like it is helping me. I hope you have a wonderful day  

God bless you🙏😊",False,calm,571800810,
VeH1,5,2020-12-03 03:52:12,Can’t sleep without My Calm,"There are some nights and days that I cannot do without Calm. I am so glad I have the app, and I really, truly want to upgrade to some of your other services. I feel so left out when I see the locks on them. I wish that you NEVER go away and much continued success in your business endeavors this year and the New Years! Happy Holidays!🌲",False,calm,571800810,
Littlemegj,5,2020-11-25 14:00:51,"Wise, thoughtful content","Meditation is a medicine free to all. It heals, it smooths and it calms. When words are spoken and we find connection in them they anchor us, giving us hope and peace. The beauty is that it’s available here at any time for us to soak up. The wide variety is incredible. There is something for all walk of life in The Calm app. I look forward to the daily calm. I dig it. So will you.",False,calm,571800810,
LailaD23,5,2020-11-24 07:09:38,Finding Peace,"For 6 years I have been dealing with depression on and off. Just recently I found myself more anxious. This is my first time trying the Calm
App, and I am finally committed to changing habits and I want to incorporate meditation with my daily prayers (I’m Muslim :). 
I’m already feeling amazing ❤️ thank you to all whole have developed this app.
At the end of the 30
Days I will check it!",False,calm,571800810,
tucson jug,5,2020-10-16 13:20:44,COVID,"Ten days ago I was diagnosed with COVID. I’ve always dealt with anxiety through exercise but because of my symptoms exercise was not possible. I had hired a health coach for my husband, Suzy Berger, owner of Gather 4 health .My husband assisted I also see her. She told me about the Calm app. The Calm app is invaluable. Having what could be a deadly illness gave me a great deal of anxiety. The Calm app has given me the tools to deal with my anxiety and COVID. Thank you Marla Wallace.",False,calm,571800810,
Zee :/,4,2020-11-10 17:29:55,Needs more free stuff,"I love this app but since I’m a minor I have no money and only have a few things available to me which is a little sad. I was hoping for some more sleep stories since blue gold worked so well but I can’t find any other free ones, I understand that they need a way to fund themselves but right now unless you can afford $70 per year than I would try and find something else :/",False,calm,571800810,
jess1985,1,2020-10-24 00:54:52,Not Worth It,"I am improving myself with therapy and I have done meditation before in the past. I need to just do it in person. Every single meditation I did, Tamara’s loud voice was front and center! I can’t calm and relax. It’s supposed to be rhythmic sounds with limited vocal guidance. I canceled my free year trial from Amex. I will be looking for either in person or another meditation class. I try to fall asleep to their sleep section and the stories don’t help. It makes my mind wander and stay up. Maybe this app isn’t meant for me. Therapy has been more useful and I think in person mediation class would be for me.",False,calm,571800810,
Ada🐞🐬,5,2020-10-15 11:23:22,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!TOTALLY WORTH IT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"I couldn’t sleep no matter what I did; then I when In to my parents room and my mom gave me her phone to use an app. I felt awkward about it, but when I listened to a story I fell asleep the first five minutes. The next day I woke up and it was a perfect day! I knew that night I would’ve been up for a few hours if it wasn’t for CALM. It is totally worth it!",False,calm,571800810,
Cat--08,4,2020-09-14 09:19:26,Pretty good,"I find this app very useful for when I’m super stressed about something.  That being said, I don’t use it that often (maybe three times a month).  I find it somewhat frustrating that most of the sessions are for premium only because I really enjoy this app.  I’d be fine with a one time purchase deal but I feel like buying a membership would be a waste for the few times I use it.",False,calm,571800810,
sad ears,4,2020-07-19 21:17:04,Voice options,"I love this app but I really struggle with Tamara Levitt’s voice. She has amazing qualifications and has made a terrific product but I find myself avoiding using sleep stories she narrates (shorter meditations I can usually tune out), and my mom has said the same thing. Hope you’ll consider making alternative recordings users can choose from in case they feel the same way.",False,calm,571800810,
TealRamen,4,2020-07-13 12:43:12,Wow!!🤩,"Okay, this app is amazing! I downloaded this one day and I have been using it ever sense. I do have some suggestions though. I don’t have the power to get the subscription so it’s really a pain that I can’t have some of the stories. The app in general is positive and helpful. Because I can’t have the sleep stories, I can just turn the app on and listen to the  rain or bird chirping to go to sleep. Thank you for reading my review! <3",False,calm,571800810,
Jlworrell,1,2020-07-06 22:27:34,My Opinion,"I have been a part of Calm for two years now and it has helped me tremendously. My problem is I also received weekly emails and in one of my recent emails someone at Calm felt the need to let us know that they are now contributing money to a certain group, a group that I do not particularly agree with. My opinion you should have kept your contributions to yourself and continued to make people calm. I have deleted the app and unsubscribed to the emails. Wish I could get a refund but I am sure that will not happen. Also tried to reach out through email with no response.",False,calm,571800810,
shelbysrondeau@gmail,5,2020-02-06 01:27:52,Thank you Calm!,"When ever I get really stressed, have panic attacks, or just don’t feel well, I use this to help me feel better, to CALM me down, or to help me sleep. Which ever I need. My baby sister also has a hard time sleeping at night. She ALWAYS wakes up crying saying “the eyes are back!” So this has CALMED her down and gets her to sleep the rest of the night without having red eyes. I am very grateful for Calm.",False,calm,571800810,
be_inspired_26,4,2020-06-17 18:17:44,Looks Promising,"Don’t get me wrong, the app definitely looks promising. However, I wouldn’t be able to use it because I’m just a kid, and I don’t have money to pay for it. Looking into this app, I thought it would be free for anyone, appealing to people with anxiety, sleeping problems, stress, etc. When I found out it wasn’t free, I deleted the app because I couldn’t afford to pay it. It does look promising, so take a look at it.",False,calm,571800810,
F. Hopeful,5,2021-06-10 00:17:44,Just a Few Moments of Each Day,"To be able to stop and see what I have done throughout the day, and stop. Where did I start, where am I, and where am I headed?

It really is rather simple, and can bring much joy to the day. So rather than letting myself become tense, angry, or unhappy; just let me take a few moments of the day, and rebalance the rest of today.",False,calm,571800810,
Pain Empath,5,2021-02-16 09:22:49,Calm,"Just on site for a few hours..the most calming videos, pictures, beautiful scenery, fascinating content throughout. Insightful to the extreme . Never seen such amazing clarity flying above clouds, incredible waterfalls, waves, storms, lakes, beautiful raindrops gently falling on reacting leaves, enough already. I’ve almost reached transcendence , just want to spread the wisdom and love to family and trusted friends. Enjoy, best investment I’ve ever made.",False,calm,571800810,
Sun cat 76,1,2021-02-22 06:33:53,Want $$ to try it,I wanted to try it but I can’t  because no matter what I try to listen to in any category I get a message to try it free for 7 days BUT I have to submit my credit card to even try it.  It’s very expensive at $70 a year for a student or a senior on a fixed income.  I’m not willing to give my credit card and get stuck with an auto bill. If they really were willing to try a free trial they would offer free access and at end of 7 days let person know they have to purchase to continue to use the app. Developer won’t even do monthly fee just a year.,False,calm,571800810,
Pennsylvania Rattlesnake,5,2021-02-15 22:35:40,Essential,"I don’t write reviews but I needed to for this. Tamara and the rest of the readers they have on here are just phenomenal. They’ve truly saved me during the pandemic and have helped make me a better, more aware individual. The Daily Calm is an essential daily ritual and the payoff for those few minutes is invaluable. Couldn’t recommend this with any more enthusiasm.",False,calm,571800810,
LalovelyK,5,2020-08-20 17:06:05,Favorite App On MyPhone,"This is something new I thought I’d try and it has brought a lot of Calm and peace in my life along with abundance. I honestly can’t go a morning without it and it actually helps me throughout my day. And not to mention she has a lovely voice, almost soothing and makes you feel safe. Love it! These are the kind of apps that are needed in the world! Thank you Calm!",False,calm,571800810,
Irishgrl7,4,2021-01-08 12:46:54,Love it but Tamara’s voice  has changed and has adopted a weird accent now,"I don’t know if Tamara changed her audio equipment, but her voice is more tinny and burgeoning on vocal fry.  Tamara had a very relaxing, velvety smooth voice when the app started.  I don’t like to be critical and say this only to be constructive...we know the British accent sounds cool and all, but please also stop the newly acquired weird accent. It is distracting and you don’t need to do it. Be yourself.",False,calm,571800810,
TainaFigueroa,1,2020-11-23 05:25:37,It’s Changed . . .,"I used to have this a while back and finally decided to get it back but now all of a sudden you have to pay for everything. So much more used to be free. As a teenager who doesn’t have a credit card and can’t  make their own money yet this app did wonders for me and now I can’t really use it anymore because all of the different aspects of it that I depended on the most, I have to pay for. When I had it back then, most off the calming sounds were free and a few of the stories were free as well. Now I can’t use them.",False,calm,571800810,
AjRulesTheWorld,2,2020-11-13 06:48:04,Not enough things free,"Ive only found three things that are free. And as a man with not a lot of money 69 dollars a year is just too much especially in one payment. I know its all about money but you’d probably get a lot more out of this if you’d just start out with everything free for 7 days and then pop in with the having too pay part i dont want to have to cancel a subscription it just causes more stress,defeating the purpose i will continue to use and maybe ill pay for it but until then 2 stars",False,calm,571800810,
do you really want the review?,4,2020-11-09 04:16:48,Confused,"This app is amazing and has so much to offer but I have to say I’m shocked that Calm would allow subscriptions to expire in the middle of a pandemic. Given all of the stress and anxiety and fear and pain that so many people are feeling, extending subscriptions at least until the new year seems like exactly the kind of thing the creators of this app would do. Will I renew my subscription? Probably. Should I have to?",False,calm,571800810,
Vanhln,4,2020-09-12 03:43:44,Calm review,"I am brand new to calm, but so far it feels...”calming.” I want to continue with the steps or exercises and see if I can use meditation techniques to become more focused in my everyday life. For example, I need to stop some bad habits and begin exercising again. Maybe Calm can help me to be more consistent in those pursuits. Waiting on Taylor Swift or David Coverdale to come and rescue me, and make my life wonderful is not very realistic, and I don’t really deserve that anyway.",False,calm,571800810,
NinjaDon12,4,2020-09-11 12:34:20,Calm yourself,"Sometimes it’s hard to deal with stress and other things in life. This app helps you with dealing these feelings you feel. You can be true to your feelings and if you can do it, this app can help you. It also has an audio feature with famous people on how they deal with stress or intensity.

If you don’t want to deal with feelings alone, download the app. (Includes payed premium, but you can skip that)",False,calm,571800810,
move it 273💋,5,2020-06-04 00:29:38,Super helpful,I love calm it is awesome but it needs some changes  that fact that all most everything is locked makes me sick so that needs some change and one and that basketball 🏀 player dude is awesome we need some more a that and this is coming from a nine year old girl so he awesomeness and it really helps with my siblings they irritate me so much you get me right so calm is calming 😍🏳️‍🌈,False,calm,571800810,
Editrix17,1,2020-08-12 18:22:02,Opportunists,"During a pandemic, arguably people need a dose of calm more than ever—and this app exploits that need by charging a premium amount for their content. Almost NOTHING in unlocked in the free account. And you’ll pay $65 a year to unlock the rest. Not a large amount to some, but a record number of people are without work right now, and $65 could literally mean the difference between eating for a week or not. Asking anyone to pay that price right now is not only greedy, it’s unconscionable. The developers are money-grubbing, price-gouging jerks taking advantage of desperate people in need. 

Thanks for nothing, Calm.",False,calm,571800810,
FVMO,5,2020-03-28 11:15:50,Nirvana,"I don’t usually buy apps. This is only the second one I have purchased, after a few friends raved about Calm. I am using the app several times a day and love it. Easy to use and packed with features, I am seriously considering a lifetime purchase next year. I have used the sleep story, stretching and meditation features.  Still exploring the app. Terrific!",False,calm,571800810,
luvtomedit,5,2020-01-31 14:03:08,Love to meditate but,"I would love this app but unfortunately the main person who does the majority of meditations is Tamara levitt. I’m sure she’s a lovely person, but I find her voice to be so annoying. It’s really hard for me to listen to her voice without it irking me. I’ve never had this problem before listening to guided meditations. Wish they had more alternative voices.",False,calm,571800810,
Stevtc,5,2020-01-30 13:37:58,This is a kids review,I have sleep issues but calm gets me to sleep like 5 min after the read allowed. So I think you should really try it. Also you most likely won’t fall asleep during the story but like a couple minutes after and after you won’t feel tired but your body is relaxed and that is great. So try it out( :,False,calm,571800810,
lexisxpittman,3,2020-01-18 02:42:37,It’s good but..,Calm app is an amazing idea and all but you have to pay for 99% of the actual app. I have terrible anxiety and I’m stressed out all the time and need a quicker way to help myself but I shouldn’t have pay that much mainly when I’m a student and I can’t afford all of this. It’s just kinda crazy how you now have to pay to do a breathing meditation and etc. it’s different when you go to do this in person but on a app? I’m just frustrated that I can hardly use this app.,False,calm,571800810,
grownfolk,1,2020-01-02 13:09:06,"Hard to remain Calm, when dealing with this app","I had major difficulty trying to resolve a technical problem. Calm does not offer phone assistance. I see this as a major drawback because the turnaround time takes too long for someone to get back to you via email. I could not access the content in the app, I was advised to sign-out and back in to gain access. This worked the first time, subsequently, I was continually locked out. 
I was eventually refunded my money, that works for me, but my problem @ Calm was never resolved. What a big  disappointment !!!",False,calm,571800810,
lllleeeee🤗,5,2021-04-26 05:49:09,You have to pay to use the app,I downloaded this app to help me sleep and it didn’t help at all because you are aloud to listen to one story without the premium and with the premium you have some of them it is so stupid that calm has done this don’t download this app!!!!!! I only gave it five stars so then you would be able to see this comment! DON’T DOWNLOAD THIS APP IT’S A RIPOFF,False,calm,571800810,
Michedann,5,2021-04-08 14:45:18,Hard to gift,I purchased a gift subscription for a family member. It has been a nightmare to then actually be able to gift it to her! The” Help and Support “ tab steps as how to do this isn’t what actually happened. And trying to find an actual phone number to speak to someone with Calm on the app is impossible. Not happy.,False,calm,571800810,
frannyval,5,2021-03-22 07:25:16,More 40+min stories & poems please,I love this app! It’s such a game changer. My favorite sleep story is the one with Harry Styles. I love the music and poem style story - also it’s pretty long (40+ min) which is great. I really would like to see more poems like this one on the app. There’s something soothing about drifting off to sleep with the rhythm of the rhyming. Hopefully Calm can keep growing and expanding their story styles/genres.,False,calm,571800810,
neemo487,5,2021-01-09 09:25:49,Can an app be life changing?,"The answer is yes. I swear this app is 80% responsible for my ability to function during this pandemic. I love the sleep stories, soundscapes, and music to work to. The pink noise is like a massage for your brain. 10/10 recommend. I will definitely continue paying for this app once my year of a free trial through Kaiser Permanente has been completed.",False,calm,571800810,
WriterMomAngela,2,2021-03-01 17:20:51,Good but not great.,"I used to work for a wellness app and I’ve been searching for another app to replace it with. I tried Calm in hopes it would meet my needs but it’s not a great fit. Mainly because I want to listen to programs while I’m multitasking. I want to listen in the car, or on a walk, or while I’m working but every program asks you to close your eyes and clear your mind which is probably great for a lot of people but it isn’t what I need. I want to use my time to get self-care while I’m doing some other often mundane task.",False,calm,571800810,
<3myJAGBx2,5,2020-12-23 06:00:51,Day 1,"Like most others, I was not interested in purchasing the app in any fashion whatsoever. I’ve heard great reviews and honestly wanted to give it a try but just couldn’t commit to that minimal amount. 

.....fast forward, my coverage through my health insurance covers 1 whole year for free, so here we are. I downloaded it. 

I will return in due time to  update you on my thoughts.",False,calm,571800810,
Missy.Mitch,5,2020-12-16 01:02:58,Good app but...,"I like the app and renewed for a second year but now I noticed that even though I am using the calm app my iPad will go to sleep after 15 minutes and stop whichever story or meditation I am listening to. It did not always behave this way. Other than that, I love the app and use it to help me fall asleep. 

Please fix that bug and I will happily give 5 stars.",False,calm,571800810,
ac24n,5,2020-09-10 10:02:48,Meditation Exploration,"I’m doing the 30 day meditation exercises, and I’m really enjoying them. However, listening to Day 14 - Space Odyssey, it is difficult to find the silence. I think it would be easier for me, if there wasn’t background noise ~ birds and water ~ as part of Jeff speaking. Otherwise I find Jeff to be very easy to follow, and learn from.  It’s a great program. Thank you",False,calm,571800810,
Svitno,3,2020-12-09 01:48:57,Changed the breathing exercise,"I liked the previous breathe bubble so much better. I don’t like the new one because: the music is different with a wavering pitch that is quite irritating, the duration of the breathing is different. I liked the balanced inhale and exhale of previous versions. I understand that some people may like the longer exhale. Why not give us the option of choosing the duration of inhalations/exhalations and fix the music? Or give us a choice for that, too?",False,calm,571800810,
Kdjdkf,3,2020-12-02 15:58:16,Good ideas...terrible voices,"We love the breathing exercises, the scenes and some of the music. But the founder of Calm, Tamara (?), is awful to listen to. Syrupy, insincere-sounding like some hipster girl, she practically busts into vocal fry and Inwish she would replace her readings. Ever heard Andy at Headspace? Manages to be relaxing without being cloying or pretentious. The other readers of the calming or sleep exercises sounded the same to me. Needs better voices beyond the celebrities reading nighttime stories. Also needs more in the kids department beyond the sleep stories. Real sleep meditations.",False,calm,571800810,
Train Brain Game,4,2020-11-18 02:25:34,Amazing app but crashes sometimes,"This is such a blissful and amazingly laid out app that provides so many options. The desktop version is awesome too!
The one downfall is, I like to fall asleep to the background theme music but it often times glitches/doesn’t make a sound when I exit out of the app even though it’s set for 4 hrs and I have the premium edition. 
Still love the app and daily meditations.
 💯💜☺️",False,calm,571800810,
RdavidG,1,2020-10-06 20:23:14,Do Not Buy. Rip-Off Alert. Read fine print,"I downloaded the free app. It gives you the right to cancel at anytime. Unfortunately very hard to do. If you miss the week free period you are locked into a year contract. And that very app tells you they cannot cancel it for you and in part because it has an invalid date - what???? 
Then the app directs you to another area on their web site where you can upgrade or add on beyond your one year 
No answer from company yet
Apple did respond two months later with contact Calm. This is not an apple issue 
Do NOT buy or even try",True,calm,571800810,"{'id': 7371401, 'body': ""Hi there, we do offer a 7 day free trial which will charge your account at the end if not canceled. If you need assistance with this unintended charge, please reach out to support@calm.com and we'd be happy to help you out."", 'modified': '2019-02-19T21:59:57Z'}"
tastewithkevin,5,2020-07-07 00:02:14,Wonderful - more Erik Braa Sleep Stories!,"I’ve been using Calm for the last two months. I love Tamara Levitt’s Daily Calm meditations and Jeff Warren’s “How to Meditate” series, and I especially LOVE Erik Braa’s calming, relaxing voice when I’m trying to go to sleep. I especially love his Nordland Train sleep story. More Nordic-based Sleep Stories from the Viking, Erik Braa, please! This addition of Erik Braa telling more stories from Scandinavia would make Calm an A+ review.",False,calm,571800810,
Watt rn,2,2020-07-15 16:32:31,Become big and now charge,I have used Calm on and off over the last several years. I even paid for the advanced features at one point. I’m really disappointed that now more than ever people need a program like this and now that they are topped rated there is not really anything you can access free. I have referred patients and friends to trial it because they offered so much and was so great for those that couldn’t afford it. Another example of a company that forgets their mission for more money very sad.,False,calm,571800810,
Meshuggah003,4,2020-06-30 03:46:30,Bloated UI,"I like this app but the user interface is bloated. Some people might appreciate the serenity of the high quality back ground images and visual effects but I don’t. I feel like the size and speed of this app could dramatically improve by simplifying the UI. A good idea would be to offer both to users. Perhaps consider the UI of Dark Noise and design something similar. 

4/5 stars for content and effectiveness of the app.",False,calm,571800810,
Guessing who,5,2020-06-22 01:43:27,Finding peace,"I was in the middle of a perfect storm and I came across the Calm app. I don’t purchase Apps but this App proved to be one of the best Apps that came into my life. I am happier and I sleep better. Thank you for making this app.  

^*^To whomever  is reading this... know whatever you’re going thru I promise with the right voices and sounds you’ll get out of it stronger than before .",False,calm,571800810,
Lil rincon,5,2020-04-28 17:36:17,You should get clam in these days why⬇️,Clam is such in amazing app for these day why because we have long distance learning and it might be stress full the be leading on a computer or phone and other but clam releases your  clam and helps u I had a lot of stress then I got clam it help not get stress no more and keep learning I recommend this app is you have stress and others 👍🏼✌🏼,False,calm,571800810,
NatiaLS,5,2020-04-07 07:54:23,Sleep Meditation Uses Bird Chirping Noises,"I love everything about the app except the bird chirping noises during sleep meditation. It makes me think it’s morning or daytime. I prefer cricket noises, rain or shower noises, soothing sounds, or wave sounds. I am trying to sleep at night. The meditation is for night sleeping. Now, if they have daytime sleeping, then I think the bird chirping sounds are appropriate. I think they need more of a variety.",False,calm,571800810,
Tonya1204,5,2020-02-26 10:54:16,Better than therapy!,"I have spent many years in therapy and have gotten little out of it.  I have gotten so much more out of each daily calm, and now, I never miss a daily session.  Also, the sleep stories and sleep music has helped me fall asleep and stay asleep. I’ve finally gotten of ALL my sleep medication that I was on for years. This app is a MUST.  Thank you.",False,calm,571800810,
ugandanplayboi2,4,2020-04-01 05:02:52,Great but too costly,"I just go the app and I thought it would be open to everyone, witch it is. But I can’t listen to people teaching me how to meditate or listen to e-books without buying Calm Premium. It’s too expensive. I get that it’s $70 dollars fir a whole year. But who’s going to pay that much right then and there   ? Shouldn’t we have to pay a little every month or so? 
In conclusion it’s a great app just too expensive",False,calm,571800810,
Brian222444,4,2020-03-07 01:55:38,Good app but not free.,"Since I’m only a teen I can’t get premium because it costs money and my parents aren’t willing to get it for me. I think that meditation is a very beneficial exercise that improves quality of life, and I think that this app is very helpful for that. I know you guys need money for this app, maybe there could be an alternative way to get it. It may be risky, but it could work. I hope you understand this review.",False,calm,571800810,
Beccaboo09,1,2020-03-06 22:15:27,Nothing for free!                         Reca,I was looking around at apps to help me sleep at night and crossed this app and thought wow this looks cool and so I downloaded it thinking it was free but as soon as I opened it I saw EVERYTHING was locked. So I looked into it and it turns out calm costed $70 if you want everything but the stuff that is for free is a series but you only get the first episode! Sleepiest 🐨 is way better and has way more stuff for free and is way cheaper to get everything and the best thing is that sleepiest listen to what you want from the app and adds it. So disappointed in calm.,False,calm,571800810,
Serena Rico,5,2020-01-25 02:37:27,Stories help turn off my busy mind,"I find the stories very helpful when my mind is going 100 miles an hour at bed time or in the middle of the night. I wish there was a way to delete or move the stories you’ve already heard, it’s hard to remember which ones I’ve already heard in the middle of the night.",False,calm,571800810,
Mme du Chatelet,5,2020-01-13 00:44:28,Calm is great!!!! ❤️,"I love Tamara and LeBron and all the sleep story people, and all the stories, especially the ones about Lionwood and the Blue Gold story read by Stephen Fry! Thank you all for helping me get through life better. Y’all are making me a better person and I love the work you are doing. Keep it up, and thanks again!!! I’m sleeping better too, it’s really wonderful!!! Keep it coming!!! ❤️",False,calm,571800810,
DebK10,5,2021-07-05 11:26:19,So much here!,"Many ways to help you sleep including sleep stories, meditations, and music. Different types of meditations of various lengths focusing on a topic such as anxiety. Fear, breaking habits, and much more. Seriously, I use this app more than any other. The sleep stories are my favorite, specially written and narrated to bring on sleep. I use the daily and sleep meditations a lot too.",False,calm,571800810,
bigauddie,5,2021-03-13 05:57:01,Takes all the stress out of meditating,"Just what I needed to start making daily habits of the healthy practices I’d been dabbling in. It’s beautiful, soothing and inviting. Gives me gentle prompts to meditate and reflect. Suggests meditations so I don’t have to go scrolling through a menu or remember to set things up in advance. It provides the structure and encouragement I needed to make a daily habit of meditation.",False,calm,571800810,
Zippityz,2,2021-03-31 00:18:19,Paid subscription not eligible for Family Sharing,"I just subscribed today and was surprised to see that they’ve opted out of making their subscription eligible for Family Sharing.  In their FAQ they give the reason for this as they “are still working to develop the best experience possible for families who share Calm with each other.”  Family Sharing works pretty well, Calm.  Just go with that.  There’s no way we’re purchasing multiple $70 annual subscriptions, so I may not commit after my free trial is up.",False,calm,571800810,
!Nat,4,2021-03-22 19:23:42,Playing sounds when app is closed,"I’ve had this app for a few years and I like the variety of sounds and the fact that they turn off after a few hours, which is why I would give in 4 starts. Lately it’s been going off in the middle of the day or over night randomly. The app is closed and my phone will say I’m playing nothing, super weird.",False,calm,571800810,
AivaT37,5,2020-10-01 13:14:53,I love this app,"Calm is AMAZING! I used to have trouble sleeping but now I fall asleep at about 7:30 each day. I love the outdoor effects in this app as well. It makes it so people in the city can get the feeling of the outdoors. My Dad loved it to. If you go on a walk in the morning and sit on a tree stump or Ben bench, you will have an amazing day. I am 10 years old and this app has changed my life.",False,calm,571800810,
calm kitty cat,4,2021-01-20 05:10:28,More options,"I really wish there was more options for people using calm that do not have the subscription, because most of my favorites are locked. Sometimes when I want to listen to a body scan or a meditation session, it’s locked and I can’t enjoy the things I like about the app. Nevertheless this app is truly a wonderful release after a long day of school or work.",False,calm,571800810,
huntress3,5,2020-09-12 11:27:34,Love Calm,"I absolutely love this app!  It’s so worth the annual membership because I can download my favorite sleep stories for offline listening. The sleep stories and meditations have really helped me to relax and fall asleep when my mind is racing from everyday life. My niece and nephews also ask me to play a sleep story when I visit them. Alan Sklar, Eric Bra, Matthew McConahey, Eva Green and Harry styles are my favorite narrators.",False,calm,571800810,
john@rad,5,2020-07-09 12:42:01,Very approachable meditation app,"I really enjoy Calm, and it has helped me incorporate meditation into my daily life.  I like the daily calm sessions, and the multi day paths (“7 Days of ______”, “21 Days of ______”).

I appreciate the subtle encouragement it provides through feedback in the application, as well as notifications.

If you want to try meditation, and tot want a welcoming lie let approach with East to listen to voices, this is a great choice.",False,calm,571800810,
Ded_Fridge,1,2020-08-05 12:01:07,Pointless...,"Why create an app that is literally designed to help people sleep for free only to force them pay 70 USD like why?! Are you trying to become like EA I’m not sure when this app was created but From the ratings I can tell that it was very good back then but, then here comes the part where you’re trying to become the new EA you cared about your people, you focused more on quality!! But then....you decided to forget about Quality and focus more on Money...why!?!? Why are you going to force people that need serious help sleep ing to pay 70 USD just so they can get better sleep.",False,calm,571800810,
Gabrielle.C.S,5,2020-04-09 12:09:51,So great!!!,"The calm app is so helpful. I listen to one every night. I fall asleep so easily with a story. I love this app but I they could get more new stories in faster, but that is oust my opinion. Otherwise this is a great and helpful app with fun and amazing sleep stories or stories for meditation which I think is real cool. This app also turns of after the sleep story is done! I really love this app👍😍",False,calm,571800810,
mickimitcch,2,2020-05-08 18:53:01,Okay...,"This app used to be awesome when I first installed it a couple of years ago but now the app just cares about promotions by celebrities and mostly everything you have to pay for were as before you had mostly free features but if you went premium you had a nice selection as well, I feel as though now if you don’t have premium then everything is just useless, not to mention the app only made me calm at the moment when I went back to regular daily routine I felt stressed again!",False,calm,571800810,
Sarah13578654,5,2020-02-16 21:30:47,Everyone needs this app!,"This app has been a lifesaver for navigating change. I just turned 31 so my inner circle has gone through so many changes: marriages, babies, jobs. Personally I struggle with chronic pain, depression and anxiety. This app (specifically daily calm meditations) have helped me to cope in a very helpful and positive way. Thank you calm app! I also love the Lebrun James talks about success.",False,calm,571800810,
