review,rating,date,isEdited,userName,title,app_name,app_id,developerResponse
You know when you say something save your life and not meaning it well I’m actually meaning it literally is a life saver I downloaded this app over a year and a half ago when I was at my lowest point in my mental health and I downloaded it while in a full blown mental break down like I was balling out tears and I used it that second I got it and it helped me sooooo much it still does NgL I try to use it every but it’s no pressure and that’s why I like it sooooo much and saying that I 1000% would recommend this app to someone,5,2020-10-21 18:37:01,False,lexi victoria B,10/10 it helps a lot,minddoc-your-companion,1052216403,
"I’ve been using this app for a really really long time and it’s the only mood teacking app i’ve ever used for more than a month or so. i love the feedback and it gives me good ideas to talk to with my therapist

i’ve never had a problem with it, but it’s seems like the new update has set me on german time?? it’s not a big deal, my reminders are in my time zone, but if i want to look back on a log and see what time it was at i have to subtract four hours from it. only started happening with the new update

otherwise a perfect app, highly recommend",4,2020-11-08 16:11:09,False,Jjoorrd,love the app but the update....,minddoc-your-companion,1052216403,"{'id': 19062452, 'body': 'Hi, thank you so much for your kind words. We are sorry that you are experiencing some issues with the timezone. We already had some users complaining about something similar and our developers are working on solving this issue asap. Until then we hope the interim solution with customizing your reminders helps you to overcome the time until the bug is fixed. Best, Your MindDoc team ', 'modified': '2020-11-12T09:18:25Z'}"
"I like how the questions aren’t super complicated or situational. I wish they was a maybe button along with the yes and no. Something that’s weird but helpful is that it asks me questions about what im going through, questions with the answer yes that I did not even think about. It helpful to have other questions to reflect on to help better myself. Currently I have only used the app for 4 days and it has been a great experience so far. You should try it out",5,2020-12-04 13:07:41,False,Flower362,"Try it out, see if it’s for you",minddoc-your-companion,1052216403,
"I like how MindDoc allows you to monitor your mood throughout the day and track it over time. Some of the questions can be triggering (not a bad thing just an observation). 

For chronic mental health issues, I think the questions should be better worded. For example, many of them ask “are you experiencing ___ more than normal” which is hard to evaluate when your baseline is abnormal. Others will ask “do you often____” and then ask how much that applies to you. I would prefer if it read “do you ____” and then choose how much it applies.",4,2021-02-02 00:25:44,False,Ideasfromme,"Good documentation, better questions?",minddoc-your-companion,1052216403,
"I really like this app because it helps me manage my own emotions rather than relying on somebody else to analyze them. I’ve never gotten much out of therapy because I didn’t feel like my therapist could relate to my experiences, so I gain more from this app honestly. I’m only two days in & I’ve already learned that I don’t have ‘bad days’, I have ‘bad hours’ lol so I’m managing those moments & trying to not make them larger than they are. Anyways, it’s a good app & it’s affordable so if u need help, try it out.",5,2020-12-07 23:27:53,False,Crozzywix,"Self-led, Easy, Helpful",minddoc-your-companion,1052216403,
Thank you for designing this app! I have been using Moodpath for several months and it has really helped me find patterns in my feelings and recognize how to ride my waves of emotion. The charts are insightful and the articles are beneficial. I do have a request.  Would it be possible to include a series of questions that address anger and irritability? I have bi-polar and these particular emotions are signals for me that I am feeling anxious or headed for a depressive episode. I would like to track these feelings so I could better prepare myself to handle them with grace and dignity.,4,2020-04-21 00:21:17,False,Bette_5,Possible Journal Question Additions,minddoc-your-companion,1052216403,
"I tried 3 other mood trackers before this and have found this to be the best app by far!! 

I live with anxiety and bipolar disorder so life can be a challenge. Tracking my moods and trends each month allows me to see peak points throughout the month with my highs and lows. This has allowed me to feel more comfortable with my diagnosis because this apps gives me more insights and data each month. I definitely feel more prepared to handle my disorder and Definitely recommend.",5,2020-08-17 14:24:21,False,Bridechilla Molly,Such a good resource for mental health,minddoc-your-companion,1052216403,
"This was a great app until it wasn’t. Last month I was surprised to see that two years worth of data (careful mood tracking, custom tags I made, lengthy journal entries) all disappeared, and now I see it was in the midst of this app/business transition. I’ve reached out at least twice already, simply asking how I can reclaim my data (the Moodpath app stated that it keeps your data in their system), but no response. What kind of emotional and psychological health app is this?",5,2020-10-18 11:10:48,False,wundering why,Lost two years worth of data,minddoc-your-companion,1052216403,"{'id': 18574855, 'body': 'Hi wundering why,\n\nwe apologize for the inconvenience this may have caused you. We see that for some users, the update has caused this issue and of course, we want to make sure you can continue using our app as a valuable companion for your emotional health. Our team is already investigating the issue and we will do whatever we can to automatically bring back your entries. To be sure we do not miss out on your account and to provide you proper feedback, please send us an e-Mail including your UID (you find this in the ""Profile"" tab at the very bottom or directly send us an e-Mail through the app to feedback@minddoc.de) so we can check your account.  We will also come up with a new version within the next 1-2 days.  Again, our apologies and wish you a good start into the week. Your MindDoc Team', 'modified': '2020-10-19T15:08:14Z'}"
"As someone with severe manic depression, I’ve always had a hard time tracking my emotions due to the sheer frustration and resentment I felt. This app really helps me now. It asked relevant questions to my feelings and catches mood shifts I don’t even realize. It helps keep me in check. I especially look forward to going to therapy ( something I used to dread ) and knowing exactly what I want to talk about after typing them out here! This app has been my life saver admittedly...",5,2020-10-21 17:12:19,False,Casual Gamer 818,Wonderfully helpful and simple,minddoc-your-companion,1052216403,
"Your app, MindDoc, aided my mental recovery and keeps me accountable in terms of tracking my emotional and mental stability. I have used this app since before the transition and rebranding, or when the app was previously called Moodpath. Although the added features to the app are nice, it deleted all of my data since April of this year. At the time, there was no need to make an account in order to utilize the app’s services, so I never made one. How can I get my data back?",5,2020-11-19 22:25:46,False,rachdg,On data recovery... still waiting.,minddoc-your-companion,1052216403,"{'id': 19281479, 'body': ""Hello, thank you so much for reaching out about this! This sounds not at all intended.  Please contact us via feedback@minddoc.de so we can help you to get your data back! We'd love to help! Best, Your MindDoc team"", 'modified': '2020-11-23T07:01:22Z'}"
"I love the concept. Giving people an opportunity to seek help when they can’t afford it or are too embarrassed to find it. (And for many other situations I’m sure.) Ingenious. After using it on and off for a month or so I realized that not all my emotions fit into the categories provided. I also started to realize the effect the questions had on my state of mind. If I was constantly being asked about my sadness, and I was trying to answer truthfully, it made things worse and I sunk deeper. Perhaps hitting bottom makes you move, but I’m not sure everyone is like that.",3,2021-05-04 10:57:29,False,"mom,artist,daughter",The concept is amazing.,minddoc-your-companion,1052216403,
"this app is honestly the best diary/journal/mindfulness app i have used, and trust me- i’ve tried a lot. i usually stop using it after about 1-2 weeks and give up because i’m too lazy for it, but moodpath is easy to use, asks different questions each time so it’s not super boring, and gives you helpful reminders to come to the app. not only is it helpful for its bimonthly reports, but it also helps me reflect on how i’m feeling and check in with my anxiety and depression. i love it!",5,2020-02-29 16:46:35,False,Maya 😃,Easy and Helpful,minddoc-your-companion,1052216403,
"I really love this app and have been using it for over a year. It’s a great way to track my mood and keep a journal. It would be perfect if it wasn’t for the flaky notifications. Every time the app updates I don’t get notifications for days or more and then I forget to check in. It skews my results and I hate missing days. Everything else is awesome, from the advice it provides to the questions asked. It just needs to be consistent with notifying users about when to check in.",4,2021-03-24 20:22:06,False,Mathis Celeb'Loki,Great app but flaky notifications,minddoc-your-companion,1052216403,"{'id': 22024774, 'body': 'Hello, thank you so much for reaching out about this and your kind words. Our tech team is already investigating this issue and we hope to fix it after the holidays. We apologize for the inconvenience. Best wishes, Your MindDoc Team ', 'modified': '2021-04-03T08:13:54Z'}"
"I love this app! It’s great to use and I love that it makes me use it everyday, but the only thing I hate is that I have to make the language setting in English rather than German. It’s kind of frustrating that it will be English for like a day or two and then ask me a question in German, which I don’t speak. If the app developers could make the language setting to English a permanent feature for me, I’d really appreciate that!",5,2020-12-05 01:37:10,False,Tromlui,"Great app, but keeps making the language default to German",minddoc-your-companion,1052216403,"{'id': 19591038, 'body': 'Hello, thanks for reaching out! This sounds not at all intended. Usually the language setting should not shift to german without a change of settings. Please contact us via feedback@minddoc.de, so we can look into this problem. Best wishes, Your MindDoc team', 'modified': '2020-12-07T12:53:59Z'}"
"I really appreciate everything that this app offers me, and it has been comforting for me to see some of my exact feelings and emotions described via the insights. On that note, the manner in which the app has subsequently implicitly let me know that I’m not alone in feeling such sensations has been comforting and reassuring. Because of this, I would very much like the option to select “comforting” and/or “reassuring” to grade the insights after I finish reading them.",5,2020-09-03 00:05:46,False,The Hot Sexy Taco,Wonderful service,minddoc-your-companion,1052216403,
I’ve been using this app for 2 months now. I love having the insight on myself. It reminds me to check in with myself. A reminder that my feelings matter enough to be acknowledged. Helps a lot in therapy too cause I can pinpoint when I’m very upset and how I was specifically feeling. It doesn’t feel like a chore and honestly validates the hell out of me. I’ve learned and grown some already. Really helps me with structure just getting those alerts!,5,2020-08-19 23:45:29,False,RobinGirlWonder,Helps me track and manage my BPD,minddoc-your-companion,1052216403,
"I am better understanding why I feel like I do. Emotions have played a big part but depression is what I deal with more so. Thanks for the help. I answer the questions and write if needed which helps all through the day instead of going to a doctors office.   I can deal more effectively when I read topics that you send.  Also, I like the accountability it gives me. Friends and family can’t help like the app has.  Thank you!!!",5,2020-05-23 22:44:15,False,adelenewton,This is a great way for me to understand!,minddoc-your-companion,1052216403,
"Loved this app until it lost all my data. I paid for the Pro version after I spent two weeks recording my data so when I lost my phone, I thought no problem, they would probably just download my stats and data right back onto my phone. Nope. Restarting from the beginning, which is depressing to say the least and also doesn’t accurately capture how my mood tends to swing from low to high and vice versa. Kind of ridiculous that I’m stuck with the pro version and have to slog through the beginner questions again. Feels like a waste of money right now.",2,2020-07-07 02:15:49,False,woop Dee do,Doesn’t backup your data even if you buy pro.,minddoc-your-companion,1052216403,"{'id': 16900735, 'body': ""Hello, Thank you for the review. We are working full time on the account system, and hope to launch it as soon as possible. It will ensure that data won't get lost because via the account system the key to your data are not a randomly generated number but credentials you chose yourself. We are sorry for the inconvenience! - Your Moodpath Team"", 'modified': '2020-07-27T13:04:26Z'}"
"I found MindDoc (previously Moodpath) when I was struggling with my mental health and wanted to track my emotions and journal my thoughts throughout the day. This app is perfect for that. 

Currently, the free version asks you a few questions 3x a day, allows you to record your emotional state and any thoughts, and gives you a report every two weeks. 

What appeals to me is the streamlined nature of the app. It has additional content for those interested, but for me, the free version fufills all that I need it to.

The only flaw is that I had data for about 6 months before they changed the name and structure of the app, resulting in the loss of all my journal enteries. Unfortunately, they were unable to retrieve the data due to the way the app was structured before. Other than this flaw, I really enjoy this app and would recommend it to others.",4,2021-01-24 18:03:56,False,Hobbit of the Shire,"Worth it, but with a flaw for me",minddoc-your-companion,1052216403,
"I love this. As a therapist and someone managing my own mental health issues I have been able to better understand changes in mood and symptoms and relate them to events, patterns, changes in medication, etc. HOWEVER. I feel that it really needs a more sensitive mood scale. I think just two more points on the likert scale would be really helpful. ALSO. I would love to see a specific function to obviously show therapy sessions on the calendar and medication changes.",4,2021-01-19 14:14:50,False,RanMoLi,More sensitive PANAS (good bad mood scale) needed but otherwise awesome app,minddoc-your-companion,1052216403,"{'id': 20551773, 'body': 'Hello, thank you for your feedback. It is very important to us in order to improve MindDoc to receive suggestions like yours. We will discuss your ideas about a more sensitive mood scale, a wider range in answers and the option to track therapy & medication, in the team. Best wishes, Your MindDoc team ', 'modified': '2021-01-21T11:41:39Z'}"
"I have already been diagnosed social anxiety and was just curious what the results would be. I got mild form of depression the first try, which I didn't mind much and decided to try again. First time didn't ask anything that some would relate to social anxiety and I understood that depression and social anxiety do have some similarities. Second try there were more questions specific to social anxiety and I was excited to see if I'd get the result I was expecting, but I got mild depression again. I was also not pleased that the symptoms of mild depression on the second try had one that stated depression can be shown in agitation and r*tardation. I will not support an app that uses such a word.",1,2020-02-18 01:40:52,False,RaynSmith,Bad,minddoc-your-companion,1052216403,
"I loved the app right when I started, I understand why apps have to, but I don’t like that you had to pay lol I still did thought! The app really helped me cope and get things off my chest. I don’t normally like talking about my problems with people, so this was a good way to. And it gave me a result which was very helpful because then I could find ways to help with that. I listen to a video every night, it calms me and gives me hope. Overall this is a great app that really helps!",4,2020-05-20 07:16:52,False,That's wicked bruh 🤙,A really good app that helped me cope,minddoc-your-companion,1052216403,
"Moodpath has been so helpful for me! I’ve been using it for over a year which has given me records tracking my symptoms like never before. It’s also a great tool for my mental healthcare providers, as it can generate a letter for them at the end of each 2 week period that summarizes the symptoms I deal with on a daily basis. This way, even if it’s a good day when I see them, they can have a better picture of my health. I love it!",5,2020-10-06 04:14:14,False,seltsamscooter,An essential mental health app,minddoc-your-companion,1052216403,
I’m a therapist and was trying this app out to recommend to clients. The ratings system and evaluations have completely unrealistic expectations for what good mental health looks like. I’ve been rated as having “Poor Mental Health” for several weeks because one day I feel unmotivated or because I haven’t been physically active recently. This thing screams at me every 2 weeks to “seek therapy now” and feels like a marketing tool to get people who may not actually need therapy to sign up for Better Help. Having an off day or even a couple days is very normal. This might actually be damaging people’s perception of good mental health. Definitely DO NOT RECOMMEND!,1,2021-01-27 16:43:30,False,Jewelboxjane,Marketing Scam for BetterHelp?,minddoc-your-companion,1052216403,"{'id': 20749596, 'body': 'Hello, thank you for your honest feedback. We are sorry that the app did not show you a result reflecting your actual situation. This can happen sometimes but we are currently working on improving the accuracy of the results. For sure we are not trying to force people into therapy. Best wishes, Your MindDoc team ', 'modified': '2021-01-30T16:29:13Z'}"
"The app is good for tracking yourself and gives really helpful tips and tricks. Most of it is free but there is also a paid version that gives you other things like guided meditations.

But the thing that made me rate it a two is that I can’t get the app to notify me when new questions are due. I have notifications on, the app is up to date. I’ve uninstalled/ reinstalled and nothing seems to get it to work. Notifications use to be fine and the app does remind me at random sometimes but I can’t get it to notify me on a regular basis. If I could get that to work again, I’d give this app a 5.",2,2021-01-17 01:43:39,False,Schizob0t,Good but,minddoc-your-companion,1052216403,"{'id': 20551856, 'body': 'Hello, thank you for contacting us! This is odd and we are sorry to hear you are still not receiving notifications. Please contact us via feedback@minddoc.de, so we can look into this. Best wishes, your MindDoc team ', 'modified': '2021-01-21T11:44:35Z'}"
"I would be very adamant on keeping up on my mood posting on the app. I’ve used it for 4 months. I absolutely hate the 14 day results. For 2 months all my moods have been good and very good but yet the results say I have critical emotional health and to seek therapy ASAP. I have absolutely nothing bad going on in life. I’ve answered no when asked if I was being active and just other small stuff like that. It seems if you answer no to something you’re “suppose” to do, then it automatically docks you and says you need help. It’s super unrealistic. You can not be happy 100% of the time but just because I have 1 bad day a month, doesn’t mean my health is in critical condition.",1,2021-01-05 02:58:05,False,Jujubieber66,Use to love it,minddoc-your-companion,1052216403,"{'id': 20286136, 'body': ""Hello, we are so sorry to hear that your result showed so much deviation to your actual state of mind. This is not at all intended. MindDoc is based on scientifically proven questionnaires but of course an algorithm can always show some variation to how you really feel. We'd love to find out why this happened. If you want to, please contact us via feedback@minddoc.de. Best wishes, Your MindDoc team"", 'modified': '2021-01-09T19:25:25Z'}"
"While logging my feelings daily, I was able to figure out my triggers and what would cause me to feel a certain way. Also because it’s made by psychologists if you went into a really bad depressive episode or thoughts on death it would ask why you felt that way and would refer you to an online psychologist or a helpline. Been using it for 3 months now and it has helped so much.",5,2020-02-15 19:00:40,False,maria enid rose,Made me understand myself better,minddoc-your-companion,1052216403,
"I really like this app. It’s helped me sort my thoughts and feeling and have somewhere for me to vent. It’s made me realize that I am extremely depressed, and ironically it knowing this makes me feel better (I have a reason why I feel horrible). Slowly, my favourite function of choosing situations and emotions to log went away. Now what’s left are the ones I used before the update, and if I want more I need to pay. As someone who’s in highschool, I really don’t have time for that. I love this app, I just wish some old functions came back for free.",3,2020-01-08 03:15:43,False,snakeforks,Slow decline,minddoc-your-companion,1052216403,"{'id': 13186015, 'body': 'hi, thank you for the review. We understand your criticism and that it can be hard to come up with the money for a heath product especially if you are in high school. Our team would like to make Moodpath accessible to as many people as possible which is why we offer as much of the core content of the app as possible (i.e. screening for symptoms of depression followed by a sound evaluation, mood tracking, and some insights like weekly overviews) free of charge. Unfortunately, the costs for health apps are still very rarely reimbursed by health insurance companies. But we are working on it and hope that soon clinics, doctors, and psychotherapists will see that Moodpath is a meaningful tool for their clients. This would help defray the costs for individual users. We are already in touch with clinics and health insurance companies about this possibility. We are happy about suggestions on what would be be a fair price or what is missing in your opinion to justify the price we ask for. - Your Moodpath Team', 'modified': '2020-01-29T17:59:56Z'}"
It is really helping me keep track of my feelings through out the day. I haven’t finished the first 14 days yet. So idk how the first review works. Hopefully I will see improvement. I like being able to see how I’ve felt over the last week. I didn’t realize my emotions were so up and down. It is very important to be completely honest when answering these questions. Otherwise what is the point?,5,2021-05-26 14:48:25,False,Wezy229,So far so good,minddoc-your-companion,1052216403,
"Being bipolar and a recent college grad in pandemic, this app has really helped me observe myself and pay attention to my dips and highs. Their insights are spot on. That being said, I’m a recent college grad in a pandemic and can’t afford the plus version though it seems like it would be helpful, especially when I’m going to therapy less frequently at the moment. If the price was lower for a middle-ground version or there was a short/more affordable trial available, I would consider it!",4,2020-06-10 13:02:55,False,Instaholic.,Helpful!,minddoc-your-companion,1052216403,
I love this app because I struggle with extreme health anxiety and it helps me track my emotions. It is very useful to write down my emotions; I come from a very emotionally closed off family. But some people’s parents won’t let them pay or the plus feature or they simply can not afford it. Everyone deserves whatever mental health care works best for them. Please make everything free and provide for everyone.,5,2020-04-13 22:25:35,False,Leilani Kilaue'a,Make everything free,minddoc-your-companion,1052216403,
"I have a really bad life about what’s happening during Corona, the protests, and my personal life. This changed me so much! I’m still feeling sad sometimes, but not all the time anymore. I had suicidal thoughts a few months ago, and having stomachs problems because of stress, and Mood Path discussed it with me. You can take courses, answer questions, and write your own journal entry. I’m feeling a lot better though.",5,2020-07-11 06:49:05,False,@TheCubingProdigyYouTube,Amazing!,minddoc-your-companion,1052216403,
"after two weeks of using minddoc, there’s a lot to love. it’s filled its role as a mood tracker perfectly for me, enabling me to be more aware of how and what i’m feeling and when. it also supplements my counseling well and helps me to better describe how i’ve been feeling since my last session.

however, after creating the maximum number of custom emotions i could as a free user and then deciding they weren’t relevant, i deleted them thinking i could replace them. i learned that this isn’t possible, and instead the app redirects you to the option to upgrade.

i’ll absolutely add the fifth star if this could be fixed and perhaps allowed for free users to have a set number of custom emotion “slots.” thanks for creating minddoc, as well as for taking the time to read my lil review! :-)",4,2021-01-05 01:33:14,False,ccaracal,the perfect mental health journal,minddoc-your-companion,1052216403,
"This app is extremely easy to use and was very helpful in recording my overall mood with the questions asked each day. I used this app for about 2 months, and i realized that overtime my mood decreased more in the evenings, and increased around sunday when the new week was  beginning. Thank you for helping me organize my emotions and help me see what I couldnt see before!",5,2020-03-20 20:48:34,False,harve1mp,Extremely Useful and easy,minddoc-your-companion,1052216403,
"I have used this app for years to help track my feelings and share with my therapist. It has been extremely helpful to have a long term objective record of my mental health. However, with a recent update, my years’ worth of mood tracking was deleted and now the app costs money. I cannot afford to keep using this app, plus my long term record has been lost. I have no reason to keep using this app, I am extremely disappointed. There are better free mood trackers out there that I will be rebuilding my mood record with instead.",2,2020-12-30 02:58:42,False,chance133,Years of data lost,minddoc-your-companion,1052216403,"{'id': 20201584, 'body': ""Hello, thank you for reaching out about this. We are so sorry to hear that you lost your data. Please contact us via feedback@minddoc.de and send us your UiD. We'll do our best to bring it back! Best wishes, your MindDoc team "", 'modified': '2021-01-05T21:14:10Z'}"
I love this app. Specifically because the meditations are the best guided meditations I have come across! I personally just don’t like long gaps of silence that many apps include. This one works for people who want actually things to think about and consider while also relaxing. I’m afraid I’m going to go through them all so fast so the only thing I would say is please add more consistently!!,5,2020-05-04 01:31:32,False,Esskfoaovieanckifjw,Best guided meditations for beginners,minddoc-your-companion,1052216403,
"I have been using this app for about two months. Everything has been going well until recently, I don’t get any notifications for questions. Also, I can’t answer questions either by just going on the application during the times of my questions. There is no option or notifications for me to answer questions so I can’t track my daily moods.

Edit: after contacting the developer and almost 3 weeks later, I haven’t been able to track anything. I also did not receive any assistance with this issue. I will be deleting this app.",1,2021-02-07 19:34:19,True,cheythegreat,Like it but there’s some issues,minddoc-your-companion,1052216403,"{'id': 20691963, 'body': 'Hi, thanks for reaching out! We are so sorry you are not receiving Push Notifications or questions. This sounds not at all intended. Please contact us via feedback@minddoc.de, so we can look into this. Best wishes, Your MindDoc team ', 'modified': '2021-01-27T17:43:58Z'}"
"While overall the app is a decent mood tracker, one needs to make sure they update their mood once a day or else the app will chastise you. Additionally, after 14 days of updating my mood 3 times a day it wouldn’t send me my results. Hopefully it works for others and I was just unlucky. However, for me it was an overall waste of time. I have just as little insight as I did when I first started. This feels like quite a blow considering I was quite looking forward to my results and the help it could possibly bring me.",2,2020-05-25 23:54:09,False,Crux Heathen,Confusing app that can stress you out,minddoc-your-companion,1052216403,
"This app works well in everything it’s supposed to do except sending out notifications. For some reason (regardless of my settings) I don’t get any notifications from this app. I’ve checked the settings multiple times to make sure they didn’t get turned off for whatever reason, but I never receive them. This is pretty problematic for me, as I have bad memory and don’t remember to log in and do the questions without notifications.",3,2021-06-14 12:19:04,False,Pisces0198,Good App but Has Bugs,minddoc-your-companion,1052216403,"{'id': 23482932, 'body': ""Hi, thank you so much for reaching out to us. This sounds not at all intended and we are very sorry that you can't use MindDoc properly right now. We already received feedback from other users that they are not receiving any notifications and our development team is working hard on solving this issue ASAP. I hope that I can get back to you with some good news about this soon. Until then, thank you for your patience. Best wishes, your MindDoc team\n"", 'modified': '2021-06-20T18:49:04Z'}"
"I don’t like to spend money, but I’m seriously considering moving to the paid version. In the last two weeks, the detailed and insightful questions helped me realize an antidepressant created a drastic dip in my mental health. I’ve since switched medications. The articles about whatever’s troubling you and the guided meditations are wonderful. Truly an excellent app and I’m thinking its worth the money.",5,2020-03-13 14:41:26,False,Viviria,Great app!,minddoc-your-companion,1052216403,
"The app is great even the free version. I wish they had a monthly payment option because $50 is a lot for me to shell out at one time for an app. Would be more manageable with an option. 

Otherwise this app is everything. I do wish I could change my feeling options but can’t without plus. 

But still this is only app I’ve had that I’ve kept up with for my personal checking in.",4,2021-07-01 12:38:14,False,rainypenguin,Love this app—BUT…,minddoc-your-companion,1052216403,
"I’ll admit, this app was really good at first. It was a healthy way to document my emotions, and it was fun seeing my months light up in different colors! However, out of the blue it wouldn’t let me access my previous months without a MindDoc subscription. The only reason why I downloaded this app was to track my emotions throughout the months, and this paywall completely eliminates my purpose for having this app. I’m disappointed. At least specify that months are going to be blocked off unless you have a MindDoc subscription. Please do better next time.",1,2021-05-05 23:31:27,False,Luis Berdiel,Had me up until you blocked past months,minddoc-your-companion,1052216403,"{'id': 22677293, 'body': 'Hi Luis, thanks for reaching out about this. Our team would like to make MindDoc accessible to as many people as possible which is why we offer as much of the core content of the app as possible free of charge. However, as the app grows more complex we have to find ways to balance out the work. This is why we are offering a freemium model. We hope this was helpful! Best wishes, your MindDoc team', 'modified': '2021-05-07T10:50:32Z'}"
i really love this app. i remember downloading it a while ago and i just found it again. it really made me feel like i could actually accept that i was depressed bc i denied it for so long. there are also some good free exercises that help you calm down and just in general think you should try it and see if it will fit you.,5,2021-05-26 23:14:53,False,isalious,It won’t help you a lot but it’s a good app,minddoc-your-companion,1052216403,
"I would like to humbly suggest to the developers that they first ask “how do you feel?” BEFORE proceeding to the questions. I’ve found that after answering the questions, I feel persuaded to record a generally lower mood, of only because the questions lead me to think about some uncomfortable thoughts. I feel that the moods I am recording are not accurate because of this. 

Otherwise, great app.",4,2020-02-27 03:49:02,False,Andi Sky,A suggestion for the developers,minddoc-your-companion,1052216403,
"This app is a fantastic idea. It lets you write reports on how you feel three times a day, and if you are experiencing a depressive episode, you can call out for help. This app is linked to a hotline that can help you with those thoughts if you have no one else to go to. I find this app very useful and if you struggle with a mental illness, I think you’ll find it useful too.",5,2020-03-04 00:00:25,False,MirandaBach6,Incredible,minddoc-your-companion,1052216403,
Sometimes I won’t receive notifications to remind me when I have to fill out an entry. It happened once when I first downloaded it but I thought I just didn’t choose the notifications correctly. It randomly started working and it was helpful and great(I like the app btw) However it happened again just recently. Just wondering if I am the only one experiencing the bug.,4,2020-08-27 04:23:06,False,theofficeisagreatshow,A bug I noticed.,minddoc-your-companion,1052216403,"{'id': 18878246, 'body': ""Hi, thank you so much for reaching out. We are sorry, that sometimes your reminder don't work! Just to let you know, this is a known bug to us and we are already working on a solution to solve this problem. - Your MindDoc Team\n"", 'modified': '2020-11-03T15:40:24Z'}"
I love the idea of this app and keeping track of my mood in general is helping me understand if my feelings are temporary or a persisting thing. After my first two weeks the app didn’t or couldn’t generate my result. So I tried for another two weeks and it said it’s taking longer to generate the result so it would notify me when it’s ready. Never got one. Do I need to pay to get the result? It is a big bummer when I do all the answering to questions and get nothing.,3,2020-09-18 13:39:02,False,Diana.dancing,Don’t get my result?,minddoc-your-companion,1052216403,"{'id': 18713925, 'body': 'Hi Diana, thank your for reaching out to us! We are very sorry for your inconvenience. To find out more about the problem and to generate your results manually, please contact us via feedback@minddoc.de - Your MindDoc Team', 'modified': '2020-10-26T16:39:54Z'}"
"I’ve really enjoyed using this app. It’s very streamlined, just a mood tracker and journal. Perfect!

Unfortunately, when Moodpath switched to MindDoc, I got logged out (forgot the password) and lost my data. It won’t send me an email to reset it. I’m seeing other reviewers experiencing the same problem. I’ve already contacted the support email with my issue and still waiting on a response. 

I’ll update this review to five stars when it gets fixed because it’s worked great up till this point. Thank you!",2,2021-01-19 21:15:26,False,Hobbit of the Shire,"Love app, but lost data!",minddoc-your-companion,1052216403,"{'id': 20551815, 'body': 'Hello, thank you for reaching out. We are very sorry you lost your data! We will contact you via mail as soon as we manage to bring it back. Our team is working hard to solve this inconvenient problem. Best wishes and thank you for your patience, your MindDoc team', 'modified': '2021-01-21T11:43:06Z'}"
I cannot say enough good things about Moodpath. It helps me rate my mood throughout the day to end the negative thought pattern of “one bad thing happened so now the whole day is ruined!” It helps me keep an eye on my depression and know when things are getting better or worse by giving me a birds-eye view of my moods throughout the week.,5,2020-07-06 03:58:15,False,caga7911,Helped me think more positively,minddoc-your-companion,1052216403,
"Absolutely infuriating. I’m finally done with this piece of crap app. I really like the setup and want to be able to use it, so I’ve tried to continue despite the issues, but i can’t do it anymore. It’s constantly losing my entries or saving them on the wrong day, meaning I have to mess about with repeatedly saving them to correct day until it decides to work. You pour your heart out in an entry only to click save and then see it disappear and not be saved. Not exactly helpful to people dealing with significant mental health challenges. Don’t waste your time and energy like I did.",1,2020-12-01 17:22:09,False,ktlnola,Loses your entries,minddoc-your-companion,1052216403,"{'id': 19543149, 'body': ""Hi, thanks for reaching out about this.We are so sorry you are having problems with saving your entries. This might be caused by a technical problem. Please contact us via feedback@minddoc.de so we can look further into this. We'd love to help. Best wishes, Your MindDoc team"", 'modified': '2020-12-04T12:40:01Z'}"
This app looks amazing and like it could help me out but there is always money! I cannot hear or do other things in this app (not just this app) without upgrading to plus and paying! If I have a mental break down or anything and one of this apps could help me I wouldn’t be able to use it without putting the money in!,5,2020-01-06 11:00:59,False,hhuhijs,Always the money,minddoc-your-companion,1052216403,
"The app is very helpful and easy to use. I like being able to see charts and graphs, and I like that it asks me several times per day instead of just once. It feels more accurate. I wish I had the option to add more than six “moods” though, and it would be nice if there were an easy way to send a weekly summary to my therapist.",4,2020-04-01 01:28:53,False,torigotchi,"Easy to use, wish it was easier to share with therapist",minddoc-your-companion,1052216403,
"Notifications haven’t been working since like 5 days now. I’ve tried it all but nothing would seem to fix it just like last time (prior being fixed with the update). 

Please help. I try to enter moods when I remember, but it’s just not the same as getting the actual notifications from the app. I’m a subscriber, so I want to get the best out of the app. It’s been of great help. Thanks.",3,2021-02-07 23:03:07,True,John Snow 🎶❄️🔥,Notifications for mood entries are once again broken 😞,minddoc-your-companion,1052216403,"{'id': 18713878, 'body': 'Hello, thanks for reaching out to us! We are sorry for the inconvenience\xa0this may have caused. Indeed we have several users reporting us a similar problem. Our team already has identified the root cause and will implement a fix as soon as possible. - Your MindDoc Team', 'modified': '2020-10-26T16:37:54Z'}"
