developerResponse,userName,isEdited,date,title,rating,review,app_name,app_id
"{'id': 19670913, 'body': ""Hi! BetterMe Meditation app was created to cater to the needs of people who would like to learn meditation techniques. Our routines are developed by meditation and mindfulness professionals. If you face any troubles while using the app or have any suggestions on how we could improve it please don't hesitate to reach us at gethelp@betterme.tips Kind regards, Team BetterMe\xa0Meditation"", 'modified': '2020-12-10T11:30:46Z'}",cmbard,False,2020-12-08 15:21:28,Crappy content and customer service,1,"Tried this out with a subscription online...big mistake. The meditations are awful (short, awkwardly slow and horrible voices). When I contacted through the app to cancel, I got a standard automated replay promising a response within 8 hours.  3 days later...nothing but crickets.  These people are obviously trying to capitalize on the mindfulness trend but are using a shoddy product and the hope that by ignoring you then can milk you for more money. Avoid at all costs!!!",betterme-calm-sleep-meditate,1363010081
"{'id': 20738179, 'body': 'Hello! We apologize for the inconvenience. Please reach us at gethelp@betterme.tips and provide us with the 6-digit number of the email you have received in the auto-reply. This way we will locate your messages and get back to you shortly. Kind regards, team BetterMe', 'modified': '2021-01-29T18:33:55Z'}",vic come find me,False,2021-01-16 03:13:46,Customer service is non existent,1,"I sent an email about a month ago regarding the “quizzes” this app claims to have in the ads I always see. I never got a response. 

I cancelled my subscription and dealt with some billing issues and reached out to customer service again to see if they would be any assistance. Well they were not, just doesn’t make any sense why I wouldn’t get any response. Just a robot telling me they got the message and a human should be replying in 24 hours or less. Sike, they lied.",betterme-calm-sleep-meditate,1363010081
"{'id': 15006837, 'body': ""Hi there! It's a pity that you feel this way. Our esteemed customers require a subscription in order to access all features of the Meditation app. There are several cost options, but we recommend starting with the weekly plan to see whether you like the app or not. Have an awesome day!"", 'modified': '2020-04-30T07:57:39Z'}",LaLaDuck2020,False,2020-04-07 15:58:50,False Advertising,1,It would have been super helpful to know that I couldn’t get beyond the first screen before making a purchase. Shame on you and your developers. I downloaded this hopeful that through all this stuff surrounding covid-19 I might find some peace of mind. I’m already stressing about everything else. I was so excited to download this app thinking it was what I was looking for and would help. Wrong. Can’t even try it without commiting to some kind of a purchase. Buyer beware. That’s all.,betterme-calm-sleep-meditate,1363010081
"{'id': 19520990, 'body': 'Hi, BetterMe Meditation is an app that helps our users achieve positive changes in their mindset. We are sorry for any inconvenience. Please contact us at gethelp@betterme.tips\xa0and we will do our best to help you. Kind regards, Team BetterMe Meditation', 'modified': '2020-12-03T15:11:50Z'}",nickname411,False,2020-12-02 12:05:27,Misled,1,"I was disappointed to discover that the $9.99 allowed very limited access to the meditations. If you want more in depth meditations, you have to subscribe for other individual packages like weight loss, relationships, and so on. Each of those cost and additional $25-$50 per meditation package. This is not disclosed upfront that there are additional in app purchases required for access to other meditation programs. I was under the impression that the $9.99 allowed access to everything. Don’t waste your money.",betterme-calm-sleep-meditate,1363010081
"{'id': 22019212, 'body': 'Hello. We still want to help you and look forward to hearing from you. Please email us at gethelp@betterme.tips. Best regards, BetterMe Team', 'modified': '2021-04-02T16:48:38Z'}",clareified,False,2021-03-02 01:34:17,Needs work,3,"My biggest complaint is that many of the meditations sound exactly the same, despite the intended use. The meditation courses should also pick up where you left off after you have completed them, instead of jumping to the last session every time. Other than that? I use this app everyday. It’s great!",betterme-calm-sleep-meditate,1363010081
"{'id': 21209052, 'body': 'Hello! We are so happy that we have found a proper solution for you. Your cooperation means a lot to us. We wish you the best of luck in achieving great results and will keep our fingers crossed. And a separate thank-you for inspiring our team to work even better and with more dedication. Kind regards, Team BetterMe\xa0Meditation', 'modified': '2021-02-22T09:59:42Z'}",devpaaost,False,2021-02-20 04:10:39,They were helpful,5,Liked the app and the customer service was helpful in resolving my issue once they were able to understand the bug.,betterme-calm-sleep-meditate,1363010081
"{'id': 22940533, 'body': 'Hello! We still cannot find your request. Have you sent it to gethelp@betterme.tips? We are here to always help you. Best Regards, Team BetterMe', 'modified': '2021-05-21T15:30:04Z'}",Cam_blair,False,2021-04-20 09:36:22,Paywall,1,"Nearly everything on this app is locked behind a paywall. I was only curious about the chakras, only to find out almost all the courses require you to pay. That is not wanting to help people, that is wanting to make money. 

Want some free help with meditation and mindfulness? Download Audio Dharma. They have excellent Buddhist teachers that give daily Dharma talks for FREE. You can donate if you want to help their cause as they are volunteering. THAT is quality.",betterme-calm-sleep-meditate,1363010081
"{'id': 21133958, 'body': 'Hello! Please accept our apologies for any inconvenience caused. We would kindly ask you to contact us at gethelp@betterme.tips. Our support team will gladly assist you! Kind Regards, Team BetterMe Meditation', 'modified': '2021-02-18T08:52:40Z'}",leopardesstm,False,2021-02-16 17:04:22,Feeling Scammed,1,"Very disapoointed. Not user friendly. After only 3 days they started charging me 9.99 a week. (They make it very difficult to read their terms and conditions... very small print.... several clicks to get there) I feel completely scammed. Please refund me the 3 charges of 9.99. If you were confident in your product, you would state up front the terms and conditions. Who ever heard of giving 3 days to review before charging. Shame on you.
Teri Medley",betterme-calm-sleep-meditate,1363010081
"{'id': 17996804, 'body': 'Hello! We are sorry to hear that BetterMe Meditation did not live up your expectations. Please reach us at support@betterme.tips\xa0so that we could do our best to make your experience more pleasant. Kind regards, Team BetterMe\xa0Meditation', 'modified': '2020-09-21T11:37:38Z'}",Adeliat,False,2020-09-19 14:20:36,Not worth it,1,"This app is horrible. The meditations are mechanical with no real purpose. They have taken a few tips and put them all together, but there is no direction. 
The anger meditation ask you to listen to the sounds around you, do they annoy you? Do they make you angry? Or can you listen peacefully. First of all I am in a quiet place with headphones on like you instructed 30 seconds earlier. 
Never buy something you can’t sample first. I have learned my lesson.",betterme-calm-sleep-meditate,1363010081
"{'id': 23208818, 'body': 'Hello, we would greatly appreciate it if you would consider adjusting your feedback about our services. Considering the fact your request has been addressed, we hope you will change your mind. Kind regards, team BetterMe  ', 'modified': '2021-06-05T07:34:51Z'}",Lian Ulbrich,False,2021-04-20 00:44:32,"Won’t let me log in, I’ve paid for a subscription but some meditations are still locked.",2,"Very disappointed with this app. It’s been helpful for my sleep; but it doesn’t allow me to log in, (I’ve tried resetting my password to no avail) and even though I’ve paid for a subscription, some meditations are still locked.",betterme-calm-sleep-meditate,1363010081
"{'id': 21627820, 'body': 'Hello! We apologize for the inconvenience. Please provide us with the 6-7-digit number of the email you have received in the auto-reply.\xa0This way we will locate your messages and get back to you shortly.\xa0Kind regards, team BetterMe\xa0Meditation', 'modified': '2021-03-13T13:37:20Z'}",madamglover,False,2021-03-12 06:40:13,Extremely poor customer service,1,"The app was for the most part pretty good . I signed up for a trial  for a specific amount  and was charged 5 times that !! Yes I read the specifics for the trial basis (1 month) and my subscription had the correct amount for the monthly payment ,  however when I tried to contact customer service on several occasions they  never responded !! Very disappointing!!",betterme-calm-sleep-meditate,1363010081
"{'id': 19828316, 'body': 'Hello! We are always glad to assist our customers and make their experience more pleasant. Please reach us at gethelp@betterme.tips\xa0and we will see what we can do for you. Kind regards, team BetterMe\xa0Meditation', 'modified': '2020-12-17T10:35:59Z'}",ArgoAz,False,2020-12-15 18:32:45,They will rob you!!,1,I’ve tried canceling my subscription four times and they’re getting the emails I get confirmations but nobody cancels this subscription. When you call the 800 number you get an automatic message that there’s no one available and you have to email them. I’ve already disputed the subscription through PayPal and they are still having transactions posting to my account. HORRIBLE APPThat charges weekly not monthly.,betterme-calm-sleep-meditate,1363010081
"{'id': 21157019, 'body': ""Hello! Thank you for the update! We would appreciate it if you could provide us the 6-7-digit number you received in your automated email. It'll help us locate your email. Kind regards, Team BetterMe"", 'modified': '2021-02-19T07:20:31Z'}",Redwood2012,False,2021-02-17 15:18:16,Revised! They helped me cancel the service quickly,3,"I revise my comments to: thank them for being responsive and quick.   I do recommend this monthly service, but know you must follow a path for cancellation...it’s not as easy as it could be with a “click here to cancel “ option.",betterme-calm-sleep-meditate,1363010081
"{'id': 16365093, 'body': 'Hi, we are very sorry to hear about your unsatisfactory experience with our app! We would be grateful if you dropped us a line at support@betterme.tips and told a little bit more about it. We will look into it and see what we can do to help and how we can improve! If you would like to request a refund, please contact Apple directly via this link https://support.apple.com/itunes as, unfortunately, we are not equipped to handle billing issues', 'modified': '2020-07-02T15:09:00Z'}",SS.RWC,False,2020-07-02 00:15:06,Too good to be true?  Yes!,1,"Everything that you would expect an app this expensive to have is represented in the UI, but the content is poorly executed and doesn’t live up to the appearance of the app. A meditation app that leaves you aggravated is not worth your time or money.  I’ve tried to reach customer support to cancel my account and request a refund, but get no response.  I will never use this product, and I’m out $65 because of it.",betterme-calm-sleep-meditate,1363010081
"{'id': 21384586, 'body': ""Hello! We apologize for any confusion. If you have faced any difficulties or issues with the app itself, we are always glad to help our customers. Do not hesitate to reach us at gethelp@betterme.tips. We've got an idea of what we can do to make your experience more pleasant. Kind regards, Team BetterMe"", 'modified': '2021-03-02T03:42:47Z'}",jgolfs567,False,2021-02-27 18:17:14,Does not provide what is advertised,1,"The app advertises “which chakra is blocked” like they’ll assess that for you. I figured I would fill out some kind of questionnaire and then get recommendations on which chakras are blocked with meditations to use tailored to me. That’s not it at all. All you do is answer what you’re looking for stress relief, sleep improvement, and a couple other general things. Very disappointing.",betterme-calm-sleep-meditate,1363010081
"{'id': 20076578, 'body': 'Hello! We appreciate your detailed feedback. We would be happy if you could text us at gethelp@betterme.tips so that we could have a closer look at this issue and find a proper solution for you. Kind regards, Team BetterMe Meditation', 'modified': '2020-12-30T05:01:07Z'}",Cooooooooooooll,False,2020-12-28 19:06:13,Stole Money,1,I went to buy the $2 for a week and it withdrew $82 from my bank account. Don’t trust the $/per week subscription. It’ll take the full amount immediately and it’ll be far more money than you signed for initially. This subscription was supposed to be around $60 in total and it still took $82 and in one big payment. I don’t recommend this app if you cannot trust it with your money.,betterme-calm-sleep-meditate,1363010081
"{'id': 19876421, 'body': 'Hello! We sincerely apologize for such inconvenience. Would you please\xa0provide us with the 6-digit number of the email you have received in auto-reply? We will get back to you shortly and gladly review your case closer. Looking forward to your reply. Kind regards, team BetterMe Meditation', 'modified': '2020-12-20T09:25:25Z'}",Ruba AK84,False,2020-12-18 16:08:04,False advertisement,1,I had follow the steps to deactivate my account and delete this app which as the app said would stop the auto payments or charges and now I have been charged 3 times when I delivered the app after just a few days of downloading it and that should have stopped the payments as the app stated in the contract. I haven’t heard back from anyone in the customer support since I’ve emailed....,betterme-calm-sleep-meditate,1363010081
"{'id': 16636579, 'body': ""Hello! We invest a lot of time and effort into making and supporting BetterMe, and unfortunately that's why we can't make it free. Please note that the cost of using BetterMe depends on the subscription plan that you choose, and there are several options. We hope that everyone finds something that suits them best. Kind regards, Team BetterMe Meditation"", 'modified': '2020-07-15T06:23:34Z'}",Poor college student2639262,False,2020-07-14 03:41:32,"Subscription based, and pricey at that.",1,"Immediately upon opening the app and answering a couple of questions, you will be prompted to pay for a subscription to access ANY of the features. 

There are free options out there. Don’t be a sucker and pay for guided meditation when it’s all over the internet for free. For these prices, you may as well just go see a licensed counselor. 

I would rate it 0/5 if I could.",betterme-calm-sleep-meditate,1363010081
"{'id': 20749945, 'body': 'Hello Christi! We apologize for the inconvenience. Please reach us at gethelp@betterme.tips or provide us here the 6-digit number of the email you have received in the auto-reply (if you have already contacted us via email). This way we will locate your messages and get back to you shortly. Kind regards, Team BetterMe     ', 'modified': '2021-01-30T17:12:32Z'}",Christi Gibbs 1220,False,2021-01-24 12:47:51,Thieves,1,"The people who run this app are thieves! They charge you the initial price to obtain it , then not even a week later you get charged again for the same thing!! No where in the “ fine print” does it say that they will do this! I find this disgraceful especially in today’s economy when people really can’t afford to be spending money much less having it taken from them!!!",betterme-calm-sleep-meditate,1363010081
"{'id': 22845643, 'body': 'Hello! We’re sorry to hear of your less than satisfactory experience and hope you will accept our sincerest apologies. Please email us at gethelp@betterme.tips to determine how we can provide you with a solution. Kind Regards, Team BetterMe\t', 'modified': '2021-05-17T08:50:43Z'}",jordan (my review),False,2021-04-14 16:51:40,Not inclusive,2,I was really excited to try to this app out however when I was filling out the basic questions it ask if my goal was to loose weight or to stop overeating. I think these questions could be worded differently to be inclusive to all people since everyone has different body goals.,betterme-calm-sleep-meditate,1363010081
"{'id': 20245287, 'body': 'Hello! We can see how frustrating it must have been for you, we are sorry for the experience. Would you kindly reply to this review with the number of your e-mail? We will try to fix it straight away! Will be waiting for your reply! Kind Regards, Team BetterMe Meditation', 'modified': '2021-01-07T15:18:02Z'}",namethathasntbeentake,False,2021-01-04 23:29:30,"Zero customer service, confusing payment system",1,I was locked out of the meditations I paid for so I emailed customer service twice for help but got no response.  Then I tried hitting ‘restore purchases’ not realizing that it would charge me again for the meditations I already paid for.  I’m still waiting to hear back from customer service.  I don’t recommend this app to anyone.,betterme-calm-sleep-meditate,1363010081
"{'id': 20893904, 'body': 'Hello! We apologize for the inconvenience. Please provide us with the 6-digit number of the email you have received in the auto-reply.\xa0This way we will locate your messages and get back to you shortly.\xa0Kind regards, Team BetterMe', 'modified': '2021-02-06T09:05:27Z'}",user1010197652,False,2021-02-04 10:14:58,I never write reviews....,1,"I never write reviews & this app is a scam. It does not make it clear what it charges you. Then you cannot login to cancel your subscription. You request your login info & it sends you nothing but numbers. You reach out to support & you have to wait 48 hours to hear from someone.
I’m extremely upset & disappointed. For a spiritual app .... it’s a scam. I’m infuriated. Stay far away.",betterme-calm-sleep-meditate,1363010081
"{'id': 21566934, 'body': 'Hello! Thank you for your feedback! We are very disappointed to hear about your experience. Please email us at gethelp@betterme.tips as we would like to discuss this matter in further detail. We hope you reach out as we take your input with serious consideration. We hope you have a lovely day and we look forward to hearing from you. Kind Regards, Team BetterMe Meditation', 'modified': '2021-03-10T13:38:30Z'}",Pennyphoo2,False,2021-03-08 18:46:53,Bait and switch,1,"I took a online quiz that ended with the offering of purchasing a “meditation plan” for my specific quiz. The next day I received an email stating this was a “weekly subscription”. No where in signing up did it mention a subscription of any kind. I dont care if the app is good or not, I will not support this type of luring of customers. Be transparent in what you are selling.",betterme-calm-sleep-meditate,1363010081
"{'id': 20737967, 'body': 'Hello! We are always glad to assist our customers and make their experience more pleasant. Please reach us at gethelp@betterme.tips\xa0and we will see what we can do for you. Kind regards, team BetterMe Meditation ', 'modified': '2021-01-29T18:15:27Z'}",BBSUlove,False,2021-01-14 18:12:37,Scam!,1,"I bought this app with the advertisement that it was a one-time charge of $9.99 They then began charging me $9.99 a week. Unfortunately, I did not take notice until 6 weeks later. Who in their right mind would pay $9.99 weekly for this! It’s not even that great! Most of the programs are just repeated with a different name, just with a different computerized voice.  Total scam! Beware! False advertisement!",betterme-calm-sleep-meditate,1363010081
"{'id': 19643824, 'body': ""Hello! The app is free to install, however, it requires a subscription to be able to use it to its fullest. We invest a lot of time and effort into making and supporting BetterMe, and that's why we can't make it free. We hope that everyone finds something that suits them best. We are always open to any questions both prior to and after the purchase. So everyone can contact us with any arising questions at gethelp@betterme.tips. Kind regards, Team BetterMe Meditation"", 'modified': '2020-12-09T10:37:06Z'}",Spiritual So.,False,2020-12-07 20:00:35,Subscription Mandotary,2,"If you don't like having to pay a subscription then don't download the app. Its strange because they quiz you, then after it analyzes all your answers thats when it shows the subscription screen, they should have put it before the quiz stuff, but i guess that is just marketing.",betterme-calm-sleep-meditate,1363010081
"{'id': 14026466, 'body': 'Hello!\nThank you for your feedback!\nWe apologize if we came off as aggressive, it was never our intention.\nWe will take your opinion into consideration, we appreciate you sharing it.\nHave a lovely day!', 'modified': '2020-03-13T10:32:52Z'}",sashashasash,False,2020-03-12 10:34:33,Confusing,1,"As soon as you open the app it wants you to make a purchase unless you hit the X or the free trial. I was confused by the pricing and was scared to touch anything for fear it would charge me. Deleted it right away. A bit aggressive asking for payment without even being able to see the app.

EDIT: I did not say that I think the app should be free and app developers shouldn’t make money.",betterme-calm-sleep-meditate,1363010081
"{'id': 21532979, 'body': 'Hello, Monica! Thank you for reaching out to us. Please contact our friendly team at gethelp@betterme.tips and they will gladly review your case closer. Kind regards, Team BetterMe Meditation', 'modified': '2021-03-09T08:13:18Z'}",MonicaGabriela,False,2021-03-08 00:50:04,Don’t fall for this!!,1,"They say the app is for free. You subscribe, and next thing you know... you are paying $9.99 per month. You try to get rid of it... but you have to end up going through PayPal or your bank to be able to cancel it... I just did ALL of these... they said they cancelled it... we’ll see... they are based in Ukraine... not around the block...",betterme-calm-sleep-meditate,1363010081
"{'id': 19828142, 'body': 'Hello! Thank you for reaching out to us as well as for your feedback. We have found your query and replied to your email. Our team will do their best to help you. Kind regards, team BetterMe Meditation', 'modified': '2020-12-17T10:29:22Z'}",Sunnedelight,False,2020-12-15 14:44:44,Scam,1,It’s advertised all over social media but doesn’t clarify a weekly rate is required. After a one time payment I couldn’t log in without purchasing it again and reached out to customer service only to be ignored and have two more weekly charges billed for an app I couldn’t access. Customer service is unapologetic and almost smug. Find another option.,betterme-calm-sleep-meditate,1363010081
"{'id': 20738764, 'body': 'Thank you for providing this feedback. We will definitely share this with our team and we appreciate your help as we continue to improve our program! Kind Regards, Team BetterMe Meditation', 'modified': '2021-01-29T19:25:36Z'}",Adesro11,False,2021-01-18 04:28:31,Disappointed,1,"I had high hopes for this with where I am in life, but I was VERY disappointed with the narration!  They all sound as if they are an AI of some sort with no “passion” in their voices.  I have tried a few other meditation apps that are FAR better than this.  I tried to give it a chance but if the narrator doesn’t believe what they are saying, how can I focus and believe it myself.",betterme-calm-sleep-meditate,1363010081
"{'id': 22161624, 'body': 'Hello! Thank you for your honest feedback. Please, let us help and rectify the whole inconvenience. We would appreciate it if you could text us at gethelp@betterme.tips. Our team will gladly find the solution for you as soon as possible. Kind regards, team BetterMe Meditation', 'modified': '2021-04-10T11:28:54Z'}",angryusersph124,False,2021-04-05 08:19:58,Do not purchase waste of money,1,After being forced to buy a subscription and only being able to choose between 12 weeks and a half year I foolishly wasted almost $100 then when I go to look at stuff it wants me to pay even more money this app is a scam and isn’t what it appears to be,betterme-calm-sleep-meditate,1363010081
"{'id': 19721148, 'body': 'Hello! We are always glad to assist our customers and make their experience more pleasant. Please reach us at gethelp@betterme.tips and we will see what we can do for you. Kind regards, Team BetterMe Meditation', 'modified': '2020-12-13T09:47:13Z'}",momrunsthisbitch,False,2020-12-11 15:52:27,No way to cancel subscription...,1,"I like how when I need to cancel this app bc it’s charging me weekly, it doesn’t show up in my Apple subscription list. Trying to cancel it through the app Help option with no luck. Beware of what you’re getting into when signing up because it unfortunately doesn’t state clearly what the billing frequency will be for you.",betterme-calm-sleep-meditate,1363010081
"{'id': 22505416, 'body': 'Hi again, this is to confirm that we have addressed your request on our end and we would like to kindly ask you to adjust your feedback accordingly. Thank you for being our customer. Kind regards, team BetterMe  ', 'modified': '2021-04-28T08:51:28Z'}",TristaHunt,False,2021-03-12 14:36:09,Scam!!!!,1,I got the 6 month paid $70 to have access for 2 months then I email about my problem they asked for proof I showed proof then they wait 3 months before they tell me I need to contact apple of course apple said I waited to long. So they keep my money and I wasted months thinking they were going to do the right thing,betterme-calm-sleep-meditate,1363010081
"{'id': 22047220, 'body': 'Hello! We wanted to ask if your issue was resolved, since we did not find a message from you. Contact us at gethelp@betterme.tips and we will do our best to help you. Best regards, BetterMe Team', 'modified': '2021-04-05T09:57:01Z'}",Jensmith417,False,2021-03-05 00:33:52,Charges your account Incorrectly,1,"I downloaded the app and instead of monthly charges I have them coming out all the time. I have had several repeat withdrawals of 6.99 and 9.99, which I thought would be a monthly charge. I have deleted this app and I expect to no longer be charged and I want a refund of the overcharges.",betterme-calm-sleep-meditate,1363010081
"{'id': 19919725, 'body': 'Hello! We are sorry for any inconvenience. Please contact us at gethelp@betterme.tips\xa0and we will do our best to help you. Kind regards, Team BetterMe\xa0Meditation', 'modified': '2020-12-22T06:05:40Z'}",denisej5435,False,2020-12-20 16:30:41,DO NOT Fall for this!,1,"I thought I was buying the app, paid 6.99 and an additional 9.99 for the app. It turns out it was a subscription. It charged me two more times. I never even opened the app. Horrible that they can do this... if you don’t look at your bank account, paypal or credit card- you may not even realize it! Two Thumbs Down.",betterme-calm-sleep-meditate,1363010081
"{'id': 15758679, 'body': ""Hello! We are sorry to see you have formed such a negative opinion about our app. We invest a lot in the development and support of the application, that's why we can't make it free, unfortunately. Moreover, we are constantly testing new cost suggestions. We hope everyone finds something that suits them best! Kind regards, Team BetterMe"", 'modified': '2020-06-03T19:32:46Z'}",Kimxx0599,False,2020-06-03 05:30:18,No free use,1,"I was SUPER excited to use this as it could potentially help with my focus and depression...but upon answering the questions, I see that you have to purchase the product 😞. I understand there is a “free trial” mode for a period of a few days, but it’s definitely a disappointment, especially for a mediating app. I never expected an app to only solely rely on purchases. 

I think you should have “free mode” that focuses on certain objectives- IE: focus, depression etc. and only charge for those who want access to everything. Almost like a premium version. 

Unfortunately will be uninstalling and seeking another real free mediation app.

Good luck",betterme-calm-sleep-meditate,1363010081
"{'id': 20245230, 'body': ""Hi. We're so sorry that you encountered this issue - we never want to make such a negative first impression. Please reach out to our Support Team, as we'd really like to make things right - you can reach us at gethelp@betterme.tips. Kind Regards, Team BetterMe Meditation"", 'modified': '2021-01-07T15:15:47Z'}",Msoflo,False,2021-01-04 19:46:57,Why?,1,"I saw an ad for this so I did their quiz and then it said it would charge me $9.99 for results. It tells me I have to download the app so I did. Then it makes me take the quiz again and charges a completely different price. I want my $9.99 back. Don’t promise to help people and then charge ridiculous prices, it’s evil. Please give me a refund.",betterme-calm-sleep-meditate,1363010081
"{'id': 19868622, 'body': 'Hi there! Thank you for writing the review. For the quickest resolution, we would request you to provide us with the 6-digit number of the email you received in the automatic reply. Our team will do their best to help you! We hope to have this resolved as soon as possible. Kind Regards, Team BetterMe', 'modified': '2020-12-19T12:17:06Z'}",wilderroseleather,False,2020-12-17 16:18:45,Unable to cancel,1,"I was totally misled, I thought this app was $10 one time fee. There was nothing indicating it is a subscription that they charge weekly. I have tried contacting them to cancel but they have not gotten back to me and there is no way to cancel in the app. Beware! 

The app itself seems ok. There are better ones out there. Save your money!",betterme-calm-sleep-meditate,1363010081
"{'id': 21384548, 'body': 'Hello! We are always glad to assist our customers and make their experience more pleasant. Please reach us at gethelp@betterme.tips and we will see what we can do for you. Kind regards, Team BetterMe', 'modified': '2021-03-02T03:40:46Z'}",Megan May Stone,False,2021-02-27 14:40:57,Try Calm App! Don’t waste $ here.,1,"You’ll download this app for free then get charged $10 every week! What a scam. This company doesn’t care about meditation or making the world a better place, just making their pockets deeper. They send you notifications... but not to take a breath, or to meditate... to give them more money. Do not download this app.",betterme-calm-sleep-meditate,1363010081
"{'id': 16120305, 'body': 'Hello! We really appreciate your feedback, it will be taken into consideration. And we promise to keep working on the application for you to enjoy using it! Kind regards, Team BetterMe', 'modified': '2020-06-21T09:18:41Z'}",EnglishRose221,False,2020-06-20 19:25:37,Half and half,3,"So far so good. Half of the stuff is great and is really helpful, the other stuff makes me laugh at loud at how absurd it seems.
Plus, those voices sound so lifeless and robotic. I know they’re real people talking, but Christ did they have to make them sound so robotic?",betterme-calm-sleep-meditate,1363010081
"{'id': 19992845, 'body': ""Hello! Our team has already reached you via email. We would appreciate further cooperation and will do our best to improve your experience. Let's stay in touch. Kind regards, Team BetterMe Meditation"", 'modified': '2020-12-25T08:32:31Z'}",jenrscully,False,2020-12-23 02:53:24,"The app is a joke, not worth 9.99/week",3,"The app is nothing like the advertisements of releasing chakaras, it’s just trying to help you with stress, sleep, and anxiety with a robotic-like voice… There are better Apps for free/cheaper that do a MUCH better job in meditation. Save your money!!",betterme-calm-sleep-meditate,1363010081
"{'id': 22067938, 'body': 'Hello! If we can still help you, please provide us with the 6-7 digit email number you received in your auto-replied message. Thus, we will find your messages and will contact you shortly. Best regards, BetterMe Team', 'modified': '2021-04-06T08:02:10Z'}",LHMchicago,False,2021-03-05 23:28:00,Scam!!! Ridiculously expensive and no way to cancel. support never responds.,1,"Under no circumstances should you download or subscribe to this app. They charge you $10 or more every week, but hide all that information. Support emails go unanswered. It’s website from your receipt page is full of broken links. AVOID THIS COMPANY AT ALL COSTS.",betterme-calm-sleep-meditate,1363010081
"{'id': 21737944, 'body': ""Hello! Thank you for sharing your feedback with us. Our team will be more than happy to see up your account properly. Please, contact us at gethelp@betterme.tips at your earliest convenience. We hope that you'll like the solution we have come up with. Looking forward to your reply. Kind regards, team BetterMe\xa0Meditation "", 'modified': '2021-03-18T16:08:19Z'}",FayyFox,False,2021-01-04 19:55:49,Rip off!!,2,"I’m so disappointed with this app. I NEVER pay money for apps, but this one seemed to have a lot of cool features so I went ahead and got it. I have access to like 3 things. EVERYTHING else they want more money for. Nothing that I have seen is great enough that I’m going to dump more money into your app.",betterme-calm-sleep-meditate,1363010081
"{'id': 14791466, 'body': 'Hello! We are sorry for the negative experience with our app.\nHere are the short and simple cancellation instructions:\n1. Close your Meditation app.\n2. Go to “Settings” on your iPhone - [your name] - “iTunes & App Store.”\n3. Tap your Apple ID at the top of the screen, then tap ""View Apple ID."" You might need to sign in with your Apple ID.\n4. Scroll down to ""Subscriptions"" and tap it.\n5. Choose your Meditation app and press the red ""Cancel Subscription"" button at the bottom of the page.\n\nYou can find more detailed information on iTunes subscription cancellation here: https://support.apple.com/en-us/HT202039\n* If you do not see a ""Subscriptions"" option under the ""View Apple ID"" (but the ""Purchase History"" is available), it means that you do not have active subscriptions, and you won\'t be charged.\n** If you do not see a red ""Cancel Subscription"" option at the bottom of the Meditation subscription list, it means that your subscription is already canceled, and you won\'t be charged.\nIf you have any further questions, please contact us at support@betterme.tips. Kind regards, Team BetterMe', 'modified': '2020-04-20T16:52:52Z'}",alanmoo,False,2020-04-19 02:58:28,Clearly a predatory app,1,This app preys on people that need support. My sister signed up for it in an attempt to calm herself and it wasn’t useful in the least. Somehow I ended up getting charged $10/week (we are on a family plan) even though that’s not even a subscription option according to the App Store profile!,betterme-calm-sleep-meditate,1363010081
"{'id': 21726689, 'body': 'Hello! We apologize for the inconvenience. Please provide us with the 6-7-digit number of the email you have received in the auto-reply.\xa0This way we will locate your messages and get back to you shortly.\xa0Kind regards, Team BetterMe\xa0Meditation', 'modified': '2021-03-18T08:19:30Z'}",Pixiedustwish,False,2021-03-16 20:40:27,Poor customer service,1,I paid $9.99 for the app but was offered a 30 day money back guarantee. The app just didn’t work for me so I requested a refund to only be charged a second time at $9.99 just 7 days later. Only refunded $9.99 once even though I sent an email requesting a full refund based on the 30 day money back guarantee.,betterme-calm-sleep-meditate,1363010081
"{'id': 20736028, 'body': 'Hello! We sincerely apologize for such inconvenience. Would you please\xa0provide us with the 6-digit number of the email you have received in auto-reply? We will get back to you shortly and gladly review your case closer. Looking forward to your reply. Kind regards, team BetterMe Meditation ', 'modified': '2021-01-29T15:56:44Z'}",MCVasquez23,False,2021-01-08 15:08:29,Garbage,1,"There are MUCH better mediation apps out there. Many of them are free, and provide way more features. The quality of the audio is just bad, the meditations are the same every ‘day’ of the program. It’s just cheap all the way around. 

This one is charging me 9.99 a WEEK, and the response email from their support team was ‘they made it very clear and detailed’ that I was going to be charged every seven days. 

I found the app on Instagram, and was asked to take a quiz, the quiz results said I could obtain the custom meditation program for 9.99 and made me
pay via PayPal. Nothing about a weekly charge.",betterme-calm-sleep-meditate,1363010081
"{'id': 21879450, 'body': 'Hello! We apologize for the inconvenience. Please provide us with the 6-7-digit number of the email you have received in the auto-reply.\xa0This way we will locate your messages and get back to you shortly.\xa0Kind regards, Team BetterMe', 'modified': '2021-03-26T08:03:02Z'}",lola16463,False,2021-03-24 17:52:40,Horrible service,1,I tried getting in contact with them many times over a subscription that was accidentally charged. It took them almost 2 months to reply and by that point they could not do a refund because it was “too late”,betterme-calm-sleep-meditate,1363010081
