userName,review,developerResponse,rating,date,title,isEdited,app_name,app_id
AmyCRNA,I downloaded this in the middle of a panic attack and after using 3 rounds of the prompts using the button I felt so much calmer. I’ve been using the journal and visualizer and it really improved my mental health. Thank you to all the amazing people who came up with the prompts,"{'id': 23005359, 'body': 'You are so so welcome! Thank YOU so much for your support 🥰', 'modified': '2021-05-25T15:41:32Z'}",5,2021-05-24 03:41:42,💕,False,rootd-panic-attack-relief,1289018369
kaekae3131,"I really needed an app like this. Sometimes it feels like you’re alone when you suddenly feel anxiety coming on. With this app, I wont feel so alone and I will be able to learn how to control it from coming and staying.",,5,2020-01-31 21:59:32,I needed an app like this,False,rootd-panic-attack-relief,1289018369
Whatupwitdat??,"Very helpful, and educational. If you are practicing good mental hygiene this will be very useful. Pressing the button when you are having a panic attack makes you more in control, I really like that feature.","{'id': 20812481, 'body': 'The big red panic attack relief button was the first idea behind creating Rootd to support panic attacks and anxiety. Thank you so much for your review!', 'modified': '2021-02-02T16:05:19Z'}",5,2021-01-29 21:40:59,Push the Bug Red Button,False,rootd-panic-attack-relief,1289018369
ChelsAutry,This app really helps me when I’m feeling anxious! And it’s so convenient to have everything right there on your phone for easy access. I especially love it for when I’m feeling a panic attack coming on at work. It really works!,"{'id': 21481747, 'body': 'We’re so happy you like it, thank you for your review!', 'modified': '2021-03-06T03:39:13Z'}",5,2021-03-03 19:15:33,Awesome!,False,rootd-panic-attack-relief,1289018369
e12819,This app has been so helpful for me! It is great at explaining the way anxiety etc. affects you mentally and offers helpful strategies for coping with stressors. The button for panic attacks has helped me multiple times and offers affirmations that are really helpful in moments of distress.,"{'id': 21402922, 'body': 'So thankful to hear Rootd had been helpful. Thank you, and please let us know if you ever have questions or more feedback - team @rootd.io', 'modified': '2021-03-02T16:37:11Z'}",5,2021-03-01 04:20:55,5 stars!,False,rootd-panic-attack-relief,1289018369
It'sAMooPoint,I searched in the search bar for an app to help with anxiety relief. I saw a few and ended up downloading this app. The thing I liked the most was the Rootr button. It truly helped in calming my mind and bringing me back to the present moment.,"{'id': 23803834, 'body': 'So happy you found us! Big thanks to Apple for structuring the App Store search in a way that you can find apps that are relevant to you, too :) Please let us know if there is anything we can help you with along your journey with Rootd. All the best! ', 'modified': '2021-07-07T17:35:11Z'}",5,2021-07-04 02:50:31,So far so good.,False,rootd-panic-attack-relief,1289018369
Ko07tt,I highly recommend this app I have been suffering in silence with my pain attacks and felt crazy by my doctors always found no reason for my feeling racing mind and trouble at night sleeping so happy I found this app it helps,"{'id': 21196175, 'body': 'We’re so thankful to hear it has helped. Thank you for sharing!', 'modified': '2021-02-21T23:17:29Z'}",5,2021-02-19 23:32:26,Helpful,False,rootd-panic-attack-relief,1289018369
Q 1/16/2014,I have only had this app for a week but there is some really useful information. I think that the UI is very easy and understandable. I’m looking forward to seeing how this can help.,,5,2021-01-27 21:24:44,Recently Downloaded,False,rootd-panic-attack-relief,1289018369
facts105,"This app has been such a great help for my son! It has helped him understand what a panic attack is, what causes it, and helps him feel like he’s not alone. It also gives him tools to manage it. So grateful we found this app!","{'id': 19110764, 'body': 'We’re so happy you found Rootd and that it is helping too. Thank you for the kind review. ', 'modified': '2020-11-15T05:37:11Z'}",5,2020-11-11 16:03:18,Really Helped My Son,False,rootd-panic-attack-relief,1289018369
henrntmzkjrbamkckc smkd,"If you are ever having any problems mentally, download this app! Especially during this pandemic when we couldn’t have been more far apart, this app is what you need to achieve mental well-being!
James",,5,2021-01-29 11:28:37,This app is a lifesaver!,False,rootd-panic-attack-relief,1289018369
Dr. Vandelay,"I’ve tested a few of these apps. If you’re in the grips of terror and feel like your chest is caving in, then this won’t help once panic grips you, but if the guy in front of you cuts you off on the freeway, fire it up on Bluetooth and it may lower your heart rate a couple bpm.","{'id': 22002348, 'body': 'Hi :) We’re fortunate to have many user reviews that speak of Rootd actually being most helpful in the middle of a panic attack. Have you tried the panic button feature? Please email us at team@rootd.io', 'modified': '2021-04-01T22:16:38Z'}",4,2021-03-31 14:08:31,Better than others...,False,rootd-panic-attack-relief,1289018369
His_babygirl4ever,I’ve only had the app for about 3 days now but I can’t tell you how many times I’ve already used it! It works well and the best part is it teaches me better self regulation techniques,"{'id': 22298116, 'body': 'Thank you so much for your review! So happy to hear your first few days with Rootd have been helpful and we hope it continues to help support 🥰', 'modified': '2021-04-17T16:36:53Z'}",5,2021-04-15 20:49:42,Great tool to manage stress and anxiety!!,False,rootd-panic-attack-relief,1289018369
MGE_13,This app is informative and helpful. What works best for me when having an attack is to understand what’s happening with my body and mind and practice breathing techniques. This is exactly what the app helps with. Would recommend,"{'id': 20225581, 'body': 'Thank you so much for your review and recommendation. As a small team every review really makes a difference. ', 'modified': '2021-01-06T21:39:00Z'}",5,2021-01-04 17:16:46,Very helpful,False,rootd-panic-attack-relief,1289018369
Abby122091,"I struggle with anxiety and have panic attacks. This app has definitely helped me calm down when I didn’t want to do anything drastic like text my therapist- LOL! It’s a great way to challenge the anxious thoughts and push into the panic attack, thereby taking control of the situation.","{'id': 20132589, 'body': 'This was our aim when we created Rootd, we’re so glad you’re finding it helpful. Thank you for your review!', 'modified': '2021-01-02T20:06:44Z'}",5,2021-01-01 03:34:30,Anxiety,False,rootd-panic-attack-relief,1289018369
cityahoo,"I downloaded the app with doubt in the beginning, cause I’ve tried quite a few anxiety services. Then I found this one is for real! it really helps and I’ll surely continue to use Rootd on a daily basis:)","{'id': 22157964, 'body': 'We’re so glad to hear this! Daily practice is a great idea, thank you for your review!', 'modified': '2021-04-10T03:25:42Z'}",5,2021-04-08 17:01:10,Glad I found Rootd!,False,rootd-panic-attack-relief,1289018369
myfragileheart,"I’m so glad I found this app! An app that teaches CBT?? That keeps trauma based coping skills at the tip of my fingers?? A place to go during a meltdown or panic attack?? Amazing!! Incredible!! I honestly can’t believe this exists... but, I’m incredibly grateful that it does. Thank you, Rootd!!!","{'id': 22705918, 'body': 'We are so grateful for your support! Thank you ☺️ ', 'modified': '2021-05-09T20:08:36Z'}",5,2021-05-07 21:11:28,Excellent,False,rootd-panic-attack-relief,1289018369
dmm0921,I just downloaded this a few days ago and can already see a difference. If you deal with panic attacks and anxiety I would absolutely recommend giving it a try!,"{'id': 19255768, 'body': 'Thank you! Both for giving Rootd a try and for your kind review. Please feel welcome to message us anytime at team@rootd.io ', 'modified': '2020-11-21T07:32:18Z'}",5,2020-11-20 00:58:02,Helpful with anxiety attacks,False,rootd-panic-attack-relief,1289018369
ratrat420,I downloaded the app during a panic attack and it made me be able to calm down. It has helped me slow my thoughts during panic attacks many times! 10/10 recommend!!,"{'id': 22698713, 'body': 'We’re so thankful Rootd could help, thank you for sharing!', 'modified': '2021-05-08T23:05:03Z'}",5,2021-05-06 22:04:42,Loved it!,False,rootd-panic-attack-relief,1289018369
blueblack_jack,"As a person who just started experiencing anxiety attacks, I’m grateful that there are apps like this to help. The information was general but good. I wish the Rootr (panic button) could be expanded and extended more because it just loops and repeats affirmations which could get old fast.","{'id': 20699252, 'body': 'Thank you for your feedback. We are constantly working on new updates to Rootd and adding new features - we’ll do our best to make it a 5 star experience for you soon!', 'modified': '2021-01-28T03:46:16Z'}",4,2021-01-25 22:19:44,Has Helped So Far,False,rootd-panic-attack-relief,1289018369
JReno76,I started using this tool to help me get through cravings during my quitting smoking journey. It quickly became so much more. I’ve noticed my anxiety and panic moments have almost diminished. It’s been a breath of fresh air (pun intended)!,"{'id': 20462674, 'body': 'Thank you for sharing your awesome progress!', 'modified': '2021-01-18T05:17:36Z'}",5,2021-01-16 14:44:15,Nice tool to remind you to breathe!,False,rootd-panic-attack-relief,1289018369
Annmariiee00,This app really helped me when I was in my worst mentally it helped me realize how much just breathing and meditating really helps your day improve and feel good and how it helps you progress love this app rootd is my best friend💕💕,"{'id': 22734374, 'body': 'We are so thankful Rootd could help. Sending you the best vibes, thank you for your review!', 'modified': '2021-05-11T05:04:57Z'}",5,2021-05-09 19:42:28,Best app ever,False,rootd-panic-attack-relief,1289018369
heatherrmarieeee,"I have general anxiety, social anxiety and a panic disorder. I recently started using this app for help calm my panic / anxiety and so far it is helping. I recommend downloading if you are looking to put in the work to calm your anxiety / panic.","{'id': 22130172, 'body': 'Thank you so much for your review and recommendation! We’re really happy Rootd has been helping. ', 'modified': '2021-04-08T15:49:56Z'}",5,2021-04-04 16:31:26,An app worth downloading !,False,rootd-panic-attack-relief,1289018369
Movies989,"I’m curious to see how this app will help during a regular panic attack. I haven’t had one, yet; to practice on the on the app. But I did a preview of the panic button. And it’s a unique concept that I actually can’t wait to try.","{'id': 21544640, 'body': ""So great to hear that you see Rootd and the panic button is unique and that you can't wait to give the rest a try. Big hugs!"", 'modified': '2021-03-09T15:37:57Z'}",5,2021-03-08 00:13:36,Panic attacks,False,rootd-panic-attack-relief,1289018369
Ashdc44,The app is so easy to use right off the bat and has so many options to help with immediate stress relieve as well as learning ways to prevent episodes. Highly suggest downloading!,"{'id': 19053174, 'body': ""We're so happy you found Rootd, and that you are finding the user experience design so positive! Design is so important to us. Thank you so much for your review. Sending you big hugs! "", 'modified': '2020-11-12T01:51:22Z'}",5,2020-11-10 17:21:58,Super user friendly,False,rootd-panic-attack-relief,1289018369
Gary Sirek,Very helpful app in my fight with anxiety. Friendly interface and incredible design to help you quickly get access to helpful information and self-care tools. Very valuable to me.,"{'id': 15930543, 'body': ""Thanks so much for taking the time to leave a review on your experience, Gary! We're glad you found Rootd and that it is there for you :)"", 'modified': '2020-06-11T18:41:25Z'}",5,2020-06-09 12:34:53,Love this app,False,rootd-panic-attack-relief,1289018369
ChelsDannielle,"I love the exercises, the breathing and visualizing helped calm me down. The lessons about anxiety and panic help me to rationalize with myself about what’s going on in my head and body. It helps me feel less alone!","{'id': 23665600, 'body': 'We’re so glad you’re finding Rootd helpful. Thank you for your review :)', 'modified': '2021-06-30T03:53:21Z'}",5,2021-06-27 22:30:24,Love the exercises and lessons!,False,rootd-panic-attack-relief,1289018369
Girty83,It is a really great app whenever I get a panic attack from things I see or have anxiety. I usually get really angry some days and Rootd helps me calm down a lot it has facts and breathing exercises that really do help and it’s totally free .,"{'id': 19917857, 'body': 'Thank you so much! We love working on Rootd, and hope you continue enjoying it. ', 'modified': '2020-12-22T03:58:44Z'}",5,2020-12-18 20:43:20,I love Rootd,False,rootd-panic-attack-relief,1289018369
Cacreese,"I’ve had the app for a little under a week, and i love it. It’s important to know why you experience certain emotions, which can help find the root of them.","{'id': 19249600, 'body': 'We’re so glad the first week is going well, thank you for your review. Please feel welcome to message us anytime: team@rootd.io ', 'modified': '2020-11-20T16:47:54Z'}",5,2020-11-19 02:56:56,So far so good,False,rootd-panic-attack-relief,1289018369
Deayhstar2009,It a 5star app because it really helps when I’m about to have a panic attack or I just really need to get something out that I can’t with anyone.,"{'id': 23527761, 'body': 'Thank you for sharing. We’re really thankful Rootd is able to help. ', 'modified': '2021-06-22T15:30:22Z'}",5,2021-06-19 23:58:02,5 stars,False,rootd-panic-attack-relief,1289018369
popcornceiling,This is an amazing app!! It helps so much and when you start to panic or anything the facts it gives you will solve the attack in minuets. I definitely recommend this app ☺️,"{'id': 18483328, 'body': 'Thank you for your review and recommendation 🥰 We’re so glad you found Rootd and wish you the best on your journey!', 'modified': '2020-10-14T17:46:08Z'}",5,2020-09-23 05:02:56,Amazing app,False,rootd-panic-attack-relief,1289018369
"Human, from Earth","I’ve found myself in a bad way lately. And due to past, repressed traumas, I found I’m ill prepared to handle the situation(s). A therapist recommended Rootd, and it turned out to literally save my life.

Thank you","{'id': 16414225, 'body': ""We are SO pleased that you've found Rootd helpful. If you ever have questions or further feedback, please let us know at team@rootd.io! Hugs!"", 'modified': '2020-07-06T01:09:01Z'}",5,2020-06-30 00:04:01,Life saver,False,rootd-panic-attack-relief,1289018369
Englitchik,"I’ve had even more to stress about (as has everyone else) lately, and rootd helps me step back and get out of my head a bit.",,5,2020-03-24 19:08:00,Helping!,False,rootd-panic-attack-relief,1289018369
Ncdsangel05,"Having suffered from panic attacks, it is very helpful to have something to help recenter myself. Would definitely recommend.",,5,2021-01-29 15:49:52,Helpful in the moment,False,rootd-panic-attack-relief,1289018369
ghokkyw,"This has helped me understand my personal anxiety more, as well as understand what is happening to my body and how to overcome it with more confidence. Highly suggest!","{'id': 20540475, 'body': 'We’re so glad you’re finding Rootd helpful. Your review really helps other users find Rootd, and helps fuel our motivation to continue improving the app:) Thank you!', 'modified': '2021-01-21T02:06:18Z'}",5,2021-01-18 21:07:07,Amazing for anxiety attacks,False,rootd-panic-attack-relief,1289018369
Jto9996,This is a handy app both for managing anxiety while you are experiencing it and for learning more about anxiety in general so you can better understand and cope with it.,"{'id': 20294547, 'body': 'Thank you for your review! Please feel welcome to reach out anytime at team@rootd.io ', 'modified': '2021-01-10T16:54:28Z'}",5,2021-01-09 04:38:05,Handy app!,False,rootd-panic-attack-relief,1289018369
ARyanHoliday,"I cannot say how amazing the mission of Rootd is. Please treat yourself this anxiety awareness month by working on finding your inner peace with Rootd. Whether you have panic attacks or some persistent acute anxiety, we all can benefit from Rootd.","{'id': 22031471, 'body': 'Thank you for sharing such a kind review, we really appreciate your support. Wish you all the best!', 'modified': '2021-04-04T05:26:09Z'}",5,2021-04-01 16:30:43,Get Rootd,False,rootd-panic-attack-relief,1289018369
gtfffg,Luckily I tried this before I had an actual panic attack because when I clicked the button it asked me if I was OK or not I pressed no over and over again with no result. I like the idea but it’s not compatible with my phone I guess. Any help with this issue is appreciated.,"{'id': 16718725, 'body': 'EDITED: Hi again! We just released a new update that should solve all these issues! Please do give it a try and reach out to us at team@rootd.io if you have any questions or concerns! We absolutely love hearing user feedback. \n\nHi there - app updates can often cause bugs to come up and we’ve just updated the app to include our new journal tool. We can certainly look into the issue you experienced if you send us an email to team@rootd.io. We look forward to helping you so you can access everything in no time!', 'modified': '2020-07-18T20:41:48Z'}",2,2020-06-25 18:51:34,Can’t see all options on my iPhone 7,False,rootd-panic-attack-relief,1289018369
CarynAnne O,I love the tools I have found on this app so far. The educational lessons and the emergency support button have been really helpful.,"{'id': 20288237, 'body': 'So glad to hear this, thank you for your review!', 'modified': '2021-01-10T03:19:07Z'}",5,2021-01-07 14:10:12,New to this but love it so far,False,rootd-panic-attack-relief,1289018369
anxietybear403,"I purchased this app, went to use it and got nothing but a blank screen. Deleted and attempted to reload, and it said my payment method failed. But I have a pending payment on my card. Extremely disappointed. And just want the hold taken off my card. Since i cannot utilize the app, I do not want to pay for it.","{'id': 22879788, 'body': ""UPDATE:\n\nWe are still waiting for your email at support@rootd.io. We can solve this for your immediately once you let us know which account is yours (we don't have the ability to find who you are on our end, for privacy reasons) so please reach out :)\n\nHello. We’re sorry to hear about this issue and we’d like to help fix it asap. Could you please email us at team@rootd.io?"", 'modified': '2021-05-18T16:13:16Z'}",1,2021-05-15 02:12:58,Couldn’t use,False,rootd-panic-attack-relief,1289018369
AstroGirlBunny,Long time sufferer and immediately this app started helping me. All I can say is I’m feeling immense relief that someone finally got it right. A million thank you’s!,"{'id': 17634349, 'body': 'Hi there! We\'re SO happy you found Rootd and are able to find a tool that ""gets it right"" :D \n\nWishing you nothing but the best as you use Rootd to manage your anxiety and panic attacks. \n\nIf you ever need anything email team@rootd.io \n\nAll the best, and big hugs! ', 'modified': '2020-09-01T20:45:30Z'}",5,2020-08-30 05:07:08,Unbelievable,False,rootd-panic-attack-relief,1289018369
evaevez,The readings and easy navigation of this app is incredible. My mom and I both use it. I use it in the mornings and it is a true lifesaver.,"{'id': 22705931, 'body': 'We are so happy to hear you and your Mom are finding Rootd helpful. Thank you for sharing your review!', 'modified': '2021-05-09T20:09:30Z'}",5,2021-05-08 01:13:41,Wonderful app,False,rootd-panic-attack-relief,1289018369
Brian Utah,"I just started using Rootd and it’s been very helpful. The interface is great, the lessons and tools, and journal are really neat too. I’m really glad I found this app.","{'id': 21821083, 'body': 'We’re really glad you found Rootd too! Thank you for your review :)', 'modified': '2021-03-23T15:31:38Z'}",5,2021-03-22 02:56:35,Very useful,False,rootd-panic-attack-relief,1289018369
Maddiefan1,Like a little friend on your phone to tell you everything will be ok and you have the control,"{'id': 20132590, 'body': '🥰', 'modified': '2021-01-02T20:06:56Z'}",5,2020-12-30 01:47:12,Very Helpful,False,rootd-panic-attack-relief,1289018369
love this game with all heart,"I still have more attacks ,but much less after just three days.I’m glad I have this app😁","{'id': 15450619, 'body': ""Wow! That's Huge - Congratulations! \n\n\n\n\nWe're so happy you found Rootd and trust that you'll be able to get even further in your healing journey in no time!\n\nEmail us at team@rootd.io if you ever have any questions :) \n\n"", 'modified': '2020-05-20T16:44:02Z'}",5,2020-05-08 02:58:12,Thank you 🙏,False,rootd-panic-attack-relief,1289018369
baiiiii!!☁️🧺🌿,My anxiety has always been really bad but downloading Rootd helped with that when I have panic attacks Ron comforts me and helps me get through them.,"{'id': 20078247, 'body': 'We’re so glad Rootd is able to help. Thank you for your review!', 'modified': '2020-12-30T06:31:49Z'}",5,2020-12-28 05:49:07,Rootd,False,rootd-panic-attack-relief,1289018369
worried vt,After years of panic I finally have a tool that works,"{'id': 20933649, 'body': 'We’re so thankful Rootd has helped! ', 'modified': '2021-02-08T16:23:14Z'}",5,2021-02-07 10:23:23,This works,False,rootd-panic-attack-relief,1289018369
Mandyandbabymav,I’ve been having panic attacks on a daily basis that are interfering with my daily activities and I was really excited on trying this app to see if it would help with the panic disorder but when I try to sign up no matter how many times I try to put in my email it keeps saying please enter a valid email,"{'id': 14304405, 'body': ""Hi there Mandy,\n\nThat sounds like a simple bug we'd be more than happy to help you sort out. Please email team@rootd.io so we can get you all set up! Looking forward to your email so that you can experience the benefit that hundreds of thousands of other users are 💙"", 'modified': '2020-03-28T19:35:38Z'}",1,2020-03-27 23:36:33,Extremely upset,False,rootd-panic-attack-relief,1289018369
BritaCooper,Rootd stands out by having a voice speak comforting messages. I just wish more features were available with the free version.,"{'id': 18483307, 'body': 'Hi! We release new and improved free content every month. The following are all already in the app and completely free: the Rootr panic button, understanding lessons, Breathr deep breathing, 2 min visualization, emergency contact, stats page, and anxiety journal. \n\nWe’re a very small team and every review makes a big difference, please let us how we can help make your review a 5 star. \n\nPlease email us at team@rootd.io ', 'modified': '2020-10-14T17:44:37Z'}",4,2020-10-01 02:02:11,❤️,False,rootd-panic-attack-relief,1289018369
Just4h,I recently started using this to help with my anxiety and I will say it definitely helps. The breathing and visualization sections are really nice,"{'id': 20933677, 'body': 'Thank you for your review <3', 'modified': '2021-02-08T16:24:24Z'}",5,2021-02-07 01:47:45,Good app to center yourself,False,rootd-panic-attack-relief,1289018369
M.C.Ramirez,"I absolutely love this, my husband knows I use it too so whenever I’m having an anxiety attack he’ll refer me to the this app!","{'id': 18514068, 'body': ""Thanks for the lovely review. That's such a sweet story and lovely to hear! It's so great to have people that support us on our journey. We're happy you found Rootd :) "", 'modified': '2020-10-16T05:13:36Z'}",5,2020-10-14 12:47:22,Game Changer!,False,rootd-panic-attack-relief,1289018369
trinkcc,"I started because anxiety was resulting in critical high blood pressure.  In 2 days, I was back within normal range.  I’m so grateful.","{'id': 20812537, 'body': 'We’re so thankful Rootd is helping, thank you for sharing! Sending you our best wishes for continued progress!', 'modified': '2021-02-02T16:09:18Z'}",5,2021-01-31 04:13:52,Better daily,False,rootd-panic-attack-relief,1289018369
Person18211,Excellent for anxiety and panic attack relief. I have struggled with panic disorder for a several years now and this is a quick easy way to help relieve my panic attacks.,"{'id': 20142020, 'body': 'Thank you for your review, it really helps!', 'modified': '2021-01-03T19:19:23Z'}",5,2021-01-02 00:18:41,Excellent,False,rootd-panic-attack-relief,1289018369
oretalpasor,Just downloaded it and I’m very confident I can use it to help ease my next anxiety/panic attack . I will update!,"{'id': 20885737, 'body': 'Thank you! We hope you continue enjoying Rootd and finding it helpful.', 'modified': '2021-02-05T16:33:50Z'}",5,2021-02-03 18:09:40,Just downloaded!,False,rootd-panic-attack-relief,1289018369
Mk Crazy,This was very helpful and I’ve learned to manage my anxiety. Definitely recommending it to my friends that need it,"{'id': 20812386, 'body': 'Thank you for your review! We’re so thankful you found Rootd and that it’s playing a part in assisting your awesomeness.', 'modified': '2021-02-02T15:59:39Z'}",5,2021-01-31 17:58:02,Helpful,False,rootd-panic-attack-relief,1289018369
itsameemily,"I’ve been trying to find THE APP that works well with my anxiety and shorter attention and so far, THIS IS IT","{'id': 22157967, 'body': 'Thank you so so much for your review and support!', 'modified': '2021-04-10T03:26:13Z'}",5,2021-04-08 23:58:58,Great resource,False,rootd-panic-attack-relief,1289018369
4oh8lupita,I suffered my first panic attack 4 days ago and the breather tool has really been helping me get ahold of myself.,"{'id': 20907204, 'body': 'We’re so sorry you experienced that. And we’re thankful Rootd could help. Let us know if you have any questions or feedback anytime - team@rootd.io ', 'modified': '2021-02-07T16:17:08Z'}",5,2021-02-05 20:44:44,Really helpful app,False,rootd-panic-attack-relief,1289018369
catastrophizing,Easy to use and quick to access if having panic symptoms.,,5,2021-01-28 03:45:07,Simple and cute.,False,rootd-panic-attack-relief,1289018369
superpowers02035,It helped me practice mindfulness and realize I am not alone. It was a great resource of information and helpful in times I’m not feeling well.,"{'id': 20202197, 'body': 'We’re so happy it helped, thank you for your review!', 'modified': '2021-01-05T22:03:42Z'}",5,2021-01-03 10:48:14,Rootd was a great relief,False,rootd-panic-attack-relief,1289018369
kehhapp,Ok so yes it does the same thing every time but I’ve gotten to the point that my anxiety has cleared up so much I don’t need it!,"{'id': 16935163, 'body': ""That's amazing! It sounds like you have GRADUATED from something that was ailing you before we are so happy to hear that! Please don't hesitate to ever get in touch with us at team@rootd.io and thank you so much for your review!"", 'modified': '2020-07-28T17:57:35Z'}",5,2020-07-24 19:01:01,GREAT,False,rootd-panic-attack-relief,1289018369
New2Aps,"Easy to use, helpful in those difficult moments","{'id': 21617882, 'body': 'Thank you for your review!', 'modified': '2021-03-12T16:59:35Z'}",5,2021-03-11 05:55:44,Great,False,rootd-panic-attack-relief,1289018369
the one buying,"Love app, but cannot use Pencil with it = I don’t use.

I type enough and frankly, writing by hand isn’t just incredibly beneficial, it’s calming ~~ something this app exists to assist with.

Let me know if I’m wrong or if you add handwriting capability (and I like my handwriting to stay handwriting!  Bah to text conversion) and I’ll come screaming back.  😁

Fantastic app for those that need it and don’t mind no Pencil use.","{'id': 23462616, 'body': 'Hi. Could you email us at team@rootd.io please? We’d love to discuss this and see if we can help. ', 'modified': '2021-06-18T15:43:27Z'}",4,2021-06-16 04:35:26,No Pencil?,False,rootd-panic-attack-relief,1289018369
averys3770,So I am afraid is storms but during the storms I use this app and feel much better plus no ads😳,"{'id': 22960673, 'body': 'Thank you for your support and kind feedback! 🤗', 'modified': '2021-05-24T00:55:45Z'}",5,2021-05-21 23:42:14,Wow just wow,False,rootd-panic-attack-relief,1289018369
Melisula,Just started to use this app yesterday and it has already helped me,"{'id': 22002349, 'body': 'So glad to hear this! Thank you very much for sharing your review. ', 'modified': '2021-04-01T22:17:02Z'}",5,2021-03-31 19:22:51,Grateful,False,rootd-panic-attack-relief,1289018369
nvyas1,I have just started using it and it really helps me calm down and relax during my panic attacks,"{'id': 20914187, 'body': 'So glad to hear you’ve had a positive start with Rootd! Thank you for your review <3', 'modified': '2021-02-08T03:51:19Z'}",5,2021-02-06 19:13:56,Very Helpful for Panic Attacks,False,rootd-panic-attack-relief,1289018369
shenearounds,I mean if it was really free you wouldn’t have a “full access” option,"{'id': 13239701, 'body': 'Hi there! Thanks for your comment. The language used with apps that are ""freemium"" and have those ""full access"" options is ""free to use"". This is because, as you noticed, most of the app is 100% fee and there is something in it for everyone, regardless whether you have to pay or not. If it was 100% paid then it would be easier to run (app development and maintenance is really expensive!) but then it wouldn\'t be as accessible and helpful to everyone, regardless of their financial situation.\n\nWe hope that helps explain the choice of language. Thanks again for your review!', 'modified': '2020-02-02T00:07:52Z'}",5,2020-02-01 00:41:38,Is it really free?,False,rootd-panic-attack-relief,1289018369
Jrmcgaughey,"The first day using Rootd, I already walked away with some education about my anxiety and strategies to combat it.","{'id': 20132593, 'body': 'So glad to hear this, thank you!', 'modified': '2021-01-02T20:07:27Z'}",5,2020-12-30 00:47:03,Help from Day 1,False,rootd-panic-attack-relief,1289018369
Senior poopy pants 12445678910,10/10 Would recommend! I absolutely love this app.,"{'id': 20078286, 'body': 'This is so encouraging and motivating to hear, thank you for your support!', 'modified': '2020-12-30T06:33:49Z'}",5,2020-12-26 14:42:14,Fantastic!,False,rootd-panic-attack-relief,1289018369
i dont gnome,This is a wonderful app with great exercises to ease panic and anxiety.  I have done several of the exercises and they are helpful.,"{'id': 20302647, 'body': 'Thank you for your review and feedback!', 'modified': '2021-01-11T05:06:12Z'}",5,2021-01-09 20:34:35,Helpful app,False,rootd-panic-attack-relief,1289018369
MG-737,Started using to to help with breathing exercises. Which worked great and continued to use it for visualization exercises. Great app. Very successful,"{'id': 19175831, 'body': 'Thank you so much. It’s very helpful to hear how you use Rootd’s different features. Please feel welcome to message us anytime at team@rootd.io ', 'modified': '2020-11-18T00:27:42Z'}",5,2020-11-16 02:17:27,Excellent app,False,rootd-panic-attack-relief,1289018369
TR33@,It has helped a lot with managing my anxiety and panic attacks would recommend,"{'id': 22130153, 'body': 'Thank you so much for sharing your review and your support!', 'modified': '2021-04-08T15:49:12Z'}",5,2021-04-05 21:45:48,I love this app,False,rootd-panic-attack-relief,1289018369
Weird.One,"I have panic attacks semi consistently so every couple days to up to 7 in one day. One time I really wanted some help with it of them and found this app. (I can’t get medical help at this moment sadly) I conscientiously used this app for the first time during one of my worst attacks lasting more than an hour and just being able to listen to the facts helped. I like how when using it during an actual panic attack it is really easy to just continue with just one button to press. It helped a lot at first but slowly the effect of telling the facts did nothing for me. There are not too many and they get old after a while. I find myself just not believing them at all now. I wish there was a little more that could help someone during a panic attack. I tried to then use it to just keep track of the panic attacks but it seems like it doesn’t count the panic attack if you go through it semi quickly. I think this is to stop people from farming them and being able to brag about getting through however many panic attacks but that’s not really a thing that someone would do with something like this. There are some features that cost money but something like this doesn’t seem like it should but I’m ok that they are there because it is a whole lot better than an add popping up when you are suffering.

UPDATE: an update just came out and have seemed to fix the issue of some panic attacks not being recorded.

UPDATE 2: when you finally are able to be confident enough to be able to go to the orange button (don’t know what to call it exactly) almost 200 panic attacks in it feels so good to actually beat it that way. It helps a lot and even though I can’t do it every time it is so helpful and feels so good.","{'id': 14751573, 'body': ""Hi there, thank you for your review!\n\nWe would highly recommend reading through the lessons and celebrating your success when you do get through a panic attack - as that is what will ensure you can trust yourself and trust the statements when they arise :) Have you been using the Breathr and Visualizr tool as well?\nWe do count every single panic attack as we're not worried about people bragging out how many they've gone through - in fact we would encourage that as users should feel proud of their success :) So please do write to us at team@rootd.io so we can figure out why your points aren't being collected. We'd love to help and get everything set up for you.\n\nAll the best, and we're genuinely looking forward to hearing from you! Stay healthy and well <3 "", 'modified': '2020-04-18T17:21:21Z'}",5,2020-07-29 22:21:01,Good the first few times,True,rootd-panic-attack-relief,1289018369
KMc716,I suffer from anxiety as well as panic disorder. This is the only app I have found that helps.,"{'id': 23527778, 'body': 'Wow we feel so fortunate to be able to help. Thank you for sharing!', 'modified': '2021-06-22T15:30:59Z'}",5,2021-06-20 04:44:16,Awesome!,False,rootd-panic-attack-relief,1289018369
Meeeee fangirleeeeee,Extremely helpful and made me feel more understood,"{'id': 21295008, 'body': 'Thank you so much for your review and support!', 'modified': '2021-02-25T16:25:22Z'}",5,2021-02-24 03:59:55,Love it!,False,rootd-panic-attack-relief,1289018369
