date,userName,review,title,rating,isEdited,developerResponse,app_name,app_id
2020-09-01 04:47:58,UnrequitedBusiness,Constant small reminders really help to keep the mood up!,Helpful notis,5,False,"{'id': 18605755, 'body': ""Thank you for the review. So glad to hear you're enjoying the small reminders!"", 'modified': '2020-10-20T23:37:32Z'}",moodfit,1054458809
2021-03-12 14:46:38,Nomadic nurse,Same notifications for support. Did not change habits- just created a new habit to delete the notification,Repetitive,3,False,"{'id': 22201054, 'body': 'Thanks for the feedback. You can change your notifications anytime you like in the Reminders tool. Just pick a different theme like Calming, Distorted Thinking or Gratitude and it will give you new notifications. The next version of the app will remind you to change this every week or so. Let us know if that is helpful.', 'modified': '2021-04-12T20:32:55Z'}",moodfit,1054458809
2020-10-06 21:30:08,Kapet😀,Totally useful and inspiring.  A great learning tool and self help APP.  The team really seems to care too!,Very helpful and useful,5,True,"{'id': 12754119, 'body': ""We're grateful for your review! We're thrilled to hear you're finding Moodfit a valuable self-help tool.\n"", 'modified': '2020-01-06T19:43:12Z'}",moodfit,1054458809
2020-05-22 19:36:52,Dlock1272,Love keeping track of everything! This has been a great app,Great app,5,False,"{'id': 15655318, 'body': 'Thank you for the review. Love that you’re tracking different variables and becoming aware of what brings you up and down. Keep going! With gratitude! ❤️ ', 'modified': '2020-05-29T14:34:15Z'}",moodfit,1054458809
2020-10-04 18:02:52,Just_Michelle,Awesome app to help lift your mood. Excellent tips to help you learn to cope with your mood. I highly recommend it.,Awesome app,5,False,"{'id': 18605734, 'body': ""Thank you for the review! So glad to hear you're finding the tips useful."", 'modified': '2020-10-20T23:33:06Z'}",moodfit,1054458809
2020-07-07 14:48:37,Katie Marie Katie,"Just started using this APP. It’s interesting, and I think it will be helpful!",Truly helpful APP,5,False,"{'id': 16837336, 'body': 'Thank you for the review. Keep going! Let us know how we can help anytime, hello@getmoodfit.com. With gratitude!', 'modified': '2020-07-23T18:39:07Z'}",moodfit,1054458809
2020-01-21 03:19:30,Nichole62442,This app is helping me with my Depression and I can’t thank the developers enough!,Amazing!,5,False,"{'id': 13145091, 'body': ""Very grateful for your review and so happy that it's helping you! ❤️"", 'modified': '2020-01-27T20:36:44Z'}",moodfit,1054458809
2020-05-18 16:46:47,Sandra563,I enjoy the positive reminders that pop up.,Nice reminders,5,False,"{'id': 15655389, 'body': 'Thank you for the review. Remember, you can customize those reminders anyway you like. With gratitude! ❤️ ', 'modified': '2020-05-29T14:38:36Z'}",moodfit,1054458809
2021-07-02 13:03:44,TheRealLadyShine,"Looked promising but saving comments never completes, just spins and spins. Then says “no connection “ when everything else is connected and working fine. I typed a paragraph for nothing! Don’t need the aggravation so deleted.",Disappointed,1,False,"{'id': 23781724, 'body': 'We’re sorry to hear you had an issue. We’d like to figure out what is going on. Please send us an email, hello@getmoodfit.com. We’ll definitely make this right for you. ', 'modified': '2021-07-06T17:18:48Z'}",moodfit,1054458809
2021-02-12 23:23:34,gh73883,Loving the app so far,Helping me be more positive and less reactive,5,False,"{'id': 21119903, 'body': ""Thank you for the review! We're grateful to hear that it's helping you to feel more positive & less reactive. Those are wonderful things!"", 'modified': '2021-02-17T18:17:59Z'}",moodfit,1054458809
2021-06-29 10:03:16,Paula in SEPIA,This app is great for tracking mood along with factors and activities that impact it.,Great app,5,False,"{'id': 23686005, 'body': 'Thank you for your review! ', 'modified': '2021-07-01T00:54:53Z'}",moodfit,1054458809
2020-08-27 14:53:21,LPD625,This app has it all - love the reminders and the prompts and the meditations.,Great mindfulness app!,5,False,"{'id': 17614274, 'body': 'Thank you for the review! ', 'modified': '2020-08-31T23:51:26Z'}",moodfit,1054458809
2020-10-03 14:52:25,franc264,So nice to get gentle suggestions every so often!,Moodfit,5,False,"{'id': 18605738, 'body': ""Very glad to hear that you're liking the suggestions. Gratefully yours!"", 'modified': '2020-10-20T23:33:39Z'}",moodfit,1054458809
2021-02-25 13:35:48,🦷❤️⭐️,App slow sometimes but content v good,Too good,5,False,"{'id': 22201128, 'body': ""Thank you for the review. We've worked on making the app faster. If you're running into any issues please send us an email, hello@getmoodfit.com so we can fix them for you. Gratefully yours!"", 'modified': '2021-04-12T20:39:24Z'}",moodfit,1054458809
2020-01-17 01:35:38,funskittlegirl,Love It!,Fun Little App that Makes you Think,5,False,"{'id': 13145114, 'body': 'Grateful for your review! ❤️', 'modified': '2020-01-27T20:37:59Z'}",moodfit,1054458809
2020-02-23 13:43:23,77dcc,This is a great app- easy to implement some powerful habits!,Excellent,5,False,"{'id': 14195297, 'body': ""Thank you for the review! We're so happy you're enjoying the ways you can customize Moodfit to create new habits! With gratitude!"", 'modified': '2020-03-23T17:56:42Z'}",moodfit,1054458809
2021-03-07 20:33:11,Ilovemymonkeyz,"This is the journal for me!
👍🏻simple 
👍🏻CBT
👍🏻mood graph
👍🏻tips, tools and reminders
👍🏻consistently use it
👍🏻fast response time from company
👍🏻grateful journal
👍🏻track meds, exercise, mental health visits",This is the journal for me,5,False,"{'id': 22201064, 'body': ""Thank you for the awesome review! Don't hesitate to send us feedback anytime to hello@getmoodfit.com. With gratitude!!"", 'modified': '2021-04-12T20:33:47Z'}",moodfit,1054458809
2020-02-20 02:05:14,nicoleeeeerichhhhhhh,By far my favorite app for meditation and managing stress and anxiety!,Amazing,5,False,"{'id': 14195304, 'body': 'Very grateful for your review! And so happy to hear Moodfit has been helpful to you to reduce your stress.', 'modified': '2020-03-23T17:57:23Z'}",moodfit,1054458809
2020-07-14 11:40:42,Sean2990,"Great app, well designed.",Great app,5,False,"{'id': 16837334, 'body': ""Thank you for the review! So happy you're liking Moodfit."", 'modified': '2020-07-23T18:38:29Z'}",moodfit,1054458809
2020-05-16 06:13:18,rothvin,I love your app but it does not appear to integrate with the Apple Health app.,Great App but not perfect,4,False,"{'id': 15655472, 'body': 'Thank you for the review. Integration with Apple Health is on our roadmap. Please drop us an email so you can tell us more about what you’d like to do with such an integration, hello@getmoodfit.com. With gratitude! ❤️ ', 'modified': '2020-05-29T14:44:12Z'}",moodfit,1054458809
2020-07-01 15:56:45,ZoZose,Worked great for 5 days and now the app won’t even open. Garbage.,Worked for just 5 days,1,False,"{'id': 16837340, 'body': ""Update: Since we've had things fixed and working well again we hope you'll give Moodfit a try again. And we'd love if you'd edit your review as well. Any questions - email us at hello@getmoodfit.com. With gratitude!\n\n\nHi... We've had a major snafu with our internet service provider. :( We're in the process of restoring service. If you email us hello@getmoodfit.com we'll let you know when service is restored. We're so sorry for the inconvenience and are working around the clock to get things fixed!"", 'modified': '2020-07-23T18:40:25Z'}",moodfit,1054458809
2020-03-05 21:47:00,Brangirl808,Love the app,Brangirl808,5,False,"{'id': 14195281, 'body': 'Thank you for the review. Feel free to contact us anytime with questions or feedback, hello@getmoodfit.com. With gratitude! ', 'modified': '2020-03-23T17:55:57Z'}",moodfit,1054458809
