developerResponse,isEdited,date,title,review,userName,rating,app_name,app_id
,False,2020-04-02 13:26:19,Total-game-changer,"I’ve been sitting on this review for quite some time. I used the app occasionally, but with five kids (including a new baby), working full-time, and attending an online university full-time, I never made it through a full lesson. Since the COVID-19 pandemic, I’ve felt additional stress and needed a release. I pair this app with my bible devotional every morning and can tell a major difference in my mood. Thank you Sanvello!!",Haoaoaoaoa,5,sanvello-anxiety-depression,922968861
,False,2020-04-07 22:04:41,I’m actually finding myself again,It’s hard trying to remember a feeling when you’re such in a dark place or when you’re surrounded by people that drain you and themselves. This app gave me a step by step into into helping know that everyone has emotions and it’s okay to feel like you’re in the dark as long as you keep looking for the light,Nelley47,5,sanvello-anxiety-depression,922968861
,False,2020-05-02 11:27:24,Helpful During A Trying Time,"I’m just the short few days that I have been using the app, I’ve already felt a difference in how I’m approaching my day and different situations. It has helped me to stop negative triggers and unpack the accompanying emotions, thoughts, and feelings. I hope to continue to build upon the tools being provided and think this is certainly placing me on the right path.",Sim86,5,sanvello-anxiety-depression,922968861
"{'id': 17767425, 'body': 'Hi there!  Did this get resolved for you?  Please reach out to info@sanvello.com. Our team would be happy to assist with this!  ', 'modified': '2020-09-08T22:50:23Z'}",True,2020-09-29 10:10:43,Helpful but ....,"I really like the concept of this application and use the mood tracker but I am truly bothered that the first thing I see on the landing page are the in app purchases of getting a coach or therapist. I have emailed them several times to find a way to hide this information because the therapist isn’t even available in my state. The coaching is more than I want to spend a month for the service. Please make that go away because my insurance is paying for the premium service and we should not be blasted with more options of purchasing something else. 

That said the mindfulness exercises work and I have got a handle on my anxiety because of the app. 

Almost perfect and if you make coaching and therapy disappear it will be perfect.

Thank you.",Dcs1116,4,sanvello-anxiety-depression,922968861
"{'id': 14144283, 'body': 'You are so very welcome! Thank you for being a part of this community. Remember, alone we are strong, but together we are Sanvello Strong. Never hesitate to shoot us a note at: info@sanvello.com. All the best, your Sanvello Team.', 'modified': '2020-03-20T14:39:30Z'}",False,2020-03-19 23:50:53,Wow! Thank you!!!,"I just received your email that you are offering your app with premium features for free. Although I have never used your app, I definitely will be. Thank you for offering something that could potentially help those of us dealing with added stress and anxiety because of the pandemic we are all dealing with right now. People like you are making a difference!!!",adawnthompson,5,sanvello-anxiety-depression,922968861
"{'id': 16837116, 'body': ""Hi! Have you tried ensuring that your phone is not in silent mode for the video audio? We've seen this a few times and this has been the problem in each case so far. "", 'modified': '2020-07-23T18:11:00Z'}",False,2020-07-21 16:53:55,"Nice app, but sound doesn't play in videos",I like the way it's customizable but there are some bugs. Aound won't play in the videos even tho set to play at highest volume and to the correct device. At least on my iphone. Not sure if anyone else is having issues and couldn't easily fine any way to get help with this issue. I'm running the premium version so this seems like a pretty bug flaw to me.,Kypris333,4,sanvello-anxiety-depression,922968861
,False,2020-11-15 18:01:59,Just what I was looking for!,"I have been wanting to incorporate more CBT into my life without having to see a therapist.  I live in Minnesota and it the winter is filled with dark, dreary days and it’s a challenge to overcome my depressive tendencies.  This app has been an excellent tool that provides guidance on how to use CBT to manage my mood.  I also love that it includes a visual, textual, audio, meditation and journaling techniques.  Brilliant!!!",Jamie62info,5,sanvello-anxiety-depression,922968861
,False,2020-06-14 12:01:04,Thank you!,"Honestly this is one of the most stressful times of my life. Of many lives. Being pregnant living during a pandemic with an anxiety disorder is tough, I can’t take my medications for my anxiety attacks. So the fact that you have this app premium for free during this pandemic is probably one of the best things for me right now! Thank you so much! Thank you for caring about all of us!",TeneiseCara,5,sanvello-anxiety-depression,922968861
,False,2020-06-05 11:17:08,"Great app, one issue","This is a great app. Has several options for working on mental health, and I am enjoying the guided meditations. My only complaint is, I cannot seem to add my insurance info in order to receive the additional benefits of this app. Whenever I put in my information, I cannot scroll down to the bottom of the screen to complete the application.",RaquelRachelLen,5,sanvello-anxiety-depression,922968861
"{'id': 17767445, 'body': 'I love that you called this your ""daily friend"".  FABULOUS description.  Thank you for your ⭐⭐⭐⭐⭐review! ', 'modified': '2020-09-08T22:53:37Z'}",False,2020-08-26 17:40:12,What you should be doing only far better,This app is your daily friend. Does all the things you should be doing daily.  This may turn out a bit odd as it shows no characters. If you just follow along with this app it it will really help you untangle some feelings. I don’t have the expanded version but I am considering it.  Five stars from this scrambled soul.,Captain Tripz,5,sanvello-anxiety-depression,922968861
,False,2020-02-01 04:41:11,Easy sign up and gorgeous UI,"I like the questions asked during sign up, the free registration with good basic features and a very reasonable upgrade cost. I’m looking forward to putting this app to good use. I always appreciate when developers put in the time and consideration into make something that helps others and that is easy to use. Thank you!",Da6en'ka,5,sanvello-anxiety-depression,922968861
"{'id': 16834998, 'body': ""Hey there. We're so sorry to hear you've been experiencing this issue and would love to look into it further and help get back on track. Please contact us at info@sanvello.com so we can help."", 'modified': '2020-07-23T14:51:16Z'}",False,2020-06-21 13:48:30,Used to be so good,"For the last few weeks the app keeps changing my daily entries. I’ll enter water for instance as ‘10 cups or more’, close the app, reopen it and it has returned water intake to zero. It’ll do that for several entries. Right now, for today, I haven’t entered a single thing yet it’s reading as 30 mins of exercise and five hours of sleep. 

So at the end if the week I’m getting wildly inaccurate and monumentally unhelpful data as to which were my best and worst days. Took me a little while to spot it because I’ve never had this issue with the app. Anyway it was once good, now it’s garbage.",ZoZose,1,sanvello-anxiety-depression,922968861
"{'id': 13225905, 'body': 'Thank you so very much for this review and for your detailed comments. We are delighted to hear this is helping you! Did you know Sanvello also offers virtual visits with live therapists?  For more information, feel free to contact us at: info@sanvello.com. Have a great day!', 'modified': '2020-01-31T15:41:02Z'}",False,2020-01-30 22:11:32,Pocket Therapist,"This app has been a heaven sent for my depression and anxiety. It’s like having a personal therapist in your pocket at all times. You track your feelings, identifying them and breaking them down to understand the WHY behind them. It has so many different options for learning, meditating, journaling, etc. It’s an excellent app and I recommend it to everyone!",Janica Torres,5,sanvello-anxiety-depression,922968861
,False,2020-12-18 01:39:54,Helpful Companion w/ Therapy Sessions,"This helps me keep track of my moods and behavioral patterns in between my sessions. There are ~5 min questionnaires that will help you determine if you’re experiencing anxiety and/or depression. Also, there’s space for journal entries to expand on feelings, meditations and other exercises that will help if you don’t have immediate access to a therapist or psychiatrist. Definitely recommend.",TinkTyna,5,sanvello-anxiety-depression,922968861
,False,2021-04-19 17:17:23,Love this app,"I haven’t used this app to its full capacity yet, but so far I love it. I’ve it set up to send me reminders to log my mood. Just the act of logging my mood and creating awareness of how I’m feeling has been so beneficial for me. Putting feelings into words is hard, and by using this app I’m starting to learn how to do that. 10/10 would recommend",MarshmallowUnincorn,5,sanvello-anxiety-depression,922968861
,False,2020-03-24 11:55:24,"So much more than I expected, a big help tool",I started using Sanvello when I had a bad downturn in my life and it has been a big help to me. Now they have unlocked premium features for us to help cope with coronavirus pandemic anxiety. That’s a really great thing! The tools here and the community are therapeutic and the app is free and easy to use. You won’t regret trying it.,DonnaPinCT,5,sanvello-anxiety-depression,922968861
,False,2020-03-24 21:36:35,Music,"This app is so amazing and has helped me so much with my stress, anxiety, and depression!!! I love it so much and it has so much to offer, even with COVID-19 they r offering free premium and it is so amazing. The only thing I would recommend (unless I just haven’t looked hard enough) would be to add calming scenes and their sounds. I think it would also help. Thank you to the creators of this app I really appreciate all your hard work.",Xohaylieox,4,sanvello-anxiety-depression,922968861
,False,2020-02-18 05:29:30,I love this.,"I would like to say that I have not been using this app for too long, but so far, the ability for it to be free while giving users the choice to pay (but it’s not required) is the absolute best thing and genuinely, this app has been very good for me and I know it would be good for any others who are in need of something like it.",Ala1234space,5,sanvello-anxiety-depression,922968861
"{'id': 16963942, 'body': 'Thank you for feedback.  We are thrilled that you found our app ""quite helpful"".  \n\nWe recently removed our paywall for four months to provide relief during Covid-19.  It is now back up to help us continue to innovate.  We are proud to offer more unlocked CBT tools, meditations, and self-care content than any other mental health app - because accessibility is important to us.  \nPlease reach out to info@sanvello.com for questions or  information on Premium access during Covid-19.', 'modified': '2020-07-29T22:06:18Z'}",False,2020-07-29 03:02:52,Sanvello App,"Sanvello Initially offered free use of their premium app “during the pandemic and blm upheaval/protests”.  I’ve found it quite helpful so far, but sadly they recently stopped premium use.  I cannot afford premium use since I’m on SSD and I know my insurance will not cover premium use of the app(some people’s insurances will pay some portion of the premium.  Worth checking your insurance.).  Initially would have rated it 5 stars, but since losing the premium use, I had to reduce to 3 stars.",mbar1,3,sanvello-anxiety-depression,922968861
,False,2020-03-30 07:44:14,Be open. Be amazed.,"I used to have the “self-help” mentality when it comes to all this mental health stuff. I understand the guard, unease, and drag of thinking about that in an app but I’m convinced this one definitely knows what it’s doing. Had a slow start to it but as I became more engaged, it became natural. Highly recommend during this time of hardship.",Man_druuu,5,sanvello-anxiety-depression,922968861
"{'id': 20329629, 'body': 'Thank you for your feedback. We apologize that there is not yet a landscape mode for use on the iPad, but I will share this feedback with our product team for them to work on in future releases of the app. In the meantime, please do contact us at info@sanvello.com if you ever have any questions or additional feedback.', 'modified': '2021-01-11T22:57:52Z'}",False,2021-01-09 22:32:17,Don’t say it’s an iPad app,"I have the app on an iPod, and find it helpful. But looking at the tiny screen is annoying, taking away from the experience. Plus, it’s one more device. So, I thought I’d simplify things: recycle the iPod and use the app on my iPad. Except that the app doesn’t rotate to landscape, which is how practically everyone uses iPads. It only displays in portrait. If an app doesn’t display on an iPad the way iPads are used, then it’s not an iPad app, just an iPhone/iPod app.",wasdfrd,3,sanvello-anxiety-depression,922968861
"{'id': 19759789, 'body': 'Hi there, thank you for your feedback. We are always looking for ways to support people in their mental health journey and we appreciate you sharing your experience. We encourage you to reach out to us at info@sanvello.com so we can discuss potential options for you going forward.\r\n', 'modified': '2020-12-14T19:24:55Z'}",True,2020-12-15 15:22:42,Loved this app...,"I got a brick wall in my guided journeys, apparently you can only do a few before they lock them out. My insurance isn’t available in my state to cover the cost of the app, so now I feel lost as to what to do.

I know it’s just 8 bucks a month for premium, but when you take someone working part time to pay for full time college and rent and insurance and phone bills and everything else... it’s just overwhelming to think that the one place I felt better now makes me feel worse.

If they were more upfront as to what you get for free, that would make a world of difference. Seriously.

Just tell me what I get in clear terms. If I decide I need more, I’ll pay for more.

For it to just spring on me “OH SORRY THATS FOR PREMIUM MEMBERS ONLY!!!! SO GLAD YOU LIKED YOUR SAMPLE.” When I didn’t even know it was a sample to begin with...",LeittCici,2,sanvello-anxiety-depression,922968861
"{'id': 22469742, 'body': 'Great feedback!  We are thrilled that the customizable approach and recommendation engine are proving helpful on your journey. ', 'modified': '2021-04-26T19:41:18Z'}",False,2021-04-20 15:12:31,Fantastic!,I’ve only used this app for a few days but it has already been so helpful. The information has been important and relevant to what I am going through since it is customized to me. I’ve also found that I have been more self aware of my feelings since using this as well.,dturgent,5,sanvello-anxiety-depression,922968861
,False,2020-05-20 16:10:42,Little app lots help,"It does take some getting use too but once you take the time and engage with the programs I found it to be a quick relief tool. There are the reminder check ups that give prompts to take time for your self and provide encouragement, to the direct personal help from the coaches. 
 Thank you",Fieldhand,5,sanvello-anxiety-depression,922968861
"{'id': 18485240, 'body': 'Hi Joe! 👋 I am sorry the app has not provided the support you needed. If you have any suggestions on how we can improve or if you have feature ideas that would have been beneficial for you,  please reach out to info@sanvello.com.  We welcome your feedback. ', 'modified': '2020-10-14T21:20:36Z'}",False,2020-10-09 21:05:17,Worth a try,It hasn’t helped me. You chart your feelings just let’s me see how sad I am all the time over long periods of time. The lessons are nice but really didn’t help.  I’m past the point of deep breaths and refinishing traps but for someone with mild anxiety or depression I think this would be good for them. As always there is a subscription which I don’t like but I guess you have to make money someone on these things. I just just don’t be sad and poor,Long dick joe,3,sanvello-anxiety-depression,922968861
"{'id': 18485178, 'body': 'Hi there!  Thank you for your feedback and your suggestion.  We hear you loud and clear!    🔊This functionality is actually on our product roadmap. 😎', 'modified': '2020-10-14T21:14:40Z'}",False,2020-10-09 18:52:04,Length of time,"I really like the sound options it has, however I wish the length of time to have them play was longer. I like to have the rain sounds play when I go to sleep but if my anxiety wakes me up I have to turn it back on. That requires me to wake up more to grab my phone to restart it and then try to relax again to go back to sleep. It would be nice if the sounds could play for at least 8 hours.",GCZach182,3,sanvello-anxiety-depression,922968861
,False,2020-04-29 04:44:54,Best self help app yet,"I have had many different apps for mindfulness and self help. This app by far is extremely helpful and realistic. These tools will help center you but the biggest thing is it helps you become the change u have always wanted. Give it a try, we all have some extra time now a days.",Cambam515,5,sanvello-anxiety-depression,922968861
,False,2020-04-02 02:13:51,Great app to get you through all times,"Thank you to the makers of this app especially during these strange times we’re experiencing right now . It is helping me to decompress from anxiety & stress during this time .
Thank you for your generosity in allowing us all to access this app and it’s exercises during the pandemic. It is a blessing!!!",Fr8t,5,sanvello-anxiety-depression,922968861
,False,2021-04-02 00:42:48,Extremely helpful,I was looking through Pinterest for apps to help with anxiety and came across this one. It has been such a blessing for me so far. I am better able to identify when I begin to feel anxious and use techniques learned in the app to cope. This happened after using it only 3 times. I’m so thankful!,DC756,5,sanvello-anxiety-depression,922968861
,False,2021-03-04 16:18:51,Great app 👍,This app is helping me through a lot such as anxiety depression etc. and it’s very helpful when I’m going through a hard time and this app gives you ways to calm yourself that I would’ve never known if I didn’t get this app and I would recommend it to anyone who’s going through anything.,eleven011strangerthings,5,sanvello-anxiety-depression,922968861
,False,2020-12-14 01:20:48,Mood tracking,"I started using Sanvello to track my mood, and it has helped so much! It helps me know when I’m on the verge of an anxiety attack bc I’ve been leading up to it for the past few days. It also sends reminders asking how I am, which remind me to take a step back and take care of myself that day.",Kshumwa5,5,sanvello-anxiety-depression,922968861
,False,2020-08-17 03:13:39,An essential tool for mental illness,"I’ve used this app for years and it’s helped me through my entire journey of realizing I need help to getting in a good place. I still use it from time to time when I feel stuck, and it still always helps! My favorite features are the meditations and the thought trap journals.",jessi-ann,5,sanvello-anxiety-depression,922968861
"{'id': 19627097, 'body': 'Hi there, thank you for your feedback. We are always looking for ways to support people in their mental health journey and we appreciate you sharing your experience.\n\nWe encourage you to reach out to us at info@sanvello.com so we can discuss potential options for you going forward. ', 'modified': '2020-12-08T19:05:48Z'}",False,2020-12-06 03:58:11,Trap,"I am someone currently suffering from severe depression. I was completing the first guided journey and actually feeling kind of better. Then all of the sudden there’s a paywall HALFWAY THROUGH the journey. What a cheap shot. I can’t afford Sanvello and neither is it covered by my insurance agency. Why get me attached to the guided journey and yank it away halfway through. I wouldn’t mind it if they advertised how you can only do x steps of the guided journey upfront, but they hide it until you get there. This is an awful thing to do with people with depression and anxiety, which is who the app is for!!",Hxhfkfkcjc,1,sanvello-anxiety-depression,922968861
,False,2020-07-15 19:44:22,Something for everyone,I really love this app! It has such a wide variety of tools to utilize - there is something in it for everyone. I personally have really loved the guided meditations and look forward to doing them daily. No other app I’ve tried has made me stick with my meditation practice before this one!,Wakingupsucks,5,sanvello-anxiety-depression,922968861
,False,2021-02-04 04:11:20,I was able to log in,"After a while of not able to log in I finally did it. Also I do like this app I might try it tomorrow and see how it can do for me, I might feel better or feel a little better and feel positive. Thank you who made this app I will try it and I might like it.",Enchantpenguin,5,sanvello-anxiety-depression,922968861
,False,2020-08-17 19:53:11,Amazing Should Check out!!,"Sanvello is amazing the free features are so much and I have Panic Disorder, I am a hypochondriac and I also have Death Anxiety and a lot of it is going away with this app I tried Calm but you get no free features on sanvello you get health,hope board guided journey and Meditation it has helped me Mentally and Physically this is a way better app then calm.",Make it FREE!!!,5,sanvello-anxiety-depression,922968861
"{'id': 2573729, 'body': ""Thanks for the kind words, we're so glad you're finding Pacifica helpful. Right now the best solution to what you're looking for is in fact the website, but I'll pass your suggestion along to my team."", 'modified': '2018-02-13T15:03:35Z'}",True,2020-06-09 20:46:14,a necessity,"I’ve been using this app for over 4 years to calm intrusive thoughts & keep me grounded- it’s so helpful for the quick everyday moods I feel like writing down. I know this app has tons of functionality, but I only ever use the mood tracker feature and it works amazingly well for me. thank you.",Gamer46782,5,sanvello-anxiety-depression,922968861
,False,2021-02-02 10:39:03,Love,"I have a lot of self help apps but this is my favorite and has enough features that it would be the only one I need. They all cost money but this one is affordable and gives you a 2 week free trial. I have severe depression and reflecting here has made me feel so much better. Group chats, journaling, mood tracker, etc.","Love, but price...",5,sanvello-anxiety-depression,922968861
,False,2020-05-01 04:01:41,Amazing,"I was skeptical about this app due to all the other apps that make you pay for basic mental help and nurturing. However, I am genuinely pleased with how often the app reaches out to make sure I am doing okay, and the quality of the questions asked to self reflect. Would recommend downloading!:)",Jelly bean164783246,5,sanvello-anxiety-depression,922968861
,False,2020-02-19 22:06:51,Chat Groups,I LOVE this app. It really helps getting to talk to other people with the same things as you and getting to help. But is there a way we could have a broadway forum or chat group? It could help and I know a few people who would love it. It’s just a suggestion but it’d be greatly appreciated. Thank you!,Queen_Ash148,5,sanvello-anxiety-depression,922968861
,False,2021-05-06 20:51:13,This program app saved my life during the pandemic when my counselor was not available,"I am so grateful for this particular software for counseling and wish that my insurance company would add it to its preferences because it really helps you stay sane and not suicidal. Thank you for all your support and input. Sincerely, Sarah Maynard",Reflection 2,5,sanvello-anxiety-depression,922968861
"{'id': 17105674, 'body': 'Thank you for taking the time to share your thoughts.   We are happy to help verify your insurance. In fact, we do this for users everyday!  Please reach out to info@sanvello.com for assistance. ', 'modified': '2020-08-05T20:11:43Z'}",True,2020-08-08 02:11:28,Helps during these times,"I previously wrote a review that I could not verify my insurance, but now that I have... wow. This app couldn’t have come to me at a better time. I’ve been dealing with anxiety and depression for almost 10 years now this app and external therapy, I’ve been able to see progress.",Shaprepenr,5,sanvello-anxiety-depression,922968861
,False,2020-06-15 17:13:30,My Mind,"Focusing on what is going on now is often a challenge. This program helps me to organize my thoughts, take time to investigate what is bothering me and create ways of turning it into a positive thought. It helps me to create a new plan that is more helpful than a rerun turning negative. Also,the meditations reinforces the positive thoughts.",1957 Still Learning,5,sanvello-anxiety-depression,922968861
,False,2020-04-22 06:15:28,This Went above and beyond!,I struggle with a lot of mental problems. This app has been a real help with this. I currently can’t afford the money but even without buying anything or spending any money I’m able to go through many helpful things. This app is a lifesaver to so many! Thank you!,Dragon_Heart1,5,sanvello-anxiety-depression,922968861
"{'id': 18651742, 'body': '👋Welcome to the Sanvello community!  We are glad you are here.', 'modified': '2020-10-22T22:00:47Z'}",False,2020-10-11 22:48:40,This helps me with mental health like my anxiety!,"I’m currently trying to get therapy but have to go to the doctors and all of that but this helps me so much with anxiety, the activities, the stories other people tell so you can then relate, and a lot more! Thank you so much for making me think that my life isn’t useless. :)",anxiousbatz,5,sanvello-anxiety-depression,922968861
,False,2021-03-27 04:10:59,This is awesome,"Honestly, I was convinced that this would be another app that says “We help with anxiety” and have no real results . BUT THEY DO !!! After just a few weeks of using this , I’m starting to see progress. It helps you get out of the loop by using CBT through it all. It’s worth the time and practice.",Key.21,5,sanvello-anxiety-depression,922968861
,False,2020-08-05 12:47:56,Check in on me,It was very nice to get daily question pop up asking how i am doing.  Really made me stop and reflect that this program helps me and it is very nice even though i am too busy to do the exercises however i am doing better which i can pause and see.,MickSCC,5,sanvello-anxiety-depression,922968861
,False,2021-01-18 23:41:55,Anxiety,It’s not easy dealing with life long anxiety and find it hard to do cognitive therapy. With the app it’s simple to check in and work the program. I’ve just started two weeks ago and looking forward to have this program always available,mttrim,5,sanvello-anxiety-depression,922968861
"{'id': 20736972, 'body': ""Thank you for your feedback. We apologize that the service wasn't what you were looking for. Coaching does become more personalized as they become more familiar with your needs, and it allows members to attend live coaching classes that provide deeper engagement in the app's self-help material. Please do let us know if you ever have any questions or additional feedback by emailing us at info@sanvello.com."", 'modified': '2021-01-29T16:50:56Z'}",False,2021-01-27 19:05:56,Good for a free app,"This app is decent if you just stick with the free version of it. I am in the middle of the 14-day free trial of the $50/month premium services including coaching and the ""coaching"" is absolutely worthless unless you only have long long long term goals. My coach only texts once per business day (as is the required minimum) and it has been vague nonsense most of the time, rather than actual advice or solutions.",NotWorth50PerMonth,3,sanvello-anxiety-depression,922968861
,False,2020-07-05 13:27:41,My new app,"I stumbled upon Sanvello recently and it has become my go to for mindfulness and peace. I struggle with anxiety and worry and every day I try to gauge my mood, do some meditation and track my feelings. It makes me happy to have a good day and know that others are working through their days. Good luck to all!",bmalin,5,sanvello-anxiety-depression,922968861
,False,2020-06-17 16:58:04,Such a helpful app!,"I started using this app during quarantine (since premium is complimentary). I’ve been using it almost everyday. The features are awesome. And it has really helped me become aware of my thoughts, & move in a positive direction. For anyone out there who is struggling with stress and/or anxiety, THIS app is it!!",Emma J Cool,5,sanvello-anxiety-depression,922968861
,False,2020-03-28 16:22:42,So helpful,This has been incredibly helpful in a time of crisis. I have continued to use it as a daily way to to track myself between therapist appointments because I’m not good at doing these things on paper. I love that everything is in one app with reminders. I love the app. Highly recommend.,EMA P22,5,sanvello-anxiety-depression,922968861
,False,2021-02-15 22:19:27,Breathe of Fresh Air,This app was made available through work benefits to support us through this pandemic. This was honestly something I needed but did not know how to get. It is very easy to use and there is no pressure to do anything. It is all at your pace and comfort level. Truly helpful.,DevilTigerHKc89,5,sanvello-anxiety-depression,922968861
,False,2021-07-03 02:41:01,Awesome,This is outstanding and incredibly useful program to help in anxiety reduction. Interactive and impeccably designed. I can’t wait to go through it again. Thank you!  Very helpful and a much needed saving grace for a time I was desperate and at my lowest. I now have hope for a better tomorrow.,Aleutia99,5,sanvello-anxiety-depression,922968861
"{'id': 22289136, 'body': 'Wow!  Thank you.  This 👆🏼 is why we do what we do.  This type of feedback keeps us motivated and focused on creating fabulous content. We are so glad that the app has been a ""Life Saver"".   Be well!', 'modified': '2021-04-16T17:35:58Z'}",False,2021-04-14 21:54:17,Life Saver,"This application contains a wealth of resources that has helped me manage my anxiety and learn coping skills I haven’t acquired in the numerous therapy sessions I’ve gone too over the years. 

I’m grateful and encouraged; healing everyday and this application, it’s content creators and contributors are to be thanked as they have been instrumental in my healing journey.",LovesAnswer,5,sanvello-anxiety-depression,922968861
,False,2020-11-10 01:07:45,Am throughly enjoying the app so far!,"I am throughly enjoying this app. Did not have any idea whether it was going to be good or not. I began a couple of days ago, and am already feeling like I’m getting insight into myself. 
I’ve had no problems so far, so far I would say that I love this app. Thanks!!!",LadyT131,5,sanvello-anxiety-depression,922968861
"{'id': 21847338, 'body': ""Thanks for your review, we're very glad to hear that Sanvello has been able to help you cope with your anxiety! Please contact us at info@sanvello.com if you ever have any questions or feedback for us moving forward."", 'modified': '2021-03-24T18:53:41Z'}",False,2021-03-23 08:16:50,So far it’s amazing!,"Honestly, just a few weeks ago I was crying in the corner of my room having an anxiety attack asking myself, “What am I supposed to do?” Over and over again. But now, I have less anxiety attacks and I feel more relaxed now that I can vent and relate to other people. This app has helped me a lot and I am truly grateful towards it!",Butter_.Toes,4,sanvello-anxiety-depression,922968861
"{'id': 20094584, 'body': 'Hi there, thank you for your feedback. Please do contact us at info@sanvello.com so we can take a deeper look into this issue to see if we can find a resolution.', 'modified': '2020-12-30T22:20:43Z'}",False,2020-12-27 21:13:20,Keeps freezing,"I really like this app. I especially like the health section where you can create daily goals. The only flaw is that whenever I try to create a new goal in the health section, the app freezes. I have to swipe up to remove the app, and then tap on it to open it up again. It’s super annoying. If the developers can fix this bug, the app would be golden.",flipkoala,3,sanvello-anxiety-depression,922968861
,False,2020-11-08 18:16:48,Amazing,I’m not really into apps like this but I feel like this has helped me tremendously within just a couple days of use. It reminds me to take a little time to just reflect on how I honestly feel. This app is just for me so I feel safe in using it. It’s been nice and I appreciate it a lot.,tfloooooo,5,sanvello-anxiety-depression,922968861
,False,2020-06-28 04:20:50,A light in a dark moment,I have been looking for an app where I could access the tools at a low price due to losing my job to COVID and then this app came around and they are offering free services during the pandemic. That is just so amazing and I am so grateful.  This is truly helping. Thank you,Dlackslack,5,sanvello-anxiety-depression,922968861
,False,2020-06-09 00:23:55,Really Helpful for Tracking Mood Swings,"My therapist recommended this app to me to track my mood swings and it’s a great tracking app with the option to track multiple moods throughout the day, along with the option to meditate and other things to help with self care.",allratsarebi,5,sanvello-anxiety-depression,922968861
,False,2021-03-11 19:23:53,Unexpectedly helpful,Based on a coworker’s recommendation I downloaded the app. Without expectation I completed the initial questions. I must say the recommendations offered by the app gave me a meaningful and helpful experience. I will continue to use this tool and may recommend it for my family!,JETWST,5,sanvello-anxiety-depression,922968861
"{'id': 20537515, 'body': 'Thank you very much, we appreciate your thoughtful feedback and are glad to hear you are enjoying Sanvello! I will share your experience with our product team for them to consider when creating new designs and activities in the app. In the meantime, please feel free to contact us at info@sanvello.com if you have any questions or recommendations for ways we can improve the user experience going forward!', 'modified': '2021-01-20T21:11:38Z'}",False,2021-01-18 15:30:50,Great App But A Lot To Pat Attention To,"This app is awesome! However if you’re really deep into an episode of depression, feeling unmotivated and unfocused is a huge side effect. Therefore all of the different things to navigate through on the app can feel daunting and overwhelming so you just end up closing it because it’s too much to pay attention to.",Jay-Sea10,4,sanvello-anxiety-depression,922968861
,False,2020-01-22 19:38:14,Wow,"This app has been incredibly helpful in tracking my mood, determining how to improve and process and move on from negative thoughts and emotions as well as giving hope and positive replacements. It helped me a lot to retrain those negative “nothing is right” statements into something positive and constructive.",Gtg babies,5,sanvello-anxiety-depression,922968861
,False,2020-05-23 08:01:21,Life changing,"I got this app today and just use it it for an hour has already changed my mood, my focus, my hope in all good ways. This is the best self care /
Meditation app ever it’s so relaxing and easy to use . Can’t wait to continue my new journey with this app.",nenenennrem,5,sanvello-anxiety-depression,922968861
"{'id': 10383031, 'body': 'Hi there!  Thank you for the positive feedback.  Our product team is working hard to add more features to the app.  Stay tuned for future updates! ', 'modified': '2019-08-27T19:13:14Z'}",True,2020-02-08 16:04:35,Suggestions,Can you guys please create a way to track within the app your resilience score and your levels of depression/anxiety/stress? Otherwise what’s the point in having them? Also the link to submit suggestions doesnt work and I would love to submit anonymous suggestions to the team b/c I do like this app and think it has great potential. I like it more than Calm for sure,b00mb00mb33pb44p,3,sanvello-anxiety-depression,922968861
,False,2020-02-21 19:02:29,The volume bar,"The volume bar has to be moved higher. It’s close to the swipe up home button and it’s
Impossible to change the background audio. All the buttons are at the edge of the screen. Please please please fix.",FrankLuciano,5,sanvello-anxiety-depression,922968861
"{'id': 17897195, 'body': ""Thank you for the testimonial.  We love hearing how the app is improving people's lives. "", 'modified': '2020-09-15T20:33:20Z'}",False,2020-09-14 12:15:19,This helps for negative energy,"I had a lot of anxiety, had no idea how to fix it, and wondered if this will ever stop. Well, this app helped. It may have strict guidelines, but its there to keep the community on track. If you feel like you have negative energy, download the app!",NinjaDon12,5,sanvello-anxiety-depression,922968861
,False,2020-04-24 10:27:40,Achieving better days,I’m a nurse who has dealt with job-induced anxiety and depression in the past. I’ve tried just going to a counselor and just meditating in the past. This app guides me through creating better habits and setting goals to overcome anxiety and depression and intentionality for better days!,Cari Buul,5,sanvello-anxiety-depression,922968861
,False,2020-08-17 16:07:40,Best app ever,"I was dealing with sever anxiety and I had NO idea how to control it, I didn’t know what else to do. This app honestly saved my life. I have learned so much over these few weeks from this app and I have noticed a difference in my anxiety dramatically. Bless whoever made this amazing free app 💖",kipperdo0dle13,5,sanvello-anxiety-depression,922968861
,False,2021-05-03 06:47:40,Thank you.,I don’t know exactly where this program Came from. But it is a blessing. It showed up at a very low point in my life. It has helped me a great deal. I wish I could afford the full program but finances are a little tight. Thank you.,pjspetals,5,sanvello-anxiety-depression,922968861
,False,2021-03-06 00:13:25,Amazing,"The only app I’ve ever reviewed because it’s that good.  Wherever I feel anxious or maybe just off, I remember I have this app and I can immediately start working on what I need help on. I wouldn’t recommend any other app for mental health.",Von Gabriel,5,sanvello-anxiety-depression,922968861
,False,2020-08-05 13:11:56,Innovative and calming!,This app is a great way to begin my day! It’s fresh and has a beautiful atmosphere that also includes helpful tools to monitor my mood or to help see what’s going on with my mood so that I can use the provided tools so that I can make needed changes!,dnright,5,sanvello-anxiety-depression,922968861
