userName,isEdited,rating,title,review,date,app_name,app_id,developerResponse
Raygirl27,False,5,Daily improvements!,"Love seeing the growth on a week to week basis, sometimes even a day to day. When a habit settled and implemented, it feels really good. I’m grateful there are some healthy apps focused on improving quality of life. I needed something like this. Worth the money if it can better my life for years to come. Only paid once for life too. I’m looking forward to seeing how much more I can learn, and who I could be in a few years or even next. Pretty neat. Five stars.",2021-02-01 21:51:56,fabulous-daily-routine-planner,1203637303,
Sydney Le Bouf,False,3,Good but could be better.,"My issue is that it isn’t structured or intuitive enough. I find the app slightly confusing, because I don’t know if/when I’m supposed to click on different things to proceed on the “journey” it lays out. 
Maybe it’s my age (40) —I guess the app is designed for young people who find it really intuitive. (But I’m not new to using apps, either!) I think I would get more out of it and find it more helpful if it was just super straightforward and structured—do this thing today, click here now, here’s what you do tomorrow, now check it off here, etc.",2021-02-09 04:56:51,fabulous-daily-routine-planner,1203637303,
777ilikepie,False,5,Pretty great!,"I like it so far! I have only had it for a couple weeks but it send you notifications to make sure you’re doing your daily routines and such! And there is quite a lot you can do without premium! It even has daily plans, workouts, getting productive, coping with serious addictions and more! I really enjoy it so far!! It’s really motivating! Highly suggest you get this app! Even if you just want to start a daily routine or workout!",2021-06-17 15:51:31,fabulous-daily-routine-planner,1203637303,
Ajot2021,False,5,HELPS MENTAL HEALTH!!!,"This app is simple to use! It makes you feel good about yourself! It helps your mental health by reminding to take care of your self! Drink water, eat , take a breather and so much more it helps you be a better person and build habits! This app should get rated more than 5 stars! I really like this app and I have only been using it for a week and it’s already some of my stress in life more bearable 
This app is definitely something you need to have downloaded",2021-05-29 17:10:54,fabulous-daily-routine-planner,1203637303,
Qties😚,False,5,Love this app!,"They have great content! To push you every single day, love the way they organized the journeys! It takes time to accomplish your goals and journeys because they walk you through one step at the time. However for me that’s actually great because you don’t feel overwhelmed or like you’re doing too much. It is easier and definitely something anybody could achieved 🙌 thanks a lot fabulous 🤗",2021-05-16 15:19:51,fabulous-daily-routine-planner,1203637303,
VenomousKate,False,5,Best Motivation App I’ve Tried,"This app is joyous. I don’t k ow how to describe it better. It is affirming and helps you see yourself and your efforts to earwax your goals in a positive way. Unlike other motivational apps, something about this one makes me enjoy using it. I look forward to checking my day’s progress and adding new goals, rather than scrambling to get annoying notifications off of my screen. And the insight provided is fantastic — even the occasional corny rhymes.",2021-04-28 04:44:31,fabulous-daily-routine-planner,1203637303,
imprezznu,False,5,Just what I needed!,I’ve been wanting to set up healthier habits and routines but just simply making a to-do list wasn’t cutting it. I love the way Fabulous breaks down my big lofty goals into small manageable steps filled with encouragement and lessons along the way. I love the communities that are available with daily pledges to certain goals and the aesthetic of the app is wonderful and calming. I 💯 recommend getting this app if you’re wanting to have positive change in your life ❤️,2021-02-20 17:45:30,fabulous-daily-routine-planner,1203637303,
EWFut,False,5,Really helpful so far,"Going into it I thought it was just another stupid app that I saw advertised by someone and that it wouldn’t help me in anyway, but it ended up being very helpful for me. I have struggled so long to be organized and to form good habits and I felt that I was stuck in this rut of doing nothing and having no motivation. Through this app though, I have been able to find the good in the little things and I enjoy using this app everyday.",2021-01-28 05:18:53,fabulous-daily-routine-planner,1203637303,
MsJinny,False,5,Beautiful and well researched,"I like to set goals, but often don’t meet them. I start off strong and then let it just kind of fade. The good thing about Fabulous is that they won’t let you start off and be overly ambitious. Ridiculously easy goals to start and then they add just a little more. The idea is to boost your confidence so you know you really can complete a goal. 
Additionally, the app has a beautiful interface and many self-care moments. It’s just what I needed.",2021-01-09 23:15:36,fabulous-daily-routine-planner,1203637303,
hammondfive,False,4,Pretty great!,"I like a lot about this app and it’s working for me so far. It’s not obtrusive. The elements were chosen and designed with care. Not only can I customize how much and what I take on, the app (wisely) encourages moderation. The app is clearly designed for a certain, more privileged, segment of the population. As such, it is missing powerful dimensions that would tap more fully into my spirit and motivation. Perhaps there will be some evolution there. Nonetheless, of the many habit/health apps I’ve tried, this is the first to hold my interest for this long.",2021-03-13 15:13:18,fabulous-daily-routine-planner,1203637303,
Codi Anne,False,1,Life long prescription?,"I had this App when it first came out. 
I went a year without it. 
Life was better when I had it. I was better, focused, happy, productive. 
  I thought I could do it on my own. 
My good habits slowly slipped away and I found myself lacking. 
My life was missing something. 
It was this App.
I didn’t realize how much using it helped me stay on a healthy path. 

  So I reordered it and I am glad I did. 
I payed for a year of Prime however 
I am considering the life long subscription. 
  I will probably live longer because I enjoy using this App. 
  I no longer waist time on social media. 
I still enjoy “screen time” however 
I prefer to focus on me and my life . 
  Self-love. It is a thing some have to seek out. I am one of the some who have dedicated most of my life to caring about and taking care of others.  
  Fabulous is ME time. Time to focus on my hopes and desires and it has become a foundation on which I stand. 
  MY goal is to become the best version of me that I can possibly be and grow gracefully into a new mature me.",2021-02-07 19:01:45,fabulous-daily-routine-planner,1203637303,
mariah93928,False,5,It truly is helpful,"Between my busy college schedule, work, volunteer, and tons of other things, it’s easy to get caught up in what your doing without giving paying attention to your well-being and health. Especially in the pandemic, our wellbeing has become more important than ever. This app truly is wonderful in that it helps to build positive and healthy habits while also making sure to work with your schedule. I love it!",2021-02-09 19:26:45,fabulous-daily-routine-planner,1203637303,
hehehhehehhehe,False,5,I totally recommend,"I am in high school and these are really hard times so this really great to help me remind my self to do thing, to work on my physical and mental health, and unlike others this app still slows you to do things and get satisfied with this app without upgrading it to premium, because it is so annoying to find an app that has so many benefits and is aesthetically pleasing, and have a catch that you have to pay so I am really loving this app❤️🤩",2021-01-06 01:06:16,fabulous-daily-routine-planner,1203637303,
libutler,False,5,Feeling Fabulous!,"I’m currently 4 days into the free trial and really enjoying the app! It’s been super easy to use. I love that I can set specific alarms and general reminders. As a stay at home of two littles I tend to lose myself in the daily todos. Using this app has aided me in becoming more mindful of taking care of myself in short bursts throughout the day to keep myself going without burning out.
I will be paying the $40 to keep the app after the trial runs out!",2021-03-05 03:38:55,fabulous-daily-routine-planner,1203637303,
KITKAT844,False,4,Love the app,"I just got the app and I must say I do love it, but when I downloaded it, it showed me an option to subscribe to this monthly, which was 3.99, not bad. I can do 3.99 a month, but I can’t afford to pay the yearly price a week from now. I would love to find out where to do the monthly subscription if they only show it once, and I was unsure about the app when I downloaded it but now that I’m sure I would want to subscribe, I can’t find the option that I’m able to afford at the moment",2021-04-10 16:09:06,fabulous-daily-routine-planner,1203637303,
QuantumHappy,False,5,Happiness is possible,I’ve struggled with the idea of self care my entire life.  I was so used to caring for everyone else from my childhood on that there was no time left for me.  Now I’m making me a priority and the anxiety that I’ve dealt with my entire adult life is beginning to fade away.  I like having a routine that nourishes me.  I go to bed excited about the next day and I wake up looking forward to tackling whatever the day throws at me.  I think I might be heading toward happiness.,2021-01-20 16:05:45,fabulous-daily-routine-planner,1203637303,
SeCamm,False,5,Very beautiful,"This app and its contents is what I’ve been looking for! A group where I can express myself and not be judged! This app has been nothing but a blessing! Ive beaten what I thought were impossible challenges and the have become muscle memory! If you are looking to change your life, lifestyles, nasty habits (because I’m a smoker) I encourage you to join our Fabulous group! I’m still enjoying my 7 week free trial but I know I will purchase! It’s to good not to!",2021-06-29 17:06:20,fabulous-daily-routine-planner,1203637303,
them djdmd jjdmd,False,5,APPsolutely Fabulous!,"This app is absolutely fabulous! Seriously, the app is called fabulous! I think that this is a cool app for when you’re trying to start something new. When you wish to better yourself! This is one of those self-care apps that does a little more than just asking how your day was. I think this app is awesome and I definitely would recommend it to a friend....if they were ready to start on the mental health topic (R.I.P. them 😒)",2021-04-12 16:10:31,fabulous-daily-routine-planner,1203637303,
momof3az928,False,5,Love this app!,I love this app! And I have to yet subscribe to unlimited but so far is great! It has several ways to challenge yourself depending how what you are looking to achieve. I love doing their challenges and the app keeps reminding me throughout the day to get them done. It always keeps everything positive and there’s articles you can read about self care and self growth. I would recommend this app to everyone! That’s why i rate this app 5 stars❤️,2021-02-04 00:50:23,fabulous-daily-routine-planner,1203637303,
Burgersaurus,False,5,Motivational!,"This app has motivated me to drink a glass of water first thing in the morning, and to eat a healthy breakfast. I have been using it for about a week and a half now and I know that there is much more in store. It eases one into doing more healthy things as they progress. This is exactly what I needed to push me in the right direction. My partner has been trying to get me to drink more water for years now and is amazed that this app could get me to do it.",2021-02-20 19:21:56,fabulous-daily-routine-planner,1203637303,
Whallabie,False,5,Invaluable for my ADHD,"Routine is incredibly difficult for me to form and hold, and it’s also one of the most important ways that I can care for the particular needs of my mind. 

The slow and careful building of habits and routine that this app aids with, and the holistic way it helps me engage with the process has helped me do an incredible amount of work for my health in fairly short order.

Highly recommend it for anyone with similar problems!",2021-01-28 15:59:32,fabulous-daily-routine-planner,1203637303,
floridaamanda,False,5,Life changing!!!!,"Fabulous has been instrumental in assisting me to make tremendous life changing habits. Use it daily and TRUST them...I say “them” because it’s like I have a team or family supporting me and teaching me the right way to make permanent change. I wanted to go much faster than the system was going and had to slow down, breath and trust that they knew something I didn’t!! It’s working...go for it and enjoy the fabulous new life you create😍🥳🤩",2021-01-15 09:58:13,fabulous-daily-routine-planner,1203637303,
gianna hamm,False,5,Cool App,"This is the first review I have written for an app, but I have been using it for three days and love the pace of the app along with the psychology behind it. I am the type of person to want to change, be productive, my best self, etc.- but after a few days my motivation is gone. This app really helps to slowly build habits over time and makes you rethink your behaviors to change in the way I have always wanted to!",2021-06-24 14:50:07,fabulous-daily-routine-planner,1203637303,
AngelaStbr,False,5,This app is FABULOUS,"Pun intended! Productivity, self-care, meditation, and so much more all wrapped up into one. I would recommend this app everyone, and since I can only speak for myself, I would especially recommend this app to anyone who is in the same position I had been stuck in for a long time, already thinking about changing some habits and needing the extra push to break your goals up into manageable easy-to-follow steps.",2021-04-27 07:45:10,fabulous-daily-routine-planner,1203637303,
_WolfSpirit,False,1,Never mind if you work midnights,"I heard good things about this app so downloaded it to check it out. I was so close to actually keeping it and trying it. But then I saw that it, like so many other thoughtless apps, force timeframes on you that you can’t customize. It allows you to customize your wake up time but not the ‘end of day’ time. No. My end of day is not 2am. It’s 10am. I work midnights that’s why I wake up at 6pm. But this app doesn’t allow you to adjust for that. Therefore this app is useless to me and immediately being deleted. I was so excited to try to start making decent habits but if you’re gonna say you’re customizable then be customizable.",2021-05-12 11:05:45,fabulous-daily-routine-planner,1203637303,
MimiKMill,False,1,Beware - they make it very hard to cancel the free trial,"I downloaded this app and within a couple of days decided it wasn’t for me and tried to cancel my subscription. The Apple store had no option to cancel, so I did it through the app. I believed the cancellation had been submitted but noticed the subscription still appeared in my Apple store (still with no option there to cancel). I though this was just a glitch that would be resolved. No—I was charged $44 and now am stuck with a years subscription to a dumb app. :( customer service was no help, they just have a useless refund form that directs you to Apple customer service.",2021-02-03 18:19:16,fabulous-daily-routine-planner,1203637303,"{'id': 21377388, 'body': ""We're sorry to hear about your experience. If you'd like us to investigate further, then please reach out to us with further details by completing the form after emailing hello@thefabulous.co or sending feedback from in-app (Tap the Profile Icon, then Help and Feedback) We apologize for any delays."", 'modified': '2021-03-01T18:50:11Z'}"
bratsgetspankings,False,5,Great,I’ve only had it 2 days but I will write a further review. I chose to start this the day my church started learning about revelation. Revelation and the repenting I’ve done really woke me up to the truth that I’m not a great person. (I use to be) but lost my ways. The first routine I made was wonderful. I did yoga in the morning along with some light reading and journaling. Ate a healthy breakfast and can’t wait for this to wake me up again with those gentle reminders.,2021-01-11 20:14:50,fabulous-daily-routine-planner,1203637303,
Takkymoo,False,5,Fabulous is FABULOUS!!!,"I tried the app in its beta phase and it was quite decent but I couldn’t stick with it. Whether that was due to my own laziness or the app I cannot say. However, this time around the app is much more robust and I’m finding it very easy to follow the prompts and adhere to my daily routine. I love that it starts with such simple habits like drinking water each morning and only adds on as you feel established in each new routine.",2021-06-13 15:31:18,fabulous-daily-routine-planner,1203637303,
AmIsNess79,False,5,"The best App of it’s kind, a true lifesaver❤️","Fabulous is exactly what I needed during a time of change and uncertainty. It helped me through severe anxiety, and taught me to remember the me I really am and am capable of being in this moment, right now, and to be okay with it. It showed me how to embrace my self-worth and embody confidence in some of the most fearful events of recent times. I would recommend the premium version to anyone, it is definitely worth it🙏🏻",2021-02-04 02:37:13,fabulous-daily-routine-planner,1203637303,
eisfjshfuehdh,False,1,"Do not download , it takes your money","So I recently downloaded this app and subscribed to a 7 day free trial. After 3 days, I decided to cancel it, because it wasn’t helping me as much as I thought it would. I had a significant amount of money in my account, and as soon as I unsubscribed, all of it was gone. I searched online, and did pretty much everything to my ability, and it was all leading back to this app. Take a look at the five star reviews for yourself. Those don’t  even look like real people commented those, just bots. If you don’t want all of your apple money taken away, do not download this app, because it will surely empty out your account.",2021-05-09 18:56:05,fabulous-daily-routine-planner,1203637303,
Shalomgracelove,False,1,Used to be good,"I was obsessed with this app when it had started out. I was hooked and had been doing great with my habits. The UI was amazing. The functionality and aesthetic were so well done. Only certain extra things were behind a paywall 

And then... Suddenly nothing actually useful could really be done anymore without paying for it. I was no longer able to keep my current schedule of habits. The functionality felt less accessible and more confusing. Overall it just became so much less appealing and helpful. I’ve now found better productivity apps. 
But nothing will top Fabulous in its early days. :/",2021-01-09 23:50:45,fabulous-daily-routine-planner,1203637303,"{'id': 21377149, 'body': ""Thanks for your honest feedback and we're sorry to hear this. We're constantly working to improve. While the Free Version is limited, we still offer 5 Journeys, 37 Challenges, and several Guided Trainings for free. If you have further feedback, then feel free to share by completing the form via hello@thefabulous.co we'd greatly appreciate it!"", 'modified': '2021-03-01T18:33:52Z'}"
Boo Boo kitty F!,False,5,It works,I don’t know why this one is better. I’ve tried two other apps that said they worked but they just weren’t for me. I need structure short term goals and gentle reminders. This exceeded my expectations. It’s not hard to use it can seem a little disorganized and it’s presentation but they are constantly making improvements and welcome feedback. With any other shortcomings it’s still producing results. I’m happy,2021-06-04 14:38:50,fabulous-daily-routine-planner,1203637303,
hw6363,False,5,Great app,"Similar to some (video) games, this app allows you to become part of it in a way that’s magical, scientific, and challenging. The difference is you are the player and the game does not end. The game is your life and how you live it. Mixed with great voices, imagery, quotes, poems, and tasks, it’s like The Hero’s Journey one excepts (or not) without feeling overwhelmed. Sometimes journeys are thrusted upon us, other times choices r involved. Baby steps is the key to this app and I love it.",2021-04-29 18:56:21,fabulous-daily-routine-planner,1203637303,
Scrumble123,False,3,Too many bugs for simply counting the days,"I really like the app and I mainely use it to count the number of days in row I’m staying consistent with a routine.

Unfortunately, the app does a real bad job at counting the days. It will skip some days even though I checked them (and I can go back up to 7 days and actually verify that it was indeed properly reported, but the Golden Triangle diagram would show it as a miss).

It’s frustrating because you cannot edit the past days when the software does that kind of mistakes.

I contacted support a couple of time about it and it took forever for them to give me a half baked answer. I don’t think they care about that issue.

Edit: after a few more months of using, the bugs are not improving. The counting of the days is all over the place. The app helped me, but I won’t be renewing because of that major flaw.",2021-06-03 00:19:23,fabulous-daily-routine-planner,1203637303,
AunteeKareen,False,5,Great app for building habits,"I seriously have struggled with creating good habits my entire life. I thought I was lazy, but turns out I just didn’t have good coaching. I had considered life coaching but was prohibited by the expense. Fabulous has made making small sustainable change doable and affordable. I love that it doesn’t take up much time in my day but makes a powerful impact in a short time. I’d recommend it to anyone struggling to create change.",2021-04-12 04:45:05,fabulous-daily-routine-planner,1203637303,
bugnoises,False,2,Visually/audibly overwhelming,"So this app is nice in theory, but it's REALLY visually and audibly overwhelming - there's so many bright colors, movements, and sounds and I couldn't handle it. If you get overwhelmed by that kind of stuff pretty easily I would probably look for a different self-care app. Even when I turned my sound off it was really visually overwhelming and cluttered. I'm sure this is a great app for a lot of people but it didn't work for me. Also I'm not really a subscription kind of person and I think there are other self-care apps that have a lot of the same base functions without the payment.",2021-04-17 19:47:26,fabulous-daily-routine-planner,1203637303,
IntrovertInspired,False,5,Enjoying it!,"The app is still new to me but I’m enjoying it. Sometimes you have to cut through some of what’s offered to get the benefits of the stuff that matters to you, but I’m finding the more I customize it, the more I like it. Still in the trial period and not sure if I’ll pay for the whole year... if there’s no option to pay monthly I may let it go, but we’ll see how I feel at the end of the trial.",2021-04-01 13:24:53,fabulous-daily-routine-planner,1203637303,
Marie_CH,False,5,Amazing app!,"Fabulous truly has to be the best app I have ever used. There are so many journeys and paths you can choose, therefore customizing this improvement journey and really making it your own. 

The app itself does take a bit of time to become acclimated to. I enjoy this feature- to me, it feels a bit of a choose your own adventure book!! Take some time to explore and you will not be disappointed!",2021-03-06 13:18:54,fabulous-daily-routine-planner,1203637303,
Insta: StyleMeRebel,False,5,Invest in yourself!,"I really love this app. When I first heard about it a year or more ago, I hesitated because of the price. 

But last week I was ready to make change to see more improvement in myself, so I found this app again. I’m so I love with it & I don’t think I’ll ever delete it. I look forward to getting on the app every day. It’s worth it!! So much personalization to make it feel like your pocket accountability partner!",2021-02-22 03:25:26,fabulous-daily-routine-planner,1203637303,
bttae,False,5,Making Me Fabulous!!,"I’m only 15 and just recently started using fabulous three days ago but I already feel completely better about not only my living environment ( now that I’m starting to get the hang of keeping it clean more often), but my mental status. There’s more along the way and I’m even doing more chores to earn money to pay for premium. I would sincerely like to thank the developers for this app!",2021-01-13 02:24:35,fabulous-daily-routine-planner,1203637303,
Gisele Audrey,False,5,Love it !,"at first it was another app on my phone i planned to use but didn’t. the moment i was ready to take my life in my own hands is when i realized how great this app was, i shared it with my best friend and she love it as well. still considering if we should pay or not since some things are available without having to pay. if you’re reading this wondering if you should download it’s the sign !",2021-05-25 14:25:09,fabulous-daily-routine-planner,1203637303,
britneeee,False,5,Just something about it..,I can’t put my finger on why but there’s something about this app that makes me feel so much better every morning. I have just started using it but the small steps make me slow down and enjoy my time to myself. I’m so excited to see my next goals and what I’m capable of. No other apps have been this good at hooking me before and actually keeping me on track.,2021-05-02 02:07:56,fabulous-daily-routine-planner,1203637303,
veggiesaur,False,5,Gentle Encouragement,"I splurged on a Fabulous subscription during a really rough time. Work was extra stressful, my mom had just been diagnosed with cancer for the second time, and I was falling into some really unhealthy patterns in my struggle to cope. The gentle encouragement offered by the daily coaching messages and the slow layering of healthy routines were exactly what I needed to shore up my inner resilience so I can be my best for my coworkers and my family when it matters.",2021-03-23 19:17:16,fabulous-daily-routine-planner,1203637303,
Rocket J,False,4,Fabulous is fabulous.,"I’ve only just started this and I am very impressed with all the features, graphics, music and natural sounds throughout the app. I am finding it a bit difficult to find the proper “path” through all the various routes and levels, and over the weekend I “fell off the Fabulous wagon” mostly due to the changes in my sleep times. So I’m really sort of beginning over again. I’m going to keep at it and evaluate my progress over time. I’m optimistic.",2021-03-30 02:37:03,fabulous-daily-routine-planner,1203637303,
Woj12389,False,5,Great app :),The first time I downloaded the app I couldn’t find the motivation to actually start the things it was talking about but it wasn’t the apps fault I was going through a rough time and didn’t /want/ to get better but now that I’ve committed to bettering myself I love this app so much and the storyline keeps me endlessly motivated. The graphics are adorable and I really enjoy the small pictures after you finish a goal ^-^,2021-01-14 14:01:25,fabulous-daily-routine-planner,1203637303,
sheismayhem,False,5,Sheismayhem,"This app really makes you want to come back and check off your routines so you can see your guy go up the map, read the nice quotes, read interesting articles, and just make you feel great and motivated by just doing the most simple of things! I really like that you also have challenges and different options to click on to meditate, or exercise, or focus, etc 
Really great app",2021-01-30 18:22:29,fabulous-daily-routine-planner,1203637303,
Bnsmithson,False,1,DO NOT TRUST FREE TRIAL,"I signed back up to give this app a try 2 days ago. It seems like a lot of changes had been made since the last time I used this app, over a year ago. The “Free Trial” is a lie. It says the trial is free for 7 days and as long as you cancel in that time you will not be charged. I downloaded the app 2 days ago and today I woke up with a $40 charge to my bank account from this app. I was actually enjoying it so far, but I haven’t gotten very far with it. I was debating about whether I felt it was worth the cost and now I’ve been charged and apparently I have a year long subscription. I’m deleting this app and contacting the developer.",2021-04-04 23:24:58,fabulous-daily-routine-planner,1203637303,
Joyerrr,False,4,"Love this, but hate that...","I really love this app but it’s kind of annoying to not be able to turn off the afternoon routine. I don’t need it because I can’t setup a routine for that part of my day with my position. So, getting notifications to start a routine for that part of the day just causes more phone commotion that isn’t necessary. Also, the app always shows notifications but there’s nothing unchecked when I open the app. This happens on multiple devices.",2021-01-28 05:26:53,fabulous-daily-routine-planner,1203637303,
SaviorOfTheBroken,False,5,AMAZING,"i love how personalized the app is and how it creates a journey that’s right for you. it starts with small habits which progress into full routines over time, building long-lasting healthy habits. this app actually makes me want to continue using it because of how motivating it is. EVERYTHING is perfectly designed and helpful. the only thing is that some features are restricted without premium, but that’s just a minor inconvenience.",2021-06-12 03:29:44,fabulous-daily-routine-planner,1203637303,
JayCher Davis,False,5,A Great app for personal growth,I been actively using this app for about a little over a week and I can already notice a difference in myself…..it helps me keep up with all three of my routines and makes me feel better about myself…..another thing I love about this app is if I forget to mark down my routines of let say nighttime I can always go back the next day and mark is so I don’t mess up my streak,2021-05-06 18:53:14,fabulous-daily-routine-planner,1203637303,
Caitlin80256,True,1,Charged me even though I cancelled and now ignoring my requests,"I canceled this during the “free” trial, because there was no way I was going to pay for this content. There are WAY BETTER options out there, for FREE. Yet I was still charged for a premium subscription. Fabulous has ignored my numerous requests for a refund. I literally deleted the app after I cancelled my free trial, so I did not use this “Premium” subscription. 

Avoid signing up for any “free” trials, and be aware if you decide to use this app. There’s a lot of scamming going on here.

UPDATE: I’m updating this review to say that Fabulous, despite replying on here to try to save their public reputation, is STILL ignoring my requests.",2021-05-30 12:55:59,fabulous-daily-routine-planner,1203637303,"{'id': 22984936, 'body': ""We're sorry to hear this and we apologize for any delays. We've been receiving high volumes of emails. We work based on order received and we'll be working to assist you as soon as we can. In the meantime, please ensure that you've successfully completed any forms that were sent after reaching out to us."", 'modified': '2021-05-24T18:47:05Z'}"
nobady will see me,False,5,DOWNLOADED THIS GAME NOW!!!!!!!!!!!,🥰❤️💕Thanks to this game it let me be myself again I just want to tell you that to go download this game and if you’re getting bad comments just keep your heart away from those comments but it’s just because those people are not happy with your life and just keep your heart from good comments and people that love and appreciate the things in there lives so you guys will thank me later🥰❤️💕,2021-03-02 15:10:51,fabulous-daily-routine-planner,1203637303,
Budget smart,False,3,Creating positive change but an overwhelming experience,Overall the app is helping me create positive changes in my life. The onboarding experience was personalized and I think the art and UX is beautiful. However after using the app for about a week I find it contains a little too much helpful information. Daily coaching. Nightly coaching. Reminders. Tips. Motivators. 9x notifications. It’s a little hard to know what to pay attention to...which is part of the problem with digital life that brought me to this app in the first place.,2021-05-03 18:57:38,fabulous-daily-routine-planner,1203637303,
Sunshineandbutterflies,False,5,This App is Life Changjng,"For anyone who is lost and needs help getting back on track, or for those who just need a little boost in their habits, this app is the best. No other program like it. I was in a dark heavy place, a lot off track, this helped me build my momentum in little daily habits and get some structure back in my day so I could feel good and realize I can get back on the horse again and live the life of my dreams!",2021-01-14 18:00:00,fabulous-daily-routine-planner,1203637303,
funnyfirebox,False,5,Are you ready?,"Even if your not, this app if you actually USE it will change your life. I have used timers to help me with my ADHD all my life and this app uses timers and a number of other therapeutic ways of changing your habits. Worth $3 a month, worth $50 a month honestly. But I’m glad it’s affordable for everybody. I don’t care if you are broke, if you NEED or WANT change in your life, this is it and it will give you that.",2021-01-06 23:42:54,fabulous-daily-routine-planner,1203637303,
FunMom30,False,5,Premium is better than the basic version,"I tried out the basic version a year ago and decided not to stick with it. Now my daughter and I are both using the full premium version of the app and it’s 100% better. The yearly rate is incredibly affordable - more so than my meditation app. There is no excuse for me not to be successful now. Great graphics, lovely story in the mornings, lots of journeys to explore.",2021-04-26 17:17:29,fabulous-daily-routine-planner,1203637303,
johardy05,False,5,LOVE THIS APP,"So far, I have enjoyed this app. I don’t typically spend money on apps but this one was so WORTH IT. It has helped me start and stick to routines while also giving me constant motivation. It helps you start slow and gradually build up a healthy routine. & best of all, it helps find the absolute best routines specifically for YOU. I have already recommended this app to multiple friends and family. Don’t hesitate. Get it!!",2021-04-06 13:13:19,fabulous-daily-routine-planner,1203637303,
Householdname,False,1,7-day Trail & Regular Charges Hidden!,"I think people should be allowed to know upfront so they are not feeling duped. Before I even get to know this product I am already prejudging based on the fact this information wasn’t disclosed upfront, initially. Now I may not know whether or not this is a decent product due to what feels like a scheming tactic to bait into downloading and initially investing time in questionnaire before knowing the pricing “scheme”. I now wonder if I’m gonna be automatically charged even though I don’t believe I agreed to anything. I do not want any drama of removing post-trail charges should that occur...see already a bad taste in my mouth. Counterproductive.",2021-04-25 17:57:36,fabulous-daily-routine-planner,1203637303,
WX.NRD,False,2,Overload.,"Ok, so it’s not just me. Looks like this app needs help. IMO it’s overwhelming, cluttered and unorganized. There are a couple things I don’t mind. And it’s beautiful overall but it’s not user-friendly. I have no idea how to navigate this app - it doesn’t feel intuitive and I just get lost with no idea how to easily get around or back to where I was. I had high hopes of getting rid of some habits and making better ones but this isn’t the app for me. I paid for premium too so I have it for a year but I won’t be purchasing again. Sorry :( there, I said it. I feel better now.",2021-04-25 05:49:37,fabulous-daily-routine-planner,1203637303,
latenightidea,False,4,Great app so far!,"I’ve been looking for a similar app like this for a long time and I’m glad I found it. I have ADHD and gets distracted very easily. I like that they start you slow with one habit at a time and increase from there so you don’t feel overwhelmed. I gave this a four because I’m a UX designer and I feels the journey of customer and some functionality can be improved so that it makes more sense to the user. Overall, I would recommended this to a friend!",2021-04-19 18:05:52,fabulous-daily-routine-planner,1203637303,
Brainymum,False,3,Problems with sharing links,"App is great and helpful. The problem I have is when I want to share something from within the app or save it, it only creates a link that prompts to download the app from the App Store, or it just opens the app without taking you to the intended content.

Also, if I want to access previous sessions of daily coaching, I cannot. App just takes me to the latest one. If I read something helpful and I want to access it again, I can’t. 

Can you please look into this. Thank you",2021-04-08 13:19:14,fabulous-daily-routine-planner,1203637303,
Heidi Walters,True,1,Not even remotely worth the price.,"Tried the trial, when through and charged me when I tried to cancel. I figured I’d least try to use it, but it’s horrible. The ui is horrid, and it’s not like I’m old and don’t know how to use apps or anything like that. I’m 24. It’s not acceptable for this app to be so poorly optimized. I can’t find things I was looking and on a previous day, journeys are confusing, there are fifty different screen and none make any sense. 

I want my money back. 

Don’t download this. Use a notebook to keep track of a couple of goals and a free meditation app. Better than this garbage that I was charged for against my will.",2021-03-28 19:11:17,fabulous-daily-routine-planner,1203637303,"{'id': 20473089, 'body': ""We apologize for any misunderstandings and we appreciate your feedback regarding the UI. We're constantly working to improve. Feel free to share additional details with us. The trials are optional and if authorized, then we make sure to state that it auto-renews into a subscription unless auto-renewal is canceled beforehand via iTunes/the Apple subscriptions list. Please let us know if we're able to assist with anything by completing the form after emailing hello@thefabulous.co "", 'modified': '2021-01-18T10:29:45Z'}"
love emojis!,False,5,Love it!!,"This app is amazing! You can create routines to help you in the morning, afternoon, and evening! The app also plays calming music to help you through your routines, and you get to choose what your routines consist of, when they start, and how long your routine lasts! You can also connect with other people, and post what’s going on in your life, or whatever you want to post! This app is amazing, totally recommend!!",2021-05-20 12:29:15,fabulous-daily-routine-planner,1203637303,
Gonzoschicken,False,5,A Motivational App I Actually Use!,"I’ve used this app for six months now and my life is undeniably changed because of it. I’m healthier, happier, and more productive. I don’t know how they did it, but I actually look forward to checking in with myself and my goals every day. I thought it would be either be boring or hokey, but I’m really enjoying it!  The “coaching” every morning and night is my favorite part.",2021-02-18 02:19:24,fabulous-daily-routine-planner,1203637303,
MeadowsHearth,False,5,So Grateful,"I didn’t think there was anything that could help me out if this hole. So grateful for fabulous. I’ve made it to day 4 of simple, healthy habits and I can feel my depression dissipating, where there was hopelessness I now look forward to unlocking new stories and completing tasks that are so simple but have huge impact on my energy and mood. I’m also a lover of fantasy, and magic, so this app calls to my heart.",2021-02-14 20:35:12,fabulous-daily-routine-planner,1203637303,
MaryPoppins36,False,5,Such a great app!,I’ve really been struggling with change and this app lets me set some short term (easy) but it really gets me excited especially once i achieve them. It sounds silly but i don’t have a routine and with kids and this pandemic it’s been really hard. This app makes me excited and it’s great practice for me when I’m really ready to make those long term commitments and really stick to them this time ♥️,2021-01-03 21:09:17,fabulous-daily-routine-planner,1203637303,
