rating,isEdited,review,userName,date,title,app_name,app_id,developerResponse
5,False,"I have been meditating for more than half my life.  Insight timer is my favorite meditation app.  I have grown in my practice in the past three or four years I have used this app. I started with the free version and last year I switched to the paid. Both the free and paid are wonderful. So glad my mom shared it with me. I have shared Insight Timer with many friends, as well. Get this app, it gets better and better and you will be glad you did.",CraftyYoginiMama,2021-02-19 18:17:03,Years of use,insight-timer-meditation-app,337472899,
5,False,"This app has helped me to meditate everyday whether with or without music, guided or not, with groups or solo.  As a 69 year old grandmother home schooling my three year old Granddaughter this has been a lifesaver.  I feel less anxious and I do 10 minutes here and there throughout the day. I even do meditation with Harper.  She loves it.  We are both having “best days ever Grammie “.  Thank you for demystifying meditation and making a wonderful and much needed part of my life.",No1mommy925,2020-12-29 12:41:01,The Key to Surviving the NYC Pandemic,insight-timer-meditation-app,337472899,
5,False,"The last 2 years have been fairly confusing. My husband and I have been dealing with secondary infertility. COVID hit and we got pregnant then lost the baby. My world felt as if it was crumbling. This app has given me tools to cope with and flourish in life despite COVID, despite a miscarriage. I’m beginning to create my own path based on my soul’s guidance. So grateful to have this tool. AND all the free meditations, because at first I didn’t have money to spend. Could not recommend enough.",torikennicutt,2020-08-10 15:16:14,Spiritual awakening guidance,insight-timer-meditation-app,337472899,
5,False,"I’ve only had this app a few days, but i really love it. Well worth $60. I’ve been engaging it in a few ways. Its encouraged me to have intentional mornings; I can customize my choice of life coaching based on the challenges of the day ahead. Its encouraged reflective evenings and wind down practices. Most surprisingly to me, I’ve slipped into some moments of pause and reflection throughout the day and go to the app unprovoked (and im yet/generally a zoom zoomer). Thanks for putting this together app guys!",i eat boards for breakfast,2020-07-15 03:16:26,Yay! This exists!,insight-timer-meditation-app,337472899,
3,False,"I love your app so much! I am so stressed about many things and sleeping was something that was getting harder to do. This app has helped me tremendously. I wish that I could set my favorites and delete ones out. Also sometimes the ones showing as favorites have disappeared and show up again later. Not sure why that happens. If I get another job soon I would consider a subscription and I don’t subscribe to many apps.
UPDATE: you were a favorite until you just deleted all my favorites and bookmarks! Gone from 5 to 3 stars now.",new artist!,2021-05-24 02:35:27,Highly recommend!,insight-timer-meditation-app,337472899,"{'id': 23146808, 'body': ""Thank you for posting a review and we’re sorry to hear that your experience was not up to\xa0standards. We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/70a744c26dfd9b0a11075b2ca1a75e09"", 'modified': '2021-06-02T07:54:23Z'}"
5,False,"There is so much free content on this app on a myriad of platforms- music, meditation, from many different disciplines, secular, Buddhist, Christian, etc. There are even things for children. There are lots of courses you can ‘buy’- which look really interesting and informative. You can even filter by how much time you have to ‘practice’. A wonderful tool for people looking to be more mindful and lead a more content and calm life.",Itzgigizyall,2021-06-28 15:32:22,Lots and lots of varied content- unlike other apps,insight-timer-meditation-app,337472899,
5,False,"So many powerful and enlightened teachers. I use it free and have not even scratched the surface of all that it offers. I found one teacher Andrew Johnson who transformed my life. I now can choose happiness, feel worthy, loved and safe, filled with gratitude and joy when my life had been grey and depressed. And the great thing about that is I can bring that out to share a more LOVELOVELOVE ing attitude with my community. If more people used it we could change the whole world.",crd cstmr,2021-06-26 10:22:08,Beautiful app,insight-timer-meditation-app,337472899,
5,False,"The free version is fantastic. And the paid version is even better—worth the money if you can afford it. 
I do wish the indexing would include numerical indexing, not just alphabetical. My favorite teacher (Stephen Procter) offers sequential lessons—And I suspect he’s not the only one. It’s really hard to locate the next lesson without numerical indexing. I eventually resorted to Googling to find the title, then searched on that. I don’t want to be on the Web when I’m ready to meditate.",L56F,2020-04-12 17:26:55,I love Insight Timer.,insight-timer-meditation-app,337472899,
1,False,"I’ve been paying for insight timer membership plus for about a year now.

I just noticed... that the app never registered that I pay for a membership. 
I’ve had limited access for this entire year.
I can only listen to the free meditations. I cannot join classes or download. I constantly keep receiving ads to buy the membership, when I press it, it tells me that I am already subscribed, then I try to chose a meditation and it goes back to saying I need to buy membership. 
I literally cannot do anything that they promised I’d be getting when I pay. 
It’s been an entire year and I’ve been ripped off. I’m so upset 
I’ve emailed, called, wrote on Instagram, wrote teachers, I have no idea how to get what I'm literally paying for. I loved this app so much it helped me out of a dark time.
I’m sad to take my money elsewhere. I hate paying for absolutely nothing. I feel like I just donated to insight timer lol. Tired if these online companies ripping me off and not correcting their mistakes.

This stressed me out more than anything",RiennaKay,2021-04-27 20:53:37,Honestly horrible,insight-timer-meditation-app,337472899,"{'id': 23145714, 'body': ""\u200bThank you for bringing this to our attention. We completely understand that you encountered a problem with your Member Plus subscription. We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/770c32fec13f3ac61b9cb6c942bad0a4"", 'modified': '2021-06-02T07:07:04Z'}"
4,True,"I’ve been using Insight Timer for around three years and pay for the premium content.  I highly recommend it.  However, I initially downloaded and fell in love with this app because of the timer itself.  It still works, but it hasn’t been changed or updated since I first used it.  I’d like to see new ambient sounds added and would happily update my review to 5 stars if new sounds were.  I’d even be willing to pay extra for additional ambient sounds.",wick'a,2020-11-22 21:56:42,Timer Itself Needs Updated,insight-timer-meditation-app,337472899,"{'id': 3137042, 'body': ""Hi wick'a  - And thank you for the fantastic review. We're so pleased to hear you're enjoying the features. Much gratitude."", 'modified': '2018-04-16T00:32:57Z'}"
4,False,"I really like this app, but I would also love if there were a few additional features. 

It would be useful to allow the timer to count up instead of (or in addition to) counting down - or maybe display both! Sometimes I prefer to know how long I’ve been sitting, where other times I prefer to know how much time is left.

It would be useful to show how much time until the next bell, and/or how much time is left in the overall session.",lindsey_anne,2020-06-15 22:29:32,"great app, but would love more flexibility",insight-timer-meditation-app,337472899,
5,False,"This app is the one that brings me the most peace, joy, insight and the fact that the basic app is free is so wonderful. I choose to be a paying member because I want the extras and I want the app to continue on forever. It’s a wonderful service that is being offered here! The meditations are varied, with all kinds of subjects, context, non-religious, or religious focus. There are so many styles and lengths, with music, without, that anyone can find many sessions that will work for them.",Punkyshauna,2020-01-21 16:15:52,Best App ever,insight-timer-meditation-app,337472899,
5,False,"This app has so much variety it great for beginners and experts. I love that they have so many options that are free and a lot more for good reasonable price. Meditation has really helped me in all aspects of my life and this app made that possible by making it simple to find exactly what I needed each time. Love it, would recommend even for those who just want to explore meditation practices. May anyone who reads this feel loved and beautiful today 💙🤍💜",Aqaura,2020-01-20 07:32:24,Great for everyone,insight-timer-meditation-app,337472899,
5,False,"I have been using Insight Timer every day, several times a day for over a year now. It is my daily devotional - the place I turn to when in need of wisdom, calm, celebration and healing. So grateful for this powerful app and all of the insightful teachers and artists who contribute their work. Thank you! I have shared it with many friends and clients and highly recommend it for all seekers or anyone in need of comfort during these challenging times.",hopa07,2020-01-10 16:48:54,Incredible healing tool!,insight-timer-meditation-app,337472899,
5,True,"I suggest Insight Timer to my clients as the mindfulness component of our therapy. Similarly I meditate every day, and thanks to the timer’s tracking option I feel motivated to continue as I’d hope others would do. The research from Richard Davidson’s Center for Healthy Minds demonstrates how regular meditation can change the brain’s activation pattern for the better. 
I love the many helpful options; guided meditation and simple timer; choices everywhere.",frufgigc,2020-12-08 14:13:28,This psychologist recommends Insight Timer,insight-timer-meditation-app,337472899,"{'id': 4566843, 'body': ""Dear frufgigc - Thanks for your vote of confidence! We're so appreciative of your wonderful recommendation. Deep bow."", 'modified': '2018-08-08T01:10:19Z'}"
4,False,I attempted to contact insight timer but there wasn’t an email address or a way to do so without asking I pre-written question.I really love to meditate and to use this app. And it works great...when it works… It is very inconsistent in terms of the different meditations loading. They often say “something went wrong” try again. And I have to sign out of the app multiple times and sign back in and sometimes some meditations still don’t load. And...I have a subscription.,rinkydinkdo,2021-01-24 02:56:58,Great! (When it works),insight-timer-meditation-app,337472899,
5,False,"I am so grateful for this app! It offers so much wonderful content for *free*. No catch! It has changed the quality of my sleep & my mood the next day dramatically! But guided sleep mediation is far from the only thing they offer. It's easy to use, offers countless meditation options which are organized by category & you can be as social with other meditators or as private as you like. I HIGHLY recommend this app!",Siouxzie82710,2020-11-12 15:34:01,"Life changing, easy to use & truly free!",insight-timer-meditation-app,337472899,
2,False,"Loved this App for years. Recently, many saved favorites stop playing 10 seconds in; Many search features have lost much of their old usefulness; much more difficult to search by top rated now; Too many large photos, mostly unnecessary, since a headshot or pretty scene doesn’t tell me much about the meditation; can filter out “spirituality/Christianity but not filter in -in searches. Much old functionality is lost on my iPhone 10 with plenty of memory left. New updates didn’t improve this otherwise wonderful app. (I have paid version. Almost ready to cancel.)",JanFSS,2020-12-01 12:10:49,What happened to this amazing app?,insight-timer-meditation-app,337472899,
5,False,"As one who has meditated over 4 decades this app initially was simply used as a timer for my practice, But I discovered it is so much more! So many beautiful guided meditations are here to explore and you are sure to eventually find one that speaks to you deeply. I also enjoy music offerings whether chanting, singing bowls or symphonic. I love the sense of community and the  “thank you for meditating with me” note at the end of my session. App operates very well and is easy to use.",live4art,2020-05-01 16:12:28,Indispensable app,insight-timer-meditation-app,337472899,
3,False,"A really helpful resource! The guided meditations can be overwhelming if you don’t know what you’re looking for. 

Unfortunately, the notifications don’t work at all. I’ve tried setting daily reminders for the course I’m taking and nothing happens. When I try to set my time zone in the settings it gives me an error and says I don’t have permission to access these settings - a bug? It would also be awesome to save upcoming live events you’re interested in and get notifications for that too.",bbbanda,2020-08-29 15:33:26,"Useful, could be overwhelming, notifications don’t work",insight-timer-meditation-app,337472899,"{'id': 17586959, 'body': ""Hi bbbanda, we appreciate your feedback about the app. We're sorry to hear that you're having issues with your course notifications. Kindly write us back at help@insighttimer.com so we can better assist you. Thank you."", 'modified': '2020-08-31T00:06:28Z'}"
5,False,"I love the simplicity of this app. I also love the data collection. I'm a huge data nerd and it's cool to see the my average length of my meditations for the past 14 days and overall, the percent of my meditations that are guided vs simply timed, etc. 
 I would love to see a playlist option for the premium version. I'd actually pay for that feature. For example, I'd like to start out with a guided meditation, do some meditation in silence, and end with a guided meditation.",Femme2Mrbd,2020-04-14 18:30:06,Perfection in Simplicity,insight-timer-meditation-app,337472899,
5,False,"The unicorn sleepover is so awesome! It almost puts me to sleep every time that I listen to it. I know that it sounds like a really boring story, or whatever you call them, but it’s really not just a really boring baby story. Listen to me, it is awesome! So, like whatever you do download this app and listen to the Unicorn sleepover or, you could meditate, or do other stuff. I like to meditate on here too! It’s really relaxing and calming, so like whatever you do, download this app, ok?!",Aurelia Brown,2020-01-07 05:53:41,Unicorn sleepover is awesome!,insight-timer-meditation-app,337472899,
5,False,Thank you so much for providing such a high quality product to the world! I love insight timer. It has helped me more than anything else I have found to stay consistent with daily meditation. I look forward to each practice as I know there are so many amazing choices. Thank you for making the practice of meditation more accessible for everyone! Highly recommend!!,Jess h87,2021-04-29 12:50:36,Incredibly well put together meditation and mindfulness app,insight-timer-meditation-app,337472899,
5,False,"A dear friend in Indpls, IN recommend this meditation app to me.  I began these guided meditations and it has changed my life.  I did not know how to meditate or be quiet for any length of time, so this has been so wonderful for me.  It is a daily practice now. Thanks so much

We have been using your application for several years and are regular customers.  We love it  it as made a positive dioxin our lives. We have also recommended it to others
Thank you",Bet 635,2021-01-31 14:44:13,Recommended by Friend,insight-timer-meditation-app,337472899,
5,False,"I’ve used this app for years. Out of curiosity I’ve looked at other meditation apps but I’ve always stayed with Insight Timer. The fact that it remains free is HUGE for me and that’s why I stay. But I also love that there are courses we can pay for if we want, and I love the donation option for those offering their work and energy here for us to benefit from and enjoy. I look forward to many meditations to come using this lovey app!",Jamie Leslie,2020-07-30 16:27:38,Grateful for this app...,insight-timer-meditation-app,337472899,
5,False,"I don’t think very many apps are life-changing, but Insight Timer definitely is.  I have started and stayed with a meditation practice because of it.  It also has music that is great to paint to (I like to do art and have different music on). If you go in for the premium, you get all that, plus courses, which are really great and have helped me immensely.  I tell everyone about Insight Timer!  So great for beginning and staying with meditation!!!",Guitarma61,2020-09-27 15:49:30,A life changing app!,insight-timer-meditation-app,337472899,
4,False,"I recommend this app in my meditation classes. Great way to begin and to stick with it. Also many guided meditations and opportunity for community connecting. I have written this review twice and I still get a pop up asking me to review and I don't get the choice ""don't ask again"" just 'review', 'ask me later' and ""I don't like insight timer""   This is annoying.
The app is now dropping my records. I never miss a day. Lol. It’s an ego thing that I’ve got proof I meditate everyday for more than 2000 consecutive days I know.",Yogi-K,2021-05-25 12:41:58,Great app,insight-timer-meditation-app,337472899,
4,False,"This is by far the best of the meditation apps that I have used. And I have used quite a few. 

The one thing that is missing and keeping me from giving us a five star review is the calendar function. The calm app has a really wonderful way of tracking the meditation sessions that a user has completed. This app only tracks number of consecutive days but doesn’t show it in a calendar format. The calendar is helpful to see what you’ve accomplished.",Sharstol,2021-02-05 14:27:19,Love this app but one thing is missing,insight-timer-meditation-app,337472899,
3,False,"DM needs fixing. I wrote a long deep message to a friend on here, clicked my home button twice to open my clock app and turn off an alarm (this took 3 seconds) clicked home again to switch back over and everything had been erased. I could maybe understand if I left for a long period of time like how IG refreshes the page but 3 seconds and wiped is ridiculous. I put a lot of feeling into it too. Even messenger and other DMs save what you wrote. This was after I meditated too. Looks like I need to do another session.",Shellytheskelly,2020-05-16 22:58:46,Very frustrating. Please fix.,insight-timer-meditation-app,337472899,
5,False,"I like this because it puts me to sleep and it makes me calm but theirs this bed time story and it’s called the underground train it always puts me asleep I that, I just rated this app a five star ⭐️⭐️⭐️⭐️⭐️and another thing what I like about this app like about this app is That don’t have to sign in like all the apps that I try to use always I have to sign in
 ITS ANNOYING..... but I FREAKING LOVE THIS APP shout out to the person who made it and that’s why you should download this app",Baking Girl 123456678910,2021-04-21 13:59:20,I’m just a kid😌,insight-timer-meditation-app,337472899,
1,False,"I just updated to the latest version of the app and tried to do my morning meditation. Every track I tried to play would cut out around 30s or so and go to silence. the clock for the track keeps going, the audio is just gone. it does it consistently in the same spot for a track, as I tried force quitting the app and retying. I also tried both cellular and wifi networks and the track would still cut out on the same word no matter which network I was connected to. speed tests revealed no issues with my network. seems like a problem on your end! hope you can fix it soon!",Jpp6677425996,2021-06-16 13:24:08,new version stops playing tracks after 30s,insight-timer-meditation-app,337472899,"{'id': 23450146, 'body': ""We are very sorry you are experiencing these issues with the new update. Our developers are working tirelessly to find and resolve the issues so we can have you back to normal. We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/d0fa8e21943d28fc2710bbdee553ad78"", 'modified': '2021-06-18T02:45:23Z'}"
5,False,"Insight Timer is an outstanding App that every person would do well to tune into as part of their daily repertoire.  I believe the world is a better place as a result of the many offerings here, and other such resources, and with the incredible numbers of people entering into the daily practice of meditation, I believe ALL IS WELL!   Thank you to the creators, the staff and the incredibly generous teachers who are here to guide us on this journey to Oneness and to remember who we are in Truth! 🙏❤️",Serene Jo,2020-11-14 15:22:54,Jo,insight-timer-meditation-app,337472899,
5,False,I’ve been using the insight timer app for years. It has only gotten better. The variety of programs is truly amazing. The quality of teachers is great. There is a place for new content to see some starting out practitioners and there are the famous people too. I feel such gratitude for this app and have learned so much. There are courses that I’ve just begun to dip into and now a tab for yoga. Thank you insight timer!,funnylib,2020-10-22 12:16:49,Insight Timer excellent,insight-timer-meditation-app,337472899,
5,False,"I absolutely Love this meditate app!!!  I really started my meditation/self-love journey about 4 years ago. I stumbled across the Insight Timer App over 2 years ago. I used the free version for over a year, and I upgraded to the premium version to get the priceless meditation courses and to be able to download the meditations. I can’t live without meditation, my soul feels so out of balance when I don’t meditate. Thank You Insight Timer!!!
 Blessings and Gratitude, 🙏❤️🙏❤️🙏
    Debs",Lovin' Deb,2020-05-23 19:23:21,So In LOVE With Meditation 🧘‍♀️,insight-timer-meditation-app,337472899,
5,False,"I suffer from really bad anxiety and there’s so many calming audios on here and guided meditations, also helping to put you to sleep. FOR FREE. I’m so grateful that it’s free.  They do have some you can put for but thousands of free ones. I listen to it every day multiple times a day and always before bed.  This really has helped me when I’m in a panic and need to be talked down. Thank you thank you thank you! I tell people about this app all the time.",Lauren McAl,2020-02-17 01:14:15,This is the best app!,insight-timer-meditation-app,337472899,
5,False,"I discovered Insight Timer before Covid and the app has absolutely been the cause of my mindfulness and calm throughout the tumultuous past year. When I don’t meditate in the morning, I can feel the difference in how my energy is for the rest of the day. And the fact that there are so many meditations available for free to begin with makes it so accessible to discover it’s gems. Thank you teachers and app makers!",Zofaloaf,2021-06-29 12:32:53,One of my favorite apps ever,insight-timer-meditation-app,337472899,
5,False,"I began to access Insight Timer three years ago and it has been a Go To daily ever since. I have used the chants while walking, sleep meditations at night, meditations for healing life stress, to record my yoga sessions, healing sessions and personal meditation time. I enjoy knowing I am part of a growing movement of consciousness and world community. I even met another member while on a trip to South Africa! All of this and so much more..... Thank You from my heart 💗. Namaste’ M.J. Frost",happinessabounds,2021-06-12 10:16:39,Helping and healing tool,insight-timer-meditation-app,337472899,
5,False,"I have the free account for years and truly enjoyed the accountability that it held for my daily meditation. 

Since the pandemic hit I decided to go deeper into my meditation and purchased the yearly subscription. I can attest that it is 100% worth the cost! The services that the app offers are superb between; courses, live events and community it truly makes this app so special. 

If you’re looking for a meditation app, look no further this one won’t disappoint!",Lydia Callis,2020-09-30 11:18:36,"Love, love, love!",insight-timer-meditation-app,337472899,
5,False,"I have been trying to start to meditate, and have had trouble sticking with it.  I have tried several other apps, and for some reason never liked them very much!  I love the variety of meditation available, I have only stopped one of them because it got on my nerves. I am going on 28 days straight and most days I am doing 2. Love it. Thank you. Next I. Looking at live events. Thankful to have found this app. Thanks Real Simple.",Dipadidoda!,2020-09-10 12:06:48,I love this app,insight-timer-meditation-app,337472899,
5,False,"I’ve been using this application for a few years now and it’s making a big difference in my life. You get out of it what you put in. I’ve been doing good at using it daily. It’s taken me this long, but I’m finally having meditations on a more regular basis that I’m able to fully immerse in. I love the variety. There are some REALLY powerful meditations on here. Meditations that normally I’d never have access to. I’m really very grateful!!",Kimberly Dawn O,2020-05-15 12:46:04,So helpful.,insight-timer-meditation-app,337472899,
5,False,"I have borderline personality and the best way to treat it is by meditation. This app encourages me to meditate everyday, without being pushy like the other meditation apps. I just feel SO much better. It gives me new strategies to meditate. I normally would have had an episode after the day I had today; however, I was surprised at how well I kept myself together. Thank you insight timer for helping me build coping skills!",kandbleaz,2020-01-07 06:18:38,Insight timer has changed my life.,insight-timer-meditation-app,337472899,
3,False,"Free not free. The more popular this has become the more commercial it has become. Not fun not good. Can’t donate now because there is a fee. Love all that could be available, up admin has decided that thru s as re giving to much away. So now we pay for all he truly cool stuff and what’s free is just enough to make you want more. Being manipulated and lead into buy a product. Rather than being free. It’s good I love what is offered. Not good feeling lead into buy this if you want the real good stuff. Sharing is caring. Whatever it just limits all of us.",Brannmarshall,2020-02-22 16:10:12,What’s good and not,insight-timer-meditation-app,337472899,
5,False,"I’ve used this app for about 4years, when there were only 700 meditations! I’ve grown to love many of the teachers and know which ones will remind me of what I what I’ve forgotten in the moment.  This is a daily practice for me. I committed to 365 days at first, and then just kept going. This group is an important part of my sanity and development. I recommend to everyone I care about and want to care about.",david&cindy,2021-05-14 19:01:27,Longtime,insight-timer-meditation-app,337472899,
5,False,"Insight Timer has helped me tremendously with my anxiety issues. I’ve been a Premium Plus member for some time. After purchasing a new phone I’ve had issues not being able to view my past courses, current courses or milestones. I have contacted technical support several times but still no contact back from them. The app is great but technical support is sadly lacking.",nifty2021,2021-05-07 10:49:31,"Love, dislike relationship",insight-timer-meditation-app,337472899,
5,False,"Insight Timer has so much to offer! There are many recordings that are perfect to fall asleep to, thought provoking talks, and guided meditations. After using the app for months I decided to purchase the subscription. I like having access to the 10 day courses. Being able to download the sleep inducing recordings means I can disconnect from the internet and still have easy access to my favorites.",ee5y9*46,2021-03-14 04:17:24,So peaceful...thank you!,insight-timer-meditation-app,337472899,
5,False,"insight timer has many great offerings and courses no matter your spiritual preference. i have enjoyed and learned so much and taken courses with some very engaged and caring instructors. however, if you are a paying member and have an issue , be aware that customer support takes days to respond and most likely will be unable to resolve your issue in a way that is satisfactory. i was unable to access a course i was midway through, and the suggestions to resolve issue involved losing all my saved (hearted) courses and stand-alone meditations. since i’ve been a paying member for close to two years and access the app daily this suggestion (with no guarantee of its success) seemed lacking and not supportive of my journey. will not be renewing.",gigiFoster,2020-12-24 01:05:09,lovely until you need support,insight-timer-meditation-app,337472899,
4,False,Use this everyday. Love this app and yet... Still using this for 2 years and it’s a bit unwieldy. The app has a different design UI on different pages. Groups? Circles? You can’t reply to Circles but you can to Groups? Does have some incredible teachers and talks and guided mediations in many languages - but also lots of so-so ones spread out everywhere. It kind of feels like everyone wants to be a teacher these days. I pay for the subscription.,WaltZ1973,2021-02-11 13:51:43,So many guided meditations and talks... too many?,insight-timer-meditation-app,337472899,
3,False,"I love the quality of meditations, functionality and podcasts. However I have encountered some glitches. For example I switched devices bcs of the new phone replacement but settings up a new device seems impossible. Help page with links to specific questions goes to the “page removed” message. So I gave up setting up the account. 

The fav can not get unfav... stay in te same section making it impossible to clean up. 

Aside of that, all seems great.",nikolasdolas,2021-01-11 12:24:02,Good but not without some glitches that should be easy to fix,insight-timer-meditation-app,337472899,
5,False,"Insight Timer is a gift. I use it frequently and it has improved the quality of my life. The teachers and the courses and meditations they offer are incredibly varied so there is something for everyone, every mood, and any length of time. My daughter also uses it. There are many incredible resources for kids that can help them through these especially trying times. Thank you.",annapainter,2020-11-28 15:50:11,Gratitude to Insight Timer,insight-timer-meditation-app,337472899,
5,False,"Found the app when I was playing with the health app on the iPhone and life was a bit tense. With COVID and the politics and the riots, I needed to find some tranquility. I was able to find that here. I have found a few teachers I enjoy waking up with and relaxing before I go to sleep. I have found myself not needing or wanting the TV on at night to fall asleep too, which I have done for over 20 years. So I am very happy and pleased.",Rinner2018,2020-11-13 14:22:26,Absolutely love it,insight-timer-meditation-app,337472899,
3,False,"I’ve been using the app for a few months now and upgraded to the Member Plus subscription. I love the teachers and the content, but the app itself could use work. I can’t access my profile, subscription information or any other info from the app. I keep getting messages that the webpage has been removed. Not sure what that’s about. Same thing happens when I use the website and click on my profile, nothing happens. I don’t like having info in an app that I can’t manage.",Funmi1,2020-11-09 18:43:34,Great content but app has issues,insight-timer-meditation-app,337472899,
5,False,"I never struggled with anxiety till Covid. It consumed my life, panic attacks, trouble sleeping, racing thoughts, etc. I turned to anything I could find to help, and this app and meditations helped walk me through my panic attacks. I was able to find great resources to help ease my mind to fall asleep peacefully. I’ve only used the free options available and haven’t even gone further into the premium services and I can’t recommend this enough.",1319nash,2021-05-13 04:05:18,It’s a fantastic app,insight-timer-meditation-app,337472899,
3,False,I gave this app three usually I would give it a five I really do like this app but every time you change the format you mess me up I have all my timer set I meditate for an hour every day and now everything is wiped out I can’t even see where to set the timer for 15 minutes I just have a silly little circles and do nothing I need help I want my original format back so I can see my meditations this really is a great app and please help me I don’t know what you’ve done but it isn’t sitting well with my iPad nope nope nope thank you please help help,Bobbieg13,2021-05-20 01:05:15,Sadden,insight-timer-meditation-app,337472899,"{'id': 23143010, 'body': ""We are very sorry you are experiencing these issues with the new update. Our developers are working tirelessly to find and resolve the issues so we can have you back to normal. We'd really like to get some more specific details and be able to update you directly as we fix it so if you would be so kind as to give us your details in the form below it would be of great help. Just copy the text below and paste it into a new tab in your browser. http://insight-timer.freshdesk.com/support/canned_forms/2846b8af07e1b61174f88fdb202a6f50"", 'modified': '2021-06-02T04:39:07Z'}"
5,False,"Can’t really imagining not having this app now that I’ve used it for a while. Nearly every night I have a soundscape playing to help me sleep, I’ve done the trial to do a 10 day meditation challenge, & really love the overall variety this app has. It was recommended to me so in return I recommend it to others since it helps me so significantly. From sleeping to meditation to coaching it’s been great. All in all a great app.",Cactus_Kay,2021-01-17 09:35:44,Favorite app on my phone,insight-timer-meditation-app,337472899,
5,False,"I always thought that meditation was a bunch of quackery,But my daughter encouraged me to try it and I am amazed at the results. I listen to about a 30 minute program before I go to sleep and I’m asleep during or shortly there after. Also, recently I’ve had some difficult times and I’ve done one of the stress relieving meditations for just a couple minutes andIt really helped put things in perspective.",tgotro7481,2020-08-11 13:36:02,Can’t believe it!,insight-timer-meditation-app,337472899,
5,False,"At first I liked this app but after completing the first beginner course, it is nearly impossible to locate other free meditations.  Every new course I tried to take required a subscription, even the ones that were not designated as being subscription-based.  They need to clearly designate the free ones and group them in one place, separate from the subscription-based ones.",FunFitness1,2020-05-03 16:46:09,No easy way to find the free meditations,insight-timer-meditation-app,337472899,
4,False,"Works well as a flexible timer, and there is a good variety of guided meditations and steady stream of new ones to inspire you. Only reason for 4 stars is that after going halfway a series or course of forty meditations, the app continually sends me back to the second one with no way to skip ahead. I would have sent this feedback privately but didn’t see a way to do that. I’ve been using it for years, though. Normally a five star app!",djpencil,2020-06-29 11:56:37,"Good, but one issue to fix",insight-timer-meditation-app,337472899,
5,False,The app has everything I need to meditate. Some bugs I have seen however is when my iPad locks or is purposely locked during a meditation I’ve noticed after the meditation is over the log screen gets pushed to the left a bit. This causes me to have to close the app before I can do anything else on it. I hope this is seen soon so you can fix this. Thank you for the amazing app.,skateXitXup,2021-03-04 16:31:32,I love it,insight-timer-meditation-app,337472899,
5,False,Insight timer is incredibly convenient and user friendly. Having a meditation practice in the morning and night can be easy! I love the encouragement and the mental nutrition that it offers. I recently had a surgery and I’ve been forced into a lot of sitting time. It’s a beautiful thing to feel a sense of community and well being. I’m healing up very quickly and I feel even more resilient than before.,gubbabj,2021-03-03 14:50:39,Has helped me so much!,insight-timer-meditation-app,337472899,
5,False,"I use this meditation timer daily. I have been for several years, it's just now part of my morning routine. I actually like the previous version better where messages to me were more obvious, but this one is fine too - once I learned my way around. I appreciate the many guided meditations though I don't always use them. I recommend this timer to all of my meditation students.",Umpqua Walker,2020-12-04 14:46:04,Great Timer,insight-timer-meditation-app,337472899,
5,False,"When I’m ready to pray, Insight Timer takes me straight to the screen to begin my sit.  The bells and the lengths of silence are all set up the way I need them.  The app has been rock-solid reliable for years, so I don’t have to think about the technology or worry that I’m going to miss my next appointment. I don’t have to see ads, and I’m not tempted by the social feed, until I’m done.  

Thank you for keeping it simple!",the un-venerable Bill,2020-03-02 12:51:08,Just enough,insight-timer-meditation-app,337472899,
1,False,"I’m really disappointed. I’ve just spent all of my meditation time being cycled through ‘pay for subscription’ demands regardless of the fact that I’ve subscribed already, and being booted back to the beginning of the introduction 
I listened to day one yesterday and can’t even work out how to save the course so I can find it, or move to the next session. Now I can’t even find day one! The course seemed good and Inwass looking forward to it. Monumental waste of my precious time and money. I hope this gets sorted, and will change this review when it does 
Until then don’t waste your money.",Amaram17,2020-07-23 11:12:15,Impossible to navigate or use,insight-timer-meditation-app,337472899,
4,False,"A friend recommended Insight Timer as a great help to her, to meditate and to fall asleep. She has chronic pain. 

The variety and number of free guided meditations is amazing. But don’t let that overwhelm you. 

I have been listening to meditations from their Anxiety SOS section. Doing this work, going within has given me so much relief, this is helping me establish a meditation practice. I truly feel better on the inside. A guiding voice can be so so soft and reassuring, reminding me what and how to speak to myself focusing. 

The app keeps track of consecutive days meditated. This brings up the only minus. I wish there was a place to enter the number of minutes that I happened to meditate  while not using the app. It would be great to record this so I have an accurate record of how many days in a row that I actually meditated.",hopefullskywatcher,2020-05-22 15:35:19,Essential for my practice,insight-timer-meditation-app,337472899,
